speaker|prev_text|prev_speaker|next_text|next_speaker|en_text|pl_text|default|dialog|dialog2|dialog3|dialog4
Edna Var Attre|Exceedingly nice to meet you. Please come again.|Edna Var Attre|If you'd shut your catty mouth for a moment, dear little sister, I could explain.|Rosa Var Attre|On occasion, yes. But then Rosa would quickly set him straight.|No, zdarzało mu się. Ale wtedy Rosa szybko przywoływała go do porządku.|Czasami tak. Ale wtedy Rosa szybko sprowadziłaby go na ziemię.|Czasami tak. Ale potem Rosa szybko by go sprowadziła na ziemię.|Czasami tak. Ale potem Rosa szybko ustawiałaby go do pionu.|Czasami, tak. Ale potem Rosa szybko by go sprowadziła na ziemię.|Jeśli na chwilę zamkniesz swój złośliwy pyszczek, droga siostrzyczko, mogłabym wyjaśnić.
King Beggar|Ever thought of seeking a seat on the City Council?|Geralt|The semblance of power don't interest me.|King Beggar|City Council is a puppet troupe with the hierarchy of the Church of the Eternal Fire as its puppeteer. Until recently, that is, when Radovid and his witch hunters took the reins.|Żartujesz? Rada Miejska to zwykłe marionetki na sznurkach poruszanych przez hierarchę Novigradu, a ostatnio też Radowida i jego łowców czarownic.|Rada Miejska to marionetkowa trupa z hierarchią Kościoła Wiecznego Ognia jako lalkarzem. Do niedawna, czyli do czasu, gdy Radovid i jego łowcy czarownic przejęli władzę.|Rada Miejska to marionetki z hierarchią Kościoła Wiecznego Ognia jako lalkarzem. Aż do niedawna, kiedy to Radovid i jego łowcy czarownic przejęli ster.|Rada Miejska to trupa marionetek z hierarchią Kościoła Wiecznego Ognia jako lalkarzem. Aż do niedawna, kiedy to Radovid i jego łowcy czarownic przejęli stery.|Rada Miejska to marionetki z hierarchią Kościoła Wiecznego Ognia jako lalkarzem. Aż do niedawna, kiedy to Radovid i jego łowcy czarownic przejęli ster.|"Rada Miejska to marionetkowa trupa z hierarchią Kościoła Wiecznego Ognia jako lalkarzem. Do niedawna, że tak powiem, kiedy Radovid i jego łowcy czarownic przejęli ster.

Nie interesuje mnie pozór władzy."
Skellige Warrior 01|Crach entrustin' his doin's to continentals - that's why he's damn impossible to reason with.|Skellige Warrior 02|Folk say she'd 'ave perished on Spikeroog if not for that witcher.|Skellige Warrior 02|I'd even 'ave thought Cerys fit to be queen if she'd only achieved somethin' on her own.|Może bym i uwierzył, że Cerys się nadaje na królową, gdyby sama czegoś dokonała.|Nawet pomyślałbym, że Cerys nadaje się na królową, gdyby tylko coś osiągnęła sama z siebie.|Nawet pomyślałbym, że Cerys nadaje się na królową, gdyby tylko osiągnęła coś sama.|Nawet pomyślałbym, że Cerys nadaje się na królową, gdyby tylko osiągnęła coś sama.|Mogłabym pomyśleć, że Cerys nadaje się na królową, gdyby tylko osiągnęła coś sama.|Nawet pomyślałbym, że Cerys nadaje się na królową, gdyby tylko osiągnęła coś sama.
Celina|Maybe you've seen her. Young... Ashen hair.|Geralt|Daughter, actually.|Geralt|Your betrothed?|To twoja narzeczona...|Twoja narzeczona?|Twoja narzeczona?|Twoja narzeczona?|"Twoja narzeczona?

(Tłumaczenie samej drugiej wypowiedzi bez dodatkowych wyjaśnień.)"|Twoja narzeczona?
Dijkstra|No can do.|Geralt|Dijkstra...|Geralt|So, where should this elite trio of my best meet you?|To gdzie ma się stawić doborowa grupa moich trzech najlepszych ludzi?|Więc gdzie powinno się spotkać to elitarne trio moich najlepszych?|No więc, gdzie powinienem spotkać się z tym elitarnym trio moich najlepszych?|Więc gdzie mój elitarny tercet najlepszych powinien się z tobą spotkać?|Więc, gdzie powinien spotkać się ten elitarny tercet moich najlepszych ludzi?|Więc gdzie to elitarne trio moich najlepszych ludzi ma się z tobą spotkać?
Triss|What about the treasure?|Geralt|Thought you need coin from Dijkstra to help the other mages.|Geralt|If we learn anything, great. If not…|Jak się czegoś dowiemy, to dobrze. A jak nie...|Jeśli czegoś się nauczymy, świetnie. Jeśli nie...|Jeśli się czegoś dowiemy, świetnie. Jeśli nie...|Jeśli się czegoś dowiemy, świetnie. Jeśli nie…|Jeśli się czegoś dowiemy, świetnie. Jeśli nie...|Jeśli się czegoś dowiemy, świetnie. Jeśli nie...
Nilfgaardian Imperial 02|Have mercy, my lord. Merely looking after the tree. Thought no one would--|Temerian Peasant 02|{Ax. } [Axe.]|Emhyr|Silence, Temerian. Don't speak until spoken to.|Milcz, Temerczyku. Milcz, póki nie mówią do ciebie.|Cisza, Temeriańczyku. Nie odzywaj się, dopóki cię nie zapytają.|Milcz, Temerianinie. Nie odzywaj się, dopóki cię nie zapytają.|Milcz, Temeriańczyku. Nie odzywaj się, dopóki cię nie zapytają.|Milcz, Temerianinie. Nie odzywaj się, dopóki cię nie zapytają.|Milcz, temerski chłopie. Nie odzywaj się, dopóki ci nie pozwolę.
Succubus 03|You shouldn't have come here.|Geralt|It's a human city, belongs to them. And I protect them from the likes of you.|Geralt|Who ordains so?|Kto ustalił takie prawo?|Kto tak nakazuje?|Kto tak zarządził?|Kto tak zarządził?|Kto tak zarządził?|Kto tak zarządza?
Yennefer|Right. It'll be safer with you.|Geralt|Hm… Wonder what I should do with the crystal…|Geralt|Dammit! That's it - I can't recover any more.|Cholera, koniec. Więcej nie odtworzę.|Cholera! To wszystko - nie mogę odzyskać już nic więcej.|Cholera! No cóż - już nic więcej nie odzyskam.|"""Cholera! No cóż - już nic więcej nie odzyskam."""|Cholera! To już koniec - nie mogę odzyskać nic więcej.|Cholera! To już koniec - nie mogę odzyskać nic więcej.
Skellige Druid 01|What's in it?|Skellige Woman 02|Me gran always adds mallow.|Skellige Woman 02|Sweet balm, nettle and burdock.|Melisa, pokrzywa i łopian.|Słodki balsam, pokrzywa i łopian.|Słodki balsam, pokrzywa i łopian.|Słodka maść, pokrzywa i łopian.|Słodki balsam, pokrzywa i łopian.|Słodki balsam, pokrzywa i popłoch pospolity.
Triss|Much better. It'll be safe with me.|Triss|Good luck.|Geralt|I'll try to cast a diagnostic spell, maybe learn something more.|Spróbuję rzucić na niego zaklęcia diagnozujące, może dowiem się czegoś więcej.|Spróbuję rzucić zaklęcie diagnostyczne, może dowiem się czegoś więcej.|Spróbuję rzucić zaklęcie diagnostyczne, może dowiem się czegoś więcej.|Spróbuję rzucić zaklęcie diagnostyczne, może dowiem się czegoś więcej.|Spróbuję rzucić zaklęcie diagnostyczne, może dowiem się czegoś więcej.|Spróbuję rzucić zaklęcie diagnostyczne, może dowiem się czegoś więcej.
Lady Bran|Wait! Mother… You bade me to leave the hall before the feast. Why?!|Svanrige|Why did you do it?! How did you know?! How?!|Svanrige|Son… Not now.|Synu... Nie teraz.|Synu... Nie teraz.|Synu… Nie teraz.|Synu... Nie teraz.|Synu... Nie teraz.|Synu... Nie teraz.
Geralt|Courage. If you do not lack it, hang a horseshoe.|Skellige Priestess 03|How might I serve you?|Skellige Priestess 03|Don't lack courage. Time, though, that's another matter… Still might come back. Take care.|Odwagi mi nie brak... Gorzej z czasem. Może zapiszę się przy innej okazji.|Nie brakuj odwagi. Czas, to jednak inna sprawa... Może jeszcze wrócę. Uważaj na siebie.|Nie brak mi odwagi. Czas, to jednak inna sprawa... Może jeszcze wrócę. Do widzenia.|Nie brak mi odwagi. Czas, to jednak inna sprawa... Może jeszcze wrócę. Uważaj na siebie.|Nie brak mi odwagi. Czasu jednak... to inna sprawa... Może jeszcze wrócę. Do widzenia.|Nie brak mi odwagi. Czasu - to już inna sprawa... Może jeszcze wrócę. Uważaj na siebie.
Dijkstra|Your jokes are getting better by the minute.|Geralt|Bart eye bumpy horses. Hot there. Sigi Bart take. Good Sigi.|Cyclops|See me smiling? I'm dead serious.|Widzisz, żebym się uśmiechał? Jestem śmiertelnie poważny.|Widzisz mnie uśmiechniętego? Jestem śmiertelnie poważny.|Widzisz mnie uśmiechniętego? Jestem śmiertelnie poważny.|Widzisz mnie uśmiechniętego? Jestem śmiertelnie poważny.|Widzisz mnie uśmiechniętego? Jestem śmiertelnie poważny.|Widzisz mnie uśmiechniętego? Jestem śmiertelnie poważny.
Verden Peasant 05|Wanna talk to him.|Geralt|Gimme a bottle of something strong.|Geralt|What about?|Sprawę?|O czym?|O czym?|'O co chodzi?'|Co z nim?|O czym?
Karl Varese|Gentleman, you out of your fucking minds? A chat session? Whoreson's out to get us, and he'll succeed, eventually. We've got to kill him first.|Karl Varese|And you, Geriatric, or whatever your ploughin' name is - wanna find Whoreson? Find me first.|Karl Varese|So by all means, you sit here, soak, fart and watch the bubbles rise, while I send my boys to Whoreson's hidey-holes. They'll make some noise, flush the bugger out.|Siedźcie tu i puszczajcie bąki pod wodą. Ja idę wysłać chłopaków do miejscówek Juniora, niech zrobią kipisz i wykurzą chuja.|Więc siadaj tu, mocz się, pierdź i patrz, jak bąbelki wypływają, podczas gdy ja wysyłam moich chłopców do kryjówek Whoresona. Zrobią trochę hałasu, wypłoszą skurczybyka.|Więc proszę bardzo, siedź tu, mocz się, pierdź i patrz, jak bąbelki unoszą się do góry, podczas gdy ja wyślę moich chłopców do kryjówek Whoresona. Zrobią trochę hałasu i wypłoszą go.|Więc proszę bardzo, siedź tu, mocz się, pierdź i patrz, jak bąbelki unoszą się do góry, podczas gdy ja wyślę moich chłopców do kryjówek Whoresona. Zrobią trochę hałasu i wypłoszą go.|Więc po prostu siedź tu, mocz się, pierdź i patrz, jak bąbelki unoszą się do góry, podczas gdy ja wyślę moich chłopców do kryjówek Whoresona. Zrobią trochę hałasu, wypłoszą go.|Więc siedź tu sobie, mocz się, pierdź i przyglądaj się bąbelkom, podczas gdy ja poślę moich chłopców do kryjówek Whoresona. Zrobią trochę hałasu, wypłoszą go. A ty, Stary Pierniku, czy jak tam masz na imię - chcesz znaleźć Whoresona? Najpierw znajdź mnie.
Geralt|Whaddaya think happened, dimwit? Some bugger set alight me… me workshop! I've lost everythin'. Everythin'!|Dwarf Man 02|Any suspects?|Geralt|Easy on the insults. I could add to your misfortune.|Nie obrażaj mnie. Bo dojdzie ci nieszczęść.|Łagodny w obelgach. Mógłbym dodać do twojego nieszczęścia.|Łagodniej z obelgami. Mógłbym pogorszyć twoje nieszczęście.|Łagodniej z obelgami. Mógłbym pogorszyć twoje nieszczęście.|Łatwo jest pogorszyć twoją sytuację.|"Łatwo używasz obelg. Mógłbym pogorszyć twoją sytuację.

Czy masz jakichś podejrzanych?"
Geralt|Course. I'll arrange it right away.|Vimme Vivaldi|Lady Yennefer of Vengerberg long ago declared herself your guarantor - were these circumstances ever to arise.|Vimme Vivaldi|Just like that?|Tak po prostu?|Dokładnie tak?|Tak po prostu?|"Tłumaczenie: ""Tak po prostu?"""|Tak po prostu?|Tak po prostu?
Temerian Merchant 01|Dad! We gotta go home!|Verden Warchild Boy 02|But do they say who won? 'Cause I've heard both the Black Ones and Radovid are claimin' victory.|Temerian Peasant 03|Your village is famous the world over. The Battle of White Orchard's on everyone's lips.|Wasza wieś na cały świat już słynna! Wszyscy mówią o bitwie pod Białym Sadem.|Twoja wieś jest sławna na całym świecie. Bitwa pod Białą Górą jest na ustach wszystkich.|Twoja wieś jest sławna na całym świecie. Bitwa o Biały Sad jest na ustach wszystkich.|Twoja wieś jest sławna na całym świecie. Bitwa o Biały Sadek jest na ustach wszystkich.|Twoja wieś jest sławna na całym świecie. Bitwa pod Białą Górą jest na ustach wszystkich.|Twoja wieś jest sławna na całym świecie. Bitwa o Biały Kwiat jest na ustach wszystkich.
Geralt|So?|Ermion|For now! But who knows what will be a week or two on!|Ermion|Relax. Storm's died down, you've clearly got things under control.|Spokojnie, burza ucichła, macie sytuację pod kontrolą.|Odpręż się. Burza ucichła, jasne jest, że masz wszystko pod kontrolą.|Rozluźnij się. Burza ucichła, wyraźnie masz wszystko pod kontrolą.|"""Relaksuj się. Burza ucichła, wyraźnie masz sytuację pod kontrolą."""|Luzuj. Burza ucichła, wyraźnie masz sytuację pod kontrolą.|Luzik. Sztorm się uspokoił, widzę, że masz sytuację pod kontrolą.
Verden Old Woman 02|Ugh, the manor requires much work, much work.|Verden Old Woman 02|Good day.|Verden Old Woman 02|A prosperous journey to you!|Szczęśliwej drogi!|Szczęśliwej podróży!|Szczęśliwej podróży!|Szczęśliwej podróży!|Szczęśliwej podróży!|Miłej podróży!
Novigrad Drunk 06|You mean me to grab another lass to join us?|Novigrad Prostitute 03|Oh, all right… But what with the state you two are in, you've got to fluff each other first.|Novigrad Prostitute 03|Naw… I was thinkin' it'd be us two and you.|No... Chodziło nam raczej o to, że nas będzie dwóch, a ty jedna.|Myślałem, że to będzie nas dwoje i ty.|Naw... Myślałem, że będzie nas troje.|'No cóż... Myślałem, że będzie nas troje.'|Nie... Myślałem, że będzie nas dwóch i ty.|Tak, myślałem, że będzie nas troje. Ale co z tym stanem, w jakim jesteście, musicie się najpierw popieścić.
Geralt|We'll see.|Geralt|Something akin to a postbox for mages.|Keira Metz|A what projection?|Jaka projekcja?|A jaka projekcja?|A jakie projekcje?|A jakie projekcje?|A jaka projekcja?|Coś w rodzaju skrzynki pocztowej dla magów.
Skellige Woman 04|Gladly fight you, but some other time.|Geralt|Greetings, White One.|Skellige Woman 04|Out of my sight.|Zejdź mi z oczu.|Poza moim zasięgiem wzroku.|Poza moim zasięgiem wzroku.|Poza moim zasięgiem wzroku.|Zniknij mi z oczu.|Zniknij mi z oczu.
Dandelion|The 3rd Northern War had ended - the invader from the south had achieved complete victory.|Dandelion|Black banners appeared over Novigrad and all Redania.|Dandelion|Robbed of Radovid's tactical genius, the Northern Realms could not withstand Emhyr's countless legions.|Bez taktycznego geniuszu Radowida królestwa Nordlingów nie były w stanie oprzeć się niezliczonym legionom Emhyra.|Pozbawione taktycznego geniuszu Radovida, Północne Królestwa nie mogły oprzeć się licznym legionom Emhyra.|Pozbawione geniuszu taktycznego Radovida, Królestwa Północy nie mogły oprzeć się licznym legionom Emhyra.|Pozbawione geniuszu taktycznego Radovida, Królestwa Północy nie mogły oprzeć się licznym legionom Emhyra.|Pozbawione geniuszu taktycznego Radovida, Królestwa Północy nie mogły oprzeć się licznym legionom Emhyra.|Pozbawione geniuszu taktycznego Radovida, Królestwa Północy nie były w stanie oprzeć się licznym legionom Emhyra.
Novigrad Girl 02|What 'bout animals? They don't like you. My mum says animals don't like bad folk.|Novigrad Boy 01|You stoled many kids?|Novigrad Boy 02|Tomcat ever hiss at you?|A ofukał cię kiedyś kocur?|Czy kiedykolwiek syczał na ciebie tomcat?|Czy kotek kiedykolwiek prychnął na ciebie?|Czy kotek kiedykolwiek prychnął na ciebie?|Czy kotek kiedykolwiek syczał na ciebie?|Czy Tomcat kiedykolwiek na ciebie syczał?
Zoltan Chivay|Kinda curious how the cards might serve me.|Geralt|Good luck, Zoltan.|Geralt|Excellent! I'll take the coin to the King of Beggars right away. Surprise the prick!|I bardzo dobrze. Mogę od razu iść z pieniędzmi do Króla Żebraków. Ale się zdziwi!|Doskonale! Zabiorę monetę do Króla Żebraków od razu. Zaskoczę tego drania!|Doskonale! Wezmę monetę do Króla Żebraków od razu. Zaskoczę tego dupka!|Doskonale! Wezmę monetę do Króla Żebraków od razu. Zaskoczę gnojka!|Dobrze! Wezmę monetę do Króla Żebraków od razu. Zaskoczę tego dupka!|Dobrze! Wezmę monetę do Króla Żebraków od razu. Zaskoczmy drania!
Borys The Troll|Putting nekkers in your soup? Is that why they got mad?|Geralt|Well, you put one of their brothers in the pot. It's natural they'd be a bit… upset.|Geralt|Nekkro one! Two no soup taste good. Nekkras others come, but my no call them.|Z jednego nekkera tylko. Więcej już nie, bo smak będzie nie ten. Te inne to same przylazły, ja ich nie wołałem.|Niech będą martwe! Żaden z nich nie ma dobrego smaku. Przychodzą inni nekkrasi, ale ja ich nie nazywam.|Nekkro jeden! Dwa nie zupa smakują dobrze. Nekkras inni przychodzą, ale ja ich nie nazywam.|"Tłumaczenie drugiej wypowiedzi:

""Nekker jeden! Dwa nie smakują dobrze w zupie. Inne nekkery przychodzą, ale ja ich nie nazywam."""|- Nekkro jeden! Dwa nie, zupa smakować dobrze. Nekkras inni przychodzić, ale ja ich nie wołać.|Nekkro jeden! Dwa nie, zupa smakować dobrze. Nekkras inni przychodzić, ale ja ich nie wołać.
Yennefer|I'm off.|Yennefer|Please, Geralt. There's nothing left to say.|Yennefer|Unlike some others I know.|W przeciwieństwie do niektórych.|W przeciwieństwie do niektórych innych, których znam.|W przeciwieństwie do niektórych innych, których znam.|W przeciwieństwie do niektórych innych, których znam.|- W przeciwieństwie do niektórych innych, których znam.|Inaczej niż niektórzy inni, których znam.
Yennefer|And thus regain his honor - and his name.|Skellige Priestess 02|I do not mock your laws - please also respect ours.|Skellige Priestess 02|Trial by ordeal. Very Skelligan.|Ciekawa procedura apelacyjna... Bardzo skelliska.|Sąd przez ordalia. Bardzo skelligański.|Sąd boży. Bardzo skelligański.|Próba przez ordalia. Bardzo skelligańskie.|Próba przez ordalia. Bardzo Skelligańskie.|Próba ordealu. Bardzo skelligańskie.
Geralt|Blood, but not human. Monster was wounded.|Geralt|Vampire was wounded, needed fresh blood.|Geralt|Seems like it had lost some strength, was sneaking along the shoreline.|Wygląda na to, że był osłabiony i skradał się nabrzeżem.|Wyglądało na to, że straciło trochę siły, skradało się wzdłuż brzegu.|Wydaje się, że straciło trochę sił i skradało się wzdłuż brzegu.|Wydaje się, że straciło trochę sił i skradało się wzdłuż brzegu.|Wydaje się, że straciło trochę sił i skradało się wzdłuż brzegu.|Wydaje się, że potwór stracił trochę sił, skradał się wzdłuż brzegu.
Geralt|Done pokin' around?|Baron|A fight? What're you talkin' about?|Baron|Found signs of a fight in the room. Know anything about that?|W pokoju znalazłem ślady walki. Wiesz coś o tym?|Znaleziono ślady walki w pokoju. Wiesz coś o tym?|Znalazłem ślady walki w pokoju. Wiesz coś o tym?|Znalazłem ślady walki w pokoju. Wiesz coś o tym?|Znalazłem ślady walki w pokoju. Wiesz coś o tym?|Znalazłem ślady walki w pokoju. Wiesz coś o tym?
Geralt|But… How's that?|Novigrad Poor Man 01|But this is our home. We can't just…|Novigrad Poor Woman 01|Guardsmen'll decide this was an ambush. You know the penalty for that.|Strażnicy mogą uznać, że to była zasadzka. Wiecie, co wam wtedy grozi.|Gwardziści uznają, że to była zasadzka. Wiesz, jaka jest za to kara.|Strażnicy uznają to za zasadzkę. Wiesz, jaka jest kara za to.|Strażnicy uznają to za zasadzkę. Wiesz, jaka jest kara za to.|Strażnicy zdecydują, że to był zasadzka. Wiesz, jaka jest za to kara.|Strażnicy zdecydują, że to była zasadzka. Wiesz, jaka jest za to kara.
Gnome Man 03|What did you expect me to do? Chop his legs off at the knees? Didn't even know what he was after…|Dwarf Man 01|If Big Willy got pissed again and went to jabberin' about the workshop…|Gnome Man 02|Think someone let somethin' slip?|Myślisz, że ktoś puścił farbę?|Myślisz, że ktoś coś chlapnął?|Myślisz, że ktoś coś chlapnął?|Myślisz, że ktoś coś chlapnął?|Myślałeś, że ktoś coś chlapnął?|Myślisz, że ktoś coś chlapnął?
Witch Hunter 01|You don't know a thing about their customs.|Geralt|Hark! A sound I hear! 'Tis right? A spirit breaks the still of night!|Guslar|Take him! And disperse the others!|Brać go! A ludzi rozpędzić!|Weź go! I rozproszcie pozostałych!|Bierzcie go! Rozproszyć pozostałych!|"""Bierzcie go! Rozproszyć pozostałych!"""|- Weź go! Rozprosz pozostałych!|Bierzcie go! I rozproszyć pozostałych!
Geralt|But order had me - watch boats. And watch I. Trollololo soldierman now. Trollololo sing too. You for sing you?|Troll_1|Hungry go. Should no waste? Peasanters - good food. Soldierman friends - no so good. Big stew - always good.|Troll_1|No, thanks, heard you earlier… But listen - where are the bodies? Don't see any…|Nie, już słyszałem, nie trzeba. A gdzie są ciała? Żadnych tu nie widzę...|No, dzięki, słyszałem wcześniej... Ale posłuchaj - gdzie są ciała? Nie widzę żadnych...|Nie, dzięki, słyszałem cię wcześniej… Ale posłuchaj - gdzie są ciała? Nie widzę żadnego…|Nie, dzięki, słyszałem cię wcześniej… Ale posłuchaj - gdzie są ciała? Nie widzę żadnego…|- Nie, dzięki, słyszałem cię wcześniej… Ale posłuchaj - gdzie są ciała? Nie widzę żadnego…|Nie, dzięki, słyszałem cię wcześniej… Ale posłuchaj - gdzie są ciała? Nie widzę żadnych…
Novigrad Trader 03|Twas you let the beast in there! 'Cause me bales o' silk were drivin' ye mad with jealousy!|Dwarf Man 02|Shut it! Or I'll lock you both up!|Novigrad Guard 01|Shove your bales up your arse!|W rzyć se je wsadź!|Wpychaj swoje bele do dupy!|Wsadź swoje bele do dupy!|Wsadź swoje bele do dupy.|Wsadź swoje bele jedwabiu sobie w dupę!|Wsadź swoje bele jedwabiu w dupę!
Skellige Warrior 01|Well, you done it. Bravo. Be back again soon. So long.|Skellige Warrior 01|I defeated ye!|Skellige Warrior 01|Where you goin'? Don't ye want to defeat the Ghost of the Arena?|A ty dokąd? Nie chcesz pokonać Ducha Areny?|Dokąd idziesz? Czyżbyś nie chciał pokonać Ducha Areny?|Dokąd idziesz? Czyżbyś nie chciał pokonać Ducha Areny?|Dokąd idziesz? Czyżbyś nie chciał pokonać Ducha Areny?|Dokąd idziesz? Nie chcesz pokonać Ducha Areny?|Dokąd idziesz? Czyżbyś nie chciał pokonać Ducha Areny?
Mage 03|Please, no…|Mage 03|If this makes its way around the guild…|Mage 03|I do not want to hear this.|Nie chce tego słuchać.|Nie chcę tego słyszeć.|Nie chcę tego słyszeć.|Nie chcę tego słyszeć.|Nie chcę tego słyszeć.|Nie chcę tego słyszeć.
Inkeeper Elza|Nay, not at the moment.|Inkeeper Elza|Now the ealdorman don't use the privy without askin' the Black Ones' permission first. And seems they hanged the lord… So, no contract.|Inkeeper Elza|Used to be, soon as a beast'd built a nest nearby the ealdorman'd start a collection, or go to the lord for help.|Kiedyś, tak jaki potwór gniazdo w okolicy uwił, to sołtys zbiórkę na nagrodę robił albo jechał do seniora o pomoc prosić.|Kiedyś, gdy bestia zbudowała gniazdo w pobliżu, ealdorman rozpoczynał zbiórkę pieniędzy lub udawał się do lorda po pomoc.|Kiedyś, jak tylko bestia zbudowała gniazdo w pobliżu, ealdorman zaraz zaczynał zbiórkę albo szedł do lorda po pomoc.|Kiedyś, jak tylko bestia zbudowała gniazdo w pobliżu, ealdorman zaraz zaczynał zbiórkę pieniędzy albo szedł do lorda po pomoc.|Kiedyś, jak bestia zbudowała gniazdo w pobliżu, ealdorman od razu zaczynał zbiórkę pieniędzy lub prosił o pomoc lorda.|Kiedyś, jak bestia zbudowała gniazdo w pobliżu, ealdorman od razu organizował zbiórkę lub prosił o pomoc lorda.
Verden Boy 02|But where did you all come from?|Geralt|All of you?|Geralt|We's orphans.|My są sieroty.|Jesteśmy sierotami.|Jesteśmy sierotami.|Jesteśmy sierotami.|My byliśmy sierotami.|Byliśmy sierotami.
Geralt|Another horse. Almost exactly like the last one.|Geralt|Water's vibrating. As if boulders were moving beneath the surface.|Geralt|Drawing of a horse. Clue for Ciri, must be.|Rysunek konia. To pewnie wskazówka dla Ciri.|Rysunek konia. Wskazówka dla Ciri, musi być.|Rysunek konia. Wskazówka dla Ciri, musi być.|Rysunek konia. Wskazówka dla Ciri, musi być.|Rysunek konia. Wskazówka dla Ciri, musi być.|Rysunek konia. Wskazówka dla Ciri, musi być.
Novigrad Poor Man 38|No!|Novigrad Poor Man 37|Eh, uhm...|Novigrad Poor Man 38|Heh, hey, welcome.|He, he, witam.|Heh, hej, witaj.|Hej, witaj.|'Hej, witaj.'|Witaj.|Witaj.
Verden Peasant 04|The Black'uns didn't help, Bloody Baron didn't help. But you - you helped.|Verden Peasant 03|Cause a witcher braves the most terrible beasts when no other man dares!|Verden Peasant 04|Geralt! Thanks for everythin'!|Geralt! Dzięki za wszystko!|Geralt! Dziękuję za wszystko!|Geralt! Dzięki za wszystko!|"""Geralt! Dzięki za wszystko!"""|Geralt! Dzięki za wszystko!|Geralt! Dzięki za wszystko! Bo czarodziej stawia czoła najstraszliwszym bestiom, gdy inny mężczyzna się boi!
Novigrad Guard 01|What the bloody hell was that?! Our guests are not to be touched!|Novigrad Old Man 01|End the fucker!|Novigrad Old Man 01|What do we do with him?|Co z nim?|Co z nim robimy?|Co z nim zrobimy?|Co z nim zrobimy?|Co z nim robimy?|Co z nim robimy?
Redanian Noble 01|You can. Wouldn't recommend it, though.|Triss|Had enough?|Triss|Aaaaaargh!|Aaaaaargh!|Aaaaaargh!|"Aaaaaargh!

(Ta wypowiedź jest onomatopeją i nie ma konkretnego znaczenia w języku polskim. Może wyrażać ból, frustrację lub zaskoczenie.)"|'Aaaaaargh!' (bez zmian)|Ach! Dość tego!|Aaaaaargh!
Dwarf Man 03|Eeee?|Dwarf Man 03|Witcher, desist!|Dwarf Man 03|Anyone call the Temple Guard or not?|Ktoś wezwał Straż, czy nie?|Ktoś dzwoni do Gwardii Świątynnej czy nie?|Ktoś wezwał Straż Świątynną czy nie?|Czy ktoś wezwał Straż Świątynną czy nie?|Czy ktoś wezwał Straż Świątynną czy nie?|Czy ktoś wezwał Straż Świątynną czy nie?
Skellige Warrior 05|We've also wine from temples of Melitele, remote ones.|Skellige Warrior 05|Let us pay homage to Bran of Clan Tuirseach. May our horns echo 'midst the cliffs and peaks!|Skellige Guard 01|Wonder what'll please Bran more - your victuals or our war booty…|Ciekawe co sprawi Branowi większą radość, wasze żarcie, czy nasze łupy wojenne...|Ciekawe, co bardziej przypadnie Branowi do gustu - wasze jadło czy nasza wojenna zdobycz...|Ciekawe, co bardziej przypadnie Branowi do gustu - twoje zapasy czy nasze łupy wojenne...|Ciekawe, co bardziej przypadnie do gustu Branowi - twoje zapasy czy nasze łupy wojenne…|Ciekawe, co bardziej przypadnie do gustu Branowi – twoje zapasy czy nasze łupy wojenne…|Cudzoziemcze, zastanawiam się, co bardziej przypadnie do gustu Branowi – twoje zapasy czy nasza zdobycz wojenna…
Guslar|Begin.|Geralt|Are you ready?|Guslar|Keep us from harm, and let them not disturb the circle.|Nie pozwólcie naruszyć kręgu i nie dajcie nas pokrzywdzić.|Chroń nas przed krzywdą i nie pozwól im zakłócać kręgu.|Chroń nas przed krzywdą i pozwól im nie zakłócać kręgu.|Chroń nas przed złem i pozwól im nie zakłócać kręgu.|Chroń nas przed krzywdą i pozwól im nie zakłócać kręgu.|Chroń nas przed złem i nie pozwól im zakłócać kręgu.
Geralt|Good. You'll need to tell me more when we have some time.|Yennefer|Injured? Was it serious?|Yennefer|Velen - awful place. Somehow Ciri wound up at the castle of the local ruler - a baron, self-proclaimed. This was after she was injured.|Rozejrzałem się po Velen. Strasznie ponure miejsce. Ranna Ciri trafiła tam do samozwańczego Barona, który trzęsie okolicą.|Velen - okropne miejsce. Jakoś Ciri znalazła się w zamku miejscowego władcy - barona, który sam się tak określił. Stało się to po tym, jak została ranna.|Velen - okropne miejsce. Jakoś Ciri znalazła się w zamku lokalnego władcy - barona, który sam siebie mianował. Stało się to po tym, jak została ranna.|Velen - okropne miejsce. Jakoś Ciri znalazła się w zamku lokalnego władcy - barona, który sam siebie mianował. Stało się to po tym, jak została ranna.|Velen - okropne miejsce. Jakoś Ciri znalazła się w zamku miejscowego władcy - barona, który sam siebie tak nazwał. Stało się to po tym, jak została ranna.|Velen - okropne miejsce. Jakoś Ciri znalazła się w zamku miejscowego władcy - barona, który sam siebie mianował. Stało się to po tym, jak została ranna.
