speaker|prev_text|prev_speaker|next_text|next_speaker|en_text|pl_text|dialog_prototype
Geralt|||Mhm. Take it you had a productive evening?|Vesemir|See everyone's up and at 'em.|Widzę, że wszyscy już na nogach.|Widzę, że wszyscy już są na nogach.
Geralt|Things seemed to calm.|Folan|So it's started already. Hjalmar, ruler of all Skellige…|Folan|Crach sent me here to find Hjalmar. New king''ll soon be chosen on Ard Skellig. Everybody's waiting for the young an Craite's return.|Crach przysłał mnie po Hjalmara. Na Ard Skellig będą wybierać nowego króla i wszyscy czekają na powrót młodego an Craite.|Crach wysłał mnie tu, żebym odnalazł Hjalmara. Nowy król wkrótce zostanie wybrany na Ard Skellig. Wszyscy czekają na powrót młodego an Craite'a.
Priscilla|Maybe… I'll need to check. Also gotta see if Yen's learned anything in Skellige.|Geralt|And I'll gladly have a go at him when you're done. Let's get back to the Rosemary and Thyme.|Zoltan Chivay|You two have chattered enough. Now it's my turn to talk to Dandelion.|No dobra, kończcie te pogaduszki. Teraz moja kolej, żeby rozmówić się z Jaskrem.|Wystarczy już tej paplaniny. Teraz moja kolej, żeby porozmawiać z Dandelionem.
Elf Female 01|What can you possibly know about that?|Cirilla|Like what?|Geralt|You'd be surprised. He's told me a great deal about you.|Całkiem sporo. Dużo o tobie mówi.|Byłbyś zaskoczony. Dużo mi opowiadał o tobie.
Baron|The grave's dug up. And empty.|Geralt|Botchling's on the prowl.|Geralt|What's that mean?|Co to znaczy?|Co to znaczy?
Geralt|Rita won't hurt her, but Philippa… She can be ruthless.|Yennefer|True, we managed to instill some principles, skills that have helped…|Yennefer|Ciri's been in tougher situations and come out of them all right.|Ciri radziła sobie już w trudniejszych sytuacjach.|Ciri była już w trudniejszych sytuacjach i wychodziła z nich cało.
Cirilla|The Skellige druids have used it for centuries. It always works…|Geralt|You'll regret that!|Cirilla|Heeey!|Heeej!|Hej!
Baron|I know who you are.|Baron|I do.|Geralt|But since you come here having perpetrated that bloodbath, I assume you've something important to discuss.|A skoro przychodzisz tutaj po tej rzezi, musisz mieć naprawdę ważny powód.|Ale skoro przychodzisz tu po dokonaniu tej rzezi, zakładam, że masz coś ważnego do omówienia.
Skellige Villager 01|||Why'd he want to, anyway?|Skellige Villager 02|"I told him, I says, ""Don't enter the wood."""|A mówiłem mu, żeby nie szedł do lasu.|Dlaczego chciał tam wejść, tak czy inaczej?
Geralt|Not your first, that's clear enough. Not like our lads… heads full o' fire but not a morsel o' thought 'tween 'em.|Skellige Old Man 02|Aim to talk to Sverre? Maybe 'tain't a bad idea. They're sittin' over there, by that hut.|Skellige Old Man 02|The four survivors - where'll I find them?|A gdzie znajdę tych czterech ocalałych wojowników?|Gdzie znajdę czterech ocalałych?
Lambert|Heh, look who's talking. Vesemir told me about that job you did for those Nilfgaardians in Velen.|Lambert|Just came out that way…|Geralt|"What… what are you doing?! ""Killing monsters."" Haha, good one."|„Co... Co ty robisz?!” „Zabijam potwory”. Dobre sobie...|Co ty robisz?! Zabijanie potworów. Ha ha, dobre.
Redanian Officer 01|I wonder, I do… Will you be that cheeky when we accuse you of spyin'? Now shut your trap and pay!|Redanian Soldier 02|Reporting the capture of a suspicious individual, sir! A spy!|Redanian Soldier 02|What's going on here?|Co tu się dzieje?|Co tu się dzieje?
Geralt|In that case, I shall be waiting.|Keira Metz|I'll try.|Geralt|See you, Keira.|Bywaj, Keira.|Do zobaczenia, Keira.
Geralt|Geralt! Are you suggesting we--?|Triss|Wanted to say that since… since Novigrad, whenever I see the beam of a lighthouse, I feel good. Thinking of you.|Geralt|No… well, at least not right now. Just wanted to say…|Nie... W każdym razie nie teraz. Chciałem powiedzieć...|Nie... no cóż, przynajmniej nie teraz. Chciałem tylko powiedzieć...
Witch Hunter 02|You hear our latest orders?|Witch Hunter 01|We haven't got the wood to make that many pyres! Who issued this order?|Witch Hunter 01|Mhm. Kill every fifth prisoner. Whether he's been tried or not. Whoever's drawn, burns.|Mhm. Zabić co piątego więźnia. Nieważne, czy był proces, czy nie. Kogo wylosują, tego spalą.|Mhm. Zabić co piątego więźnia. Czy został osądzony czy nie. Ktokolwiek zostanie wylosowany, spłonie.
Verden Old Man 02|Lived here long?|Geralt|Must know the area well…|Geralt|Hmm… erm… Since I was born. Reckon that'll be more than seventy winters!|Hmm... Nooo... Od urodzenia... Będzie prawie siedemdziesiąt wiosen!|Hmm... Eh... Od kiedy się urodziłem. Myślę, że to będzie ponad siedemdziesiąt zim!
Novigrad Prostitute 02|I think I'll be on my way.|Geralt|Get outta here, or I'll kill you.|Geralt|I should think so.|No chyba.|Powinieneś już iść.
Geralt|||Er, not lately. But about half a year back I slew a manticore in Creyden, in a forest. Quick son of a bitch, that one.|Eskel|Happen on any interesting contracts lately?|Jakieś ciekawe zlecenia ostatnio?|Czy ostatnio trafiły Ci się jakieś ciekawe zlecenia?
Dwarf Man 02|What happened here?|Geralt|Whaddaya think happened, dimwit? Some bugger set alight me… me workshop! I've lost everythin'. Everythin'!|Dwarf Man 02|Oh, got a wee bit chilly the night, so I set fire to my forge. Got it nice and roarin'! Roasted some wieners!|A, chłodno mi było w nocy, to podłożyłem sobie ogień pod kuźnię. Trzaskało, aż miło! I kiełbaskę upiekłem!|Oh, trochę zrobiło się zimno tej nocy, więc rozpaliłem swój piec. Rozgrzałem go porządnie! Upiekłem parówki!
Holger Blackhand|His wife is dead.|Lady Bran|||So I'll wait till he weds anew…|To ja poczekam, aż sobie weźmie nową...|Poczekam, aż ponownie się ożeni...
Redanian Soldier 02|Sir… My grain…|Temerian Peasant 03|In my field? Midst my grain? D'you know its worth?|Temerian Peasant 03|Don't interfere. Military operation underway.|Nie przeszkadzaj, trwają działania wojskowe.|Nie mieszaj się w to. Trwa operacja wojskowa.
Radovid|You'd just give me a man? After investing coin and time in him? Can't help but wonder why.|Geralt|And also, Junior has lost his purpose. The Big Four is no more.|Radovid|Consider it a gesture of goodwill… almost. I'll expect you to return the favor.|Bo chcę zademonstrować dobrą wolę i liczę na wzajemność.|Uważaj to za gest dobrej woli... prawie. Oczekuję, że odwdzięczysz mi się tym samym.
Geralt|||But you found me last!|Verden Girl 03|Found you. Every last one.|Znalazłem was co do jednego.|Znalazłem cię. Każdego z was.
Dijkstra|I know, I know… Oh, the sleep I lose because of that…|Dijkstra|You there! Mr. Reuven wants a word.|Novigrad Thug Strong 01|Quite the opposite. Your reward… Earned it, all the same. Triss will get her coin as well, have her chance to fritter it away on foolish ideals.|Wręcz przeciwnie. Masz, to twoja nagroda. Zasłużyłeś na nią, mimo wszystko. Triss też dostanie swoje pieniądze. Będzie mogła je przetrwonić na głupie ideały.|Dokładnie odwrotnie. Twoja nagroda... Zasłużyłeś na nią, tak czy inaczej. Triss też dostanie swoją monetę i będzie mogła zmarnować ją na głupie ideały.
Scoiatael Dwarf 01|Wanna whiff of me axe?|Scoiatael Dwarf 01|Death to all whoresons!|Scoiatael Dwarf 01|Don't kill me…|Nie ubijajcie...|Nie zabijaj mnie...
Novigrad Peasant 32|Hey, now!|Novigrad Peasant 32|How are things, neighbor?|Novigrad Peasant 33|Quick!|Szybko!|Szybko!
Novigrad Nobleman 14|Hard finding work here, you know. With the Eternal Fire burning and all that.|Novigrad Nobleman 13|Behave yourself. Do what you must, but behave.|Novigrad Nobleman 14|Oh, greetings. Do we know each other?|A witam, witam. Czy my się znamy?|Witaj. Czy się znamy?
Geralt|Get up, Geralt! Hear me?!|Yennefer|It was a needle coated with a toxin. It pricked you when you tried to open the door.|Yennefer|I can't… I'm dead. They killed me.|Nie mogę... Zostałem zabity.|Nie mogę... Jestem martwy. Zabili mnie.
Godling Johnny|Killed a few near your den.|Geralt|Remember that crazy old woman who looked after the kids?|Geralt|The Crones sent them. To punish me.|Wiedźmy je nasłały, za karę.|Czarownice je przysłały. Żeby mnie ukarać.
Cirilla|It's too late for Skjall…|Skellige Woman 04|Here we are, gabbin' away. Steam's gone… gotta douse the coals.|Skellige Woman 02|What?|Słucham?|Co?
Avallach|Not this time.|Cirilla|I'll manage. Get out of my way.|Cirilla|No, Zireael. You are not ready. You do not control your powers.|Nie, Zireael. Nie jesteś gotowa. Nie kontrolujesz swojej mocy.|Nie, Zireael. Nie jesteś gotowa. Nie kontrolujesz swoich mocy.
Novigrad Thug Strong 01|||Where's Whoreson Junior?|Geralt|What do you want?|A ty tu czego?|Czego chcesz?
Navigator|Need to get to Undvik.|Geralt|Sail out of port and head southwest. Watch for rocks protrudin' like pricks out the water - you'll have to do some tricky tackin' to get past them.|Navigator|Another thrill seeker. Well, then listen close, lest you end in a watery grave.|Następnemu się przygód zachciało. No to słuchaj uważnie, jeśli nie chcesz skończyć na dnie.|Kolejny poszukiwacz wrażeń. No dobrze, słuchaj uważnie, żeby nie skończyć na dnie jeziora.
Geralt|Provided they help us defend Ciri.|Yennefer|If you can't believe it, don't. I don't need you to.|Yennefer|Hmm… Got a hard time believing emperor'd go in for a deal like that.|Hmm... Trochę mi się nie chce wierzyć, że przystał na taki układ.|Hmm... Trudno mi uwierzyć, żeby cesarz poszedł na taką umowę.
Skellige Warrior 02|||||Make Freya an offerin' in gratitude. A black mare'd be best. Or a foal with a blaze on its muzzle.|Złóż Freyji w podzięce ofiarę. Najlepiej karego ogiera. Albo źrebię ze strzałką na pysku.|Zrób Frei ofertę w podziękowaniu. Najlepsza byłaby czarna klacz albo źrebię z gwiazdką na pysku.
Cirilla|||||Any foe he faces, he strives to impress.|Stara się wywrzeć wrażenie na przeciwniku.|Każdego wroga, którego spotyka, stara się zaimponować.
Geralt|Witchers got their creed. No stealin', no pinchin' wenches at the tavern, and no assaultin' travelers.|Dwarf Bashful|Uh, oh… er… Farewell, witcher.|Dwarf Doc|We make exceptions. For travelers, especially.|Zdarzają się wyjątki. W kwestii podróżnych.|Robimy wyjątki. Zwłaszcza dla podróżnych.
Geralt|Love you too.|Geralt|You always say that.|Triss|I'll manage.|Dam sobie radę.|Poradzę sobie.
Zoltan Chivay|About those cards…|Geralt|||You got them?|Masz je?|Masz je?
Hallgrim|Aye. Those who wish to join us enter the Ursine Circle in groups of six… We take only three.|Hallgrim|||The weak give their lives in sacrifice. The strong start their lives anew.|Słabsi oddają życie w ofierze. Silniejsi zaczynają nowe.|Słabi oddają swoje życie w ofierze. Silni zaczynają nowe życie.
Lugos The Mad|Settle this outside.|Geralt|Someone with better manners. You insult Bran's memory and Crach's hospitality with this.|Yennefer|Who the fuck are you to advise me, eh?|A kim ty, kurwa, jesteś, że dajesz mi rady, co?|Kim ty do cholery jesteś, żeby mi radzić?
Baron Bandit Weak 01|Slurps a jug o' charred spirit and don't even wince!|Baron Bandit Weak 01|Let's go feed the gimp. Probably so hungry he's eatin' his own snot.|Baron Bandit Weak 01|Horsefeathers!|Duby smalone!|Bzdury!
Geralt|No need to look astonished, gentlemen. As a surgeon I know the importance of preventive medicine. Rather than wait for this maniac to strike again, I'd prefer to excise him. Not unlike a tumor.|Von Gratz|By the main entrance? Certainly not. But you can also get inside through the sewers.|Von Gratz|Think they'll let me into the morgue?|Myślisz, że wpuszczą mnie do kostnicy?|Myślisz, że wpuszczą mnie do prosektorium?
Radovid|Wait! Don't have any proof, because I didn't want to scare her off. You want to kill her… with your own hands. I know this.|Geralt|Witcher Geralt… What do you want?|Redanian Soldier 02|Rarely do I take folk at their word. It is unwise. However, if what you say is true…|Nie zwykłem nikomu wierzyć na słowo. Ale jeśli to prawda...|Rzadko ufam ludziom na słowo. To niemądre. Jednak jeśli to, co mówisz, jest prawdą…
Geralt|Things seemed to calm.|Folan|Wasn't thrilled. Especially since Cerys set out without telling him.|Geralt|You smashed into the rocks. What then?|Roztrzaskaliście się o skały. A co było potem?|Co potem się stało?
Elf Female 02|Don't those swords poke you in the arse when you run?|Elf Female 02|Gar'ean!|Elf Female 02|Be careful.|Uważaj.|Uważaj.
Novigrad Thug Strong 01|What's this? Village abandoned all of a sudden?|Novigrad Thug Strong 03|We've come for Bertram. Surrender him, and no one will get hurt!|Novigrad Peasant Woman 01|Heh, heh, cowards hid, likely pissin' themselves.|He, he, pochowali się tchórze.|Heh, heh, tchórze się schowali, pewnie sikają ze strachu.
Geralt|Yeah, he is - unless he's done us a favor and keeled over on his own. Could come at us at any moment.|Lambert|Wake him up and you'll sleep deeper. C'mon.|Lambert|How'd the rhyme go? Old Speartip's a deep sleeper…|Jak szła ta nasza rymowanka? Stary Grot mocno śpi...|Stary Speartip to głęboki śpioch...
Nilfgaardian Soldier 01|The noble Lord Dagborg assumes these lands to rule with grace and justice.|Nilfgaardian Soldier 01|What's that mean?|Temerian Peasant 02|Debts, burdens and encumbrances owed to any other are hereby waived.|Wszelkie inne ciężary i obowiązkowe opłaty zostają wielkodusznie zniesione.|Długi, obciążenia i zobowiązania wobec innych są niniejszym anulowane.
Letho|||||We gotta kill 'em quicker.|Musimy zabijać szybciej.|Musimy ich szybciej zabić.
Geralt|Finally found you two! Enjoying yourselves?|Elf Man 03|I can name a few things I'd trade it for, but it's a life…|Elf Man 03|Bonfires, wine, jugglers… What more could you ask for?|Ogniska, wino, żonglerzy... Czego chcieć więcej?|Ogniska, wino, kuglarze... Czego więcej można chcieć?
Redanian Officer 11|Out of my sight.|Redanian Officer 11|Beat 'im, boys! For Redania!|Redanian Officer 11|Arrrgh!|Arrgh!|Ach!
Skellige Woman 04|I've known Bjorn so many years. To think he'd fail the Trial of the Path. I never expected that.|Skellige Woman 03|||Bjorn's honorable - to the point of madness. He'll not want to live in shame… I'm afeared he'll kill himself.|Bjorn jest honorowy do szaleństwa... Boję się, że będzie wolał się zabić, niż żyć w hańbie.|Bjorn jest honorowy - do granic szaleństwa. Nie będzie chciał żyć w hańbie... Boję się, że odbierze sobie życie.
Novigrad Old Man 19|Oh, the fear we all suffered… But, Rejk's turned up his toes now and that's prime!|Novigrad Old Man 18|Seen my old woman?|Novigrad Old Man 19|Ehh, 'twere the good ol' days…|Ech, kiedyś to było...|Ehh, to były dobre stare czasy...
Geralt|Besides, I hate portals.|Geralt|Listen, we gotta think of a way to…|Geralt|Damn…|Zaraza...|Cholera...
Nilfgaardian Soldier 01|Won't you stay for tea?|Baron|||No. Besides, you've another guest.|Nie. Zresztą i tak masz gościa.|Nie. Poza tym masz innego gościa.
Geralt|The gentleman will rehearse.|Chamberlain Emhyr|Please, demonstrate.|Chamberlain Emhyr|I'm not some boor. I know how to bow.|Nie jestem takim chamem, żebym nie wiedział, jak się ukłonić.|Nie jestem jakimś prostakiem. Wiem, jak się ukłonić.
Novigrad Nobleman 02|A mutant? What the hell's a witcher doing here?|Novigrad Nobleman 02|Nope, no monsters. Great opportunity to play some cards.|Geralt|See any drowned dead, or other shitzards around here?|Widzisz tu jakiegoś topielca czy innego pizdogona?|Widziałeś gdzieś tu utopionych martwych albo inne ścierwa?
Letho|You've grown careless. Let yourself be drawn into a trap.|Geralt|Gotta get rid of them. Coming?|Letho|Nah. Only traps here are the ones I set.|Jedyne pułapki, jakie tu są, sam pozakładałem.|Nie. Tylko te pułapki, które sam zastawiłem.
Skellige Druid 05|I don't see any reason to kill her. She's a monster, sure… but a sentient one, and basically harmless.|Geralt|I'd advise against it.|Geralt|No such thing - just as there's no dry water, no cold fire. But if you'll not help, very well, I shall tend to her myself.|Nie ma nieszkodliwych potworów – tak jak nie ma suchej wody ani zimnego ognia. Ale jeśli nie chcesz mi pomóc, sam się nią zajmę.|Nie ma czegoś takiego - tak samo jak nie ma suchej wody, zimnego ognia. Ale jeśli mi nie pomożesz, sam zajmę się nią.
Geralt|||Ah, yes. You witchers are said to be excellent trackers. If this is true, you may indeed be able to aid me.|Nilfgaardian Officer 01|Got any witchers' work for me?|Masz dla mnie jakieś zlecenie?|Czy masz dla mnie jakąś pracę od czarodzieja?
Geralt|Be sure and tell us when the rammy's due to start, eh?|Dwarf Man 02|You're in charge.|Dwarf Man 02|Not just yet.|Jeszcze nie teraz.|Jeszcze nie teraz.
Geralt|The Wild Hunt? Are you certain? So… you've found Ciri?|Ermion|I see. I shall pack immediately, leave tomorrow at the latest.|Ermion|I know where she is. And the Wild Hunt'll also learn that as soon as I find her.|Wiem, gdzie jej szukać. I wiem, że gdy ją znajdę, Dziki Gon natychmiast się o tym dowie.|Wiem gdzie ona jest. A Dziki Gon też się o tym dowie, jak tylko ją znajdę.
Novigrad Rich Man 03|Greetings.|Geralt|Don't mind him. Sit with us.|Redanian Soldier 03|What is it? Hm?|Czego, no?|Co to jest? Hm?
Baron Bandit Strong 03|Baron home?|Geralt|A witcher. Wanna talk to him.|Geralt|Depends who's askin'.|Zależy, kto pyta.|To zależy od tego, kto pyta.
Geralt|||||Hm, a nekker hunting alone? You rarely see that.|Hm, nekkery prawie nigdy nie polują samotnie...|Hm, a polowanie na nekkery samemu? Rzadko się to widuje.
Lambert|When someone's life might be threatened, I'd rather be safe than sorry. Enough said.|Geralt|||Course. The noble White Wolf never abandons a man in need. He's more saint than witcher!|Oczywiście – szlachetny Biały Wilk nigdy nie zostawiłby człowieka w potrzebie. No święty, nie wiedźmin!|Oczywiście. Szlachetny Biały Wilk nigdy nie porzuci człowieka w potrzebie. Jest bardziej święty niż wiedźmin!
Verden Peasant 01|Reckon you'll ever have any grain to sell?|Verden Peasant 01|She were with child, but the wraith took no heed…|Verden Peasant 01|Specter crept in their hut the night, made nary a sound.|Nocą zmora do dom im sfrunęła, bez szmeru ni szustu.|Specter zakradł się do ich chaty nocą, nie wydając żadnego dźwięku.
Novigrad Nobleman 03|Earth elemental trapped in the cellar. It was just trying to get out, almost demolished the house in the effort.|Geralt|Hard to say.|Geralt|Hm, far more interesting than a ghost, that's certain. The cellar you mentioned - is it in a state to be furnished?|Hm, to dużo lepsze niż duchy. A te podziemia da się jakoś – bo ja wiem – umeblować?|Hm, znacznie ciekawsze niż duch, bez wątpienia. Piwnica, o której mówiłeś - czy nadaje się do urządzenia?
Geralt|That's Halbjorn, son of Holger Blackhand. Blueboy Lugos, Madman Lugos' firstborn. And chokin' down a stockfish over there's Otrygg an Hindar.|Cerys|Cerys an Craite is the daughter of a jarl, Geralt. Jarls' daughters are in no way inferior to their sons.|Yennefer|Seems they sat us with the sons of jarls, exclusively.|Widzę, że posadzono nas z samymi synami jarlów.|Wydaje się, że posadzili nas z synami jarli, wyłącznie.
Geralt|||Excuse me. I'm looking for Marabella.|Geralt|Thanks for your help. Farewell.|Dzięki za pomoc. Bywaj.|Dzięki za pomoc. Żegnaj.
Baron Bandit Strong 03|Son of a whore!|Baron Bandit Strong 03|Stinks o' Nilfgaardian corpse to me.|Baron Bandit Strong 03|Grrr…|Wrr...|Grrr...
Geralt|Your comrade, Letho of Gulet, described you so. Quite accurate, I'd say.|Voorhis|Hmm. It must suffice.|Chamberlain Emhyr|My comrade - your agent.|Mój druh. A wasz agent.|Mój kompan - twój agent.
Geralt|||Yennefer suggested I ask you about current events. The war, and so on.|Geralt|Ambassador var Attre?|Ambasador var Attre?|Czy ambasador Varr Attre?
Zoltan Chivay|||||With a wagon axle.|Dyszlem od wozu.|Z wózkiem osiowym.
Geralt|Yet she did not win your trust.|Udalryk|No, no, no, no…|Udalryk|Cause I decided to solve this the witchers' way.|Bo postanowiłem to załatwić po wiedźmińsku.|Dlatego postanowiłem rozwiązać to po wiedźmińsku.
Skellige Warrior 04|But he's had a helluva lotta mead.|Skellige Warrior 02|You're slow. You stopped trying' once you passed the trials.|Skellige Warrior 01|Whoo-hoo… then Olaf's gonna do some killin'.|Uhuhu... No to będzie Olaf mordował.|No to Olaf trochę pozabija.
Redanian Soldier 02|Looks a bit like Corporal Heribert in the mug, eh?|Redanian Soldier 01|If it's a basilisk… then where's it's deadly gaze?|Redanian Soldier 03|Hm, Could chew through a mace with them choppers. Maybe even Nilfgaardian plate.|Tymi zębami to i kolczugę by przegryzł. Może nawet nilfgaardzkie blachy.|Można by przez nie przeżuć maczugę. Może nawet nilfgaardzką zbroję.
Geralt|Right, right… just a wee bit longer…|Dwarf Sleepy|C'mon, get up.|Geralt|Get up.|Wstawaj.|Wstań.
Geralt|All right. See you then… And thanks.|Geralt|Forgive me, Geralt… But after what you just pulled, I'd sooner believe a whore who proclaimed her undying love.|Dijkstra|Know you well enough to know what matters: results… So I lied. Still say I can lead you to your treasure.|Znam cię jednak na tyle dobrze, żeby wiedzieć, że interesują cię rezultaty... Skłamałem, zgoda. Ale i tak doprowadzę cię do skarbu.|Wiem wystarczająco dużo, by wiedzieć, co się liczy: wyniki... Więc skłamałem. Nadal twierdzę, że mogę cię poprowadzić do twojego skarbu.
Tamara|Got every right to be angry at your father, but he's worried about you.|Geralt|Because he knows something about someone dear to me. Promised to tell me if I found you and your mother.|Geralt|I have a right? Thank you kindly. So good to have the approval of his hired thug! And my father worries only about what to get soused on next.|Mam prawo? O, dziękuję bardzo, jak dobrze zyskać aprobatę najemnika! A mój ojciec martwi się wyłącznie o to, czy ma się czym uchlać.|Dziękuję serdecznie za uznanie moich praw. Tak miło mieć aprobatę jego wynajętego zbira! A mój ojciec martwi się tylko o to, co tu najlepiej popić.
Skellige Old Woman 01|What's he know? Used to be youngsters knew their place and kept quiet.|Skellige Old Man 01|Not goin' to Arnulf's funeral?|Skellige Old Woman 01|Dah, it's a shame our hunters perished in the war.|Ech, szkoda że myśliwi nie wrócili z wojny.|Szkoda, że nasi myśliwi zginęli w wojnie.
Vesemir|Killing monsters is not something to be taken lightly. Ciri must understand that if she's to become one of us.|Vesemir|Gotta admit we've spoiled her.|Geralt|I'll see you below.|Widzimy się na dole.|Do zobaczenia na dole.
Novigrad Thug Strong 33|Not jarred-off easily, eh?|Novigrad Thug Strong 33|Any smartasses?|Novigrad Thug Strong 33|What? Smartass, eh?|No, cwaniaczku, he?|Co? Myślisz, że jesteś cwaniakiem, co?
Geralt|You will end like him. What say you to that?|Nilfgaardian Soldier 03|Wise choice.|Nilfgaardian Soldier 03|You go your way, I'll go mine.|Idźcie w swoją stronę, ja pójdę w swoją.|Ty idź swoją drogą, ja pójdę swoją.
Yennefer|Don't get me wrong, Yennefer. I'm glad to see you… but I do think you owe us an explanation.|Vesemir|We can talk here. Some charming orchards nearby. In bloom, even, so you almost can't smell the corpses.|Geralt|And I shall provide it… in Vizima. Ready your horses.|Udzielę ich... Ale już w Wyzimie. Szykujcie konie.|I udzielę go... w Vizimie. Siodłajcie konie.
Novigrad Thug Weak 01|Here's my invite. All yours if you want it.|Geralt|"Incidentally, bloody useless, these crowns. In Temeria, you could say ""You met my friend Foltest?"" Down in Nilfgaard, it'd be ""Emperor'd like to vouch for me."" With this shite? Nothin'."|Novigrad Thug Weak 02|Yeah, gladly take it.|A my chętnie przyjmiemy.|Chętnie wezmę.
Novigrad Thug Weak 32|Going somewhere, friend?|Novigrad Thug Weak 32|Muuurdeeeer!|Novigrad Thug Weak 32|Oh, no.|Nie no.|Och, nie.
Eskel|Er, not lately. But about half a year back I slew a manticore in Creyden, in a forest. Quick son of a bitch, that one.|Eskel|Get a nice sum at least?|Geralt|Jumped out of the undergrowth so fast my medallion didn't have time to give me so much as one twitch. Won't show you the scar – too big a boy for that.|Nawet mi medalion nie zdążył drgnąć, jak wyskoczyła z zarośli. Blizny nie będę pokazywał, bo już za duży na to jestem.|Wyskoczył tak szybko z zarośli, że mój medalion nie zdążył mi dać nawet jednego drgnięcia.
Geralt|Turn back. Bridge is closed.|Redanian Soldier 01|By order of His Grace, King Radovid himself. Which means I'm not to let me own mum through without a valid pass.|Redanian Soldier 01|On whose orders?|Z czyjego rozkazu?|Na czyje rozkazy?
Novigrad Citizen Man 20|A whole day wasted.|Novigrad Citizen Man 20|Ptooey!|Novigrad Citizen Man 21|Sleep, sleep, sleep… Aaaah yaaawn.|Spać, spać, spać... Zieeeew|Śpij, śpij, śpij... Ach, ziewam.
Geralt|||||Red clay and the tracks of an exceptionally large nekker. Definitely a warrior.|Czerwona glina i ślady wyjątkowo dużego nekkera. To na pewno wojownik.|Czerwona glina i ślady niezwykle dużego nekkera. Na pewno wojownik.
Elf Man 02|Help…|Elf Man 02|Can't afford it anyway.|Elf Man 02|Eternal Fire which is our hope…|Wieczny Ogień, który jest nadzieją...|Wieczny ogień, który jest naszą nadzieją...
Yennefer|How can you be sure?|Geralt|Even if anyone remembers the ruins are there, they have no recollection of how far and where they extend. And I'm absolutely certain no one's thought to place sentries there.|Yennefer|Novigrad's hierarchs have taken great care to eradicate any and all memories of the city's elven roots.|Hierarchowie Novigradu zadbali o to, żeby zabić pamięć o elfickich korzeniach miasta.|Novigradzkie hierarchie bardzo starannie wymazały wszelkie ślady elfickich korzeni miasta.
Crach|Feeling torn between Hjalmar and Cerys?|Geralt|||You mean, do I have a favorite? Nay. They're as different as fire and water. But an Craite blood flows in both.|W sensie, czy mam faworyta? Nie. Różni są jak ogień i woda... Ale w obu płynie krew an Craite.|Czy masz faworyta? Nie. Są tak różne jak ogień i woda. Ale płynie w nich krew Craite.
Geralt|Here, for you. For your kindness.|Verden Girl 02|Come out! I'm not gonna hurt you.|Geralt|Don't have any food, but maybe this'll help.|Nie mam jedzenia, ale może to wam się przyda.|Nie mam jedzenia, ale może to pomoże.
Geralt|I think we've to give Brokvar to Aki, and he'll leave Udalryk alone.|Cerys|What's that?|Cerys|Not a bad idea - on condition it's a ghost we're dealing with. But something doesn't add up…|Całkiem niegłupia myśl – gdyby rzeczywiście chodziło o ducha. Ale coś mi się tu nie zgadza...|Niezła myśl - pod warunkiem, że mamy do czynienia z duchem. Ale coś mi tu nie pasuje…
Talar|If they're paid a tidy sum, they won't.|Dijkstra|Ploughing neutrality.|Dijkstra|Ugh, well, the prick just popped our pumpkin.|No i chuj bombki strzelił...|Eh, no cóż, ten dupek właśnie popsuł naszą dynię.
Geralt|Did you, now…? What else have you heard?|Novigrad Nobleman 01|Junior was right! Someone's after him!|Novigrad Nobleman 01|Whoreson around or not?|Zastałem Skurwiela czy nie zastałem?|Co za skurwysyn!
Rosa Var Attre|No. So you won't need saving to begin with. Rosa… those humans died because of you.|Geralt|Lesson's over. Remember what you've learned today. Looks like you'll be using that sword often.|Geralt|What of it? Do you expect me to shed a tear? Observe a minute of silence? They were dregs, they got they deserved!|I co? Mam uronić nad nimi łzę? Uczcić minutą ciszy? Dostali, na co zasłużyli. Gnidy!|Co z tego? Spodziewasz się, że uronię łzę? Będę obserwować minutę ciszy? To były odpady, dostali to, na co zasłużyli!
Hjalmar|Farewell, an Craite.|Geralt|Thanks, Geralt.|Hjalmar|Thanks for your help, witcher. I've a distinct sensation, won't say where, that we'll meet again.|Dzięki za pomoc, wiedźminie. Wiesz co? Mam przeczucie, że jeszcze się spotkamy.|Dzięki za pomoc, wiedźminie. Mam wyraźne przeczucie, nie powiem gdzie, że spotkamy się ponownie.
Scoiatael Dwarf 33|Piss off, human.|Scoiatael Dwarf 33|Leave it, lad.|Scoiatael Dwarf 33|Shove off.|Nie kręć się tu.|Odczep się.
Baron Bandit Strong 03|Yeeeeh-haaah!|Baron Bandit Strong 02|I'll be first, if I have to skewer my mare with my spurs!|Baron Bandit Strong 03|Oi, witcher! Your mum not want you?|Te, wiedźmin! Matka cię nie chciała?|Hej, czarodzieju! Twoja mama cię nie chce?
Redanian Blacksmith 01|Will you craft something for me?|Geralt|{Hael. } [Greetings.]|Nilfgaardian Imperial 01|Ah! A customer!|Ha! Klient!|Ach! Klient!
Roche|Anyone see you come in?|Dijkstra|Off the street, I mean.|Dijkstra|No one apart from Madame Serenity and your lackey.|Tylko Madame Serenity i twój przydupas.|Nikt poza Madame Serenity i twoim lokajem.
