speaker|prev_text|prev_speaker|next_text|next_speaker|en_text|pl_text|dialog_prototype
Geralt|{shakes his head}|Godling Johnny|{gestures to indicate he can't talk}|Godling Johnny|Why not?|Dlaczego?|Dlaczego nie?
Skellige Boatbuilder 01|I see you've used ash wood…|Skellige Fisherman 02|Told ye I had some premium pine in me store.|Skellige Fisherman 02|You see right.|Nie inaczej.|Tak, użyłem drewna jesionowego.
Geralt|We from the Brokvar clan are masters of the sea, bred and born to the water.|Skellige Innkeeper 01|Hahaha, they think so, too. But all they do is skim the top of it in their longships, all wrapped up in heavy furs.|Skellige Innkeeper 01|Thought everyone in Skellige spent a lot of time in the water.|Zdawało mi się, że na Skellige wszyscy świetnie pływają.|Myślałem, że wszyscy w Skellige spędzają dużo czasu w wodzie.
Triss|Come on, six months isn't that long. And it's not like I'm senile.|Geralt|I've recovered my memory, completely.|Geralt|But you do have a history of amnesia.|Ale na amnezję owszem.|Ale masz historię amnezji.
Novigrad Thug Weak 02|He's castin' hexes!|Novigrad Thug Weak 02|Heard they took him out of the city, had him do the, uhhhhmm…|Novigrad Thug Weak 02|He killed 'im!|Zabił go!|On go zabił!
Cirilla|In that case I'll await you there - the market in Gildorf.|Cirilla|No problem, I'll wait here.|Cirilla|Ready?|Gotowy?|Jesteś gotowa?
Geralt|Like no one else.|Triss|Since they attacked my servant at the market - none. All has been quiet.|Novigrad Noblewoman 02|Any sign of the hunters recently?|Łowcy dali o sobie znać?|Czy były ostatnio jakieś ślady łowców?
Vesemir|Now all we have to do is wait.|Vesemir|So, tell me… once we find Yennefer, what'll you do? Got your eye on a contract?|Geralt|Come on. We can cower in the shade of those birches.|Chodź, przycupniemy tam w cieniu między brzózkami.|Chodźmy. Możemy schować się w cieniu tych brzóz.
Skellige Warrior 03|Jarl Crach's cellar's stacked high with barrels of the best mead in these Isles.|Skellige Warrior 05|||He's not exaggeratin'! Ard Skellig mead'll knock anyone on their arse, tamed bears included!|To nie przesada! Miód z Ard Skellig zwala z nóg nawet tresowanego niedźwiedzia!|Nie przesadza! Miód ze Skellige zwali z nóg każdego, nawet oswojonego niedźwiedzia.
Novigrad Guard 03|Best hurry, then. Some other bloke's already after it.|Novigrad Guard 03|||You're back.|Wróciłeś.|Najlepiej się pospiesz.
Geralt|Find the tome?|Mage 02|It is indeed! Now, back away a bit. I must deactivate the barrier.|Mage 02|This it?|To chyba to?|To jest to?
Triss|You turn him down?|Geralt|He actually pursued me for a while afterwards.|Triss|Is that what you think?|Tak sądzisz?|Czy tak właśnie myślisz?
Geralt|||||Griffin's nest. What remains of it, at least.|Gniazdo gryfa. Czy raczej to, co z niego zostało.|Gniazdo gryfa. Przynajmniej to, co z niego zostało.
Udalryk|Have you seen Ciri?!|Geralt|You'll not cut through their plate! Too thick! Push 'em in the sea!|Udalryk|She was with your elf!|Była z tym twoim elfem!|Była z twoim elfem!
Geralt|Show some pity. Take a fall for me.|Verden Peasant 05|So, will you try again?|Baron Bandit Strong 02|Not about to lose on purpose. If you wanna win, you gotta beat me.|Nie podłożę się. Jeśli chcesz wygrać, musisz mnie pokonać.|Nie zamierzam przegrać specjalnie. Jeśli chcesz wygrać, musisz mnie pokonać.
Skellige Woman 04|Hm?|Skellige Woman 04|I didn't do anythin'!|Skellige Woman 04|Will ye stay long?|Zostaniesz tu na dłużej?|Czy zostaniesz długo?
Geralt|||||Must've come here a while after the nobleman's death.|Musieli tu przybyć na długo po śmierci dziedzica.|Musiało minąć trochę czasu od śmierci szlachcica.
Skellige Berserker 02|||Then bring on someone sober. Think you can find one?|Geralt|You'd never 'ave beat me if I weren't five tankards in.|Gdyby nie to, że już miodu wypiłem, nigdy byś mi nie dał rady.|Gdybym nie był pięć kufli wina w przód, nigdy byś mnie nie pokonał.
Geralt|We were discussing questions of a magic nature. Nothing of great interest to you.|Avallach|||Right. 'Cause I'm just a simple witcher.|Racja. Jestem tylko prostym wiedźminem.|Dokładnie. Bo ja jestem zwykły wiedźmin.
Ghost In The Tree|Why do we need a black horse?|Geralt|A wild steed... From meadows moist…|Ghost In The Tree|The beast and I shall be as one… As when I lived... We shall be a gale... Nothing to stop us.|Staniemy się jednością... Jak wówczas, gdy żyłam... Będziemy jak wicher... Nic nas nie zatrzyma...|Duch Drzewa - Ten potwór i ja będziemy jednym... Jak wtedy, gdy żyłem... Będziemy niczym huragan... Nic nas nie zatrzyma.
Temerian Woman 01|Let go!|Inkeeper Elza|Leave me be!|Temerian Woman 01|You don't fear it, you cunt?!|Nie boisz się, ty suko?!!|Nie boisz się tego, ty kurwo?!
Novigrad Old Man 02|Go on!|Novigrad Old Man 02|Meh!|Novigrad Old Man 02|Can you pay him what he wants?|Dasz radę mu tyle zapłacić?|Możesz mu dać to, czego chce?
Geralt|Who are you and what d'you want?|Novigrad Thug Strong 02|Pay up, then.|Novigrad Thug Strong 02|Don't know the password.|Nie znam hasła.|Nie znam hasła.
Eternal Fire Priest 01|They're headed for the square! After them!|Novigrad Thug Strong 03|Dandelion!|Cirilla|Guards! Guards!|Straż! Straż!|Strażnicy! Strażnicy!
Geralt|Stop! Stop! Beast or man, 'tis my love, my betrothed!|Priscilla|Changing one's shape does not make one ghoulish.|Geralt|Sheathe your blades! Fear a doppler? 'Tis a thing most foolish.|Chować miecze! Bać się dopplera to głupota.|Schowaj swoje ostrza! Bardzo głupio bać się dopplera.
Novigrad Rich Man 01|||Greetings, Brandon.|Triss|Greetings, sorceress.|Witaj, czarodziejko.|Witaj, czarodziejko.
Ermion|If Yennefer uses it now, it shall lose its power, not to mention--|Ermion|No! Yennefer's used the Mask!|Ermion|Wha… what was that?|C... Co to?|Co to było?
Skellige Warrior 03|Nooooo.|Skellige Warrior 03|Ye know who you've crossed?|Skellige Warrior 03|This ends now!|To koniec!|To się teraz skończy!
Ves|Uh-oh. Got yourselves a prisoner.|Geralt|Agh. We should go before a patrol comes along. Thank you, Geralt… Ever need any help, you know where to find me.|Roche|We don't take prisoners.|My nie bierzemy jeńców.|Nie bierzemy jeńców.
Skellige Old Man 04|They're dead. At some foreigner's hand.|Skellige Villager 02|||Kori… Kraki!|Kori... Kraki!|Kraki...
Geralt|Young 'un's seen no one, m'lord. He's a kiddie, must 'ave dreamt it.|Verden Woman 01|So, kid, who did you see? Who came here?|Geralt|I wanna hear this dream, then.|Chcę wiedzieć, co mu się przywidziało.|Chcę usłyszeć ten sen.
Eskel|Course it does… Don't see us lifting the curse without her, though.|Geralt|Put it to you this way… If Yen can't help Uma, we can always go to Triss - she won't hold it against us. But if we'd done it the other way around…|Geralt|We could've gone to Triss for help.|Może lepiej było Triss wziąć...|Mogliśmy poprosić o pomoc Triss.
Geralt|A second chance! Ahahah! Good one! Cemeteries're full of men who thought Old Joel'd give them a second chance!|Dijkstra|Geralt! Damn it all, how'd you recognize me?|Dijkstra|Sigi, I'll be.|Sigi, no proszę.|Sigi, ja też.
Geralt|It's fine, old man, no need to make excuses. Light the torches and place the phylactery on the altar. I'll handle the rest.|Lambert|Of course. Duty before pleasure.|Lambert|We can soak it in later.|Napatrzymy się później.|Możemy zamoczyć to później.
Skellige Guard 05|Nothin' to celebrate. Bugger always comes back.|Lugos The Glaucous|Eh, too big for a razorback. That's a blue.|Lugos The Glaucous|See it? The razorback... clear up high?|Widzicie? Tego finwala... Tam u góry?|Widziałeś to? Dzik szablasty... czyści się wysoko?
Novigrad Trader 03|Not always. For instance, one look at you, madame, and I know you're a product that is well past its prime.|Novigrad Trader 03|This time you can give me my coin back. You cheated me. I paid for three ells of fabric and got two!|Novigrad Citizen Man 02|Oh, a returning customer! What can I get you this time?|O, witam stałego klienta! Co tym razem?|Oh, klient wracający! Co mogę dla pana dzisiaj zrobić?
Novigrad Bard 02|Hello-ee!|Novigrad Bard 02|Nice do!|Novigrad Bard 02|Hahahahahahahahahaha…|Ha aha ahaha.|Hahahahahahahahahaha…
Tamara|||Tammy… I'm dying…|Celina|Mum, you're back! All will be well, you're going to be fine.|Mamo, wróciłaś! Teraz już wszystko będzie dobrze.|Mamo, wróciłaś! Wszystko będzie dobrze, będziesz zdrowa.
Hjalmar|Fought bare-fisted. To the death.|Hjalmar|Probably. Or a very bloody sport.|Geralt|Some kind of trial?|Jakaś próba, czy co?|Jakiś rodzaj próby?
Geralt|Charming place… Wonder what the hags did here.|Geralt|||Need to find Johnny. He might know something.|Muszę znaleźć Janka. Może on będzie coś wiedział.|Muszę odnaleźć Johny'ego. Może on coś wie.
Novigrad Trader 03|Mhm?|Novigrad Trader 03|{*Deep breath*}|Novigrad Trader 03|Ehhhhhhhh.|Eeeech.|To nie one zaatakowały tych ludzi. Wiwerna królewska musi gdzieś się tu czaić.
Yennefer|||||You crossed the wrong sorceress.|Zadarłeś z niewłaściwą czarodziejką.|Pomyliłeś się co do czarodziejki.
Geralt|Knoblicker… We tried to explain, some horror was prowlin' the forest. He refused to believe it.|Dwarf Man 02|Is that so? Well, I take back what I said. Good man, Brean… though a halfling.|Dwarf Man 02|He's hired me. Wants me to find the beast that attacked you and your friends.|Wynajął mnie do wytropienia leśnego potwora, który napadł na drwali.|Zatrudnił mnie. Chce, żebym odnalazł bestię, która zaatakowała ciebie i twoich przyjaciół.
Skellige Warrior 04|But he's had a helluva lotta mead.|Skellige Warrior 02|You're slow. You stopped trying' once you passed the trials.|Skellige Warrior 01|Whoo-hoo… then Olaf's gonna do some killin'.|Uhuhu... No to będzie Olaf mordował.|No to Olaf będzie zabijać.
Mage 02|Lead the way.|Geralt|Looked easy.|Geralt|There, at last!|No, nareszcie.|Tam, nareszcie!
Geralt|Wait… You helped me once, perhaps you'd be willing to do it again. For more than a kind word this time.|Novigrad Nobleman 03|Ah, amusing. The matter that brings me here happens to be very profitable. So, if it's merely a question of coin, I'm sure we will reach an agreement.|Novigrad Nobleman 03|You can't afford me.|Nie stać cię na mnie.|Nie stać cię na mnie.
Verden Peasant 01|Silver arrowheads - that's what I'll have waitin' for the Hunt when it shows again.|Verden Smith 01|Can't seem to catch my breath.|Verden Peasant 02|You're lifeless! Move it!|Coś taki bez życia! Ruszaj się!|Ruszaj się!
Skellige Villager 05|He's back, back indeed. Tomorrow we sail to pay tribute to the new king.|Skellige Villager 05|Da's gonna kill me… and then he'll kill Håvard!|Skellige Woman 02|Hael Svanrige!|Hael Svanrige!|Hael Svanrige!
Redanian Soldier 01|Best give up now.|Redanian Soldier 01|He's a quick devil!|Redanian Soldier 01|Try to get 'round 'im!|Spróbujcie go otoczyć!|Spróbuj go obejść!
Skellige Villager 05|Ye surprised? He's been at it for years, even ploughin' can get old.|Skellige Villager 02|Hey, Ruve… Whaddaya say we go hunt the cave monster?|Skellige Boy 01|Speak for yourself, Olav!|Mów za siebie, Olav!|Mów za siebie, Olav!
Yennefer|Nevid, cyvir!|Yennefer|Coalle… Ariva… Aendir…|Yennefer|Caniatad… Nevid… Cyvir…|Caniatad... Nevid... Cyvir...|To nie one zaatakowały tych ludzi. Wiwerna królewska musi gdzieś się tu czaić.
Lambert|His voice has started cracking. Haven't noticed?|Geralt|Very funny!|Eskel|Very funny.|Bardzo śmieszne.|Bardzo śmieszne.
Skellige Warrior 03|Still?!|Skellige Warrior 03|Yaaaaawn…|Skellige Warrior 03|Hemdall!!|Hemdall!!|Hemdall!
Redanian Soldier 03|I'll avenge you!|Redanian Soldier 03|Die!|Redanian Soldier 03|Get the witcher!|Na wiedźmina!|Znajdźcie wiedźmina!
Redanian Officer 01|You post the notice?|Geralt|Will you tend to the monster or not?|Redanian Officer 01|I did, indeed. Hans of Cidaris, mercenary captain. Know of a monster that needs slaying. You interested?|Tak, ja! Hans z Cidaris, kondotier. Mam potwora do zabicia. Zainteresowany?|Tak, zamieściłem ogłoszenie. Hans z Cidaris, kapitan najemników. Słyszał o potworze, którego trzeba zabić. Jesteś zainteresowany?
Scoiatael Elf Woman 32|Ready to die, witcher?|Scoiatael Elf Woman 32|What a prick!|Scoiatael Elf Woman 32|Death awaits us all. All.|Wszystkich nas czeka śmierć. Wszystkich.|Śmierć czeka nas wszystkich. Wszystkich.
Crach|I heard a rumor - that an unnatural frost gripped Undvik before the giant appeared.|Yennefer|My son gathered a hearty crew at the New Port. They were to sail to Undvik, then travel on foot to Urskar, a village. But that many lads should've killed the giant long ago. Thus I though to ask you…|Crach|Tis true. At any rate, Hjalmar decided to kill the giant and give the isle back to its people. A deed worthy of a king, he believes.|To prawda. W każdym razie Hjalmar uznał, że zabicie giganta i oddanie wyspy ludziom jest czynem godnym króla.|To prawda. W każdym razie Hjalmar postanowił zabić olbrzyma i oddać wyspę jej mieszkańcom. Czyn godny króla, jak sądzi.
Geralt|I've not even peeked inside since… since they found Fabian. But I'll open it for you if you want.|Dwarf Man 03|Begone! Or I'll sick me hounds on ye! Mauler! Striga! Come!|Dwarf Man 03|Anyone home?|Jest tam kto?|Ktoś tam jest?
Scoiatael Woman 01|Vedrai! Enn'le!|Scoiatael Woman 01|Veloë! Take him from behind!|Scoiatael Woman 01|Who wishes to die?|Kto dziś chce umrzeć?|Któż chce umrzeć?
Novigrad Thug Weak 01|Misunderstanding. Sorry.|Geralt|Why the hell're you followin' me?|Novigrad Thug Weak 01|I should bloody well say so.|No ja kurwa myślę.|Powinienem był to powiedzieć. Cholera.
Novigrad Trader 02|Just how far south does this fabric come from?|Novigrad Citizen Man 01|You didn't answer the question.|Novigrad Citizen Woman 02|The latest cuts and colors.|Najnowsze kroje i kolory.|To najnowsze cięcia i kolory.
Geralt|Decide quickly, please. There's a race about to begin.|Novigrad Rich Man 01|They're run as per Erasmus Vegelbud's dying wish. He came into his fortune by gambling and remained proud of the fact to the end.|Novigrad Rich Man 01|These races - tell me about them.|Opowiedz mi o tych wyścigach.|Te wyścigi - opowiedz mi o nich.
Novigrad Poor Man 02|Amateur!|Novigrad Poor Man 02|Shit, shit, shit.|Novigrad Poor Man 02|Hey!|Ejże!|Hey!
Novigrad Peasant Woman 02|Cleaver's is bigger, he's hung like a horse.|Novigrad Peasant Woman 01|"Gudrun calls it ""Uroboros."""|Novigrad Peasant Woman 02|Hehehe, clear that you've not seen Reuven's…|Hi, hi. Nie widziałaś Reuvena?|Hehehe, widocznie nie widziałeś...
Skellige Warrior 03|Tarald of Lofoten entered the cave last spring. Hollered so loud they heard 'im in Kaer Trolde.|Skellige Warrior 02|Anyone try those herbs?|Skellige Warrior 03|Might be he saw what awaited his village…|Może zobaczył, co czekało jego wieś...|Może widział co spotkało jego wieś...
Novigrad Nobleman 01|No. Facts interest me, not fairytales.|Novigrad Nobleman 01|Once more. There are four factions--|Novigrad Nobleman 01|Ah, you return! Shall I deal?|O, wróciłeś! To jak, zagramy partyjkę?|Ah, wracasz! Czy chcesz grać?
Witch Hunter 02|||||Huh. Set our sights on other fowl, but you'll do just fine.|No, proszę. Na innego ptaszka szykowaliśmy sieci, ale i ten będzie dobry.|Hmm. Ustawiliśmy celownik na inny zwierzyniec, ale ty też się sprawdzisz.
Geralt|How's it going?|Yennefer|Strictly speaking, I'm not reading your mind, but using telepathy.|Yennefer|Yen, you know I hate it when you read my mind.|Yen, wiesz, że nie lubię, jak mi czytasz w myślach.|Yen, ty wiesz, że nienawidzę, kiedy czytasz mi w myślach.
Geralt|Geralt? Will you help?|Blacksmith Woman|Please. If you don't, I'll never prove I'm the master artisan, and that Fergus is nothing but a fraud.|Blacksmith Woman|Got you your acid, but that's where I draw the line. Not about to risk my life again.|Zdobyłem dla ciebie kwas, ale na tym koniec. Nie mam zamiaru ryzykować życia.|Mam ci już dosyć kwasu, ale tutaj stawiam granicę. Nie zamierzam ponownie ryzykować życia.
Skellige Priestess 01|||||Gods bless King Hjalmar!|Błogosław królowi Hjalmarowi!|Niech bogowie błogosławią króla Hjalmara!
Eskel|This one was quicker than most. Quicker and stronger. Wanna examine it thoroughly.|Eskel|Hey there, Geralt.|Eskel|Not sure I'd 'ave managed without the alchemist's help.|Gdyby nie pomoc tej alchemiczki... Nie wiem, czy bym dał radę.|Nie jestem pewien, czy sam bym sobie poradził bez pomocy alchemika.
Geralt|That's normal. The hym was a parasite. Bonds between parasites and hosts can be strong. That's why you feel empty now.|Geralt|Thank you… I think. Farewell.|Udalryk|Give it a few days, weeks, you'll be fine.|Ale bez obaw – minie kilka dni, może tygodni i będziesz zdrów.|Daj sobie parę dni, tygodni, będziesz się lepiej czuł.
Verden Woman 03|Then he herded 'em in a stable… set that alight! Word is they squealed like swine goin' to slaughter…|Verden Old Woman 02|Aye, idiot tale. What'd the stable do to the baron anyways?|Verden Woman 04|I heard it were the baron who's a swine for hooch. Too soused most times to herd anythin'.|Ja słyszałam, że jak prosię to Baron się spił. I nikogo nigdzie nie zaganiał.|Słyszałam, że baron to świnia od trunków. Zazwyczaj zbyt pijany, by zaganiać cokolwiek.
Celina|You look after these kids?|Geralt|Gran's good to us. Gonna be soup with scratchings for supper!|Verden Boy 01|They're my grandchildren.|To są moje wnuczki.|To nie one zaatakowały tych ludzi. Wiwerna królewska musi gdzieś się tu czaić.
Donar An Hindar|So on the Continent they raise temples… to fire?|Skellige Warrior 05|And water - it get its own tabernacle? Or air?|Skellige Warrior 05|Aye, they do. Don't know the real gods.|Ano, wznoszą. Nie znają tam prawdziwych bogów.|Tak, robią. Nie znają prawdziwych bogów.
Verden Woman 05|||No, I did, but…|Geralt|You didn't find him?|Nie znalazłeś go?|Nie znalazłeś go?
Verden Ghost Peasant  M 01|I'd sooner burn the vermin. Releasing 'em's not like to bring no good.|Verden Ghost Peasant  M 01|Swam? Rats? How d'ye figure they'd do that?|Verden Ghost Peasant M 02|Imagine the harm they'd do if they swam back to the village.|Jeszcze przepłyną do wioski i szkody narobią.|Wyobraź sobie szkody, które by wyrządziły, gdyby popłynęły z powrotem do wioski.
Verden Peasant 03|Will ye hunt the monster? Though I cannot say what nature o' beast it is.|Verden Peasant 03|It was a grave hag. Made its lair nearby.|Geralt|Somethin' prowls the graveyard nights. Young 'uns from the village 'ave gone missin'. But what's done it - I've nary a clue.|Cosik na cmentarzu nocami grasuje, dzieci z wioski giną, ale co to się tam ulęgło, ja nie wiem.|Coś grasuje po cmentarzu nocami. Młodzi ze wsi znikają bez śladu. Ale co ich dopada - nie mam bladego pojęcia.
Crach|Any last words?|Eredin|No. I'm enjoying this. You are my toy.|Eredin|Haven't killed me yet.|Jeszcze mnie nie zabiłeś.|Jeszcze mnie nie zabiłeś.
Radovid|I want to break the chessmen open, squeeze the truth from them.|Radovid|Yes, Sire, believe I do.|Geralt|Do you see what I mean?|Wiesz o co mi chodzi?|Tak, Panie, wydaje mi się, że rozumiem.
Baron Bandit Strong 03|Wonder if he keeps an extra prick in his trousers, too.|Baron Bandit Weak 02|Gonna say who you are, or do I need to loosen your tongue with me knife?|Baron Bandit Strong 03|You fuckin' deaf?|Ty, kurwa, głuchy jesteś?|Jesteś głuchy jak pień?
Geralt|Good day to you, sir. Need somethin'?|Verden Woman 05|||Farewell.|Bywajcie w zdrowiu.|Żegnaj.
Verden Peasant 02|A few times folk from 'round here gathered to chop down the trees and burn the cursed soil back to use. None returned.|Verden Peasant 02|I'm supposed to help solve your problem. Tell me what it is - just the essentials.|Geralt|The ground 'neath the weeds is white with human bones.|Grunt pod trawą jest biały od ludzkich kości.|Gleba pod chwastami jest biała od ludzkich kości.
Novigrad Peasant Woman 02|Will you go to the chapel with me the night?|Novigrad Peasant Woman 02|How's the gut feel today?|Novigrad Peasant Woman 02|Cor blimey…|Jasny gwint...|Cholera...
Geralt|||||Who said old age is a burden?|A mówią, że starość nie radość.|Kto powiedział, że starość to ciężar?
Geralt|And guess who's the guest of honor.|Cirilla|Imlerith.|Cirilla|Dunno, enlighten me.|Nie wiem, oświeć mnie.|Nie mam pojęcia, oświeć mnie.
Chamberlain Emhyr|||Please keep close. There are many honorable guests in the palace, whom the gentleman…|Chamberlain Emhyr|Follow me, if the gentleman pleases.|Waszmość pozwoli za mną.|Proszę pójść za mną, jeśli pan pozwoli.
Triss|Can't help but agree. But no - notice how he didn't try to haggle?|Geralt|Triss… He's a merchant. He makes his living by haggling.|Geralt|Must really want the rats out.|Widocznie bardzo mu zależy na odszczurzeniu.|Musi naprawdę chcieć pozbyć się szczurów.
Novigrad Peasant 33|You in a hurry?|Novigrad Peasant 33|All we need now is a storm.|Novigrad Peasant 34|Where's my axe?|Gdzie siekiera?!|Gdzie moja siekiera?
Geralt|Maybe I oughta try the lamp?|Geralt|All right… That's done.|Geralt|Must be Jackamar's grave.|To chyba grób Jaczemira...|Może powinienem spróbować tej lampy?
Novigrad Old Man 01|Not your hireling. Won't take your orders, don't need your advice.|Geralt|Crowds can spin out of control. Somebody's gotta keep the peace.|Geralt|You're not my hireling, that's true. But soooo uppity, afraid you need to die. Kill him!|Masz rację. Nie jesteś moim żołdakiem. Dlatego zginiesz. Zabijcie go!|Nie jesteś moim najemnikiem. Nie będę brał twoich rozkazów, nie potrzebuję twoich rad.
Letho|Hefty bounty on his head, and normal contracts were hard to come by. So I decided to catch the bastard, make some coin.|Letho|Nabbed him, tied him up, but the guard post didn't open till dawn… so we had a few hours.|Letho|Tracking him down proved easier than killing a drowner. He was, uh, merrymaking at the Golden Hanged Man, smack in the middle of Hagge.|Wytropienie go było prostsze niż zabicie utopca. Balował w Złotym Wisielcu, w samym centrum Hagge.|Śledzenie go okazało się łatwiejsze niż zabicie utopca. Bawił się wesoło w Złotym Powieszonym Człowieku, w samym sercu Hagge.
Philippa Eilhart|||||Keep looking. It must be here.|Szukaj dalej. Musi gdzieś tu być.|Nie ustawaj w poszukiwaniach. Musi tu gdzieś być.
Skellige Warrior 01|||Give us strength and courage! Swift hands and sharp eyes! Lead us.|Skellige Warrior 02|Oh great and mighty Freya! Help us fulfill the oaths we've sworn!|Wielka i potężna Freyjo! Spraw, byśmy mogli wypełnić to, cośmy poprzysięgli!|Oh wielka i potężna Frejo! Pomóż nam spełnić śluby, które złożyliśmy.
Geralt|Got any vodka?|Geralt|Hmm… I must admit, you appearing here - quite the surprise, witcher.|Geels|Oh, yeah, keep forgetting you don't touch that filth, disgraceful as it is.|A, prawda, wy tu nie hańbicie się takimi trunkami.|Oh, tak, ciągle zapominam, że ty nie dotykasz tego świństwa, choć jest to haniebne.
Skellige Guard 03|Hmmm… I think so.|Skellige Guard 03|How're things?|Skellige Guard 03|How'd you do.|Czołem.|Jak się masz.
Geralt|||Upstairs. But she's with a very important client - do not disturb them!|Novigrad Trader 02|Sweet Nettie. Where is she?|Słodka Anneke. Gdzie ona jest?!|Słodka Nettie. Gdzie ona jest?
Geralt|Uhh… nothing. A preliminary image.|Triss|Stop interrupting! I have to focus.|Triss|What?|Co?|Co?
Witch Hunter 04|Mercy… I…|Novigrad Beggar 01|The two of yous! Sod off.|Witch Hunter 04|Yeah, I know. You've five brats, need coin for bread, surgery and a ticket 'ome. Do 'im!|Tak, wiem. Masz piątkę dzieci, zbierasz na chleb, operację i bilet do domu. Dalej z nim!|Tak, wiem. Masz pięcioro dzieci, potrzebujesz pieniędzy na chleb, operację i bilet do domu. Ruszaj się.
Geralt|Hanna's dead for certain. Niellen ought to accept his loss, move on with his life.|Verden Woman 01|Thank you. My sister, she'd appreciate you givin' her man the chance to start anew.|Verden Woman 01|Hmm… You could be right.|Hmm... Może masz rację.|Hmm… Możesz mieć rację.
Geralt|Yes, luck stood with you! B-but the next time we meet…|Redanian Soldier 01|We shall meet again!|Redanian Soldier 01|Go back to Maid Bilberry and apologize for being an ass. Quick, before I change my mind and break your bones.|Wracaj do panny Jagódki. W kabanich podskokach. Zanim zmienię zdanie i porachuję ci kości. No już.|Idź do Maid Bilberry i przeproś za bycie dupkiem. Szybko, zanim zmienię zdanie i połamię ci kości.
Gremista|Hm. A pimpernel. Far as I know it's got no use in alchemy apart from…|Geralt|I've told you what you must do. Why do you still bother me?|Gremista|Would you teach your grandmother to suck eggs? It's not any pimpernel, but the one that grows in the Morskogen Forest. And if the rumors are true, a creature jealously guards all the herbs growing there.|Hola, hola, nie ucz ojca dzieci robić! Zresztą, tu nie chodzi o byle kwiat, tylko ten z Morskogen. A tam, jeśli wierzyć plotkom, zalągł się leśny stwór, który zazdrośnie strzeże wszystkich ziół.|To nie żaden zwykły pimpernel, ale ten, który rośnie w Lesie Morskogen. A jeśli pogłoski są prawdziwe, to stworzenie zazdrośnie strzeże wszystkich ziół tam rosnących.
Verden Old Man 02|So? Change your mind? A bit o' coin and I'll tell you how to get in.|Verden Old Man 02|||Ah, back again. Whaddaya need, my good man?|O, znowuście tutaj. Czego wam trzeba?|Ah, back again. Whaddaya need, my good man?
Zoltan Chivay|Hm… Nose is too small.|Geralt|By the bye, is that how it's done? Killin' a wyvern?|Zoltan Chivay|Aye, and the sword's too big!|No, i za duży miecz.|Ach, tak. A miecz jest za duży.
Celina|Wha-- What's happened to her?|Tamara|Mother!|Tamara|I said I'd do it all. Give it 'ere, I'll scrub it again. Scrub it clean.|Mówiłam, wszystko zrobię. Daj, jeszcze raz wyszoruję. Do czysta.|Dobrze, zajmę się tym. Daj mi to, wytrę jeszcze raz. Wytrę do czysta.
Geralt|The gray is Cantarella. Sired by Cahir, the champion from Vole.|Voorhis|My coin's on the black stallion - Nemrod. Purest Nilfgaardian stock.|Voorhis|Yeah... Gray's a good color. Even looks good on horses.|Tak... Siwy to ładny kolor. Również koniom w nim do twarzy.|Szary to Cantarella. Zrodzony przez Cahira, mistrza z Vole.
Geralt|Turned out Eredin had other plans. He produced the phylactery, uncorked it. A fog enveloped us, and Avallac'h began gasping for air.|Cirilla|Yes. He didn't wish to kill him. Humiliation, that's what he was after. But Avallac'h refused to succumb without a fight. He cast a spell that wrought havoc in the Hunt's ranks.|Cirilla|That's how Eredin cursed Avallac'h, triggered his transformation into Uma?|To wtedy Eredin rzucił klątwę, która zamieniła Avallac'ha w Umę?|Tak Eredin przeklął Avallac'ha, wywołując jego transformację w Umę?
Imlerith|||||Ghaarrr!|Ghaarrr!|Ghaarrr!
Voorhis|Gotta wonder if Molly fell for the nephew or his inheritance.|Geralt|Geralt of Rivia at my doorstep? Surely, this is no chance encounter?|Luiza La Valette|We cannot know that just yet. But I'd wager she has strong feelings for both.|Tego na razie nie wiadomo. Ja obstawiam, że siostrzeńca i spadek darzy równie wielkim uczuciem.|Nie możemy tego jeszcze wiedzieć. Ale obstawiałbym, że ma silne uczucia do obu.
Skellige Villager 03|Stop. I won't speak of him.|Skellige Villager 04|But when they attacked, he fled. Abandoned his mum and sis. Abandoned us all.|Skellige Villager 04|He was our brother in blood. We sailed on the same longship, sat oar to oar. Raided the Black Ones together.|Był bratem krwi. Na jednym drakkarze siedzieliśmy wiosło w wiosło. Razem łupiliśmy Czarnych.|Był naszym bratem krwi. Pływaliśmy razem na tej samej łodzi, wiosło w wiosło. Napadaliśmy na Czarnych razem.
Geralt|||||Muggs was attacked here.|Muggs został zaatakowany w tym miejscu.|Tutaj doszło do ataku na Muggsa.
Geralt|Mhm.|Yennefer|Geralt of Rivia, being romantic.|Yennefer|Seen uglier sights in my life.|Widywałem w życiu brzydsze widoki.|Widziałem już brzydsze widoki w swoim życiu.
Zoltan Chivay|Hah! Like to know that meself! Maybe he could explain what the hell's goin' on!|Zoltan Chivay|Dandelion gone, the tavern chock full of bums. Haven't a clue what happened.|Zoltan Chivay|I just barely returned, as you saw. Expectin' to come home to a hot leg o' boar and some cold ale. What do I find instead? A shitestorm.|Wróciłem przed chwilą, sam widziałeś. Myślałem, że czeka na mnie gorący udziec i zimne piwo, a tu – dupa.|Spodziewałem się wrócić do domu i zastać pieczyste i zimne piwo. Co zamiast tego znalazłem? Burdel.
