speaker|prev_text|prev_speaker|next_text|next_speaker|en_text|pl_text|dialog_prev|dialog_next
Geralt|I can see you chose your own outfit. You know, of course, that together we look about as good as lace frills on a battle axe.|Yennefer|Lady Yennefer. So pleased you've come to pay your respects to my dead husband.|Lady Bran|Everyone's got their style.|Każdy ma swój styl.|Każdy ma swój styl.|Każdy ma swój styl.
Elf Man 01|Welcome.|Elf Man 01|No monsters here, just humans.|Elf Man 01|Happiness will come today.|Szczeście przyjdzie dziś.|Radość przyjdzie dzisiaj.|Szczęście przyjdzie dzisiaj.
Skellige Villager 03|Zerrikania? That an island?|Skellige Villager 02|Ogmund, ye heard the young an Craite sailed off to face the Ice Giant?|Skellige Villager 02|Skidi, see how little ye know of the world? But don't fret, you're safe with me.|Widzisz, Skidi, jak ty mało wiesz o świecie! Ale bez obaw, ze mną nie zginiesz.|Skidi, widzisz jak mało znasz świata? Ale nie martw się, jesteś bezpieczny ze mną.|Skidi, widzisz, jak mało wiesz o świecie? Ale nie martw się, jesteś bezpieczny ze mną.
Geralt|Other than Bart? No. And the vault's location is known only to the treasure's co-owners. Well, and the thieves.|Dijkstra|No. Happen swears it was calm as ever. The usual customers, no incidents. Bloody bucolic.|Dijkstra|What about upstairs? Anything unusual happen in the bathhouse the day of the break-in?|A czy w dniu ataku działo się coś podejrzanego na górze, w samych łaźniach?|Co z górą? Czy coś niezwykłego wydarzyło się w łaźni w dniu włamania?|Co z górą? Czy coś niezwykłego wydarzyło się w łaźni w dniu włamania?
Novigrad Poor Man 38|Heh, hey, welcome.|Novigrad Poor Man 38|I'll smash your face!|Novigrad Poor Man 38|Eh, uhm...|Hmpf.|Eh, eh...|Ech, eee...
Novigrad Beggar 02|Fine. Show me what you got.|Geralt|Ah, I see the honorable gentleman is not one to let a bargain pass!|Novigrad Beggar 02|Sir, what don't I got! Somethin' for everyone, seek and ye shall find! Cheap, too!|Czego ja nie mam! U mnie każdy coś dla siebie znajdzie! I tanio!|Panie, czego ja nie mam! Coś dla każdego, szukajcie a znajdziecie! A do tego tanie!|Sir, czego nie mam! Coś dla każdego, szukajcie a znajdziecie! A najlepsze - tanio!
Skellige Hunter 03|Hound's blood!|Skellige Hunter 03|Shit!|Skellige Hunter 03|Oh, fuck!|O kurwa!|Cholera!|Cholera!
Keira Metz|Huh? If I wanted to see white mice, I'd just get drunk.|Geralt|Byc'hane, gvyn, caeffyl!|Keira Metz|"Note that I said ""almost."" Now don't interrupt."|Zwróć uwagę, że powiedziałam „prawie”. I nie przerywaj.|"Zauważ, że powiedziałem ""prawie."" Teraz nie przerywaj."|"Zauważ, że powiedziałem ""prawie."" Teraz nie przerywaj."
Yennefer|I refuse. Don't have the slightest intention of reporting to him.|Geralt|Better to have some idea where to look than none.|Yennefer|Fine… I can't force you.|Cóż... Ja cię do tego nie zmuszę.|Nie mogę cię zmusić.|Dobrze... Nie mogę cię zmusić.
Folan|So Ragh nar Roog is upon us.|Folan|Get ready, Folan. Wild Hunt's near.|Geralt|The wraiths of Mörhogg? Hjalmar and I've bested worse buggers than that.|Upiory z Mörhoggu? Nie takich czynów dokonywaliśmy z Hjalmarem.|Widma Mörhogga? Ja i Hjalmar pokonaliśmy gorsze paskudztwa niż to.|Widma Mörhogga? Ja i Hjalmar pokonaliśmy gorsze paskudztwa niż to.
Sacha|Still got a touch of an accent.|Geralt|Who were you before you became a spy?|Geralt|Ah well. It seems I shall need a new trade anyway. I'm compromised in Novigrad, so… Ehh.|No cóż. Chyba będę musiała się przekwalifikować, bo jeśli jestem spalona w Novigradzie, to... ehh.|No cóż. Wygląda na to, że potrzebuję nowego fachu cokolwiek. Jestem spalony w Novigradzie, więc... Ech.|No cóż. Wydaje się, że potrzebuję nowego fachu tak czy inaczej. Jestem spalony w Novigradzie, więc... Ech.
Skellige Blacksmith Helper 01|The Great Master Dandelion?|Geralt|Oh, I'll be sure to tell him exactly what I think of his... tales.|Geralt|Aye, who built you a monument more lasting than any of bronze. When next you see him, White Wolf, please convey the great esteem in which I, Sigurd, hold his many achievements.|Ano, pomnik zbudował trwalszy niż ze spiżu. Jak go spotkasz, Biały Wilku, przekaż wyrazy uznania od Sigurda, największego wielbiciela jego twórczości.|Tak, który zbudował ci pomnik trwalszy niż jakikolwiek ze spiżu. Kiedy następnym razem go zobaczysz, Biały Wilku, proszę przekaż mu wielki szacunek, jakim ja, Sigurd, darzę jego liczne osiągnięcia.|Ach, kto postawił ci pomnik trwalszy niż ze spiżu? Kiedy następnym razem spotkasz Białego Wilka, proszę przekaż mu, jak wielkim szacunkiem darzę jego liczne osiągnięcia. Ja, Sigurd.
Cirilla|Towards Eskel! Everyone move!|Geralt|Help me! I'm near the pendulums!|Cirilla|There are more and more!|Jest ich coraz więcej!|Jest ich coraz więcej!|Jest ich coraz więcej!
Geralt|Yennefer… mentioned something.|Cirilla|Why would you tell me now?|Cirilla|Wanted you to visit him.|Chciał, żebyś do niego przyjechała.|Chciała, żebyś go odwiedził.|Chciałem, żebyś go odwiedził.
Geralt|Well, the witch-burnin' kind.|Verden Peasant 03|Oo, a weight off me heart, sir. She only arrived a short while ago, but she's frightfully wise.|Verden Peasant 03|No need to worry. I'm not out to hurt your witch.|Nic nie zrobię waszej czarownicy, możecie być spokojni.|Nie ma potrzeby się martwić. Nie zamierzam skrzywdzić twojej czarownicy.|Nie ma potrzeby się martwić. Nie zamierzam skrzywdzić twojej czarownicy.
Von Gratz|Why's the university in Oxenfurt closed?|Geralt|"The rector wished to grant him an honorary doctorate. The faculty disagreed. Nonetheless, Radovid arrived for the ceremony, donned a gown, collected his diploma… and when it was over, imprisoned the deans and the entire academic senate - so they ""wouldn't raise a stink."""|Von Gratz|Because it suits Radovid. You've not heard the story?|Bo Radowidowi tak było na rękę. Nie słyszałeś tej historii?|Bo to odpowiada Radovidowi. Nie słyszałeś tej historii?|Bo to odpowiada Radovidowi. Nie słyszałeś tej historii?
Novigrad Dockworker 03|Mail ship hasn't made port, either.|Novigrad Dockworker 02|You're an idgit. I ain't awaitin' nothin'. Just curious what's the delay. Weather's been good, squalls've been passin' us by.|Novigrad Dockworker 02|It hasn't and never will. Ye awaitin' a letter from your lover, or is it a fat pouch o' coin from family o'erseas? Well, either way you're waitin' in vain.|Nie przypłynął i pewno nigdy nie przypłynie. Jak czekasz na list od lubej albo grubszą gotówkę od krewnych zza morza, to się nie doczekasz.|Nie dotarł ani statek pocztowy, ani żaden inny. Czekasz na list od ukochanej, czy może na grubą sakiewkę pieniędzy od rodziny za morzem? Cóż, tak czy inaczej czekasz na próżno.|Nic nie przyszło i nigdy nie przyjdzie. Czekasz na list od ukochanej, czy może na gruby mieszek monet od rodziny za morzem? No cóż, tak czy inaczej czekasz na próżno.
Novigrad Poor Man 47|Welcome, people!|Novigrad Poor Man 47|Hm.|Novigrad Poor Man 47|Ah, at your service.|A, kłaniam się.|Ach, do usług.|Ach, do usług.
Novigrad Thug Strong 12|Hey!|Novigrad Thug Strong 12|Mh. There.|Novigrad Thug Strong 12|Fuck…|Kurwa...|Kurwa...|Kurwa...
Skellige Warrior 03|In a manner of speakin'. He stood up… and swung his axe with such force he split the table in two!|Skellige Warrior 03|Ugh, my arm's sore from all this choppin'… How's it there's so many drowners here?|Skellige Warrior 01|Along with the mutt gnawin' a bone beneath it!|I psa, co pod tą ławą kości gryzł!|Razem z kundlem obgryzającym kość pod nim!|Razem z psem obgryzającym kość pod spodem!
Geralt|Me? A thief? I won 'em straight, I did, in a game of cards!|Novigrad Poor Man 01|He lost, demanded them papers back, and when I refused he walloped me over the noggin with a bottle. Barely escaped with me life.|Novigrad Poor Man 01|Not how Muggs sees it. Claims he was… mugged.|Muggs twierdzi, że został napadnięty.|Nie tak widzi to Muggs. Twierdzi, że został... okradziony.|Nie tak, jak Muggs to widzi. Twierdzi, że został... okradziony.
Geralt|It belonged to Vizimir, Radovid's father. Hand him that, and he may believe you captured me. He might even choose to trust you.|Philippa Eilhart|Don't mention it. Believe me, I'm prepared to do much more to be rid of Radovid.|Philippa Eilhart|Helpful. Thanks.|Dzięki za pomoc.|Pomocne. Dzięki.|Pomocny. Dziękuję.
Irina Renarde|Think we need ushers? A play about dopplers could be controversial… but are ushers absolutely necessary?|Geralt|Rotten apples, tomatoes, eggs - that sort of thing?|Geralt|Can't be sure if you've attended many performances, but Novigrad crowds can be particularly… difficult.|Nie wiem, czy często bywasz na przedstawieniach, ale publiczność w Novigradzie uchodzi za wyjątkowo... trudną.|Nie jestem pewien, czy uczestniczyłeś w wielu przedstawieniach, ale publiczność z Novigradu może być szczególnie... trudna.|Nie mogę być pewien, czy uczestniczyłeś w wielu przedstawieniach, ale publiczność w Novigradzie może być szczególnie... trudna.
Triss|How do you know I found her?|Geralt|She's fine.|Geralt|You didn't answer my question. How's Yen?|Nie odpowiedziałeś na moje pytanie. Co u Yen?|Nie odpowiedziałeś na moje pytanie. Jak się ma Yen?|Nie odpowiedziałeś na moje pytanie. Jak się ma Yen?
Marquise Serenity|Could it be that all roads lead to the Passiflora? Welcome back!|Marquise Serenity|White Wolf! Welcome to the Passiflora! Oh - no sign of recognition in your eyes.|Marquise Serenity|Mmmm. When I look at you… why, I almost regret I'm no longer on active duty.|Ehh, kiedy tak na ciebie patrzę, zaczynam żałować, że już nie jestem w czynnej służbie.|Kiedy patrzę na ciebie... dlaczego, prawie żałuję, że nie jestem już w czynnej służbie.|Mmmm. Kiedy patrzę na ciebie... dlaczego, prawie żałuję, że nie jestem już na służbie czynnej.
Geralt|We'll have no better chance to get him.|Cirilla|I must avenge Vesemir.|Cirilla|Where'd you get this idea? What's gotten into you?|Skąd ci to w ogóle przyszło do głowy?|Skąd ci to przyszło do głowy? Co się z tobą dzieje?|Skąd ci to przyszło do głowy? Co się z tobą dzieje?
Inkeeper Elza|See his face? Gods save us!|Temerian Peasant 01|So much for not getting involved. Come on, let's go.|Vesemir|Begone. And don't ever come back.|Odejdź stąd. I nie wracaj. Nigdy.|Idź stąd. I nie wracaj już nigdy.|Idź precz. I nie wracaj już nigdy.
Geralt|Rumor has it each is an enchanted key.|Novigrad Trader 01|Sadly, no. Why, if I knew you could hardly expect me to sell them.|Novigrad Trader 01|Rumor happen to mention where to find the locks these keys open?|A wspomina może, gdzie znajduje się zamek, do którego owe klucze pasują?|Czy pogłoski wspominają, gdzie można znaleźć zamki, które te klucze otwierają?|Czy pogłoski wspominały, gdzie można znaleźć zamki, które te klucze otwierają?
Geralt|There's a mercenary, Sukrus, often drinks at the Sturgeon. He's an old pirate, a Skelliger. He used to work for me. Huge as an oak, wouldn't fear a dozen Cleavers.|Hattori|We parted… not on the best of terms. That is to say, he demanded a bonus and I--|Hattori|Can't you talk to him yourself?|Nie możesz sam z nim pogadać?|Nie możesz porozmawiać z nim samemu?|Czy nie możesz porozmawiać z nim sam/samą?
Novigrad Peasant 03|You soft-cock fool!|Novigrad Peasant Woman 03|You-- You-- I was fakin' it! Every time!|Novigrad Peasant Woman 03|Oh, I beg to differ! Huh? Why even say that? Have I insulted you?|O, wypraszam to sobie. Czy ja ciebie obraziłem?|Cóż, nie zgadzam się! Co? Dlaczego tak mówisz? Czy cię obraziłem?|Oh, nie zgadzam się! Co? Dlaczego w ogóle tak mówić? Czy ja cię obraziłem?
Verden Girl 02|You and your father - when did you leave home?|Cirilla|And did the sun warm your face or your back?|Cirilla|This mornin'.|Rano.|Dziś rano.|Dziś rano.
Novigrad Drunk 06|Lebioda wept…|Novigrad Drunk 06|Drinkin', or you a fuckin' thief?|Novigrad Drunk 06|Got so fucked up once, blood came out me ears.|Raz tak się najebałem, że z uszu mi krew poszła.|Dostał tak mocno w głowę, że krew poszła mi uszami.|Byłem tak najebany raz, że krew poszła mi uszami.
Yennefer|In two places - Velen and Novigrad.|Yennefer|That's it? No passwords, secret handshakes?|Geralt|The trail in Velen is most promising. You should make that your first stop. Ask for a merchant named Hendrik at the Inn at the Crossroads. One of the emperor's agents, he should get in touch with you.|Ślad w Velen jest najbardziej obiecujący, pojedź tam w pierwszej kolejności. W Karczmie na Rozstajach spytaj o kupca Hendrika. To agent cesarza, skontaktuje się z tobą.|Ścieżka w Velen jest najbardziej obiecująca. Powinieneś to uczynić swoim pierwszym celem. Zapytaj o kupca imieniem Hendrik w Karczmie na Rozstajach. Jeden z agentów cesarza, powinien się z tobą skontaktować.|Szlak w Velen jest najbardziej obiecujący. Powinieneś to uczynić swoim pierwszym celem. Zapytaj o kupca imieniem Hendrik w Karczmie na Rozstajach. Jeden z agentów cesarza, powinien się z tobą skontaktować.
Skellige Fisherman 01|Risking a lot.|Geralt|Don't need to worry about me. But I heard calls underwater. Monsters - must've sensed blood.|Geralt|Why? That a threat or somethin'?|Bo? Grozisz nam czy jak?|Dlaczego? To groźba czy coś takiego?|Dlaczego? Czy to groźba czy coś takiego?
Novigrad Citizen Woman 01|Rain. The one thing that's ploughing free in this city.|Novigrad Citizen Woman 01|I'm at a loss for words!|Novigrad Citizen Woman 01|Jeweler's widow gave her whole inheritance to the priests!|Jubilerowa cały spadek po mężu kapłanom oddała!|Wdowa po jubilerze oddała cały swój spadek kapłanom.|Wdowa po jubilerze oddała cały swój spadek kapłanom!
Dwarf Man 35|I'll get even with you!|Dwarf Man 35|Greetings.|Dwarf Man 40|Hm?|Hm?|Hm?|Hm?
Geralt|"So-so, I suppose. Might've been days in the past when I'd 'ave said ""wonderful,"" but I can't complain. I'm in one piece, not bound to a stake atop a pyre."|Dudu Biberveldt|Oh, those bigots haven't the cunning to strip me of this mask.|Dudu Biberveldt|Take care of yourself, Dudu.|Uważaj na siebie.|Dbaj o siebie, Dudu.|Dbaj o siebie, Dudu.
Novigrad Dockworker 01|Everyone. Just flash some coin… and if that don't work, haul them in for interrogation.|Witch Hunter 03|How would I know? Don't care much for shows. Go to brothels for my fun. One to one performances there.|Novigrad Dockworker 02|Know when the mad bard's place'll open? If it'll open at all?|Nie wiesz, kiedy otworzą przybytek tego zwariowanego barda? I czy w ogóle go otworzą?|Kiedy otworzy się miejsce szalonego barda? Czy w ogóle się otworzy?|Kiedy otworzy się miejsce szalonego barda? Czy w ogóle się otworzy?
Geralt|Opposition nibbling at his arse, eh? Hm, seems the White Flame won't dance on the graves of his foes much longer.|Dijkstra|Cirilla? Impossible! This… this could shift the tide of war…|Dijkstra|His daughter has returned. The emperor wants to abdicate, give her the throne.|Jego córka wróciła. Cesarz chce abdykować na jej rzecz.|Jego córka wróciła. Cesarz chce abdykować, oddać jej tron.|Jej córka wróciła. Cesarz chce abdykować, oddać jej tron.
Verden Old Man 03|Death, the severe master, will invite you to dance…|Verden Old Man 03|Rain will wash the tears turned salt from your cheeks.|Verden Old Man 03|You'll dance in a row, away from the dawn towards the dark lands…|I ruszy korowód od wschodu ku ciemności...|Będziesz tańczyć w rzędzie, od świtu w stronę ciemnych krain...|Będziesz tańczyć w rzędzie, od świtu w stronę ciemnych ziem...
Geralt|I can assure you I do, now more than ever.|Keira Metz|I'm so pleased the world's still able to astound you, Geralt. I actually envy you that sense of wonder - common in children, knights errant, and morons.|Keira Metz|Heard a witch lived out here. Never would've guessed it was King Foltest's former advisor.|Słyszałem, że w okolicy mieszka czarownica, ale nigdy bym się nie spodziewał, że jest nią była doradczyni króla Foltesta.|Słyszałem, że mieszkała tu czarownica. Nigdy bym nie zgadł, że to była dawna doradczyni króla Foltesta.|Słyszałem, że mieszkała tu czarownica. Nigdy bym nie zgadł, że to była dawna doradczyni króla Foltesta.
Witch Hunter 02|What's wrong with that? I'd take some years off myself if I could.|Redanian Soldier 03|Where you headed, miss?|Redanian Soldier 02|Shut it. Jests like that could land you in prison. Or on a pyre.|Stul pysk. Za takie żarty możesz wylądować w więzieniu, albo i na stosie.|Zamknij się. Takie żarty mogłyby cię wpędzić do więzienia. Albo na stos.|Zamknij się. Takie gadanie może cię wpakować do więzienia. Albo na stos.
Scoiatael Dwarf 38|Greetings.|Scoiatael Dwarf 38|Cut his arm off!|Scoiatael Dwarf 38|Ke?|Ke?|Co?|Co?
Skellige Guard 02|Gotta surround 'im!|Skellige Guard 02|Black magic!|Skellige Guard 02|No worries, he's alone!|Bez strachu, on jest sam!|Nie martw się, jest sam.|Nie martw się, jest sam.
Mage 03|Someone's managed to flee Novigrad. Do you know who?|Mage 03|Greetings.|Mage 03|I'm sorry, but I refuse to answer the question.|Nie wiem.|Przepraszam, ale odmawiam odpowiedzi na pytanie.|Przepraszam, ale odmawiam odpowiedzi na pytanie.
Priscilla|You flee my dream come the morning. Your scent - berries tart, lilac sweet|Priscilla|The wolf I will follow into the storm. To find your heart, its passion displaced|Priscilla|To dream of raven locks entwisted, stormy. Of violet eyes, glistening as you weep|Chcę śnić czarne loki splątane, fiołkowe oczy mokre od łez.|Śnić o splątanych, czarnych lokach, burzliwych. O fiołkowych oczach, lśniących gdy płaczesz.|Marzyć o splątanych, burzliwych czarnych lokach. O fioletowych oczach, lśniących gdy płaczesz.
Geralt|Damn.|Geralt|I'm here! Up here!|Dwarf Man 01|I talked to your friends! Come down!|Spotkałem twoich przyjaciół! Chodź!|Rozmawiałem/am z twoimi przyjaciółmi! Zejdź na dół!|Rozmawiałem/Rozmawiałam z twoimi przyjaciółmi! Zejdź na dół!
Skellige Fisherman 01|Remind me - what's the problem?|Geralt|And all this since that magic tower appeared. Somethin's gotta be done!|Skellige Fisherman 01|Ye blind? Storm's aragin', waves as big as huts, and to top it all, there's lightnin' crashin' all about!|Nie widzisz? Sztorm szaleje, fale wielkie jak chałupy, a do tego piorunami trzaska!|Czyżbyś był ślepy? Burza się rozszalała, fale są tak duże jak domy, a na dodatek pioruny walą wszędzie dookoła!|Czy ty ślepy jesteś? Sztorm się rozpętał, fale tak duże jak chaty, a na domiar złego pioruny walą wokół!
Novigrad Beggar 02|Woooo… arrrgh…|Novigrad Beggar 02|Heheheh! Akh akh… Hehehe!|Novigrad Beggar 02|That scoundrel playin' cutpurse 'stead o' stickin' to honest beggin'?|A tamten cwaniaczek zamiast uczciwie żebrać, to na rynku sakiewki kroi?|Ten łajdak zajmuje się kradzieżami zamiast trzymać się uczciwego żebrania?|Ten łajdak grający w złodzieja kieszonkowego zamiast trzymania się uczciwego żebrania?
Cerys|Rivalry certainly seemed serious.|Geralt|So, not mad you lost?|Geralt|Our rivalry's one thing, but we share the same blood - that's what really counts.|Rywalizacja rywalizacją, ale tak naprawdę liczy się to, że jesteśmy z jednej krwi.|Rywalizacja to jedna rzecz, ale mamy wspólną krew - to naprawdę się liczy.|Nasza rywalizacja to jedna rzecz, ale mamy wspólną krew - to naprawdę się liczy.
Geralt|What's your price, I asked, but he said he wanted no coin, for he saw we'd none to offer.|Verden Old Man 01|Thought so too, at first.|Verden Old Man 01|Awfully noble of him.|Bardzo szlachetnie.|Strasznie szlachetne z jego strony.|Niesamowicie szlachetny z niego człowiek.
Novigrad Thug Strong 35|Who's up for a thrashing?|Novigrad Thug Strong 35|I'll tear your balls off!|Novigrad Thug Strong 35|Eh?|E?|Co?|Co?
Novigrad Citizen Man 02|The fashion has come from the south.|Novigrad Trader 04|I asked for fresh fish. What's this?|Novigrad Citizen Man 02|Soon everything will look Nilfgaardian… Know why? Because this will be a Nilfgaardian city.|Już niedługo wszystko będzie wyglądało jak nilfgaardzkie... Wiesz dlaczego? Bo to będzie nilfgaardzkie miasto.|Wkrótce wszystko będzie wyglądać nilfgaardiańsko… Wiesz dlaczego? Bo to będzie nilfgaardiańskie miasto.|Wkrótce wszystko będzie wyglądać nilfgaardiańsko... Wiesz dlaczego? Bo to będzie nilfgaardiańskie miasto.
Imlerith|Yeah. We're both here.|Geralt|Doesn't matter. You'll never get her.|Geralt|Where is the girl?|Gdzie jest dziewczyna?|Gdzie jest dziewczyna?|Gdzie jest dziewczyna?
Triss|Knew a man once who reacted to everything, especially adversity, by mocking it.|Geralt|Came a day he lost both his legs in battle. He shrugged, said it was better that way - he'd never feel pain in them again.|Geralt|Healthy attitude. Must've lived long.|Zdrowe podejście. Na pewno dożył później starości.|Zdrowa postawa. Musiał długo żyć.|Pozytywne nastawienie. Musiał długo żyć.
Triss|So we won't take the streets.|Triss|I know the Novigrad sewers. Won't run into any hunters there, but that doesn't mean it'll be safe.|Geralt|In case of trouble, we were all to meet at the Kingfisher. There's a passage into the sewers from the cellar, and apparently those can get you all the way to the docks.|W razie kłopotów mieliśmy się wszyscy spotkać w Zimorodku. Tam w piwnicy jest przejście do kanałów, ponoć prowadzą do samej przystani.|W razie kłopotów mieliśmy się wszyscy spotkać w Kingfisherze. Jest tam przejście do kanalizacji z piwnicy, i ponoć można nimi dotrzeć aż do doków.|W razie kłopotów mieliśmy się wszyscy spotkać w Kingfisherze. Jest tam przejście do kanalizacji z piwnicy, i ponoć można nimi dotrzeć aż do doków.
Mage 01|Take them!|Witch Hunter 01|Right. Hear that several times a day.|Witch Hunter 01|No, I beg you. We've done nothing wrong!|Nie, błagam, my nic nie zrobiliśmy!|Nie, proszę was. Nie zrobiliśmy nic złego!|No, proszę was. Nie zrobiliśmy nic złego!
Geralt|Have you found the djinn?|Yennefer|Beautiful craftsmanship…|Geralt|No. But I found something that could be just as valuable to me, as the djinn is to you.|Nie... Ale mam coś, co dla mnie może być równie cenne jak dla ciebie dżinn.|Nie. Ale znalazłem coś, co może być dla mnie równie cenne, jak dżin jest dla ciebie.|No. Ale znalazłem coś, co mogłoby być dla mnie równie cenne, jak dżin jest dla ciebie.
Geralt|Fine. Be right back.|Geralt|They are not here. They have gone.|Guslar|Will this do?|Może być?|Czy to wystarczy?|Czy to wystarczy?
Verden Peasant 02|Boyadar, why you goin' 'round all sour-faced?|Verden Peasant 05|Any truth to that? Does it?|Verden Woman 03|Argh! Thecla done made a broth of old acorns. Ugh, tastes just like barley, she said…|Ech... Tekla mi zrobiła zacierki ze startych żołędzi... Zobaczysz, mówi, smakują jak mączne...|Argh! Thecla ugotowała zupę ze starych żołędzi. Fuj, smakuje dokładnie jak jęczmień, powiedziała...|Argh! Thecla ugotowała zupę ze starych żołędzi. Fuj, smakuje dokładnie jak jęczmień, powiedziała...
Verden Girl 02|Me too!|Verden Girl 01|Give us a treat and we'll help you.|Verden Girl 03|Or fruits...|Albo owoców...|Czy może owoce...|Cóż za owoce...
Gremista|Can I convince you somehow?|Geralt|Hmm. Though I am preparing to perform a rather tricky ritual, so I could use some help… Even yours. I require three favors. Do them for me, and I shall accept you as my apprentice.|Gremista|Oh gods… You're as bothersome as a gadfly before a storm.|Bogowie... Natrętny jesteś jak giez przed burzą!|Boże... Jesteś tak irytujący jak mucha końska przed burzą.|Och bogowie... Jesteś tak irytujący jak mucha przed burzą.
Novigrad Peasant 03|I tell ye, I caught an eel thiiiis biiig! Five foot long, thick as me arm… and oh so plump!|Novigrad Peasant 01|Oh… why's that?|Novigrad Peasant 01|Not surprisin'. In wartime eels grow fat.|Niedziwne. W wojnę węgorze zawsze rosną dorodne.|Nie dziwi mnie to. W czasie wojny węgorze tyją.|Nie dziwi mnie to. W czasie wojny węże tyją.
Geralt|Bring me that… with the shawl.|Skellige Warrior 01|Begone from here. You tread upon the Path of Warriors.|Skellige Warrior 01|Times've changed.|Czasy się zmieniają.|Czasy się zmieniły.|Czasy się zmieniły.
Skellige Warrior 05|So what've you brought for the farewell feast?|Skellige Villager 06|Our wagon's full of loot we ripped from the Black Ones.|Skellige Villager 06|Bread… Sheep's milk cheese…|Chleb... Owczy ser...|Chleb... Ser z mleka owczego...|Chleb... Ser z mleka owcy...
Lambert|Heheh. Glad to see you, Wolf.|Lambert|There was no need to hide.|Geralt|Vesemir'd chew you out for such recklessness.|Vesemir opieprzyłby cię za taką nieostrożność.|Vesemir cię skarci za taką lekkomyślność.|Vesemir będzie cię beształ za taką lekkomyślność.
Geralt|It's good ye came. Seems Freya watches o'er us to 'ave led ye here. We're grateful, and will be for long.|Skellige Warrior 02|Oh, aye. Sorry, uh, afterglow o' the battle, we're still caught up. Damn, you slice 'em good! Here, for you.|Skellige Warrior 01|Ahem. Folk're generous with gratitude, not so much with coin.|Wdzięcznością wszyscy szastają, ale groszem to już nie za bardzo.|Ludzie są hojni w okazywaniu wdzięczności, ale nie tak bardzo z monetami.|Ach. Ludzie są hojni w okazywaniu wdzięczności, ale nie tak bardzo z monetami.
Novigrad Thug Strong 02|Stop spoilin' our fun, all right?|Novigrad Prostitute 02|Lemme get out of your way. Just… maybe find some place a little more secluded?|Geralt|Agh, great. Ugh, this git's completely blown the mood for me.|Nie no, zupełnie wybił mnie z klimatu.|Ach, świetnie. Eh, ten gość całkowicie zepsuł mi nastrój.|Ach, świetnie. Ech, ten gość całkowicie popsuł mi nastrój.
Geralt|There is a griffin in the area. Slay it, and then I shall see what I can do.|Nilfgaardian Officer 01|It kept to the Vulpine Woods at first. I sent a patrol there, five young men. A hunter found them two days on. I only recognized them because they wore our plate.|Nilfgaardian Officer 01|It's a deal. Some questions before I start. Know where the griffin has its lair?|Umowa stoi – ale nim zacznę, parę pytań. Wiesz, gdzie gryf może mieć leże?|Mam kilka pytań przed rozpoczęciem. Czy wiesz, gdzie gryf ma swoją norę?|Dobra, mam kilka pytań przed rozpoczęciem. Wiesz, gdzie grifon ma swoją norę?
Geralt|Mh. A month of tracking, stalking, but I finally dropped the son of a bitch.|Eskel|Hm, not a bad idea. Gotta finish the autopsy first, though.|Eskel|Congratulations. Can't help wondering, though - why'd you keep the corpse? Aim to stuff it, hang it above the mantle?|Gratulacje. A na co ci jego truchło? Wypchasz je i postawisz przy kominku, na pamiątkę?|Gratuluję. Nie mogę się powstrzymać od pytania - dlaczego trzymasz ciało? Planujesz je wypchać i powiesić nad kominkiem?|Gratulacje. Nie mogę się jednak nadziwić - dlaczego trzymasz ciało? Planujesz je wypchać i powiesić nad kominkiem?
Yennefer|That was close.|Geralt|Seen uglier sights in my life.|Geralt|Mhm.|Uhm.|Mhm.|Mmm...
Geralt|Besides, he's no longer chummy with his old mates. Word around town is he's changed.|Elf Female 03|She doesn't know anything. We need to talk to Hammond and Selyse.|Lambert|Satisfied?|Jesteś zadowolony?|Uspokojony?|Czy zadowolony?
Folan|Yeah, she's back. Did what she set out to do, too.|Geralt|Hjalmar? Curious where he is meself - him and the whole crew.|Folan|Thank the gods.|Dzięki bogom.|Dzięki Bogu.|Dzięki bogom.
Geralt|Oop. Right after you leave me your weapons. They'll be safe in me locker, here.|Novigrad Thug Strong 02|No worries. Be waitin' for you once you're done with the king.|Novigrad Thug Strong 02|Fine. Make sure you don't lose them.|Dobrze. Tylko pilnuj jej.|Upewnij się, że ich nie zgubisz.|Upewnij się, że ich nie zgubisz.
Skellige Boy 02|A net. For swipin' fish outta the water.|Skellige Villager 01|Those're worms for kids who ask too many questions!|Skellige Villager 01|And those, what're tho--?|A to...|A te, co to za...?|A te, co to są--?
Novigrad Peasant Woman 01|Where you walkin'?!|Novigrad Peasant Woman 01|I don't want to dieeee!|Novigrad Peasant Woman 01|Save yourselves!|Ratuj się kto może!|Ratujcie się!|Ratujcie się!
Eternal Fire Priest 01|Thieving scum! Heeelp!|Eternal Fire Priest 01|The rain will cleanse the city's streets of filth.|Eternal Fire Priest 02|If you're a nonhuman, you'd best flee the city.|Jak jesteś nieludź, to lepiej uciekaj z tego miasta.|Jeśli nie jesteś człowiekiem, najlepiej uciekaj z miasta.|Jeśli nie jesteś człowiekiem, najlepiej uciekaj z miasta.
