en_text|pl_text|result_one_shot|translation_one_shot|result_three_shot|translation_three_shot
Don't have time.|Nie mam czasu.|"Zdanie po angielsku: Don't have time.

Tłumaczenie: [Nie mam czasu.]"|Nie mam czasu.|Tłumaczenie: [Nie mam czasu.]|Nie mam czasu.
What's that to do with the price of tea in Zerrikania?|A co ma piernik do wiatraka?|"Zdanie po angielsku: What's that to do with the price of tea in Zerrikania?

Tłumaczenie: [Co to ma wspólnego z ceną herbaty w Zerrikanii?]"|Co to ma wspólnego z ceną herbaty w Zerrikanii?|"Tłumaczenie: [Co to ma wspólnego z ceną herbaty w Zerrikanii?]

Warto zauważyć, że ""Zerrikania"" jest fikcyjnym miejscem, które nie istnieje w rzeczywistości, dlatego nazwa ta pozostaje bez zmian w tłumaczeniu."|Co to ma wspólnego z ceną herbaty w Zerrikanii?
Less talk, more giving me a hand.|Nie gadaj tyle, tylko podaj mi rękę.|"Zdanie po angielsku: Less talk, more giving me a hand.

Tłumaczenie: [Mniej gadania, więcej pomagania mi rękami.]

Warto zauważyć, że to tłumaczenie może być nieco dosłowne i nieformalne. W bardziej formalnym lub uprzejmym kontekście mogłoby brzmieć: ""Proszę mnie wspomóc."" lub ""Czy mógłby Pan/Pani mi pomóc?""."|Mniej gadania, więcej pomagania mi rękami.|Tłumaczenie: [Mniej gadania, więcej pomagania mi rękami.]|Mniej gadania, więcej pomagania mi rękami.
Haaaaaa!|Ha!|"Zdanie ""Haaaaaa!"" nie jest pełnym zdaniem w języku angielskim ani w żadnym innym języku, ponieważ nie zawiera znaczącego słowa czy frazy. Jest to raczej onomatopeja lub dźwięk wyrażający emocje, takie jak śmiech, zaskoczenie lub frustracja. W związku z tym, trudno jest je dokładnie przetłumaczyć na język polski jako pełne zdanie.

Jeśli jednak chcesz mieć coś w nawiasach kwadratowych, możesz użyć podobnej onomatopei w języku polskim, na przykład:

[Ha ha ha!]

To oddaje dźwięk śmiechu, który mógłby być użyty w kontekście, gdyby zdanie miało sensowny kontekst."|Ha ha ha!|"Zdanie po angielsku: Haaaaaa!

Tłumaczenie: [Haaaaaa!]

To zdanie jest onomatopeją, która nie ma konkretnego znaczenia w języku polskim ani angielskim. Jest używana głównie jako dźwięk naśladujący śmiech lub ekscytację, więc pozostaje takie samo w obu językach."|Haaaaaa!
Remember when that storm caught us in Olls Bay?|A pamiętacie, jak w Zatoce Sove złapał nas sztorm?|"Zdanie po angielsku: Remember when that storm caught us in Olls Bay?

Tłumaczenie: [Pamiętasz, jak ta burza złapała nas w Zatoce Olls?]"|Pamiętasz, jak ta burza złapała nas w Zatoce Olls?|Tłumaczenie: [Pamiętasz, jak ta burza złapała nas w Zatoce Olls?]|Pamiętasz, jak ta burza złapała nas w Zatoce Olls?
Can I have a word?|Mogę zająć chwilę?|"Zdanie po angielsku: Can I have a word?

Tłumaczenie: [Czy mogę coś powiedzieć?] lub [Czy mogę zabrać głos?]"|Czy mogę coś powiedzieć?|Tłumaczenie: [Czy mogę zamienić słowo?]|Czy mogę zamienić słowo?
Well, well, well.|No no no.|"Zdanie po angielsku: Well, well, well.

Tłumaczenie: [No cóż, no cóż, no cóż.]

To zdanie ""Well, well, well"" jest często używane jako wyrażenie zaskoczenia lub zamyślenia, ale nie ma jednego konkretnego znaczenia, które można by dokładnie przetłumaczyć na inny język. W języku polskim najlepszym odpowiednikiem jest ""No cóż"", które oddaje ton i intencję oryginalnego wyrażenia."|No cóż, no cóż, no cóż.|"Zdanie po angielsku: Well, well, well.

Tłumaczenie: [No cóż, no cóż, no cóż.]

To krótkie wyrażenie często używane jest jako reakcja na coś nieoczekiwanego lub interesującego, ale może też wyrażać lekkie zdziwienie lub zadowolenie. W języku polskim najlepiej oddaje je powtarzające się ""no cóż""."|No cóż, no cóż, no cóż.
Seven years of bad luck for the fool who shattered this.|Ponoć rozbicie lustra to siedem lat nieszczęść.|"Seven years of bad luck for the fool who shattered this.

Tłumaczenie: [Siedem lat pecha dla głupca, który to rozbił.]"|Siedem lat pecha dla głupca, który to rozbił.|Tłumaczenie: [Siedem lat pecha dla głupca, który rozbił to.]|Siedem lat pecha dla głupca, który rozbił to.
I… I know that longship…|Ja... znam ten drakkar...|"Zdanie po angielsku: I... I know that longship...

Tłumaczenie: [Wiem, że długa łódź...]

Uwaga: Zdanie jest niekompletne i brakuje mu kontekstu, więc tłumaczenie może być niepełne lub nieprecyzyjne. Pełne zdanie mogłoby brzmieć np.: ""I know that longship was used by Vikings."" (Wiem, że długa łódź była używana przez Wikingów.)"|Wiem, że długa łódź...|"Zdanie po angielsku: I... I know that longship...

Tłumaczenie: [Wiem, że długa łódź...]

Niestety, podane zdanie jest niekompletne i brakuje kluczowego elementu, który pozwoliłby na pełne tłumaczenie. Jeśli możesz podać pełne zdanie lub kontekst, mogę pomóc w jego dokładniejszym przetłumaczeniu."|Wiem, że długa łódź...
A few've tried already. Now they live at the bottom with the beasts.|Paru już próbowało. I razem z nimi na dnie zamieszkali.|"Zdanie po angielsku: A few've tried already. Now they live at the bottom with the beasts.

Tłumaczenie: [Kilku już próbowało. Teraz mieszkają na dnie razem z bestiami.]"|Kilku już próbowało. Teraz mieszkają na dnie razem z bestiami.|Tłumaczenie: [Kilku już próbowało. Teraz mieszkają na dole razem z bestiami.]|Kilku już próbowało. Teraz mieszkają na dole razem z bestiami.
You of clan an Craite?|Jesteś z klanu Craite?|"Zdanie po gaelickim szkockim: You of clan an Craite?

Tłumaczenie: [Czy jesteś z klanu Craite?]"|Czy jesteś z klanu Craite?|"Tłumaczenie: [Czy jesteś z klanu Craite?]

To zdanie jest w języku szkockim gaelickim (Scottish Gaelic), który jest używany głównie w północnej Szkocji. W tłumaczeniu na język polski brzmi ono ""Czy jesteś z klanu Craite?"". Klan Craite to jeden z klanów szkockich góralskich."|Czy jesteś z klanu Craite?
I'm glad he won. Brave and valiant, that one.|Dobrze, że wygrał. Jest odważny i bitny.|"Zdanie po angielsku: I'm glad he won. Brave and valiant, that one.

Tłumaczenie: [Cieszę się, że wygrał. Odważny i dzielny, ten jeden.]"|Cieszę się, że wygrał. Odważny i dzielny, ten jeden.|Tłumaczenie: [Cieszę się, że wygrał. Odważny i dzielny, ten jeden.]|Cieszę się, że wygrał. Odważny i dzielny, ten jeden.
Farewell.|Bywaj.|"Zdanie po angielsku: Farewell.

Tłumaczenie: [Do widzenia.]"|Do widzenia.|"Oczywiście! Oto tłumaczenie podanego zdania ""Farewell"" na język polski:

[Do widzenia.]"|Do widzenia.
You and Ciri grew up together…|Ty i Ciri wychowywaliście się razem...|"Zdanie po angielsku: You and Ciri grew up together...

Tłumaczenie: [Ty i Ciri dorastaliście razem...]"|Ty i Ciri dorastaliście razem...|Tłumaczenie: [Ty i Ciri dorastaliście razem...]|Ty i Ciri dorastaliście razem...
Will Sven visit today?|Sven przyjdzie dzisiaj?|"Zdanie po angielsku: Will Sven visit today?

Tłumaczenie: [Czy Sven odwiedzi nas dzisiaj?]"|Czy Sven odwiedzi nas dzisiaj?|Tłumaczenie: [Czy Sven odwiedzi nas dzisiaj?]|Czy Sven odwiedzi nas dzisiaj?
It's, uh… adornment. I engraved it.|No... Zdobienia graweruję.|"Zdanie po angielsku: It's, uh… adornment. I engraved it.

Tłumaczenie: [To jest ozdoba. Wyryłem to.]"|To jest ozdoba. Wyryłem to.|"Oto tłumaczenie podanego zdania na język polski:

[To jest... ozdoba. Wyryłem ją.]"|To jest... ozdoba. Wyryłem ją.
Why? D'you know him?|Po co? Znałaś go?|"Zdanie po angielsku: Why? D'you know him?

Tłumaczenie: [Dlaczego? Czy go znasz?]"|Dlaczego? Czy go znasz?|Tłumaczenie: [Dlaczego? Znasz go?]|Dlaczego? Znasz go?
Was Udalryk punished?|Udalryka ukarano?|"Zdanie po angielsku: Was Udalryk punished?

Tłumaczenie: [Czy Udalryk został ukarany?]"|Czy Udalryk został ukarany?|Tłumaczenie: [Czy Udalryk został ukarany?]|Czy Udalryk został ukarany?
Is he sick? He didn't seem quite right during Crach's feast, but…|Jest na coś chory? Hmm... Na uczcie u Cracha wydawało mi się, że coś mu jest, ale...|"Zdanie po angielsku: Is he sick? He didn't seem quite right during Crach's feast, but...

Tłumaczenie: [Czy on jest chory? Nie wydawał się całkiem normalny podczas uczty Cracha, ale...]"|Czy on jest chory? Nie wydawał się całkiem normalny podczas uczty Cracha, ale...|Tłumaczenie: [Czy on jest chory? Nie wydawał się całkiem normalny podczas uczty Cracha, ale...]|Czy on jest chory? Nie wydawał się całkiem normalny podczas uczty Cracha, ale...
You admit to this deed.|A więc przyznajesz się do winy.|"Zdanie po angielsku: You admit to this deed.

Tłumaczenie: [Przyznajesz się do tego czynu.]"|Przyznajesz się do tego czynu.|"Przetłumaczone zdanie na język polski:

[Przyznajesz się do tego czynu.]"|Przyznajesz się do tego czynu.
Mhm. Damn near bursting with it. Till next time.|Mhm. Aż od niej pękam. No, nic... Do następnego.|"Zdanie po angielsku: Mhm. Damn near bursting with it. Till next time.

Tłumaczenie: [Mhm. Prawie pękam od tego. Do następnego razu.]"|Mhm. Prawie pękam od tego. Do następnego razu.|"Oto tłumaczenie podanego zdania na język polski:

[Mhm. Prawie pękam od tego. Do następnego razu.]"|Mhm. Prawie pękam od tego. Do następnego razu.
About those voices…|Jeśli chodzi o te głosy...|"Oto tłumaczenie podanego zdania na język polski:

[O tych głosach...]"|O tych głosach...|"Oczywiście! Oto tłumaczenie podanego zdania na język polski:

Zdanie po angielsku: About those voices…
Tłumaczenie: [O tych głosach...]

Jeśli potrzebujesz dodatkowych informacji lub kontekstu, aby lepiej zrozumieć znaczenie tego zdania, daj mi znać!"|O tych głosach...
What's the matter?|O co chodzi?|"Zdanie po angielsku: What's the matter?

Tłumaczenie: [Co się dzieje?]"|Co się dzieje?|Tłumaczenie: [Co się dzieje?]|Co się dzieje?
Lemme see what you have.|Pokaż mi swoje towary.|"Zdanie po angielsku: Lemme see what you have.

Tłumaczenie: [Daj mi zobaczyć, co masz.]

Warto zauważyć, że ""lemme"" to potoczne skrócone ""let me"", które oznacza ""pozwól mi"". W tym kontekście zdanie można by również przetłumaczyć jako:
[Pozwól mi zobaczyć, co masz.]
lub
[Pokaż mi, co masz.]"|Daj mi zobaczyć, co masz.|"Zdanie po angielsku: Lemme see what you have.

Tłumaczenie: [Pokaż mi co masz.]

Warto zauważyć, że ""Lemme"" jest potocznym skrótem od ""Let me"", który w tym kontekście można przetłumaczyć jako ""Pozwól mi"". Całe zdanie brzmi nieformalnie i często używane jest w codziennych rozmowach."|Pokaż mi co masz.
What? No, jarl fought like a bear! Slicin', and dodgin', and hollerin', then slicin' again. Couldn't save himself though.|Gdzie tam, walczył jak niedźwiedź! Ciął, uchylał się, wrzeszczał, znowu ciął. Ale to go nie uratowało.|"Zdanie po angielsku: What? No, jarl fought like a bear! Slicin', and dodgin', and hollerin', then slicin' again. Couldn't save himself though.

Tłumaczenie: [Co? Nie, jarl walczył jak niedźwiedź! Cięcie, uniki, krzyki, a potem znowu cięcie. Nie mógł się uratować.]"|Co? Nie, jarl walczył jak niedźwiedź! Cięcie, uniki, krzyki, a potem znowu cięcie. Nie mógł się uratować.|Tłumaczenie: [Co?! Jarl walczył jak niedźwiedź! Cięcie, unik, krzyk, a potem znów cięcie. Nie mógł się uratować.]|Co?! Jarl walczył jak niedźwiedź! Cięcie, unik, krzyk, a potem znów cięcie. Nie mógł się uratować.
Or what?|Bo co?|"Zdanie po angielsku: Or what?

Tłumaczenie: [A może co?]"|A może co?|"Oczywiście! Oto tłumaczenie podanego zdania ""Or what?"" na język polski:

[A co z tym?]

To zdanie jest często używane jako pytanie retoryczne lub wyrażenie niepewności co do dalszego ciągu rozmowy lub sytuacji. Może być również używane jako forma pytająca, aby zwrócić uwagę na coś ważnego lub niejasnego w kontekście rozmowy."|A co z tym?
Not enough that he's handy, he's noble, too!|Nie dość, że uczynny, to jeszcze szlachetny.|"Zdanie po angielsku: Not enough that he's handy, he's noble, too!

Tłumaczenie: [Nie wystarczy, że jest zaradny, on jest także szlachetny!]"|Nie wystarczy, że jest zaradny, on jest także szlachetny!|Tłumaczenie: [Nie wystarczy, że jest pomocny, on jest też szlachetny!]|Nie wystarczy, że jest pomocny, on jest też szlachetny!
Your Royal Majesty, would you spare a moment?|Wasza królewska mość, czy zechcesz zamienić ze mną słowo?|"Zdanie po angielsku: Your Royal Majesty, would you spare a moment?

Tłumaczenie: [Wasza Królewska Mość, czy moglibyście poświęcić chwilę?]"|Wasza Królewska Mość, czy moglibyście poświęcić chwilę?|Tłumaczenie: [Wasza Królewska Mość, czy moglibyście poświęcić chwilę?]|Wasza Królewska Mość, czy moglibyście poświęcić chwilę?
We entrust them to the goddess.|Polecamy ich bogini.|"Zdanie po angielsku: We entrust them to the goddess.

Tłumaczenie: [Powierzamy je bogini.]"|Powierzamy je bogini.|Tłumaczenie: [Powierzamy je bogini.]|Powierzamy je bogini.
Tell me about the mountain path.|Opowiedz o tej górskiej ścieżce.|"Zdanie po angielsku: Tell me about the mountain path.

Tłumaczenie: [Opowiedz mi o ścieżce górskiej.]"|Opowiedz mi o ścieżce górskiej.|Tłumaczenie: [Opowiedz mi o ścieżce górskiej.]|Opowiedz mi o ścieżce górskiej.
Well, let's go.|No, to chodźmy.|"Zdanie po angielsku: Well, let's go.

Tłumaczenie: [No cóż, chodźmy.]"|No cóż, chodźmy.|Tłumaczenie: [No cóż, chodźmy.]|No cóż, chodźmy.
Cages open. Beasts released.|Bestie na wolności.|"Klatki otwarte. Bestie uwolnione.

[Wybuchła panika.]"|Wybuchła panika.|"Klatki otwarte. Bestie uwolnione.

Tłumaczenie: [Klatki zostały otwarte. Bestie zostały uwolnione.]"|Klatki zostały otwarte. Bestie zostały uwolnione.
Forktail|Widłogon|"Zdanie po angielsku: Forktail

Tłumaczenie: [Widelec]

Uwaga: ""Forktail"" to nazwa naukowa pewnych gatunków roślin z rodziny selerowatych, ale nie jest to zwykłe słowo używane w codziennym języku polskim. W kontekście botanicznym można by je przetłumaczyć jako ""widłak"", ale ponieważ pytanie dotyczyło bezpośredniego tłumaczenia, pozostawiłem oryginalne brzmienie."|Widelec|"Zdanie po angielsku: Forktail

Tłumaczenie: [Widelec ogonowy] (Forktail odnosi się do gatunku ptaka znanego jako widelec ogonowy.)

[Widelec ogonowy]"|Widelec ogonowy
Greetings, stranger.|Witaj, nieznajomy.|"Zdanie po angielsku: Greetings, stranger.

Tłumaczenie: [Witaj, nieznajomy.]"|Witaj, nieznajomy.|"Przetłumaczone zdanie na język polski:

[Witaj, nieznajomy.]"|Witaj, nieznajomy.
Pops mold. Dijkstra's antidote should come in handy.|Pleśń Popsa. Teraz się przyda antidotum Dijkstry.|"Zdanie po angielsku: Pops mold. Dijkstra's antidote should come in handy.

Tłumaczenie: [Popraw formę. Antidotum Dijkstry może się przydać.]"|Popraw formę. Antidotum Dijkstry może się przydać.|Tłumaczenie: [Popsuj formę. Antidotum Dijkstry może się przydać.]|Popsuj formę. Antidotum Dijkstry może się przydać.
Why do I think you turned her down?|Coś mi mówi, że się nie zgodziłeś.|"Zdanie po angielsku: Why do I think you turned her down?

Tłumaczenie: Dlaczego myślę, że ją odrzuciłeś?

Końcowe tłumaczenie w nawiasach kwadratowych: [Dlaczego myślę, że ją odrzuciłeś?]"|Dlaczego myślę, że ją odrzuciłeś?|Tłumaczenie: [Dlaczego myślę, że ją odrzuciłeś?]|Dlaczego myślę, że ją odrzuciłeś?
Sail out of port and head southwest. Watch for rocks protrudin' like pricks out the water - you'll have to do some tricky tackin' to get past them.|Wyjdź z portu i płyń na południowy zachód. Uważaj na skały wystające z wody – będziesz się musiał między nimi nieźle nahalsować.|"Zdanie po angielsku: Sail out of port and head southwest. Watch for rocks protrudin' like pricks out the water - you'll have to do some tricky tackin' to get past them.

Tłumaczenie: [Wypłyń z portu i skieruj się na południowy zachód. Uważaj na wystające z wody skały, które mogą przypominać kolce - będziesz musiał wykonać kilka trudnych zwrotów, aby je ominąć.]

[Sail out of port and head southwest. Watch for rocks protrudin' like pricks out the water - you'll have to do some tricky tackin' to get past them.]"|Wypłyń z portu i skieruj się na południowy zachód. Uważaj na wystające z wody skały, które mogą przypominać kolce - będziesz musiał wykonać kilka trudnych zwrotów, aby je ominąć.|"Oto tłumaczenie podanego zdania na język polski:

[Wypłyń z portu i skieruj się na południowy zachód. Uważaj na wystające z wody skały - będą one przypominać kolce; musisz wykonać sporo trudnych zwrotów, aby je ominąć.]"|Wypłyń z portu i skieruj się na południowy zachód. Uważaj na wystające z wody skały - będą one przypominać kolce; musisz wykonać sporo trudnych zwrotów, aby je ominąć.
With my crew gone, I could use a body at my side. And poor Leif…|Moja drużyna przepadła i przydałby mi się towarzysz. A biedny Leif...|"Zdanie po angielsku: With my crew gone, I could use a body at my side. And poor Leif…

Tłumaczenie: [Bez mojej załogi, przydałoby mi się ciało u mego boku. A biedny Leif…]"|Bez mojej załogi, przydałoby mi się ciało u mego boku. A biedny Leif…|Tłumaczenie: [Bez mojej załogi, mógłbym mieć ciało u swojego boku. A biedny Leif...]|Bez mojej załogi, mógłbym mieć ciało u swojego boku. A biedny Leif...
Ugh!|Ugh!|"Zdanie ""Ugh!"" jest onomatopeją, która nie ma bezpośredniego tłumaczenia na język polski jako pełne zdanie. Można jednak oddać jego znaczenie poprzez opis lub użycie podobnego dźwięku.

W języku polskim można to wyrazić jako:

[Fuj!] lub [Ach!]

Obie te formy są używane do wyrażenia niezadowolenia, obrzydzenia lub frustracji, co jest zbliżone do znaczenia ""Ugh!"" w języku angielskim."|Fuj!|"Zdanie po angielsku: Ugh!

Tłumaczenie: [Ech!]

To ""Ugh!"" jest często używane jako wyraz frustracji lub niezadowolenia, ale nie ma bezpośredniego odpowiednika w języku polskim. Dlatego najlepszym tłumaczeniem jest ""Ech!"", które oddaje ton i emocję oryginalnego wyrażenia."|Ech!
If she'd succeeded, Svanrige would've been left the only claimant to Skellige's throne.|Gdyby jej się udało, Svanrige byłby jedynym kandydatem do korony Skellige.|"Zdanie po angielsku: If she'd succeeded, Svanrige would've been left the only claimant to Skellige's throne.

Tłumaczenie: [Gdyby jej się udało, Svanrige zostałby jedynym pretendentem do tronu Skellige.]"|Gdyby jej się udało, Svanrige zostałby jedynym pretendentem do tronu Skellige.|Tłumaczenie: [Gdyby jej się udało, Svanrige zostałby jedynym pretendentem do tronu Skellige.]|Gdyby jej się udało, Svanrige zostałby jedynym pretendentem do tronu Skellige.
On the shore at Larvik. His fierce gaze to protect us from the Black Ones!|Na nabrzeżu w Larvik. Będzie nas strzegł przed Czarnymi!|"Zdanie po norwesku: On the shore at Larvik. His fierce gaze to protect us from the Black Ones!

Tłumaczenie: [Na brzegu w Larvik. Jego dziki wzrok, aby chronić nas przed Czarnymi!]"|Na brzegu w Larvik. Jego dziki wzrok, aby chronić nas przed Czarnymi!|Tłumaczenie: [Na brzegu w Larvik. Jego dziki wzrok, aby chronić nas przed Czarnymi!]|Na brzegu w Larvik. Jego dziki wzrok, aby chronić nas przed Czarnymi!
Well, well. Lighthouse has got a pretty dark secret.|No proszę. Najciemniej pod latarnią.|"Zdanie po angielsku: Well, well. Lighthouse has got a pretty dark secret.

Tłumaczenie: [No cóż, no cóż. Latarnia morska ma dość ciemną tajemnicę.]"|No cóż, no cóż. Latarnia morska ma dość ciemną tajemnicę.|Tłumaczenie: [No cóż, no cóż. Latarnia morska ma dość ciemną tajemnicę.]|No cóż, no cóż. Latarnia morska ma dość ciemną tajemnicę.
The one with the rope you use for trophies, that one seems interesting.|Ten ze sznurem do wiązania trofeów wydaje się interesujący.|"Zdanie po angielsku: The one with the rope you use for trophies, that one seems interesting.

Tłumaczenie: [Ten z liną, której używasz do trofeów, ten wydaje się interesujący.]"|Ten z liną, której używasz do trofeów, ten wydaje się interesujący.|Tłumaczenie: [Ten z liną, której używasz do trofeów, ten wydaje się interesujący.]|Ten z liną, której używasz do trofeów, ten wydaje się interesujący.
Farewell.|Bywaj.|"Zdanie po angielsku: Farewell.

Tłumaczenie: [Do widzenia.]"|Do widzenia.|"Oczywiście! Oto tłumaczenie podanego zdania ""Farewell"" na język polski:

[Do widzenia.]"|Do widzenia.
Golem|Golem|"Zdanie ""Golem"" nie jest poprawnym zdaniem w języku angielskim, ponieważ ""Golem"" to słowo oznaczające legendarną istotę z żydowskiej mitologii. W języku polskim również używamy tego samego terminu.

Jeśli chodziło Ci o przetłumaczenie słowa ""Golem"" na język polski, to pozostaje ono takie samo:

[Golem]"|Golem|"Niestety, nie możesz wprowadzić tekstu do tego modelu AI, ponieważ jest on przeznaczony do odpowiadania na pytania i generowania tekstu na podstawie istniejących danych. Jednakże, mogę Ci pomóc zrozumieć, co oznacza słowo ""Golem"" w języku polskim.

""Golem"" to termin pochodzący z mitologii żydowskiej, który oznacza stworzonego przez rabina sztucznego człowieka z gliny, który mógł być kontrolowany za pomocą magicznych formułek. W języku polskim słowo ""golem"" pozostaje niezmienione i używane jest w tym samym kontekście.

Jeśli potrzebujesz tłumaczenia konkretnego zdania zawierającego słowo ""golem"", proszę podaj pełne zdanie w języku angielskim lub innym języku, które chcesz przetłumaczyć na polski."|
You're afraid you'll lose.|Boisz się przegrać.|"Zdanie po angielsku: You're afraid you'll lose.

Tłumaczenie: [Boisz się, że przegrasz.]"|Boisz się, że przegrasz.|Tłumaczenie: [Boisz się, że przegrasz.]|Boisz się, że przegrasz.
A net. For swipin' fish outta the water.|Podbierak. Żeby wyjąć rybę z wody.|"Zdanie po angielsku: A net. For swipin' fish outta the water.

Tłumaczenie: [Sieć. Do wyciągania ryb z wody.]

[Sieć.]"|Sieć. Do wyciągania ryb z wody.|Tłumaczenie: [Sieć. Do wyciągania ryb z wody.]|Sieć. Do wyciągania ryb z wody.
They were the ones who changed into bears. Just like in the legends about berserkers. I saw it with my own eyes - might've been alone in that. Everyone else was starin' at young Lugos.|To oni zmienili się w niedźwiedzie, jak w legendach o berserkach. Widziałem na własne oczy – i chyba jako jedyny, bo reszta akurat gapiła się na młodego Lugosa.|"To zdanie po polsku:

Oni byli tymi, którzy zmienili się w niedźwiedzie. Dokładnie tak, jak w legendach o berserkach. Widziałem to na własne oczy - może byłem jedynym świadkiem. Wszyscy pozostali patrzyli na młodego Lugosa.

Końcowe tłumaczenie w nawiasach kwadratowych:
[Oni byli tymi, którzy zmienili się w niedźwiedzie. Dokładnie tak, jak w legendach o berserkach. Widziałem to na własne oczy - może byłem jedynym świadkiem. Wszyscy pozostali patrzyli na młodego Lugosa.]"|Oni byli tymi, którzy zmienili się w niedźwiedzie. Dokładnie tak, jak w legendach o berserkach. Widziałem to na własne oczy - może byłem jedynym świadkiem. Wszyscy pozostali patrzyli na młodego Lugosa.|[To oni zmienili się w niedźwiedzie. Zupełnie jak w legendach o berserkach. Widziałem to na własne oczy - może byłem jedyny w tym. Wszyscy pozostali patrzyli na młodego Lugosa.]|To oni zmienili się w niedźwiedzie. Zupełnie jak w legendach o berserkach. Widziałem to na własne oczy - może byłem jedyny w tym. Wszyscy pozostali patrzyli na młodego Lugosa.
Guessing the old jarl couldn't let it pass?|Domyślam się, że stary jarl mu nie odpuścił?|"Zdanie po angielsku: Guessing the old jarl couldn't let it pass?

Tłumaczenie: [Czyżby stary jarl nie mógł tego puścić płazem?]"|Czyżby stary jarl nie mógł tego puścić płazem?|"Tłumaczenie: [Czyżby stary jarl nie mógł tego puścić płazem?]

Wyjaśnienie:
- ""Guessing"" można przetłumaczyć jako ""domyślam się"" lub ""zgaduję"". W tym kontekście lepiej pasuje ""domyślam się"".
- ""The old jarl"" to ""stary jarl"", odnoszący się do starszego rangą wikinga lub lokalnego władcy.
- ""Couldn't let it pass"" sugeruje, że jarl nie mógł czegoś zignorować lub puścić płazem. W języku polskim używamy zwrotu ""nie mógł tego puścić płazem"".

Całe zdanie brzmi naturalnie w języku polskim i oddaje sens oryginalnego zdania angielskiego."|Czyżby stary jarl nie mógł tego puścić płazem?
Been to the ruins. Your son's band - a fiend attacked them. They're all dead. Sorry.|Byłem już tam. Na kompanię twojego syna napadł bies... Z tego, co widziałem, nikt nie przeżył. Przykro mi.|"Zdanie po angielsku: Been to the ruins. Your son's band - a fiend attacked them. They're all dead. Sorry.

Tłumaczenie: [Byłem w ruinach. Twoja grupa syna - diabeł ich zaatakował. Wszyscy nie żyją. Przepraszam.]

Warto zauważyć, że to tłumaczenie może być nieco nieformalne i zawierać pewne skróty myślowe, ale stara się oddać sens oryginalnego zdania w języku polskim."|Byłem w ruinach. Twoja grupa syna - diabeł ich zaatakował. Wszyscy nie żyją. Przepraszam.|"Tłumaczenie: [Byłem w ruinach. Twoja córka - demon zaatakował ich. Wszyscy nie żyją. Przepraszam.]

Warto zauważyć, że to tłumaczenie może być nieco nieformalne i emocjonalne ze względu na treść oryginalnego zdania. W rzeczywistości, pełna wersja tego zdania mogłaby brzmieć: ""Byłem w ruinach. Twoja córka i jej grupa zostały zaatakowane przez demona. Niestety, wszyscy członkowie zespołu nie żyją. Bardzo mi przykro."""|Byłem w ruinach. Twoja córka - demon zaatakował ich. Wszyscy nie żyją. Przepraszam.
Strange… Any witnesses?|Dziwne... Są jacyś świadkowie?|"Zdanie po angielsku: Strange… Any witnesses?

Tłumaczenie: [Dziwne... Czy są jacyś świadkowie?]"|Dziwne... Czy są jacyś świadkowie?|Tłumaczenie: [Dziwne... Czy są jacyś świadkowie?]|Dziwne... Czy są jacyś świadkowie?
Eee... Err...|Yyy... Hmm...|"Zdanie po angielsku: Eee... Err...

Tłumaczenie: [Eee...] [Err...]

W tym przypadku trudno jest znaleźć dokładne tłumaczenie, ponieważ ""Eee"" i ""Err"" to raczej dźwięki lub wypełniacze mowy niż konkretne słowa. Czasami używa się ich jako wyrazów niepewności lub zastanowienia. W języku polskim mogłyby być oddane przez ""Eee..."" i ""Ach..."" lub inne podobne dźwięki, ale najlepiej pozostawić je bez tłumaczenia, aby zachować ich oryginalny charakter."|Eee...|"Zdanie po angielsku: Eee... Err...

Tłumaczenie: [Eee... Eh...]

To zdanie składa się głównie z dźwięków onomatopeicznych, które nie mają bezpośredniego tłumaczenia na inny język. W języku polskim można je oddać w ten sam sposób, aby zachować ich charakterystyczne brzmienie."|Eee... Eh...
I can rid you of Morkvarg.|Mogę pozbyć się Morkvarga.|"Zdanie po angielsku: I can rid you of Morkvarg.

Tłumaczenie: [Mogę cię uwolnić od Morkvarga.]

Warto zauważyć, że słowo ""Morkvarg"" nie jest standardowym angielskim ani polskim słowem, więc pozostaje ono bez zmian w tłumaczeniu."|Mogę cię uwolnić od Morkvarga.|"Tłumaczenie: [Mogę ci pomóc pozbyć się Morkvarga.]

W tym kontekście ""rid"" oznacza ""pozbyć się"" lub ""uwolnić od"", a ""you"" to ""cię"". Zatem całe zdanie sugeruje, że osoba mówiąca może pomóc komuś innemu w rozwiązaniu problemu związanego z Morkvargiem."|Mogę ci pomóc pozbyć się Morkvarga.
What did the gods say? Exactly.|Co dokładnie powiedzieli bogowie?|"Zdanie po angielsku: What did the gods say? Exactly.

Tłumaczenie: [Co powiedzieli bogowie? Dokładnie.]"|Co powiedzieli bogowie? Dokładnie.|"Zdanie po angielsku: What did the gods say? Exactly.

Tłumaczenie: [Co powiedzieli bogowie? Dokładnie.]"|Co powiedzieli bogowie? Dokładnie.
