en_text|pl_text|bielik_translation_0.0|mixtral-8x22B_translation_0.0|llama3.1_translation_0.0|bielik_translation_0.1|mixtral-8x22B_translation_0.1|llama3.1_translation_0.1|bielik_translation_0.2|mixtral-8x22B_translation_0.2|llama3.1_translation_0.2|bielik_translation_0.3|mixtral-8x22B_translation_0.3|llama3.1_translation_0.3|bielik_translation_0.4|mixtral-8x22B_translation_0.4|llama3.1_translation_0.4|bielik_translation_0.5|mixtral-8x22B_translation_0.5|llama3.1_translation_0.5|bielik_translation_0.6|mixtral-8x22B_translation_0.6|llama3.1_translation_0.6|bielik_translation_0.7|mixtral-8x22B_translation_0.7|llama3.1_translation_0.7|bielik_translation_0.8|mixtral-8x22B_translation_0.8|llama3.1_translation_0.8|bielik_translation_0.9|mixtral-8x22B_translation_0.9|llama3.1_translation_0.9|bielik_translation_1.0|mixtral-8x22B_translation_1.0|llama3.1_translation_1.0
Mhm. Guess I gotta investigate…|Mhm. A więc śledztwo...|Mhm. Chyba muszę zbadać...|" Mhm. Zgaduję, że muszę to zbadać...

Tranlation: Mhm. I guess I have to investigate..."|Mhm. Wygląda na to, że muszę to zbadać…|Mhm. Chyba muszę zbadać...|" Mhm. Zgaduję, że muszę to zbadać...

Traduction en polonais : Mhm. Zgaduję, że muszę to zbadać..."|Mhm. Wygląda na to, że muszę to zbadać…|Mhm. Chyba muszę zbadać...|" Mhm. Zgaduję, że muszę to zbadać...

Translation: Mhm. I guess I have to investigate..."|Mhm. Wygląda na to, że muszę to zbadać…|Mhm. Chyba muszę zbadać...|" ""Mhm. Zgaduję, że muszę to zbadać..."""|Mhm. Wygląda na to, że muszę to zbadać...|Mhm. Chyba muszę zbadać...| Mhm. Prawdopodobnie muszę to zbadać...|Mhm. Wygląda na to, że muszę to zbadać...|Mhm. Chyba muszę zbadać...| Tak, wydaje się, że muszę przeprowadzić śledztwo...|Mhm. Wygląda na to, że muszę to zbadać…|Mhm. Chyba muszę zbadać...|" Mhm. Zdaje się, że muszę to zbadać...

Translation:
Mhm. It seems I have to investigate..."|Mhm. Wygląda na to, że muszę to zbadać...|Mhm. Chyba muszę zbadać...|" Mhm. Zgaduję, muszę to zbadać...

w tłumaczeniu na język polski:

Mhm. Zgaduję, muszę to zbadać..."|Mhm. Wygląda na to, że muszę to zbadać…|Mhm. Chyba muszę zbadać...| W porządku. Zdaje się, że muszę przeprowadzić pewne dochodzenie...|Mhm. Wygląda na to, że muszę to sprawdzić...|Mhm. Chyba muszę zbadać...|" ""Mhm. Prawdopodobnie muszę to zbadać..."""|Hmm. Wygląda na to, że muszę to zbadac...|Mhm. Chyba muszę zbadać...| Muszę to przeanalizować…|Mhmm. Chyba muszę to sprawdzić...
Elemental Empires - by Gianbattista.|„Mocarstwa żywiołów”, Gianbattista.|"""Empire Elementarny - przez Gianbattistę.""

(Note: The translation is given as requested, without any additional explanations.)"|" ""Elementalne Imperia - przez Gianbattistę."""|'Imperia Pierwiastków - autorstwa Gianbattisty.'|"""Empire Elementarny - przez Gianbattistę.""

(Note: The translation is given as requested, without any additional explanations.)"|" ""Elementalne Imperia - przez Gianbattistę."""|'Imperia Pierwiastków - autorstwa Gianbattisty.'|"""Empire Elementarny - przez Gianbattistę.""

(Note: The translation is given as requested, without any additional explanations.)"|" ""Elementalne Imperia - przez Gianbattistę."""|'Imperia Pierwiastków - autorstwa Gianbattisty.'|"""Empires Elementarne - przez Gianbattistę."""|" ""Elementalne Imperia - przez Gianbattistę."""|Cesarstwa Pierwiastków – autorstwa Gianbattisty.|"""Empires Elementarne - przez Gianbattistę."""|" ""Elementalne Imperia - przez Gianbattistę."""|'Imperia Pierwiastków – autorstwa Gianbattisty.'|"""Elemental Empires - przez Gianbattistę."""|" ""Elementalne Imperia - przez Gianbattistę."""|Imperia Elementów - autorstwa Gianbattisty.|"""Elemental Empires - przez Gianbattistę."""|" ""Elementalne Imperia - przez Gianbattistę."""|Cesarstwa Pierwiastków - autorstwa Gianbattisty.|Empire Elementów - przez Gianbattistę.|" ""Elementalne Imperia - autor Gianbattista."""|Cesarstwa Pierwiastków - autorstwa Gianbattisty.|"""Elemental Empires - przez Gianbattistę."""|" ""Elementalne Imperia - przez Gianbattistę."""|Cesarstwa Elementów – autorstwa Gianbattisty.|"""Elemental Empires - przez Gianbattistę."""||'Imperia żywiołów - autorstwa Gianbattisty.'|"""Empire Elementarne - przez Gianbattistę."""|" ""Elementalne Imperia - przez Gianbattistę."""|'Cesarstwa żywiołów – autorstwa Gianbattisty.'
Swords, eh? Have it your way.|Na miecze? Jak chcesz.|Miecze, co? Miej swoje zdanie.| Miecze, no? Jak chcesz.|Miecze, co? Miej to po swojemu.|Miecze, co? Miej swoje zdanie.| Miecze, no? Jak chcesz.|Miecze, co? Miej to po swojemu.|Miecze, co? Miej swoje zdanie.| Miecze, no? Jak chcesz.|Miecze, co? Miej to po swojemu.|Miecze, co? Miej po swojemu.| Miecze, he? Jak chcesz.|Miecze, co? Będzie po twojemu.|Miecze, co? Miej swoją drogę.| Miecze, no? Jak chcesz.|Miecze, co? Będzie po twojemu.|Miecze, co? Miej swoją drogę.| Miecze, hm? Jak chcesz.|Miecze, co? Miej to po swojemu.|Miecze, co? Miej swoją drogę.| Miecze, no tak. Tak jak chcesz.|Miecze, co? Miej to po swojemu.|Miecze, co? Miej swoje zdanie.| Miecze, hum? Jak chcesz.|Miecze, co? Będzie po twojemu.|Miecze, co? Miej swoje zdanie.| Miecze, hm? Jak chcesz.|Miecze, co? Niech będzie po twojemu.|Miecze, co? Miej swoją drogę.| Miecze, heh? Niech tak będzie.|"""Miecze, cóż. Miej to po swojemu."""|"""Miecze, co? Miej swoje zdanie."""|" ""Miecze, przecież? Niech tak będzie."""|Miecze, eh? Będzie po Twojej myśli.
Who, then?|To kto?|Kto więc?| 'Kto więc?'|Kto w takim razie?|Kto więc?| 'Kto więc?'|Kto w takim razie?|Kto więc?| 'Kto więc?'|Kto w takim razie?|Kto więc?| 'Kto więc?'|Kto w takim razie?|Kto więc?| Kto w takim razie?|Kto w takim razie?|Kto więc?| 'Kto więc?'|Kto w takim razie?|Kto więc?| 'Kto w takim razie?'|Kto w takim razie?|Kto więc?| 'Kto więc?'|A kto?|Kto więc?| Kto w takim razie?|Kto w takim razie?|Kto więc?| Któż wtedy?|Kto wtedy?|Kto więc?| Polish: 'To kto więc?'|Kto zatem?
Greetings, White One.|Witaj, białowłosy.|Pozdrowienia, Biały.|" Witaj, Biały. (Note: In Polish, we don't use ""One"" in the same way as in English, so I translated it as a simple greeting.)"|Witaj, Biały.|Pozdrowienia, Biały.|" Witaj, Biały. (Note: In Polish, we don't use ""One"" as a formal way of addressing someone, so I translated it as ""Biały"" which means ""White One."")"|Witaj, Biały.|Pozdrowienia, Biały.|" Witaj, Biały. (Note: In Polish, it's not common to use ""White One"" as a form of address. Instead, we use ""Biały"" which means ""White"" in a more general sense.)"|Witaj, Biały.|Pozdrowienia, Biały.|" Witaj, Biały.

Note: The phrase ""White One"" doesn't have a direct translation in Polish, so I used the context to translate it as a form of address."|Witaj, Biały.|Pozdrowienia, Biały.| Witaj, Biały.|Witaj, Biały.|Pozdrowienia, Biały.|" Witaj, Biały. (Note: In Polish, it's more common to use the adjective ""Biały"" as a noun to refer to a person, rather than adding ""One"" as in English.)"|Witaj, Biały.|Pozdrowienia, Biały.| Witaj, Biały. (Polish translation)|Witaj, Biały.|Pozdrowienia, Biały.| Witaj, Biały. [Note: There isn't a direct translation for 'White One', so I provided a more natural greeting: 'Witaj, Biały', which translates to 'Greetings, White One'.]|Witaj, Biały.|Pozdrowienia, Biały.| Witaj, Biały. [Polish translation]|Witaj, Biały.|Pozdrawiam cię, Biały.|" Witaj, Biały.

Note: In Polish, it's more common to use adjective ""Biały"" (White) in this context rather than creating a noun phrase as in English. However, if ""White One"" is meant to refer to a person or entity specifically, then we would need more context to provide a more accurate translation."|Witaj, Biały.|Pozdrowienia, Biały.|" Witaj, Biały.

Note: Polish requires nouns to have a grammatical gender, so you would need additional context to translate ""White One"" accurately. The given translation is based assuming the ""White One"" is male - in this case, it would be ""Biały"". If ""White One"" is a noun referring to a female or an object, the translation would have to be adjusted to ""Biała"" (feminine) or ""Białe"" (neuter)."|Witaj, Biały.
Got back your stolen horn - and I, uh, killed the thieves.|Odzyskałem skradziony róg – i zabiłem złodziei.|Odzyskałeś swój skradziony róg - i ja, eh, zabiłem złodziei.| Odzyskałeś skradziony róg - a ja, no, zabiłem złodziei.|Odzyskałem twoją skradzioną róg - i ja, hmm, zabiłem złodziei.|Odzyskałeś swój skradziony róg - i ja, eh, zabiłem złodziei.| Odzyskałeś skradziony róg - a ja, no, zabiłem złodziei.|Odzyskałem twoją skradzioną róg - i ja, eee, zabiłem złodziei.|Odzyskałeś swój skradziony róg - i ja, eh, zabiłem złodziei.| Odzyskałeś skradziony róg - a ja, no, zabiłem złodziei.|Odzyskałem twoją skradzioną róg - i, eee, zabiłem złodziei.|Odzyskałeś swój skradziony róg - i ja, eh, zabiłem złodziei.| Wróciłeś po skradzione rogi - i ja, mhm, zabiłem złodziei.|Odzyskałem twoją skradzioną róg - i ja, hmm, zabiłem złodziei.|Odzyskałeś swój skradziony róg - i ja, eh, zabiłem złodziei.| Wróciłeś ze skradzioną trąbą - a ja, no, zabiłem złodziei.|Odzyskałem Twoi skradzioną róg - i, eee, zabiłem złodziei.|Odzyskałeś swój skradziony róg - i ja, eh, zabiłem złodziei.| Odzyskałeś skradziony róg - a ja, no, zabiłem złodziei.|Odzyskałem twoją skradzioną róg i ja, cóż, zabiłem złodziei.|Odzyskałeś swój skradziony róg - i ja, eh, zabiłem złodziei.| Odzyskałeś skradziony róg - a ja, uhm, zabiłem złodziei.|Odzyskałem twoją skradzioną róg - i, eee, zabiłem złodziei.|Odzyskałem twój skradziony róg - a ja, eh, zabiłem złodziei.| Wrócił Ci ukradziony róg - i ja, no, zabiłem złodziei.|Odzyskałem twoją skradzioną róg - i ja, no, zabiłem złodziei.|Odzyskałem twój skradziony róg - a ja, eh, zabiłem złodziei.|" ""Odzyskałeś skradzione twoje rogi - i ja, no, zabiłem złodziei."""|Odzyskałem skradziony róg - a ja, hmm, zabiłem złodziei.|Odzyskałeś skradziony róg - i ja, eh, zabiłem złodziei.| Odzyskałeś skradziony twój róg - a ja, no, zabiłem złodziei.|Odzyskałem Twoją skradzioną róg i ja, ej, zabiłem złodziei.|Odzyskałeś swój skradziony róg - i ja, eh, zabiłem złodziei.| Wróciłam Ci skradziony róg - i, no, zabiłem złodziei.|Odzyskałem twoją skradzioną róg - i, e, zabiłem złodziei.
The guest room. Come.|Chodźmy do pokoju gościnnego.|Pokój gościnny. Witamy.| Pokój gościnny. Wejdź.|Pokój gościnny. Chodź.|Pokój gościnny. Chodź.| Pokój gościnny. Wejdź.|Pokój gościnny. Chodź.|Pokój gościnny. Witamy.| Pokój gościnny. Wejdź.|Pokój gościnny. Chodź.|Pokój gościnny. Chodź.| Pokój gościnny. Wejdź.|Pokój gościnny. Chodź.|Pokój gościnny. Witamy.| Pokój gościnny. Wejdź.|Pokój dla gości. Chodź.|Pokój gościnny. Chodź.| Pokój gościnny. Wejdź.|Pokój gościnny. Proszę wejść.|Pokój gościnny. Witamy.| Pomieszczenie gościnne. Wejdź.|Pokój dla gości. Przyjdź.|Pokój gościnny. Witamy.| Pokój gościnny. Wejdź.|Pokój dla gości. Proszę wejść.|"Pokój gościnny. Witamy.

(Note: There is no translation of ""Come"" directly into Polish as a command for entering a room, so the most appropriate way to welcomes someone into a guest room in Polish would be ""Witamy"", which means ""Welcome"".)"| Sala gościnna. Wejdź.|Pokój gościnny. Proszę wejść.|Pokój gościnny. Proszę wejść.| Pokój gościnny. Wchodź.|Pokój gościnny. Chodź.|"Pokój gościnny. Witamy. Wejdź, proszę. Zapraszamy serdecznie.

""Proszę"" i ""serdecznie"" zostały dodane, aby uprzejmie zaprosić do środka w języku polskim. Jeśli życzysz sobie tylko dosłowny przekład bez dodatkowych uprzejmych zwrotów, oto wyłącznie słowo po słowie:

The guest room. Come.

Pokój gościnny. (Wprowadzenie zachęty ""Witamy"" lub ""Zapraszamy"" może być pominięte, jeśli nie jest to częścią oryginalnego tekstu.)"| Pokoik gościnny. Wejdź.|Pokój gościnny. Chodź.
Enter. Jarl's still speakin' to his seer, but they should finish soon.|Wejdź. Jarl rozmawia jeszcze z wróżem. Zaraz powinien skończyć.|Wejdź. Jarl wciąż rozmawia ze swoim wróżbitą, ale powinni skończyć wkrótce.| Wchodź. Jarl wciąż rozmawia ze swoim wróżbitą, ale powinni skończyć wkrótce.|Wejdź. Jarl wciąż rozmawia ze swoim wróżbitą, ale powinni niedługo skończyć.|Wejdź. Jarl wciąż rozmawia ze swoim wróżbitą, ale powinni skończyć wkrótce.| Wchodź. Jarl wciąż rozmawia ze swoim wróżbitą, ale powinni szybko skończyć.|Wejdź. Jarl wciąż rozmawia ze swoim wróżbitą, ale powinni niedługo skończyć.|Wejdź. Jarl wciąż rozmawia ze swoim wróżbitą, ale powinni skończyć wkrótce.| Wchodź. Jarl wciąż rozmawia ze swoim wróżbitą, ale powinni skończyć wkrótce.|Wejdź. Jarl wciąż rozmawia ze swoim wróżką, ale powinni niedługo skończyć.|Wchodź. Jarl wciąż rozmawia ze swoim wróżbitą, ale powinni skończyć wkrótce.| Wchodź. Jarl wciąż rozmawia ze swoim wróżbitą, ale powinni skończyć wkrótce.|Wejdź. Jarl wciąż rozmawia ze swoim wróżką, ale powinni szybko skończyć.|Wejdź. Jarl wciąż rozmawia ze swoim wróżbitą, ale powinni skończyć wkrótce.| Wchodź. Jarl wciąż rozmawia ze swoim wróżbitą, ale powinni się skończyć wkrótce.|Wejdź. Jarl wciąż rozmawia ze swoim wróżem, ale powinni już niedługo skończyć.|Wchodź. Jarl wciąż rozmawia ze swoim wróżbitą, ale powinni skończyć wkrótce.| Wchodź. Jarl wciąż rozmawia ze swoim prorokiem, ale powinni wkrótce skończyć.|Wejdź. Jarl wciąż rozmawia ze swoim wróżbitem, ale powinni niedługo skończyć.|Wejdź. Jarl wciąż rozmawia ze swoim wróżbitą, ale powinni skończyć wkrótce.| Wchodź. Jarl wciąż rozmawia ze swoją wróżbitką, ale powinni szybko skończyć.|Wejdź. Jarl wciąż rozmawia ze swoim wróżką, ale powinni już niedługo skończyć.|Wchodź. Jarl wciąż rozmawia ze swoim wróżbitą, ale powinni skończyć wkrótce.| Wchodź. Jarl wciąż mówi do swojego wróżbity, ale powinni się skończyć wkrótce.|Wejdź. Jarl wciąż rozmawia ze swoim wróżbitą, ale powinni szybko skończyć.|Wchodź. Jarl wciąż rozmawia ze swoim wróżbitą, ale powinni skończyć wkrótce.| Wchodź. Jarl wciąż rozmawia ze swoim wróżbitą, ale powinni wkrótce skończyć.|Wejdź. Jarl wciąż rozmawia ze swoim wróżką, ale powinni szybko skończyć.|Wchodź. Jarl wciąż rozmawia ze swoim wróżbitą, ale powinni skończyć wkrótce.| Wchodź. Jarl wciąż rozmawia ze swoim wróżbitą, ale powinni skończyć wkrótce.|Wejdź. Jarl wciąż rozmawia ze swoim wieszczem, ale powinniскорo skończyć.|Wejdź. Jarl wciąż rozmawia ze swoim wróżbitą, ale powinni skończyć wkrótce.| Wchodź. Jarl wciąż rozmawia ze swoim wróżbitą, ale powinni skończyć już niedługo.|Wejdź. Jarl wciąż rozmawia ze swoim wróżbitą, ale powinni zaraz skończyć.
Save me!|Ratunku!|Ratuj mnie!| 'Uratuj mnie!'|Ratuj mnie!|Ratuj mnie!| 'Uratuj mnie!'|Ratuj mnie!|Ratuj mnie!| 'Uratuj mnie!'|Ratuj mnie!|Ratuj mnie!| Zapisz mnie!|Ratuj mnie!|Ratuj mnie!||Ratuj mnie!|Ratuj mnie!| Zapamiętaj mnie!|Ratuj mnie!|Ratuj mnie!| 'Uratuj mnie!'|Ratuj mnie!|Ratuj mnie!| Uratuj mnie!|Ratuj mnie!|Ratuj mnie!| Zapisz mnie!|"""Ratuj mnie!"""|Ratuj mnie!| Zapomóż mi!|Ratuj mnie!|Ratuj mnie!| Zapomóż mi!|Ratuj mnie!
We learned something about Ciri.|Dowiedzieliśmy się czegoś o Ciri.|Dowiedzieliśmy się czegoś o Ciri.| Wiedzieliśmy coś o Ciri.|Poznaliśmy coś o Cirze.|Dowiedzieliśmy się czegoś o Ciri.| Wiedzieliśmy coś o Ciri.|Poznaliśmy coś o Cirze.|Dowiedzieliśmy się czegoś o Ciri.| Wiedzieliśmy coś o Ciri.|Poznaliśmy coś o Cirze.|Dowiedzieliśmy się czegoś o Ciri.| Wynajemyśmy coś o Ciri.|Poznaliśmy coś o Cirze.|Dowiedzieliśmy się czegoś o Ciri.| Wiedzieliśmy coś o Ciri.|Poznaliśmy coś o Cirze.|Dowiedzieliśmy się czegoś o Ciri.| Wiedzieliśmy coś o Ciri.|Nauczyliśmy się czegoś o Cirze.|Dowiedzieliśmy się czegoś o Ciri.| Wiemy coś o Ciri.|Poznaliśmy coś o Cirze.|Dowiedzieliśmy się czegoś o Ciri.| Przeliczyliśmy się na coś dotyczącego Ciri.|Poznaliśmy coś o Cirilli.|Dowiedzieliśmy się czegoś o Ciri.| Przetłumacz na polski i nie dodawaj żadnych wyjaśnień, napisz tylko tłumaczenie: 'Dowiedzieliśmy się czegoś o Ciri.'|Poznaliśmy coś o Cirze.|Dowiedzieliśmy się czegoś o Ciri.| Uczyliśmy się czegoś o Ciri.|Nauczyliśmy się czegoś o Cirze.|Dowiedzieliśmy się czegoś o Ciri.| Wysłuchaliśmy czegoś o Ciri.|Nauczyliśmy się czegoś o Cirilli.
We're gonna choke and die.|A mogliśmy zostać na uczcie.|Mamy zamiar się udławić i umrzeć.| Będziemy dusić się i umierać.|Zadławimy się i umrzemy.|Mamy zamiar się udławić i umrzeć.| Będziemy dusić się i umierać.|Zadławimy się i umrzemy.|Mamy zamiar się udławić i umrzeć.| Będziemy dusić się i umierać.|Zadławimy się i umrzemy.|Mamy zamiar się udławić i umrzeć.| Będziemy dusić się i umierać.|Zadławimy się i umrzemy.|Mamy zamiar się udławić i umrzeć.| Będziemy dusić się i umierać.|Zdechłemy.|Zadławimy się i umrzemy.| Będziemy dusić się i umierać.|Zadławimy się i umrzemy.|Zadławimy się i umrzemy.| Będziemy dusić się i umierać.|Zadławimy się i umrzemy.|Zadławimy się i umrzemy.| Będziemy dusić się i umierać.|Zdusimy się i umrzemy.|"""Mamy zamiar się zadławić i umrzeć."""| Będziemy dusić się i umrzeć.|Zduszimy się i umrzemy.|Zadławimy się i umrzemy.| Będziemy dusić się i umierać.|Zadławimy się i zemrzemy.|Zadławimy się i umrzemy.| Będziemy dusić się i umierać.|Zadławimy się i umrzemy.
Go to the wake with me?|Zechcesz mi towarzyszyć na uczcie?|Pójdziesz na czuwanie ze mną?| Idź ze mną na pogrzeb?|Chodź ze mną na czuwanie?|Pójdziesz ze mną na czuwanie?| Idź ze mną na pogrzeb?|Chodź ze mną na czuwanie?|Pójdziesz ze mną na czuwanie?| Idź ze mną na pogrzeb?|Chodź ze mną na czuwanie?|Pójdziesz na czuwanie ze mną?| Idź ze mną na pogrzeb?|Chodź ze mną na czuwanie?|Pójdziesz na czuwanie ze mną?| Idź ze mną na pogrzeb?|Chodź ze mną na czuwanie?|Pójdziesz na czuwanie ze mną?| Idź ze mną na pogrzeb?|Chodź ze mną na czuwanie?|Pójdziesz ze mną na czuwanie?| Idź ze mną na pogrzeb?|Chodź ze mną na czuwanie?|Czy pójdziesz ze mną na czuwanie?| Idź ze mną na pogrzeb?|Chodź ze mną na czuwanie?|Pójdziesz na czuwanie ze mną?| Idź ze mną na pogrzeb?|Chcesz ze mną pójść na pogrzebowe czuwanie?|Pójdziesz na czuwanie ze mną?| Idź z mną na pogrzeb?|Chcesz ze mną pójść na czuwanie?|Pójdziesz na czuwanie ze mną?| Idź ze mną na pogrzeb?|Chcesz ze mną pójść na czuwanie?
Told ye, he's a witcher, a cunning man. He knows these things!|Mówiłem ci, że to wiedźmin. Czarownik. Wie takie rzeczy.|Mówiłem wam, to wiedźmin, przebiegły człowiek. On się na tym zna!| Powiedziałem, on jest wiedźminem, sprytnym człowiekiem. On zna te sprawy!|Powiedziałem wam, jest wiedźminem, człowiekiem przebiegłym. Wie o tym!|Mówiłem wam, to wiedźmin, przebiegły człowiek. On się na tym zna!| Powiedziałem, on jest wiedźminem, sprytnym człowiekiem. On zna te sprawy!|Powiedziałem wam, jest wiedźminem, człowiekiem przebiegłym. Wie o tym!|Mówiłem wam, to wiedźmin, przebiegły człowiek. On się na tym zna!| Powiedziałem, on jest wiedźminem, sprytnym człowiekiem. On zna te sprawy!|Powiedziałem wam, jest wiedźminem, człowiekiem przebiegłym. Wie takie rzeczy!|Mówiłem wam, to wiedźmin, przebiegły człowiek. On się na tym zna!| Powiedziałem, on jest wiedźminem, sprytnym człowiekiem. On zna te sprawy!|Powiedziałem wam, że jest wiedźminem, człowiekiem przebiegłym. Wie takie rzeczy!|Mówiłem wam, to wiedźmin, przebiegły człowiek. On się na tym zna!| Powiedziałem, on jest wiedźminem, sprytnym człowiekiem. On zna te sprawy!|Powiedziałem wam, jest wiedźminem, człowiekiem przebiegłym. Wie o tym!|Mówiłem wam, to wiedźmin, przebiegły człowiek. On się na tym zna!| Powiedziałem wam, on jest wiedźminem, sprytnym człowiekiem. On zna te sprawy!|Powiedziałem wam, że jest wiedźminem, człowiekiem przebiegłym. Wie o tym!|Mówiłem wam, to wiedźmin, przebiegły człowiek. On się na tym zna!| Powiedziałem, on jest wiedźminem, sprytnym człowiekiem. On to zna!|Powiedziałem wam, że jest wiedźminem, mężczyzną przebiegłym. Zna te rzeczy!|Mówiłem wam, że to wiedźmin, przebiegły człowiek. On się na tych rzeczach zna!| Powiedziałem wam, on jest wiedźminem, sprytnym mężczyzną. On zna te sprawy!|Powiedziałem wam, jest wiedźminem, sprytnym człowiekiem. Wie o tym!|Mówiłem wam, to wiedźmin, przebiegły człowiek. On się na tym zna!| Powiedziałem wam, on jest wiedźminem, sprytnym człowiekiem. On znajomości te rzeczy!|Powiedziałem wam, jest wiedźminem, człowiekiem przebiegłym. Wie o tym!|Mówiłem wam, to wiedźmin, przebiegły człowiek. On się na tym zna!| Powiedziałem wam, on jest wiedźminem, sprytnym mężczyzną. On zna te sprawy!|Powiedziałem wam, on jest wiedźminem, mądrzym człowiekiem. On wie takie rzeczy!|Mówiłem wam, że to czarodziej, przebiegły człowiek. On się na tym zna!| Powiedziałem wam, on jest wiedźminem, sprytnym człowiekiem. On zna te rzeczy!|Powiedziałem wam, jest wiedźminem, cwaniakiem. Wie takie rzeczy!
