en_text|pl_text|bielik_prompt0_translation|bielik_prompt1_translation|bielik_prompt2_translation|bielik_prompt3_translation|bielik_prompt4_translation|bielik_prompt5_translation|bielik_prompt6_translation
Talking won't get me anywhere…|Rozmowa chyba nic tu nie da...|"""Mówienie nie zaprowadzi mnie nigdzie..."""|"""Gadanie nie zaprowadzi mnie donikąd...""

To zdanie w języku angielskim ""Talking won't get me anywhere"" jest często używane, gdy ktoś czuje, że ciągłe rozmowy lub dyskusje nie prowadzą do żadnych konkretnych rezultatów. Może to oznaczać, że osoba ta uważa, że lepiej byłoby przejść od słów do działania zamiast tylko o tym mówić. W języku polskim to wyrażenie można przetłumaczyć dosłownie jako ""Gadanie nie zaprowadzi mnie donikąd"", co oddaje podobne znaczenie i emocję zawartą w oryginalnym zdaniu."|Mówienie nigdzie mnie nie zaprowadzi...|"""Mówienie nie zaprowadzi mnie nigdzie..."""|Mówienie nigdzie mnie nie zaprowadzi...|"Podane zdanie w języku angielskim ""Talking won't get me anywhere..."" po przetłumaczeniu na język polski brzmi:

""Mówienie nie zaprowadzi mnie nigdzie...""

To zdanie wyraża frustrację lub bezsilność osoby, która uważa, że rozmowa czy dyskusja nie prowadzą do żadnych konstruktywnych rezultatów lub rozwiązań. Może to być odniesienie do sytuacji, w której ktoś czuje się zablokowany lub bezradny wobec problemu i uważa, że jedynym sposobem na jego rozwiązanie jest działanie, a nie tylko mówienie o nim."|Mówienie nigdzie mnie nie zaprowadzi...
There's no sense in going if you don't stay calm.|Musisz zachować spokój, inaczej w ogóle nie ma sensu się za to zabierać.|"""Nie ma sensu iść, jeśli nie zachowasz spokoju.""

To tłumaczenie oddaje znaczenie oryginalnego zdania w języku angielskim. Zdanie to sugeruje, że aby osiągnąć cel lub poradzić sobie z jakąś sytuacją, konieczne jest zachowanie spokoju i opanowania."|"Tłumaczenie tego zdania na język polski brzmi:

""Nie ma sensu iść, jeśli się nie uspokoisz.""

To zdanie można również przetłumaczyć w kilku innych wariantach, w zależności od kontekstu i preferencji stylistycznych. Kilka przykładów:

1. ""Nie ma sensu ruszać się z miejsca, jeśli się nie opanujesz.""
2. ""Nie ma celu w podróży, jeśli nie zachowasz spokoju.""
3. ""Nie ma po co wybierać się gdziekolwiek, jeśli nie będziesz spokojny.""
4. ""Nie ma sensu nawet myśleć o wyjściu, dopóki się nie uspokoisz.""

Wybór najlepszego tłumaczenia zależy od sytuacji, w której to zdanie jest używane, oraz od intencji mówiącego."|Nie ma sensu iść, jeśli się nie uspokoisz.|"""Nie ma sensu jechać, jeśli się nie uspokoisz."""|Nie ma sensu iść, jeśli się nie uspokoisz.|"Oto tłumaczenie tego zdania na język polski:

""Nie ma sensu iść, jeśli się nie uspokoisz.""

To tłumaczenie zachowuje główne znaczenie oryginalnego zdania w języku angielskim. Zdanie to sugeruje, że osoba powinna zachować spokój przed podjęciem jakiejkolwiek akcji lub decyzji."|Nie ma sensu iść, jeśli się nie uspokoisz.
Me gran always adds mallow.|Moja babka dodaje jeszcze prawoślazu.|"""Moja babcia zawsze dodaje malwę.""

To zdanie w języku angielskim zostało przetłumaczone na polski jako ""Moja babcia zawsze dodaje malwę."" W tym kontekście, ""mallow"" odnosi się do rośliny o nazwie malwa (Malva), która jest często używana w kuchni lub ogrodnictwie."|"Tłumaczenie zdania ""Me gran always adds mallow"" na język polski brzmi:

""Moja babcia zawsze dodaje ślaz.""

Warto zauważyć, że w tym tłumaczeniu:
- ""Me gran"" oznacza ""moja babcia"" (w gwarze katalońskiej).
- ""always adds"" to ""zawsze dodaje"".
- ""mallow"" to ""ślaz"", co jest rośliną z rodziny ślazowatych.

Całe zdanie sugeruje, że babcia osoby mówiącej często używa lub dodaje ślazu do czegoś, prawdopodobnie w kontekście gotowania lub przygotowywania jedzenia."|Moja babcia zawsze dodaje ślaz.|"""Moja babcia zawsze dodaje malwy."""|Moja babcia zawsze dodaje ślaz.|"Moja babcia zawsze dodaje ślaz.

Warto zauważyć, że to tłumaczenie może nie być dosłowne ze względu na kontekst kulturowy i językowy. ""Ślaz"" to roślina z rodziny ślazowatych, która jest czasem używana w medycynie ludowej lub jako składnik herbat. Jeśli chodzi o konkretny gatunek ślazu, najczęściej spotykany to ślaz dziki (Malva sylvestris).

Jeśli jednak chodziło o coś innego, np. o jakąś potrawę lub produkt zawierający ślaz, tłumaczenie mogłoby wyglądać inaczej. Na przykład, jeśli ""mallow"" odnosi się do jakiegoś deseru lub napoju, tłumaczenie mogłoby brzmieć:

""Moja babcia zawsze dodaje [nazwa deseru/napoju].""

Bez dodatkowego kontekstu trudno jest określić dokładne znaczenie oryginalnego zdania."|Moja babcia zawsze dodaje ślaz.
First time for everything.|Kiedyś musi być ten pierwszy raz.|"""Pierwszy raz dla wszystkiego.""

To tłumaczenie jest dosłowne i oddaje znaczenie oryginalnego angielskiego wyrażenia ""First time for everything,"" które oznacza, że każda rzecz lub doświadczenie ma swój pierwszy moment w czyimś życiu. W języku polskim podobne wyrażenie to ""wszystko ma swój pierwszy raz."""|"Tłumaczenie tego angielskiego powiedzenia na język polski brzmi:

""Pierwszy raz dla wszystkiego.""

To popularne przysłowie, które oznacza, że każda nowa rzecz lub doświadczenie ma swój pierwszy moment. Może być używane zarówno w pozytywnym, jak i negatywnym kontekście, w zależności od sytuacji. Na przykład, można powiedzieć ""pierwszy raz dla wszystkiego"", gdy ktoś próbuje czegoś nowego po raz pierwszy, ale także, gdy coś się dzieje po raz pierwszy w niekorzystnych okolicznościach."|Pierwszy raz dla wszystkiego.|"""Pierwszy raz dla wszystkiego."""|Pierwszy raz dla wszystkiego.|"Podane zdanie ""First time for everything"" w tłumaczeniu na język polski brzmi:

""Pierwszy raz dla wszystkiego.""

To popularne powiedzenie, które oznacza, że każda nowa rzecz lub doświadczenie jest przeżywana po raz pierwszy. Może być używane zarówno w kontekście pozytywnym (jako wyraz entuzjazmu i ciekawości), jak i negatywnym (jako usprawiedliwienie błędów)."|Pierwszy raz dla wszystkiego.
Thank you. Nice to see you again.|Dziękuję. Miło znów cię widzieć.|"""Dziękuję. Miło cię znowu widzieć.""

To tłumaczenie oddaje znaczenie oryginalnego zdania w języku angielskim, które wyraża wdzięczność i radość z ponownego spotkania. W języku polskim używamy podobnych zwrotów grzecznościowych, aby okazać uprzejmość i sympatię wobec rozmówcy."|"Tłumaczenie tego zdania na język polski brzmi:

""Dziękuję. Miło cię znowu widzieć.""

To uprzejme wyrażenie, które można użyć w sytuacji spotkania kogoś po dłuższym czasie lub po przerwie. Oto szczegółowe wyjaśnienie poszczególnych części zdania:

1. ""Dziękuję"" - jest to standardowa forma podziękowania w języku polskim. Może być używana w różnych kontekstach, aby wyrazić wdzięczność za coś.

2. ""Miło cię znowu widzieć"" - to bardziej rozbudowane wyrażenie, które składa się z dwóch części:
   - ""Miło"" - oznacza przyjemność lub satysfakcję z czegoś. W tym przypadku odnosi się do faktu ponownego spotkania.
   - ""cię znowu widzieć"" - dosłownie oznacza ""widzieć ciebie ponownie"". Jest to grzecznościowa forma powitania, która wyraża radość ze spotkania tej osoby po raz kolejny.

Całe zdanie jest wyrazem uprzejmości i sympatii wobec rozmówcy. Można je używać w różnych sytuacjach społecznych, takich jak spotkanie znajomego na ulicy, w pracy czy na imprezie rodzinnej."|Dziękuję. Miło cię znowu widzieć.|Dziękuję. Miło cię znowu widzieć.|Dziękuję. Miło cię widzieć ponownie.|"Podane zdanie w języku angielskim ""Thank you. Nice to see you again."" po przetłumaczeniu na język polski brzmi:

""Dziękuję. Miło cię znowu widzieć.""

To krótkie, uprzejme wyrażenie używane w sytuacji spotkania kogoś ponownie po pewnym czasie lub po przerwie. Obejmuje ono podziękowanie oraz wyrażenie radości z ponownego spotkania."|Dziękuję. Miło cię znowu widzieć.
And I'll be on my guard.|Więc będę czujny.|"""I będę uważny.""

To tłumaczenie odnosi się do angielskiego wyrażenia ""And I'll be on my guard,"" które oznacza, że osoba mówiąca będzie ostrożna i czujna w danej sytuacji. W języku polskim możemy to wyrazić jako ""Będę uważny"" lub ""Będę ostrożny."""|"Tłumaczenie zdania ""And I'll be on my guard."" na język polski brzmi:

""I będę uważny/ostrożny.""

W zależności od kontekstu, można też użyć innych wariantów tego tłumaczenia, takich jak:

- ""I będę czujny.""
- ""I będę ostrożny.""
- ""I będę mieć się na baczności.""

To wyrażenie sugeruje gotowość do bycia świadomym i przygotowanym na potencjalne niebezpieczeństwa lub trudności."|I będę uważny.|"""I będę uważny."""|I będę czujny.|"Oto tłumaczenie podanego zdania na język polski:

""I będę uważny/ostrożny.""

To zdanie wyraża gotowość do zachowania czujności i ostrożności w danej sytuacji. Może być użyte w kontekście ostrzeżenia, zapowiedzi lub obietnicy, że osoba mówiąca będzie szczególnie uważna w określonych okolicznościach."|I będę uważny.
*Sighs* Ehh.|Ech.|"Trudno jest dokładnie przetłumaczyć to wyrażenie, ponieważ zawiera ono elementy dźwiękowe i emocjonalne, które są trudne do oddania w piśmie. Jednakże, można spróbować przekazać jego znaczenie w następujący sposób:

""Ehh... *westchnienie rozczarowania lub rezygnacji*""

To wyrażenie często używane jest, gdy ktoś czuje się zmęczony, zrezygnowany lub poirytowany sytuacją, którą uważa za beznadziejną lub frustrującą. Może być również wyrazem braku entuzjazmu lub chęci do kontynuowania jakiegoś działania."|"Trudno jest dokładnie przetłumaczyć te dźwięki na język pisany, ponieważ są to głównie onomatopeje i wyrażenia emocjonalne. Jednak można spróbować oddać ich znaczenie w następujący sposób:

""Westchnienia"" - To długie, głębokie westchnienie, często używane do wyrażania zmęczenia, rezygnacji lub irytacji.

""Ehh"" - To krótkie, lekko zirytowane westchnienie, które może oznaczać frustrację, niezadowolenie lub rozczarowanie.

W języku polskim można by to zapisać jako:

""Westchnął ciężko.""
""Ehh, co za kłopot!""

Pamiętaj jednak, że tego typu dźwięki i wyrażenia są bardzo subiektywne i mogą mieć różne konteksty w zależności od sytuacji i intonacji mówiącego."|Wzdycha. Ech.|'Westchnienie* Ech.'|Wzdycha. Ech.|Przepraszam, ale wydaje się, że zaszło nieporozumienie. Podałeś zdanie w języku polskim, a nie angielskim. Jeśli chcesz, żebym je przetłumaczył na inny język, proszę podaj ten język lub wyraźnie sformułuj swoje polecenie.|Wzdycha. Ech.
I'm Geralt. A witcher.|Jestem Geralt, wiedźmin.|"""Jestem Geralt. Wiedźmin.""

To tłumaczenie jest dosłowne i zachowuje oryginalny sens wypowiedzi. ""Geralt"" to imię głównego bohatera, a ""witcher"" (w języku angielskim) odnosi się do zawodu lub profesji, którą wykonuje postać - wiedźmina. W języku polskim słowo ""witcher"" zostało przetłumaczone jako ""wiedźmin"", co jest nazwą specyficznej grupy osób posiadających nadprzyrodzone zdolności i zajmujących się zwalczaniem potworów w świecie przedstawionym w serii książek Andrzeja Sapkowskiego oraz w opartych na nich grach komputerowych i serialach."|"Tłumaczenie tego zdania na język polski brzmi:

""Jestem Geralt. Wiedźmin.""

To zdanie pochodzi z serii książek ""Wiedźmin"" autorstwa Andrzeja Sapkowskiego oraz z opartej na nich serii gier komputerowych ""Wiedźmin"". Jest to charakterystyczna fraza, którą wypowiada główny bohater serii - Geralt z Rivii, przedstawiając się jako wiedźmin - profesjonalny łowca potworów."|Jestem Geralt. Wiedźmin.|"""Jestem Geralt. Wiedźmin."""|Jestem Geralt. Wiedźmin.|"Podane zdanie w języku angielskim brzmi: ""I'm Geralt. A witcher.""

Tłumaczenie tego zdania na język polski:
""Jestem Geralt. Wiedźmin.""

Warto zauważyć, że słowo ""witcher"" (wiedźmin) jest już po polsku i nie wymaga tłumaczenia. Jest to nazwa zawodu lub profesji, która pozostaje niezmieniona w obu językach."|Jestem Geralt. Wiedźmin.
What'd he do to you, Simun?|Czym ci podpadł ten człowiek, Simun?|"""Co on ci zrobił, Simun?""

To tłumaczenie odnosi się do pytania skierowanego do osoby o imieniu Simun, w którym ktoś pyta o to, co inna osoba (prawdopodobnie mężczyzna) zrobiła lub powiedziała Simunowi. Pytanie wyraża troskę i ciekawość dotyczącą sytuacji Simuna."|"Tłumaczenie tego zdania na język polski brzmi: ""Co on ci zrobił, Simun?""

Wyjaśnienie krok po kroku:

1. ""What'd"" - jest to skrócona forma pytania ""What did"". W języku polskim używamy pełnej formy ""co zrobił"".
2. ""he"" - oznacza ""on"", więc dodajemy ""co on"".
3. ""do you"" - jest to forma pytania ""tobą"" (do ciebie). W języku polskim użyjemy ""ci"".
4. ""Simun"" pozostaje bez zmian, ponieważ jest to imię własne.

Łącząc te elementy, otrzymujemy pełne tłumaczenie: ""Co on ci zrobił, Simun?"""|Co on ci zrobił, Simunie?|"""Co on ci zrobił, Simun?"""|Co on ci zrobił, Simun?|"Oto tłumaczenie tego zdania na język polski:

""Co on ci zrobił, Simun?""

To pytanie wyraża troskę lub ciekawość wobec sytuacji osoby o imieniu Simun i sugeruje, że ktoś mógł mu wyrządzić jakąś krzywdę lub spowodować problem."|Co on ci zrobił, Simun?
Why won't they let you examine the zone?|Dlaczego cię nie dopuszczają?|"""Dlaczego nie pozwalają ci zbadać strefy?""

To tłumaczenie odnosi się do pytania ""Why won't they let you examine the zone?"", które zostało przetłumaczone dosłownie i w pełni oddaje znaczenie oryginalnego zdania. W języku polskim to pytanie może być używane w różnych kontekstach, na przykład w dyskusjach o ograniczeniach dostępu do określonych obszarów lub informacji."|"Tłumaczenie zdania ""Why won't they let you examine the zone?"" na język polski brzmi:

""Dlaczego nie pozwolą ci zbadać strefy?""

To tłumaczenie uwzględnia wszystkie elementy oryginalnego zdania, zachowując jego znaczenie i strukturę gramatyczną."|Dlaczego nie pozwolą ci zbadać strefy?|"""Dlaczego nie pozwolą ci zbadać strefy?"""|Dlaczego nie pozwolą ci zbadać strefy?|Dlaczego nie pozwolą ci zbadać strefy?|Dlaczego nie pozwolą ci zbadać strefy?
You'd be surprised. But you needn't tell me if you don't want to.|Hm, mógłbyś się zdziwić. Ale nie musisz mi mówić, jeśli nie chcesz.|"""Byłbyś zaskoczony. Ale nie musisz mi mówić, jeśli nie chcesz."""|"Tłumaczenie tego zdania na język polski brzmi:

""Byłbyś zaskoczony. Ale nie musisz mi mówić, jeśli nie chcesz.""

To zdanie wyraża sugestię, że ktoś może mieć jakąś niespodziewaną informację lub doświadczenie, ale jednocześnie daje tej osobie swobodę w decydowaniu, czy chce się tym podzielić."|Byłbyś zaskoczony. Ale nie musisz mi mówić, jeśli nie chcesz.|"""Byłbyś zaskoczony. Ale nie musisz mi mówić, jeśli nie chcesz."""|Byłbyś zaskoczony. Ale nie musisz mi mówić, jeśli nie chcesz.|"Oto tłumaczenie podanego zdania na język polski:

""Byłbyś zaskoczony. Ale nie musisz mi mówić, jeśli nie chcesz.""

To zdanie wyraża pewną informację lub reakcję, która może być dla odbiorcy niespodziewana, ale jednocześnie daje mu swobodę w decydowaniu, czy chce się nią podzielić."|Byłbyś zaskoczony. Ale nie musisz mi mówić, jeśli nie chcesz.
Sven must be banished before the jarl learns of this.|Trzeba wygnać Svena, zanim jarl się dowie.|"""Sven musi zostać wygnany, zanim jarl się o tym dowie."""|"""Svena trzeba wygnać, zanim jarl dowie się o tym.""

To tłumaczenie uwzględnia kontekst zdania i jego znaczenie w języku polskim. Zdanie to sugeruje pilną potrzebę podjęcia działania (wygnać Svena) przed pojawieniem się pewnego niekorzystnego skutku (jarl dowiaduje się o czymś)."|Svena należy wygnać, zanim jarl dowie się o tym.|"""Sven musi zostać wygnany, zanim jarl się o tym dowie."""|Svena należy wygnać, zanim jarl się o tym dowie.|"Przetłumaczone zdanie na język polski:

""Sven musi zostać wygnany, zanim jarl dowie się o tym.""

Wyjaśnienie krok po kroku:
1. ""Sven must be banished"" - Sven musi zostać wygnany
2. ""before"" - przed
3. ""the jarl learns of this"" - jarl dowiedzie się o tym

Połączenie tych części daje nam pełne zdanie w języku polskim."|Svena należy wygnać, zanim jarl dowie się o tym.
Now we walk only as far as the tree the goddess planted. We place our offerings and make our pleas before it.|A teraz możemy przejść tylko do drzewa, które zasiała sama bogini. Tam składamy nasze dary i prośby.|"""Teraz chodzimy tylko tak daleko, jak drzewo, które zasadziła bogini. Składamy nasze ofiary i modlimy się przed nim."""|"""Teraz chodzimy tylko tak daleko, jak sięga drzewo zasadzone przez boginię. Składamy przed nim nasze ofiary i wyjawiamy nasze prośby."""|Teraz chodzimy tylko tak daleko, jak drzewo, które zasadziła bogini. Składamy nasze ofiary i wypowiadamy nasze prośby przed nim.|"""Teraz chodzimy tylko tak daleko, jak drzewo, które zasadziła bogini. Składamy nasze ofiary i zanosimy nasze prośby przed nim."""|Teraz chodzimy tylko tak daleko, jak do drzewa, które zasadziła bogini. Składamy nasze ofiary i zanosimy nasze prośby przed nim.|Teraz chodzimy tylko tak daleko, jak sięga drzewo zasadzone przez boginię. Składamy tam nasze ofiary i przedstawiamy nasze prośby.|Teraz chodzimy tylko tak daleko, jak sięga drzewo zasadzone przez boginię. Składamy przed nim nasze ofiary i wyrażamy nasze prośby.
So her becoming queen of all Skellige - it's changed nothing?|Czyli nic się nie zmieniło po tym, jak została królową całego Skellige?|"""Więc to, że została królową całego Skellige, nic nie zmieniło?"""|"Tłumaczenie na język polski: ""Więc to, że została królową całego Skelligu - nic nie zmieniło?"""|Więc jej zostanie królową całego Skellige - nic się nie zmieniło?|"""Więc zostanie królową całego Skellige - nic się nie zmieniło?"""|Więc jej zostanie królową całego Skellige - to nic nie zmieniło?|"Tłumaczenie zdania na język polski:

""Więc to, że została królową całego Skellige - nic nie zmieniło?"""|Więc jej zostanie królową całego Skellige - nic się nie zmieniło?
What do I do to complete the Path of Warriors? Remind me.|Przypomnij mi, co trzeba zrobić, żeby zakończyć próbę na szlaku wojowników?|"""Co muszę zrobić, aby ukończyć Ścieżkę Wojowników? Przypomnij mi.""

To zdanie zostało przetłumaczone dosłownie z języka angielskiego na polski. Zwróć uwagę, że w języku polskim często używamy cudzysłowów dla wyrażeń lub cytatów, podobnie jak w oryginalnym tekście angielskim."|"Tłumaczenie na język polski:

""Co muszę zrobić, aby ukończyć Ścieżkę Wojowników? Przypomnij mi.""

To zdanie jest tłumaczeniem dosłownym i oddaje znaczenie oryginalnego tekstu w języku angielskim."|Co muszę zrobić, aby ukończyć Ścieżkę Wojowników? Przypomnij mi.|"""Co muszę zrobić, aby ukończyć Ścieżkę Wojowników?"""|Co muszę zrobić, aby ukończyć Ścieżkę Wojowników? Przypomnij mi.|"Oto tłumaczenie tego zdania na język polski:

""Co muszę zrobić, aby ukończyć Ścieżkę Wojowników? Przypomnij mi.""

To zdanie zostało przetłumaczone dosłownie i zachowuje znaczenie oryginału. Warto zauważyć, że w języku polskim często używamy bardziej formalnego tonu niż w języku angielskim, dlatego ""przypomnij mi"" brzmi bardziej naturalnie niż bezpośrednie ""remind me""."|Co muszę zrobić, aby ukończyć Ścieżkę Wojowników? Przypomnij mi.
Fine… We'll do as you say. If the need arises, I can cast spells from up here.|Dobrze. Zrobimy, jak mówisz. Jakby co, będę cię wspierać zaklęciami z murów.|"""Dobrze... Zrobimy tak, jak mówisz. Jeśli zajdzie taka potrzeba, mogę rzucać zaklęcia stąd.""

To tłumaczenie oddaje sens oryginalnego zdania, zachowując jego strukturę i znaczenie w języku polskim."|"Tłumaczenie tego zdania na język polski brzmi:

""Dobrze... Zrobimy jak mówisz. Jeśli zajdzie potrzeba, mogę rzucać zaklęcia stąd.""

To tłumaczenie zachowuje sens oryginalnego zdania, uwzględniając kontekst magiczny i sugerując możliwość rzucania czarów z pewnej odległości lub pozycji."|Dobrze... Zrobimy tak, jak mówisz. Jeśli zajdzie potrzeba, mogę rzucać zaklęcia stąd.|"""Dobrze... Zrobimy jak mówisz. Jeśli zajdzie potrzeba, mogę rzucać zaklęcia stąd."""|Dobrze... Zrobimy jak mówisz. Jeśli zajdzie potrzeba, mogę rzucać zaklęcia stąd.|Dobrze... Zrobimy jak mówisz. Jeśli zajdzie taka potrzeba, mogę rzucać zaklęcia stąd.|Dobrze... Zrobimy jak mówisz. Jeśli zajdzie potrzeba, mogę rzucać zaklęcia stąd.
Just make sure you stay vigilant, listen to what I say.|Ważne, żebyś był czujny i słuchał moich poleceń.|"""Upewnij się tylko, że pozostaniesz czujny i będziesz słuchał tego, co mówię.""

To tłumaczenie zachowuje znaczenie oryginalnego zdania w języku angielskim, uwzględniając kontekst ostrzeżenia lub instrukcji skierowanej do kogoś."|"Tłumaczenie tego zdania na język polski brzmi:

""Po prostu upewnij się, że pozostaniesz czujny i słuchaj tego, co mówię.""

To zdanie wyraża ostrzeżenie lub radę, aby osoba była ostrożna i zwracała uwagę na to, co mówi rozmówca. Może być używane w różnych kontekstach, od codziennych rozmów po bardziej formalne sytuacje, gdzie ważne jest, aby ktoś był świadomy i reagował na informacje przekazywane przez inną osobę."|Tylko upewnij się, że pozostaniesz czujny, słuchaj tego, co mówię.|"""Upewnij się, że jesteś czujny, słuchaj tego, co mówię."""|Upewnij się, że pozostaniesz czujny i słuchasz tego, co mówię.|"Tłumaczenie tego zdania na język polski brzmi:

""Po prostu upewnij się, że pozostaniesz czujny i słuchaj tego, co mówię.""

To zdanie wyraża prośbę lub ostrzeżenie skierowane do kogoś, aby zachował ostrożność i uważnie słuchał instrukcji lub rad dawanych przez osobę wypowiadającą te słowa."|Upewnij się, że zachowujesz czujność, słuchaj, co mówię.
What do I look for? Did Aki have anything that'll help me recognize him? Something he was wearing that could survive all this time under water?|Aki miał przy sobie coś, po czym mógłbym go rozpoznać? Coś, co wytrzymałoby pod wodą tyle czasu?|"""Czego mam szukać? Czy Aki miał coś, co pomoże mi go rozpoznać? Coś, co mogło przetrwać tyle czasu pod wodą?"""|"Tłumaczenie tego fragmentu na język polski brzmi następująco:

""Czego szukam? Czy Aki miał coś, co pomoże mi go rozpoznać? Coś, co mógł mieć na sobie i co przetrwałoby tak długi czas pod wodą?""

To zdanie wyraża myśli osoby poszukującej informacji o zaginionej osobie (Aki) i próbującej znaleźć jakiekolwiek ślady lub przedmioty, które mogłyby pomóc w identyfikacji. Wskazuje na trudności związane z upływem czasu i warunkami panującymi pod wodą, które mogły wpłynąć na stan potencjalnych dowodów."|Czego szukam? Czy Aki miał coś, co pomoże mi go rozpoznać? Coś, co mogło przetrwać tak długi czas pod wodą?|"""Czego mam szukać? Czy Aki miał coś, co pomoże mi go rozpoznać? Coś, co mogło przetrwać tak długi czas pod wodą?"""|Czego szukam? Czy Aki miał coś, co pomoże mi go rozpoznać? Coś, co miał na sobie i co mogło przetrwać tak długo pod wodą?|"Oto tłumaczenie podanego zdania na język polski:

""Czego szukam? Czy Aki miał coś, co pomoże mi go rozpoznać? Coś, co nosił i mogło przetrwać tak długo pod wodą?""

To zdanie wyraża zastanowienie się nad tym, jakie informacje lub przedmioty mogłyby pomóc w identyfikacji osoby znalezionej po długim czasie spędzonym pod wodą."|Czego szukam? Czy Aki miał coś, co pomoże mi go rozpoznać? Coś, co miał na sobie i co mogło przetrwać tak długo pod wodą?
So you don't actually know if it works, how it works?|Czyli właściwie nie wiadomo, czy ona działa?|"""Więc tak naprawdę nie wiesz, czy to działa i jak to działa?"""|"Tłumaczenie tego zdania na język polski brzmi:

""Więc tak naprawdę nie wiesz, czy to działa, jak to działa?""

To zdanie wyraża pytanie lub stwierdzenie, że ktoś nie jest pewny, czy coś działa i jak dokładnie działa. Może być użyte w różnych kontekstach, na przykład gdy ktoś pyta o funkcjonowanie nowej technologii, leku lub procesu."|Więc tak naprawdę nie wiesz, czy to działa, jak to działa?|"""Więc tak naprawdę nie wiesz, czy to działa, jak to działa?"""|Więc tak naprawdę nie wiesz, czy to działa i jak działa?|Więc tak naprawdę nie wiesz, czy to działa i jak to działa?|Więc tak naprawdę nie wiesz, czy to działa, jak to działa?
Leave that to me. Go, seek and find your Cirilla.|Ja z nim pogadam. A wy ruszajcie szukać Ciri.|"""Zostaw to mnie. Idź, szukaj i znajdź swoją Cirillę."""|"Tłumaczenie na język polski:

""Zostaw to mnie. Idź, szukaj i znajdź swoją Cirillę.""

To zdanie wydaje się być fragmentem dialogu lub narracji z kontekstu literackiego lub filmowego, prawdopodobnie nawiązującego do postaci Ciri (Ciriella) z sagi ""Wiedźmin"" Andrzeja Sapkowskiego lub jej adaptacji w grach komputerowych i serialu Netflixa."|Zostaw to mnie. Idź, szukaj i znajdź swoją Cirillę.|"""Zostaw to mnie. Idź, szukaj i znajdź swoją Cirillę."""|Zostaw to mnie. Idź, szukaj i znajdź swoją Cirillę.|"Oto tłumaczenie podanego zdania na język polski:

""Zostaw to mnie. Idź, szukaj i znajdź swoją Cirillę.""

To zdanie jest dosyć proste w tłumaczeniu i zachowuje swój oryginalny sens. Warto zauważyć, że imię ""Cirilla"" pozostaje niezmienione, ponieważ jest to nazwa własna pochodząca z fikcyjnego świata, w którym osadzona jest ta fraza."|Zostaw to mnie. Idź, szukaj i znajdź swoją Cirillę.
But could that truly be so important?|Ale żeby to było aż tak ważne...?|"""Ale czy to naprawdę może być tak ważne?""

To tłumaczenie z języka angielskiego na polski. Zwróć uwagę, że w języku polskim zdanie to brzmi nieco inaczej niż oryginalne angielskie wyrażenie, ale oddaje jego znaczenie i intencję."|"Tłumaczenie zdania ""But could that truly be so important?"" na język polski brzmi:

""Ale czy to naprawdę może być tak ważne?""

To tłumaczenie zachowuje sens oryginalnego pytania, wyrażając wątpliwość co do znaczenia lub istotności jakiejś sprawy."|Ale czy to rzeczywiście może być tak ważne?|"""Ale czy to mogłoby być tak ważne?"""|Ale czy to rzeczywiście mogłoby być tak ważne?|"Oto tłumaczenie podanego zdania na język polski:

""Ale czy to naprawdę może być tak ważne?""

To zdanie wyraża wątpliwość lub zastanowienie nad znaczeniem jakiejś sytuacji lub informacji. Może być użyte w różnych kontekstach, gdy ktoś chce zakwestionować lub sprawdzić, czy dana sprawa jest rzeczywiście istotna."|Ale czy to mogło być tak ważne?
Pass the mead and a tankard for the man!|Dawać wina i kielich!|"""Podaj miód i kufel dla tego człowieka!""

To zdanie w języku angielskim jest wezwaniem do podania napoju alkoholowego (miodu pitnego) oraz naczynia (tankarda lub kufla) dla jakiejś osoby. W kontekście historycznym, mogło to być używane w średniowiecznych karczmach lub podczas uczt, gdzie miód pitny był popularnym napojem alkoholowym."|"Tłumaczenie tego zdania na język polski brzmi:

""Podaj miód pitny i kufel dla tego człowieka!""

To tradycyjne wezwanie w języku angielskim, które można usłyszeć w kontekście historycznym lub fantasy, często używane w opisach scen biesiadnych czy w karczmach. Miód pitny to alkoholowy napój na bazie miodu, popularny w średniowiecznej Europie, a kufel to rodzaj dużej szklanki lub dzbana do picia piwa lub innego napoju."|Podaj miód pitny i kufel dla tego człowieka!|"""Podaj miód pitny i kufel dla mężczyzny!"""|Podaj miód pitny i kufel dla tego człowieka!|"Podaj miód pitny i kufel dla tego człowieka!

To zdanie w języku staroangielskim (staroangielski) jest często używane jako przykład w nauce języków germańskich. W kontekście historycznym, mogło być to wezwanie do podania napoju alkoholowego (miodu pitnego) oraz naczynia (kufelka) dla gościa lub uczestnika spotkania towarzyskiego w dawnych czasach."|Podaj miód pitny i kufel dla tego człowieka!
