en_text|pl_text|bielik_translation|mixtral-8x22B_translation|llama3.1_translation|google_translation
Don't you dare disembark before disposing of every last siren.|Tylko nie waż się wysiadać, póki nie powystrzelasz syren.|Nie ośmielaj się opuszczać statku, dopóki nie pozbędziesz się każdej syreny.| Nie śmiej spuszczać się na ląd, zanim nie rozprawisz się z każdą ostatnią syreną.|Nie śmiejesz się wysiąść zanim rozprawiłeś się z każdym ostatnim sireną.|Nie waż się wysiąść, dopóki nie pozbędziesz się wszystkich syren.
Not interested.|Nie jestem zainteresowany.|Niezainteresowany.| Nie zainteresowany.|Nie interesuje mnie to.|Nie jestem zainteresowany.
Is there another way?|Jest jakiś inny sposób?|Czy jest inny sposób?| Czy jest inny sposób?|Czy jest inny sposób?|Czy jest inny sposób?
Cow's blood… Might lead me to the lair.|Ślady krowiej krwi... Może poprowadzą mnie do leża.|Krowia krew… Może mnie doprowadzić do legowiska.| Krew krów… Może doprowadzi mnie do legowiska.|Krowia krew... To może mnie doprowadzić do kryjówki.|Krew krowy... Może zaprowadzić mnie do kryjówki.
Enough of the natterin'. Let's drink!|Dosyć tego gadania. Napijmy się!|Starczy gadania. Wypijmy!| 'Dosyć paplaniny. Napijmy się!' (dosłownie: Dosyć tchórzyć. Napijmy się!)|Dość gadania. Pijmy!|Dość gadania. Napijmy się!
She's always liked competin' with me.|Zawsze lubiła się ze mną ścigać.|Ona zawsze lubiła ze mną konkurować.||Zawsze ją pchało do rywalizacji ze mną.|Ona zawsze lubiła ze mną rywalizować.
A foreigner, too… I won't let this pass.|Żeby obcy mnie... Tej zniewagi nie odpuszczę.|Cudzoziemiec też... Nie przepuszczę tego.| Obcokrajowiec również... Nie pozwolę, aby to przeszło bez echa.|Obcy również... Nie pozwolę na to.|Również cudzoziemiec... Nie pozwolę temu przejść obojętnie.
Shall we start?|Zaczynamy?|Czy możemy zacząć?| Czy powinniśmy zacząć?|Czy zacząć?|Czy możemy zacząć?
Don't ye go talkin' 'bout the konung's widow like that!|Ty na wdowę po królu nic nie mów!|"""Nie mów tak o królowej wdowie!"""| Nie mów tak o wdowie po królu!|Nie będziecie mówić o wdowie po królu w ten sposób!|Nie gadaj w ten sposób o wdowie po królu!
Nilfgaardbarne. Children of Nilfgaard. 'Cause they're black, cowardly and bloodthirsty.|Nilfgaardbarne. Dzieci Nilfgaardu. Bo czarne, tchórzliwe i żądne krwi.|"""Nilfgaardbarne. Dzieci Nilfgaardu. Bo są czarne, tchórzliwe i krwiożercze."""|" ""Dzieci Nilfgaardu. Ponieważ są czarne, tchórzliwe i krwiożercze."""|'Dzieci Niemniarumu bo są czarne, tchórzliwe i krwiożercze'.|Nilfgaardbarne. Dzieci Nilfgaardu. Ponieważ są czarni, tchórzliwi i krwiożerczy.
I was three years old. I've shown a hundred times since then that I--|Miałem trzy lata. Pokazałem już sto razy, że...|Miałem trzy lata. Od tego czasu stokrotnie pokazałem, że ja--| Miałem trzy lata. Pokazywałem to setki razy od tej pory, że ja--|Miałem trzy lata. Od tego czasu udowodniłem setki razy, że ja –|Miałem trzy lata. Od tego czasu pokazałem setki razy, że ja...
So that's how long a man's gotta wait till someone shows up. C'mon, lads, get to work! Grab 'im!|Tyle to się człowiek musi naczekać, aż wreszcie ktoś się pojawi. No, chłopcy, do roboty! Brać go!|Więc tak długo musi czekać facet, zanim ktoś się pojawi. No dalej, chłopaki, do roboty! Zabierzcie go!| 'Tak długo musi człowiek czekać, aż ktoś pojawi się. Dobrze, chłopaki, zacznijcie pracować! Chwyćcie go!'|Tyle trzeba czekać, aż ktoś się zjawia. No dalej, chłopcy, do roboty! Chwyćcie go!.|Tak więc tyle czasu musi czekać facet, aż ktoś się pojawi. No, chłopaki, do roboty! Złapcie go!
Farewell.|Bywaj.|Dobranoc.| Żegnaj.|Żegnaj.|Pożegnanie.
Been to the ruins. Your son's band - a fiend attacked them. They're all dead. Sorry.|Byłem już tam. Na kompanię twojego syna napadł bies... Z tego, co widziałem, nikt nie przeżył. Przykro mi.|Byłem w ruinach. Twoja synowa - czarny pies zaatakował ich. Wszyscy są martwi. Przepraszam.| Byłem w ruinach. Zespół twego syna - zostali zaatakowani przez demona. Wszyscy nie żyją. Przepraszam.|Byłem w ruinach. Zespół Twojego syna został zaatakowany przez potwora. Wszyscy nie żyją. Przepraszam.|Byłem w ruinach. Banda twojego syna - zaatakował ich jakiś diabeł. Wszyscy nie żyją. Przepraszam.
Every lass would want a man like Udalryk… Devoted to the gods, brave…|Każda by chciała takiego męża jak Udalryk... Oddany bogom, odważny...|Każda dziewczyna chciałaby mieć mężczyznę takiego jak Udalryk... Oddanego bogom, odważnego...| Każda kobieta chciałaby mieć mężczyznę jak Udalryk... Oddany bogom, odważny...|Każda dziewczyna życzyłaby sobie mężczyznę jak Udalryka... oddanego bogom, odważnego…|Każda dziewczyna chciałaby mieć takiego mężczyznę jak Udalryk… Oddany bogom, odważny…
I'm the one to ask! Me or Axel an Tordarroch. He's over there. What can a bloke from Ard Skellig know about Undvik?|Mnie się pytaj! Mnie albo Axela an Tordarroch. Tam siedzi. Co ktoś z Ard Skellig może wiedzieć o Undvik...|Jestem osobą, którą należy zapytać! Mnie lub Axela an Tordarroch. Jest tam. Co może wiedzieć gość z Ard Skellig o Undvik?| Ja jestem do zapytań tu! Ja albo Axel z Tordarroch. On jest tam. Co może wiedzieć face z Ard Skellig o Undviku?|Jasne - pytaj mnie o rady! Mnie lub Axela z Tordarroku. On tam stoi. Czegoś może nauczyć się od kogoś z Ard Skellig w stosunku do Undviku?|Ja jestem tym, który pyta! Ja czy Axel i Tordarroch. On jest tam. Co facet z Ard Skellig może wiedzieć o Undvik?
Aye.|Dobrze.|Tak.| Hej, słuchaj tutaj.|Tak.|Szansa.
I've seen him looking at you.|Widziałam, jak na ciebie patrzył.|Widziałem, jak na ciebie patrzył.| Ja widziałam jak w niego patrzył.|Widziałem jak on cię obserwował.|Widziałem, jak na ciebie patrzył.
He's dead. And I wager it was you who silenced him.|Nie żyje. I założę się, że to ty go uciszyłaś.|Nie żyje. I założę się, że to ty go uciszyłeś.| On nieżywy. A gorąco postawiłbyś, że to ty umilknąłeś go.|On nie żyje. I sądzę, że to ty go uciszyłeś.|On nie żyje. I obstawiam, że to ty go uciszyłeś.
Nay. It was me decided to leave. Time's come to settle some scores. And you're gonna help me.|Nie. To ja postanowiłem wyjść. Nadszedł czas wyrównać rachunki. A ty mi w tym pomożesz.|Nie. To ja zdecydowałem się odejść. Nadszedł czas, by wyrównać rachunki. I pomożesz mi w tym ty.| Nie. To ja postanowiłem odejść. Poproszę mnie o uregulowanie kilku rachunków. I wy będziecie mi towarzyszyć.|Nie. To ja zdecydowałem o odejściu. Nadszedł czas rozliczyć pewne rachunki. I ty będziesz mi w tym pomagać.|Nie. To ja zdecydowałem, że odejdę. Nadszedł czas, aby wyrównać rachunki. A ty mi pomożesz.
You have to tell me what's going on.|Musisz mi wyjaśnić, co tu się dzieje.|Musisz mi powiedzieć, co się dzieje.| Musisz mi powiedzieć, co się dzieje.|Musisz mi powiedzieć, co się właściwie dzieje.|Musisz mi powiedzieć, co się dzieje.
If brawlin's in your nature and ye care to continue, there's Einar still to fight.|Gdybyś chciał dalej stawać do walki na pięści, to możesz walczyć z Einarem.|Jeśli bijatyki są w twojej naturze i chcesz kontynuować, pozostał jeszcze Einar do pokonania.| Jeśli przebijanie się przez swoją naturę i chciałbyś kontynuować, nadal możesz zmierzyć się z Einarem.|Jeśli bijatyka jest twoją naturą i chcesz kontynuować, istnieje jeszcze Einar do walki.|Jeśli bójki leżą w twojej naturze i chcesz to kontynuować, jest jeszcze Einar, z którym musisz walczyć.
Now, I cannot say I'm not tempted to, hm, intervene, but… I believe I'll let it lie this time.|Nie mówię, że nie korci mnie, żeby hm, zainterweniować, ale... tym razem chyba dam spokój.|Teraz nie mogę powiedzieć, że nie jestem skuszony, hm, wtrącić się, ale... sądzę, że tym razem zostawię to tak.| Teraz po prostu nie mogę powiedzieć, że nie jestem zachęcany do, hm, interwencji, ale... wierzę, że pozwolę na to tym razem.|Teraz, nie mogę powiedzieć, że nie kuszę mnie, hmm... interweniowanie, ale... Myślę, że tym razem pozwolę sprawie się toczyć sama.|Cóż, nie mogę powiedzieć, że nie mam ochoty, hm, interweniować, ale… myślę, że tym razem odpuszczę sobie tę decyzję.
True. Least this time she's got a valid reason for it.|Fakt, ale teraz ma przynajmniej uzasadniony powód.|Tak. Tym razem przynajmniej ma ważny powód.| Prawda. Przynajmniej tym razem ma dobre wyjaśnienie na to.|Prawda. Przynajmniej tym razem ma dobrą wymówkę.|To prawda. Przynajmniej tym razem ma ku temu ważny powód.
Long story. Got something to take care of here.|To długa opowieść. Mam tu coś do zrobienia.|Długa historia. Mam coś do załatwienia tutaj.| Długopis. Mam tu coś do załatwienia.|To długa historia. Muszę coś załatwić tu.|Długa historia. Mam tu coś do załatwienia.
Got anythin' for an itch? 'Cause I've had love aplenty of late, and now I've this horrible rash…|A na swędzenie coś masz? Bo ostatnio od tej miłości wszystko mnie świerzbi...|Masz coś na swędzenie? Bo ostatnio miałem aż za dużo miłości, i teraz mam tę okropną wysypkę…| *'Czy masz coś na swędzenie? 'Bo ostatnio miałem mnóstwo miłości, a teraz mam to okropne wysypanie'*|Czy masz coś przeciw swędzeniu? Bo ostatnio miłości miałem mnóstwo , a teraz mam straszną wysypkę…|Masz coś na swędzenie? Bo ostatnio miałam mnóstwo miłości, a teraz mam tę okropną wysypkę...
Come again, eh?! Great things're bound to happen 'ere. Mark my words!|Zajrzyj do nas jeszcze! Będą się tu dziać wielkie rzeczy, wspomnisz moje słowa!|Powtórz, co? Ale numer! Wielkie rzeczy się tu wydarzą. Zapamiętaj moje słowa!| 'Jeszcze razowi się nie uciekaj, ez?! Wspaniałe rzeczy mogą się stąd wydarzyć. Zapamiętaj moje słowa!'|"""Przyjdź znów, eh?! Wspaniałe rzeczy muszą tu się wydarzyć. Zapisz moje słowa!"""|Przyjdź znowu, co?! Wielkie rzeczy muszą się tu wydarzyć. Zapamiętaj moje słowa!
Hold up, traveler! Wait!|Ejże! Zaczekajcie!|Stójcie, podróżniku! Poczekajcie!| Zaczekaj, przybyszu! Czekaj!|Zaczekaj, podróżniku! Zaczekaj!|Poczekaj, podróżniku! Zaczekaj!
That's it!|To on!|Dobra robota!| To wszystko!|To już wszystko!|To wszystko!
Callin' me a coward?!|Nazywasz mnie tchórzem?|Nazywając mnie tchórzem?!| Nazywanie mnie tchórzem?!|Nazywasz mnie tchórzem?!|Nazywasz mnie tchórzem?!
Hadn't returned when I left Ard Skellig.|Kiedy wypływałem z Ard Skellig, jeszcze jej nie było.|Nie wrócił, gdy opuszczałem Ard Skellig.| Nie wrócił, gdy opuszczałem Ard Skellig.|Nie wrócił, gdy odejdę z Ard Skellig.|Nie wróciłem, kiedy opuszczałem Ard Skellig.
Where'd the bears come from? We were all laughin', eatin', drinkin'…|Skąd się wzięły te niedźwiedzie? Ludzie się śmiali, jedli, pili...|Skąd wzięły się niedźwiedzie? Śmialiśmy się, jedliśmy, piliśmy...| Skąd się tam nagle wzięli niedźwiedzie? Wszyscy się śmialiśmy, jadliśmy, piłośmy...|Od gdzie się wzięły te niedźwiedzie? Wszyscyśmy śmiechali się, jedli, pili...|Skąd się wzięły niedźwiedzie? Wszyscy się śmialiśmy, jedliśmy, piliśmy...
We turned in unison as if a coxswain had called! They were there. They were already there! Folks closest to the bears didn't even manage to draw their weapons. They… they were ripped to shreds.|Obróciliśmy się jak na komendę sternika... A one już tam były... Ci, co siedzieli najbliżej, nie zdążyli nawet mieczy wyciągnąć. Rozerwały ich na kawałki w mgnieniu oka.|Odwróciliśmy się jednocześnie, jakby sternik krzyknął! Były tam. Już tam były! Ludzie najbliżej niedźwiedzi nawet nie zdążyli dobyć broni. Oni... zostali rozerwani na strzępy.| Zareagowaliśmy jednocześnie, jakby mielibyśmy kapitana! Były tam. Były już tam! Ludzie najbliżej niedźwiedzi nawet nie zdążyli wyciągnąć broni. Zostali… Zostali rozszarpani.|Odwróciliśmy się jak na komendę bosmana! One były tu już. One były tutaj! Ludzie najbliżej niedźwiedzi nie zdołali nawet wysunąć broni. Oni….. oni byli rozerwani na strzępy.|Odwróciliśmy się unisono, jakby sternik zawołał! Byli tam. Już tam byli! Ludzie najbliżej niedźwiedzi nie zdążyli nawet wyciągnąć broni. Oni… zostali rozerwani na strzępy.
As we all do. Me, for instance, I'm lookin' for me sister.|Jak każdy. Ja, dla przykładu, szukam siostry.|Tak jak wszyscy. Na przykład, ja szukam mojej siostry.| Również my wszyscy. Ja na przykład, szukam mojej siostry.|Jak wszyscy robimy. Ja, na przykład, szukam mojej siostry.|Jak my wszyscy. Ja na przykład szukam mojej siostry.
Reward's too small.|Nagroda jest za mała.|Nagroda za mała.| Nagroda jest zbyt mała.|Nagroda jest za mała.|Nagroda jest za mała.
You Odhen?|To ty jesteś Odhen?|Ty Odhen?| Wg sztywnej reguły nie dodawania wyjaśnień, przetłumaczyłem jedynie treść: 'Masz nick Odhen?'|Ty Odhen?|Ty Odhen?
So long, witcher. And thanks again.|Bywaj, wiedźminie. I dzięki raz jeszcze.|Żegnaj, wiedźminie. I dziękuję jeszcze raz.| Żegnaj, wiedźminie. I jeszcze raz dziękuję.|Żegnaj, wiedźminie. I jeszcze raz dzięki.|Żegnaj, wiedźminie. I jeszcze raz dziękuję.
Just thinking about the consequences.|Po prostu myślę o konsekwencjach.|"Tylko tłumaczenie:

Po prostu zastanawiając się nad konsekwencjami."| 'Po prostu myślę o konsekwencjach.'|Tylko myślę o konsekwencjach.|Myślę tylko o konsekwencjach.
So have you?|I modlisz się?|Więc masz?| A więc ty także?|A ty?|A ty też?
On my mark…!|Na mój znak...!|Na moją komendę...!| 'Na mój znak…!'|Za moim znakiem...!|Na mój znak…!
Fine, give them here.|Dobra, dawaj.|Dobrze, daj ich tutaj.| W porządku, oddaj je mi.|W porządku, daj je tutaj.|Dobrze, daj je tutaj.
They're off! Faster, faster!|Jadą! Szybciej, szybciej!|Uciekają! Szybciej, szybciej!| 'Ruszają! Szybciej, szybciej!'|Ruszyli. Szybciej, szybciej.|Ruszają! Szybciej, szybciej!
Can't really help you with the second and the third…|Jeśli chodzi o punkt drugi i trzeci, obawiam się, że nie będę mógł ci pomóc.|Nie mogę ci zbytnio pomóc w przypadku drugiego i trzeciego...| Nie mogę naprawdę pomóc Ci w drugim i trzecim…|Nie mogę naprawdę Ci pomóc w drugiej i trzeciej kwestii…|Nie mogę ci pomóc w kwestii drugiej i trzeciej…
The victor today will be champion!|Ten, kto dzisiaj zwycięży, zostanie mistrzem!|Zwycięzca dzisiaj będzie mistrzem!| Zwycięzca dzisiaj będzie mistrzem!|Zwycięzca dziś będzie mistrzem!|Zwycięzca dnia dzisiejszego zostanie mistrzem!
I heard Gray Ynge augured your son's future?|Słyszałem, że Siwa Ynge zobaczyła w znakach, co czeka twojego syna?|Słyszałem, że Gray Ynge przepowiedział przyszłość twojego syna?| Słyszałem, że Gray Ynge przepowiedział przyszłość Twojego syna?|''Słyszałem, że Gray Ynge zwiastował przyszłość twego syna?|Słyszałem, że Gray Ynge przepowiedział przyszłość twojego syna?
It's not one of the elders.|To nikt ze starszyzny.|To nie jest jeden ze starszych.| To nie jest jeden z starszych.|To nie jest jeden ze starszych.|To nie jest żaden ze starszych.
The skulls – where'd they come from?|Kim byli ci ludzie?|Czaszki – skąd się wzięły?| Skąd wzięły się te czaszki?|Czaszki - skąd one się wzięły?|Skąd się wzięły czaszki?
Thank you! You'll find me in the port district. My name's Johann Bohner.|Dziękuję! Znajdziesz mnie w dzielnicy portowej. Nazywam się Johann Boner.|Dziękuję! Znajdziesz mnie w dzielnicy portowej. Nazywam się Johann Bohner.| Dziękuję! Możesz mnie znaleźć w dzielnicy portowej. Nazywam się Johann Bohner.|Dziękuję! Znajdziesz mnie w dzielnicy portowej. Nazywam się Johann Bohner.|Dziękuję! Znajdziesz mnie w dzielnicy portowej. Nazywam się Johann Bohner.
I present to you Geralt of Rivia. Geralt… This is Udalryk, jarl of the Brokvar clan, from Spikeroog, and his advisor, Hjort.|Przedstawiam wam Geralta z Rivii. Geralt... To Udalryk, jarl klanu Brokvar ze Spikeroog i jego doradca Hjort.|"""Przedstawiam wam Geralta z Rivii. Geralt... To jest Udalryk, jarl klanu Brokvar, ze Spikeroog, i jego doradca, Hjort."""| Przedstawiam Ci Geralta z Rivii. Geralcie… Oto Udalryk, jarl klanu Brokvar z Spikeroog, oraz doradca Hjort.|Przedstawiam wam Geralta z Rivii. Geralt... Oto Udalryk, jarl klanu Brokvarów ze Spikeroogiem oraz jego doradca - Hjort.|Przedstawiam wam Geralta z Rivii. Geralt… To jest Udalryk, jarl klanu Brokvar, ze Spikeroog, i jego doradca, Hjort.
You clearly know who I am… I don't even know your name.|Ty najwyraźniej mnie znasz, ale ja nie wiem nawet, jak się nazywasz.|Wyraźnie wiesz, kim jestem... Nawet nie znam twojego imienia.| Widzisz dokładnie, kim jestem... Nawet nie znam Twojego imienia.|'Naturalnie wiesz kim jestem... Nawet nie znam Twojego imienia.'|Wiesz, kim jestem… Nawet nie wiem, jak masz na imię.
I need bait.|Potrzebuję przynęty.|Potrzebuję przynęty.| Potrzebuję przynęty.|Potrzebuję przynętę.|Potrzebuję przynęty.
Who's behind this massacre - any ideas?|Kto może stać za tą rzezią?|Kto stoi za tym masowym mordem - jakieś pomysły?| Kto stoi za tą masakrą - ktoś ma jakieś pomysły?|'Kto stoi za tym morderstwem masowym – macie jakieś pomysły?'|Kto stoi za tą masakrą? Macie jakieś pomysły?
Yet he's dead. Went out to hunt that devilry prowlin' the highroad…|A jednak. Poszedł polować na to diabelstwo, co na gościńcu grasuje...|Jednak jest martwy. Wyszedł tropić to diabelstwo wałęsające się po drodze...| I tak dobrze jeszcze żył. Wybrał się na polowanie, by uśmiercić to mroczne stworzenie, które żyło na wielkiej drodze.|Jednak nie żyje. Wyszedł na polowanie na diabelskie stwory podszywające się pod drogę...|A jednak nie żyje. Wyszedł, by upolować to diabelstwo krążące po drogach...
Dead, aye! And it's your doing!|Zginął przez ciebie!|"""Martwy? Tak! I to twoje dzieło!"""| 'Martwy, aż tak! A wszystko przez ciebie!'|Martwy, tak! I to dzięki twoim działaniom.|Martwy, tak! I to twoja sprawka!
You're a good man, Geralt!|Geralt, jesteś swój chłop!|"""Jesteś dobrym człowiekiem, Geralcie!"""| Jesteś dobrym człowiekiem, Geralcie!|Jesteś dobrym człowiekiem, Geralcie!|Jesteś dobrym człowiekiem, Geralt!
If she'd succeeded, Svanrige would've been left the only claimant to Skellige's throne.|Gdyby jej się udało, Svanrige byłby jedynym kandydatem na władcę Skellige.|Gdyby jej się powiodło, Svanrige pozostałaby jedyną pretendentką do tronu Skelligów.| Jeśli ona udałaby się, Svannige pozostałby jedynym pretendentem do tronu Skellige.|Gdyby mu się powiodło, jedynym pretendentem do tronu Skellige byłby Svanrige.|Gdyby jej się to udało, Svanrige zostałby jedynym pretendentem do tronu Skellige.
A foreigner in the Heroes' Pursuits… Don't know that I like that.|Obcy w Wyścigach Śmiałków... Nie wiem, czy mi się to podoba.|Cudzoziemiec w Przedsięwzięciach Bohaterów... Nie wiem, czy to lubię.| 'Cudzoziemiec w Pościgach Bohaterów... Nie wiem, czy to mi się podoba.'|Obcy w Pościgu Bohaterów... Nie wiem czy mi się to podoba.|Cudzoziemiec w Pościgach Bohaterów… Nie wiem, czy mi się to podoba.
So, witcher? Will you help Egill?|No to jak, wiedźminie... Pomożesz Egilowi?|No więc, wiedźminie? Czy pomożesz Egillowi?| Tak więc, wiedźminie? Pomozesz Egillowi?|Czyżby wiedźmin? Chcesz pomóc Egillowi?|Więc, wiedźminie? Pomożesz Egillowi?
They'll say it ain't so, but a hundred years back their jarl walked them off the battlefield just 'cause the enemy showed in greater numbers.|Będą ci mówić, że to nieprawda, ale sto lat temu ich jarl zrezygnował z bitwy tylko dlatego, że siły wroga były przeważające.|Powiedzą ci, że tak nie jest, ale zaledwie sto lat temu ich jarl przepędził ich z pola bitwy, ponieważ nieprzyjaciel pojawił się w większej liczbie. Nie dodałem żadnych dodatkowych wyjaśnień; to jest czyste tłumaczenie na język polski bez komentarzy czy interpretacji.| Napiszę jedynie polski przekład, bez dodatkowych wyjaśnień: 'Będą mówić, że to nieprawda, ale setki lat temu ich wódz wycofał ich z pola bitwy tylko dlatego, że przeciwnik przybył w większej liczbie.'|Będą twierdzić, że to nieprawda, ale sto lat temu ich jarl wyprowadził ich z поля bitwy, tylko dlatego, że wróg pojawił się w większej liczbie.|Powiedzą, że to nieprawda, ale sto lat temu ich jarl wyrzucił ich z pola bitwy tylko dlatego, że wróg pojawił się w większej liczbie.
I don't wanna guess anymore.|Nie chcę zgadywać.|Nie chcę już zgadywać.| Nie chcę już więcej zgadywać.|Nie chcę więcej zgadywać.|Nie chcę już zgadywać.
Wasn't pleased. Especially since Cerys didn't mention it to him beforehand.|Nie był zachwycony. Zwłaszcza że Cerys nic mu wcześniej nie powiedziała.|Nie był zadowolony, zwłaszcza że Cerys nie wspomniała mu o tym wcześniej.| Nie był zadowolony. Szczególnie, że Cerys nie wspomniał to mu wcześniej.|Nie był zadowolony. Szczególnie, że Cerys wcześniej mu o tym nie powiedziała.|Nie był zadowolony. Zwłaszcza, że Cerys nie wspomniała mu o tym wcześniej.
What? Fear got you puckered?|Co? Strach cię obleciał?|Co? Strach zmarszczył ci czoło?| Bojaźń cię zwyrodniała?|Czego? Strach zmarszczył ci buzia?|Co? Strach cię zmarszczył?
Berserkers?|Berserkowie?|"""berserkerzy?"""| 'Berserkerzy?'|'Niepowstrzymani wojownicy'|Berserkerzy?
I think they know he'll make a good warrior. As he'd 'ave made a good king.|Myślę, że z niego będzie dobry wojownik. I byłby dobry król.|Myślę, że wiedzą, że zrobi z niego dobrego wojownika. Tak jak zrobiłby z niego dobrego króla.|" Myślę, że wiedzą, że będzie dobrym wojownikiem. Jako że byłby też dobrym królem - ocenili oni.

End of translation."|Myślę, że wiedzą, że będzie dobrym wojownikiem, tak jak byłby dobrym królem.|Myślę, że wiedzą, że będzie dobrym wojownikiem. Tak jak byłby dobrym królem.
May my sword drip red with the blood of Nilfgaard.|Żeby mój miecz był czerwony od krwi Czarnych.|Niech mój miecz ocieka czerwienią krwi Nilfgaardu.| 'Niech mój miecz przesiąka się na czerwono krwią Nilfgaardu.'|Niech mój miecz skapie czerwonym kolorze krwi Nilfgardu.|Niech mój miecz ocieka krwią Nilfgaardu.
D'you hear?! Fear will not rule my village! There will be no more killings! Go to your homes!|Słyszycie?! W mojej wsi nie będzie już rządów strachu! Nie będzie już zabójstw! Idźcie do domów!|Słyszysz?! Strach nie będzie rządzić moją wioską! Nie będzie już więcej zabijania! Idźcie do swoich domów!| Słyszysz?! Strach nie będzie panować w mojej wsi! Nie będzie dalej zabijania! Idźcie do swoich domów!|Czy słyszycie?! Strach nie będzie rządzić moją wioską! Nie będzie już więcej zabójstw! Idźcie do swoich domów!|Słyszysz?! Strach nie będzie rządził moją wioską! Nie będzie więcej zabójstw! Idźcie do domów!
One repelled the other with powerful magic, then fled through a portal.|Jeden odepchnął drugiego wiązką potężnej magii, po czym uciekł przez portal.|Odrzuciły się nawzajem potężną magią, a następnie uciekły przez portal.| Jeden odparł drugiego przy wykorzystaniu potężnej magii, a następnie uciekł przez portal.|Jeden odciągnął drugiego potężną magią, po czym uciekł przez portal.|Jeden odparł atak drugiego potężną magią, po czym uciekł przez portal.
Then suddenly - a massacre. Torrents of blood on the walls.|I nagle zaczęła się rzeź. Krew aż bryzgała na ściany.|Wtedy nagle - masakra. Strugi krwi na ścianach.| Wtedy nagle - masakra. Strumienie krwi na ścianach.|A potem nagle - masakra. Porywy krwi na ścianach.|A potem nagle - masakra. Potoki krwi na ścianach.
Take it you're gonna fight the giant whether I help you or not.|Jak rozumiem, masz zamiar zmierzyć się z gigantem niezależnie od tego, czy ci pomogę, czy nie.|Weź to, będziesz walczyć z gigantem, czy ci pomogę, czy nie.| Podobno ty zamierzasz walczyć z gigantem, bez względu na to, czy pomogę ci, czy nie.|Weź to tak - będziesz walczyć z tym gigantem, czy pomogę ci czy nie.|Przyjmij to, będziesz walczył z olbrzymem, niezależnie od tego, czy ci pomogę, czy nie.
You invited me to your lands, Lugos. Said I'd find work here..|Zaprosiłeś mnie na swoje ziemie. Powiedziałeś, że znajdę tu robotę.|Zaprosiłeś mnie do swoich ziem, Lugos. Powiedziałem, że tu znajdę pracę.| 'Zaprosiłeś mnie na swoje ziemie, Lugosie. Powiedziałeś że znajdę tu pracę...'|Zaprosiłeś mnie do swoich ziem, Lugos. Powiedziałeś, że znajdę tu pracę...|Zaprosiłeś mnie do swoich ziem, Lugosie. Powiedziałeś, że znajdę tu pracę.
Said I, Soren the Elder, fought as much as the rest. Only survived 'cause the blow missed me organs.|Mówię, że ja, Stary Soren, walczyłem jak inni. Przeżyłem tylko dlatego, że płytko mnie cięli.|Powiedziałem ja, Soeren Starszy, walczyłem tak samo jak reszta. Tylko przeżyłem dlatego, że cios minął moje organy.| Powiedziałem, Soren Stary, walczyłem tak samo jak reszta. Przeżyłem tylko dlatego, że cios minął moje organy.|Rzekłem ja, Soren Starszy, walczyłem tak jak inni. Przeżyłem tylko dlatego, że uderzenie ominęło moje organy wewnętrzne.|Powiedziałem, że ja, Soren Starszy, walczyłem tak samo jak reszta. Przeżyłem tylko dlatego, że cios ominął moje organy.
Fine… That will do. Thank you both very much.|Dobrze... Niech będzie. Bardzo wam dziękuję.|Dobrze... To wystarczy. Dziękuję bardzo obu paniom.| W porządku... Oto już. Dziękuję wam obojgu bardzo.|W porządku... To wystarczy. Dziękuję wam obydwojgu bardzo.|Dobrze… To wystarczy. Dziękuję wam obojgu bardzo.
So don't go in there.|To nie chodźcie na arenę.|Więc tam nie wchodź.| Więc nie wchodź tam więc.|Zaraz więc tam nie wchodź.|Więc nie wchodź tam.
They're dead.|Nie żyją.|Oni są martwi.| Są martwi.|Oni są martwi.|Oni nie żyją.
This Morkvarg… half-man, half-wolf?|Ten Morkvarg... To pół człowiek, pół wilk?|Ten Morkvarg... pół-człowiek, pół-wilk?| Ten Morkvarg... połowa człowieka, połowa wilka?|Ten Morkvarg… pół człowiek, pół wilk?|Ten Morkvarg… pół człowiek, pół wilk?
Ye blind? Plain to see it's a witcher.|Ślepy jesteś? Od razu widać, że wiedźmin.|Czy jesteś ślepy? Widać, że to wiedźmin.| Ślepy? Jasny jest fakt, że jest to wiedźmin.|Czyś ślepy? Jest oczywiste, że to wiedźmin.|Jesteś ślepy? Od razu widać, że to wiedźmin.
Think you could fool me a second time? I'm gonna let the jarl decide what to do with you.|Myślisz, że dam się nabrać drugi raz? Jarl zdecyduje, co z tobą zrobić.|Myślisz, że moglibyście mnie oszukać po raz drugi? Pozwolę jarlowi zdecydować, co z wami zrobić.| Myślisz, że jeszcze raz mnie oszukałbyś? Pozwolę jarlowi zdecydować, co z tobą zrobić.|Myślisz, że dasz radę mnie oszukać po raz drugi? Pozwolę jarlowi zdecydować co robić z tobą.|Myślisz, że możesz mnie oszukać po raz drugi? Pozwolę jarlowi zdecydować, co z tobą zrobić.
Fine, give 'em here.|Dobra, dawaj.|Dobrze, daj je tutaj.| Dzień dobry, przekazali byś je.|W porządku, dawaj tu.|Dobra, daj je tutaj.
Care for a game of cards?|Zagramy w karty?|Masz ochotę na partyjkę kart?| Chciałbym cię zaprosić do gry w karty?|Chciałbyś zagrać w karty?|Masz ochotę na grę w karty?
