en_text|pl_text|google_translation|bielik_translation_0.0|mixtral-8x22B_translation_0.0|llama3.1_translation_0.0|bielik_translation_0.1|mixtral-8x22B_translation_0.1|llama3.1_translation_0.1|bielik_translation_0.2|mixtral-8x22B_translation_0.2|llama3.1_translation_0.2|bielik_translation_0.3|mixtral-8x22B_translation_0.3|llama3.1_translation_0.3|bielik_translation_0.4|mixtral-8x22B_translation_0.4|llama3.1_translation_0.4|bielik_translation_0.5|mixtral-8x22B_translation_0.5|llama3.1_translation_0.5|bielik_translation_0.6|mixtral-8x22B_translation_0.6|llama3.1_translation_0.6|bielik_translation_0.7|mixtral-8x22B_translation_0.7|llama3.1_translation_0.7|bielik_translation_0.8|mixtral-8x22B_translation_0.8|llama3.1_translation_0.8|bielik_translation_0.9|mixtral-8x22B_translation_0.9|llama3.1_translation_0.9|bielik_translation_1.0|mixtral-8x22B_translation_1.0|llama3.1_translation_1.0
Mhm. Guess I gotta investigate…|Mhm. A więc śledztwo...|Mhm. Chyba muszę to zbadać…|Mhm. Chyba muszę zbadać...| Mhm. Zakładam, że muszę to zbadać...|Mhm. Wygląda na to, że muszę to zbadać...|Mhm. Chyba muszę zbadać...| Mhm. Zakładam, że muszę to zbadać…|Mhm. Wygląda na to, że muszę to zbadać…|Mhm. Chyba muszę zbadać...| Mhm. Zakładam, że muszę to zbadać…|Mhm. Wygląda na to, że muszę to zbadać…|Hmm. Chyba muszę zbadać...| Mhm. Zakładam, że muszę to zbadać...|Mhmm. Wygląda na to, że muszę to zbadać...|Mhm. Chyba muszę zbadać...| Mhm. Muszę prawdopodobnie zbadać…|Hm. Wygląda na to, że muszę to sprawdzić...|Mhm. Chyba muszę zbadać...| Mhm. Zakładam, że muszę to zbadać…|'Mhmm. Wygląda na to, że muszę to zbadać...'|Mhm. Chyba muszę zbadać...| Mhm. Prawdopodobnie muszę zbadać...|Mhm. Chyba muszę to zbadać...|Mhm. Chyba muszę zbadać...| Mhm. Zdaje się, że muszę to zbadać…|'Mhm. Wygląda na to, że muszę to zbadać...'|Mhm. Chyba muszę się przyjrzeć...| Mhm. Prawdopodobnie muszę to zbadać...|Hm. Wygląda na to, że muszę to zbadać...|Hmm. Chyba muszę zainwestygować...| Hm. Muszę więc to zbadać…|'Hmm. Wygląda na to, że muszę to zbadać...'|Hmm. Chyba muszę zbadać...||'Mhm. Wygląda na to, że muszę zbadać sprawę...'
Elemental Empires - by Gianbattista.|„Mocarstwa żywiołów”, Gianbattista.|Imperia Żywiołów - autorstwa Gianbattisty.|"""Empire Elementów - przez Gianbattistę.""

(Uwaga: Tekst oryginalny zawierał błąd gramatyczny w nazwie gry. Poprawiłem go, aby zachować spójność z resztą zdania.)"|" ""Elementalne Imperia - przez Gianbattistę."""|Cesarstwa Pierwiastków – autorstwa Gianbattisty.|"""Empire Elementów - przez Gianbattistę.""

(Uwaga: Tekst oryginalny zawierał błąd gramatyczny w nazwie gry. Poprawiłem go, aby zachować spójność z resztą zdania.)"|" ""Elementalne Imperia - przez Gianbattistę."""|Cesarstwa Pierwiastków – autorstwa Gianbattisty.|"""Empire Elementów - przez Gianbattistę.""

(Uwaga: Tekst oryginalny zawierał błąd gramatyczny w nazwie gry. Poprawiłem go, aby brzmiał poprawnie po polsku.)"|" ""Elementalne Imperia - przez Gianbattistę."""|Cesarstwa Pierwiastków - autorstwa Gianbattisty.|"""Empire Elementów - przez Gianbattistę.""

(Uwaga: Tekst oryginalny zawierał błąd gramatyczny w nazwie gry. Poprawiłem go, aby brzmiał poprawnie po polsku.)"|" ""Elementalne Imperia - przez Gianbattistę."""|Cesarstwa Pierwiastków – Gianbattisty.|Cesarskie Imperia - przez Gianbattistę.|" ""Elementalne Imperia - autor Gianbattista."""|Cesarstwa Pierwiastków – autorstwa Gianbattisty.|"""Empire Elementów - przez Gianbattistę.""

(Uwaga: W tym konkretnym zdaniu ""by"" jest przyimkiem używanym do wyrażenia autorstwa lub przypisania czegoś danej osobie. W języku polskim odpowiednikiem tego przyimka w takim kontekście jest ""przez"".)"|" ""Elementalne Imperia - przez Gianbattistę."""|Cesarstwa Elementów - autorstwa Gianbattisty.|"""Empire Element - przez Gianbattistę."" (Uwaga: To jest dosłowne tłumaczenie z angielskiego na polski bez dodatkowych wyjaśnień.)"|" ""Elementalne Imperia - autor Gianbattista."""|Cesarstwa Elementów - autorstwa Gianbattisty.|"""Empire Elemental - przez Gianbattistę."""|" ""Elementalne Imperia - autor Gianbattista."""|Cesarstwa Pierwiastków - Gianbattisty.|Cesarstwa Elementów - autorstwa Gianbattisty.| Elementalne Imperia - przez Gianbattistę.|'Imperia Składników – autorstwa Gianbattisty.'|"""Cesarskie Imperia - przez Gianbattistę.""

Uwaga: Tytuł gry został przetłumaczony jako ""Cesarskie Imperia,"" ponieważ ""Elemental Empires"" nie ma bezpośredniego tłumaczenia odpowiadającego oryginalnej wersji. Dodałem słowo ""cesarski"" jako zamiennik dla ""elementarny,"" ponieważ wydaje się to lepiej pasować do kontekstu strategicznej gry planszowej. Jeśli potrzebujesz innego tłumaczenia lub chcesz, abym użył bardziej dosłownego tłumaczenia ""Elemental Empires,"" daj mi znać."|" ""Elementalne Imperia - autor Gianbattista."""|Cesarstwa Elementów – autorstwa Gianbattisty.|Empire Element - przez Gianbattistę.|" ""Elementalne Imperia - autor Gianbattista"""|Cesarstwa elementów – autorstwa Gianbattisty.
Swords, eh? Have it your way.|Na miecze? Jak chcesz.|Miecze, co? Zrób to po swojemu.|Miecze, co? Rób jak uważasz.| Miecze, no tak? Niech tak będzie.|Miecze, eh? Miej to po swojemu.|Miecze, co? Rób jak uważasz.| Miecze, no? Niech tak będzie.|Miecze, eh? Miej to po swojemu.|Miecze, co? Rób jak uważasz.| Miecze, no? Niech tak będzie.|Miecze, eh? Będzie po twojemu.|Miecze, co? Rób jak uważasz.| Miecze, no tak? Niech tak będzie.|Miecze, eh? Miej to po swojemu.|Miecze, co? Rób jak uważasz.| Miecze, mmm? Niech tak będzie.|Miecze, eh? Będzie po twojemu.|Miecze, co? Rób jak uważasz.| Miecze, no tak? Niech tak będzie.|Miecze, eh? Będzie jak chcesz.|Miecze, co? Rób jak uważasz.| 'Miecze, nieprawdaż? Niech tak będzie zgodnie z twoją wolą.'|Szable, co? Będzie po Twojej myśli.|Miecze, co? Rób jak uważasz.| Miecze, no tak? Jak wolisz.|Miecze, cóż, miej to swoją drogą.|Miecze, co? Rób jak uważasz.| Miecze, przecież? Niech będzie po twojemu.|'Miecze, co? Jak chcesz.'|Miecze, co? Miej jak chcesz.| Miecze, ha? Niech tak będzie.|Miecze, hmm? Miej to po swojemu.|Miecze, co? Rób jak uważasz.| Miecze, hmm? Maj wolę.|Szable, tak? Jak sobie życzy Pan.
Who, then?|To kto?|Kto zatem?|Kto więc?| Kto wtedy?|Kto w takim razie?|Kto więc?| Kto wtedy?|Kto w takim razie?|Kto więc?| Kto wtedy?|Kto w takim razie?|Kto więc?| Kto wtedy?|Kto w takim razie?|Kto więc?| Kto wtedy?|Kto w takim razie?|Kto więc?| Kto wtedy?|Kto w takim razie?|Kto więc?| Kto wtedy?|Kto w takim razie?|Kto więc?| Któż wtedy?|Kto w takim razie?|Kto więc?| Kto w takim razie?|A kto w takim razie?|Kto więc?| Kto więc?/ Któż więc?|Kto w takim razie?|Kto więc?| 'Kto to więc?'|Kto w takim razie?
Greetings, White One.|Witaj, białowłosy.|Witaj, Biały.|Pozdrowienia, Biały Jeden.| Witaj, Biały.|Witaj, Biały.|Pozdrowienia, Biały Jeden.| Witaj, Biały.|Witaj, Biały.|Pozdrowienia, Biały Jeden.| Witaj, Biały.|Witaj, Biały.|Pozdrowienia, Biały Jeden.| Witaj, Biały.|Witaj, Biały.|Pozdrowienia, Biały Jeden.| Witaj, Biały.|Witaj, Biały.|Pozdrowienia, Biały Jeden.| Witaj, Biały.|Witaj, Biały.|Pozdrowienia, Biały Jeden.| Witaj, Biały.|Witaj, Biały.|Pozdrowienia, Biały Jeden.| Witaj, Biały.|Witaj, Biały.|Pozdrowienia, Biały Jeden.| Witaj, Biały.|Witaj, Biały.|Pozdrowienia, Biały Jeden.| Witaj, Biały.|Witaj, Biały.|Pozdrowienia, Biały Jeden.| Zdrówko, Biały.|Witaj, Biały.
Got back your stolen horn - and I, uh, killed the thieves.|Odzyskałem skradziony róg – i zabiłem złodziei.|Odzyskałem twój skradziony róg - i, uhm, zabiłem złodziei.|Odzyskałem twój skradziony róg - a ja, eh, zabiłem złodziei.| Odzyskałem twoje skradzione rogi - i ja, uh, zabiłem złodziei.|Odzyskałem twoją skradzioną róg - i, eee, zabiłem złodziei.|Odzyskałem twój skradziony róg - a ja, eh, zabiłem złodziei.| Odzyskałem twoje skradzione rogi - i ja, uh, zabiłem złodziei.|Odzyskałem twoją skradzioną róg - i, eee, zabiłem złodziei.|Odzyskałem twój skradziony róg - a ja, eh, zabiłem złodziei.| Odzyskałem twoje skradzione rogi - i, uh, zabiłem złodziei.|Odzyskałem twoją skradzioną róg - i, eee, zabiłem złodziei.|Odzyskałem twój skradziony róg - a ja, eh, zabiłem złodziei.| Odzyskałem twoje skradzione rogi - i ja, uh, zabiłem złodziei.|Odzyskałem Twoje skradzione róg - i, eee, zabiłem złodziei.|Odzyskałem twój skradziony róg - a ja, eh, zabiłem złodziei.| Odzyskałem twoje skradzione rogi - i ja, uh, zabiłem złodziei.|Odzyskałem skradzioną ci róg – i, eee, zabiłem złodziei.|Odzyskałem twój skradziony róg - a ja, eh, zabiłem złodziei.| Odzyskałem twoje skradzione rogi - i, no, zabiłem złodziei.|Odzyskałem twój skradziony róg - i, eee, zabiłem złodziei.|Odzyskałem twój skradziony róg - a ja, eh, zabiłem złodziei.| Odnaleźliście skradziony róg - a ja, no, zabiłem złodziei.|Odzyskałem twoje skradzione róg – i, eee, zabiłem złodziei.|Odzyskałem twój skradziony róg - a ja, eh, zabiłem złodziei.| 'Odzyskałeś skradziony róg - a ja, no, zabiłem złodziei.'|Odzyskałem twoją skradzioną róg – i, cóż, zabiłem złodziei.|Odzyskałem twoją skradzioną róg - a ja, eh, zabiłem złodziei.| Odzyskałem twoją skradzioną trąbkę - i, uh, zabiłem złodziei.|Odzyskałem twoją skradzioną róg – a ja, hmm, zabiłem złodziei.|Odzyskałem twój skradziony róg - a ja, eh, zabiłem złodziei.| Odzyskałeś skradziony róg - a ja, no, zabiłem złodziei.|Odzyskałem twój skradziony róg – a ja... zabiłem złodziei.|Odzyskałem twój skradziony róg - a ja, eh, zabiłem złodziei.| Odzyskałem twoje skradzione róg - i, ehm, zabiłem złodziei.|Odzyskałem Twoje skradzione róg - i… no - zabiłem złodziei.
The guest room. Come.|Chodźmy do pokoju gościnnego.|Pokój gościnny. Przyjdź.|Pokój gościnny. Proszę wejść.| Pokój gościnny. Proszę.|Pokój gościnny. Chodź.|Pokój gościnny. Proszę wejść.| Pokój gościnny. Proszę.|Pokój gościnny. Chodź.|Pokój gościnny. Proszę wejść.| Pokój gościnny. Proszę.|Pokój gościnny. Chodź.|Pokój gościnny. Proszę wejść.| Pokój gościnny. Proszę wejść.|Pokój gościnny. Chodź.|Pokój gościnny. Proszę wejść.| Pokój gościnny. Proszę.|Pokój gościnny. Przyjdź.|Pokój gościnny. Witamy.| Pokój gościnny. Proszę.|Pokój gościnny. Proszę.|Pokój gościnny. Witamy.| Pokój gościnny. Proszę pójść.|Pokój gościnny. Chodź.|Pokój gościnny. Proszę wejść.| Pokój gościnny. Proszę przysłać.|Pokój gościnny. Chodź.|Pokój gościnny. Proszę wejść.| Pokój gościnny. Proszę.|Pokój gościnny. Chodź.|Pokój gościnny. Proszę wejść.| Pokój gościnny. Wchodź.|Pokój gościnny. Przyjdź.|Pokój dla gości. Proszę wejść.| Pokój gościnny. Przyjdź.|Jasność gościnna przyjdź
Enter. Jarl's still speakin' to his seer, but they should finish soon.|Wejdź. Jarl rozmawia jeszcze z wróżem. Zaraz powinien skończyć.|Wejdź. Jarl wciąż rozmawia ze swoim jasnowidzem, ale niedługo powinni skończyć.|Wciśnij Enter. Jarl nadal rozmawia ze swoim wróżbitą, ale powinni skończyć wkrótce.| Wchodź. Jarl wciąż rozmawia ze swoim wróżbitą, ale powinni skończyć wkrótce.|Wejdźcie. Jarl wciąż rozmawia ze swoim wróżbitą, ale powinni już niedługo skończyć.|Wpisz. Jarl wciąż rozmawia ze swoim wróżbitą, ale powinni skończyć wkrótce.| Wchodź. Jarl wciąż rozmawia ze swoim wróżbitą, ale powinni skończyć wkrótce.|Wejdźcie. Jarl wciąż rozmawia ze swoim wróżbitą, ale powinni już niedługo skończyć.|Wpisz. Jarl wciąż rozmawia ze swoim wróżbitą, ale powinni skończyć wkrótce.| Wchodź. Jarl wciąż rozmawia ze swoim wróżbitą, ale powinni skończyć wkrótce.|Wejdźcie. Jarl wciąż rozmawia ze swoim wróżbitą, ale powinni szybko skończyć.|Naciśnij Enter. Jarl nadal rozmawia ze swoim wróżbitą, ale powinni skończyć wkrótce.| Wchodź. Jarl wciąż rozmawia ze swoim wróżbitą, ale powinni skończyć wkrótce.|Wejdźcie. Jarl wciąż rozmawia ze swoim wróżbitą, ale powinni już niedługo skończyć.|Wprowadź. Jarl wciąż rozmawia ze swoim wróżbitą, ale powinni skończyć wkrótce.| Wchodź. Jarl wciąż rozmawia ze swoim wróżbitą, ale powinni skończyć wkrótce.|Wejdź. Jarl wciąż rozmawia ze swoim wróżką, ale powinni niedługo skończyć.|Naciśnij Enter. Jarl nadal rozmawia ze swoim wróżbitą, ale powinni skończyć wkrótce.| Wchodź. Jarl wciąż rozmawia ze swoim wróżbitą, ale powinni skończyć wkrótce.||Wprowadź. Jarl nadal rozmawia ze swoim wróżbitą, ale powinni skończyć wkrótce.||Wejdź. Jarl wciąż rozmawia ze swoim wróżką, ale powinni szybko skończyć.|Wciśnij Enter. Jarl nadal rozmawia ze swoim wieszczkiem, ale powinni niedługo skończyć.| Wchodź. Jarl wciąż rozmawia ze swym jasnowidzem, ale powinni zakończyć wkrótce.|Wejdź. Jarl wciąż rozmawia ze swoim wróżbitą, ale powinni zaraz skończyć.|Wciśnij Enter. Jarl nadal rozmawia ze swoim wróżbitą, ale powinni skończyć wkrótce.| 'Wchodź. Jarl wciąż rozmawia ze swym wieszczem, ale powinni szybko skończyć.'|Wejdźcie. Jarl wciąż rozmawia ze swoim wróżbitem, ale powinni zaraz skończyć.|Wpisz. Jarl wciąż rozmawia ze swoim wróżbitą, ale powinni skończyć wkrótce.| Wkrocz. Jarl wciąż rozmawia ze swoim ujrzyskiem, ale powinni skończyć wkrótce.|Wejdźcie. Jarl masih rozmawia ze swoim wróżką, ale powinni wkrótce skończyć.|Wpisz. Jarl nadal rozmawia ze swoim wróżbitą, ale powinni skończyć niedługo.| Wchodź. Jarl wciąż rozmawia ze swoim wróżbitą, lecz powinni wkrótce skończyć.|Wchodźcie. Jarl nadal rozmawia ze swoim wróżbicielem, ale powinniскорo zakończyć rozmowę.
Save me!|Ratunku!|Ratuj mnie!|Ratuj mnie!| 'Uratuj mnie!'|Ratuj mnie!|Ratuj mnie!| 'Uratuj mnie!'|Ratuj mnie!|Ratuj mnie!| 'Uratuj mnie!'|Ratuj mnie!|Ratuj mnie!| 'Uratuj mnie!'|Ratuj mnie!|Ratuj mnie!| Ratuj mnie!|Ratuj mnie!|Ratuj mnie!| 'Uratuj mnie!'|Ratuj mnie!|Ratuj mnie!| 'Uratuj mnie!'|Ratuj mnie!|Ratuj mnie!| Ratuj mnie!|Ratuj mnie!|Ratuj mnie!| Uratuj mnie!|Ratuj mnie!|Ratuj mnie!| 'Uratuj mnie!'|"""Ratuj mnie!"""|Ratuj mnie!| 'Uratuj mnie!'|Ratuj mnie!
We learned something about Ciri.|Dowiedzieliśmy się czegoś o Ciri.|Dowiedzieliśmy się czegoś o Ciri.|Dowiedzieliśmy się czegoś o Ciri.| Dowiedzieliśmy się czegoś o Ciri.|Poznaliśmy coś o Cirze.|Dowiedzieliśmy się czegoś o Ciri.| Dowiedzieliśmy się czegoś o Ciri.|Poznaliśmy coś o Cirze.|Dowiedzieliśmy się czegoś o Ciri.| Dowiedzieliśmy się czegoś o Ciri.|Poznaliśmy coś o Cirze.|Dowiedzieliśmy się czegoś o Ciri.| Dowiedzieliśmy się czegoś o Ciri.|Poznaliśmy coś o Cirze.|Dowiedzieliśmy się czegoś o Ciri.| Dowiedzieliśmy się czegoś o Ciri.|Poznaliśmy coś o Cirze.|Dowiedzieliśmy się czegoś o Ciri.| 'Dowiedzieliśmy się czegoś o Ciri.'|Poznaliśmy coś o Cirze.|Dowiedzieliśmy się czegoś o Ciri.| Dowiedzieliśmy się czegoś o Ciri.|Poznaliśmy coś o Cirze.|Dowiedzieliśmy się czegoś o Ciri.| Dowiedzieliśmy się czegoś o Ciri.|Naukaliśmy się coś o Cirii.|Dowiedzieliśmy się czegoś o Ciri.| Dowiedzieliśmy się czegoś o Ciri.|Poznaliśmy coś o Cirze.|Dowiedzieliśmy się czegoś o Ciri.| 'Dowiedzieliśmy się czegoś o Ciri.'|Nauczyliśmy się czegoś o Cirze.|Dowiedzieliśmy się czegoś o Ciri.| Dowiedzieliśmy się czegoś o Ciri.|Poznaliśmy coś o Ciri.
We're gonna choke and die.|A mogliśmy zostać na uczcie.|Udusimy się i umrzemy.|"""Zadławimy się i umrzemy."""| 'Zadławimy się i umrzemy.'|Zdusimy się i umrzemy.|Mamy zamiar się udławić i umrzeć.| Zadławimy się i umrzemy.|Zdusimy się i umrzemy.|"""Zadławimy się i umrzemy."""| Zadławimy się i umrzemy.|Zdusimy się i umrzemy.|"""Mamy zamiar się udławić i umrzeć."""| Zadławimy się i umrzemy.|Zdusimy się i umrzemy.|"""Zadławimy się i umrzemy."""| Zadławimy się i umrzemy.|Zdusimy się i umrzemy.|"""Zadławimy się i umrzemy."""| 'Zadławimy się i umrzemy.'|Zdusimy się i umrzemy.|Mamy zamiar się udławić i umrzeć.| Będziemy dusić się i umierać.|Zdechliśmy.|Mamy zamiar się udławić i umrzeć.| 'Zadławimy się i umieramy.'|Zdusimy się i umrzemy.|Mamy zamiar się udławić i umrzeć.| 'Zadławimy się i umrzeć.'|Zdusimy się i pomrzemy.|Mamy zamiar się udławić i umrzeć.| Spodziewamy się dusić i umierać.|Zdusimy się i umrzemy.|Mamy zamiar się udławić i umrzeć.| Zadusimy się i umrzemy.|Będziemy dusić się aż do śmierci.
Go to the wake with me?|Zechcesz mi towarzyszyć na uczcie?|Pójdziesz ze mną na stypę?|Pójdziesz ze mną na czuwanie?| Pójdziesz ze mną na pogrzeb?|Chodź ze mną na czuwanie?|Pójdziesz ze mną na czuwanie?| Pójdziesz ze mną na pogrzeb?|Chodź ze mną na czuwanie?|Pójdziesz ze mną na czuwanie?| Pójdziesz ze mną na pogrzeb?|Chodź ze mną na czuwanie?|Pójdziesz ze mną na czuwanie?| Pójdziesz ze mną na pogrzeb?|Chodź ze mną na czuwanie?|Pójdziesz ze mną na czuwanie?| 'Idź ze mną na pogrzeb?'|Chodź ze mną na czuwanie?|Czy pójdziesz ze mną na czuwanie?| 'Idź ze mną na pogrzeb?'|Chodź ze mną na czuwanie?|Pójdziesz ze mną na czuwanie?| Idź ze mną na pogrzeb?|Chcesz ze mną pójść na czuwanie?|Pójdziesz ze mną na czuwanie?| 'Idź ze mną na pogrzeb?'|Chciałbyś ze mną pójść na czuwanie?|Czy chcesz pójść ze mną na czuwanie?| Występuj wraz ze mną na pogrzebie?|Chodź ze mną na czuwanie?|Pójdziesz ze mną na czuwanie?| 'Idź ze mną na przewodnik pogrzebowy?'|Chodź ze mną na czuwanie?|Pójdziesz ze mną na czuwanie?| 'Pójdziesz ze mną na pogrzeb?'|Chcesz ze mną pójść na czuwanie?
Told ye, he's a witcher, a cunning man. He knows these things!|Mówiłem ci, że to wiedźmin. Czarownik. Wie takie rzeczy.|Mówiłem ci, że to wiedźmin, przebiegły człowiek. On takie rzeczy wie!|Mówiłem ci, to wiedźmin, przebiegły człowiek. On zna te rzeczy!| Powiedziałem, że on jest wiedźminem, sprytnym człowiekiem. On zna te rzeczy!|Powiedziałem wam, że jest wiedźminem, człowiekiem przebiegłym. Wie o tym!|Mówiłem ci, to wiedźmin, przebiegły człowiek. On zna te rzeczy!| Powiedziałem, że jest on wiedźminem, sprytnym człowiekiem. On zna te sprawy!|Powiedziałem wam, że jest wiedźminem, człowiekiem przebiegłym. Wie o tym!|Mówiłem ci, to wiedźmin, przebiegły człowiek. On zna się na tych rzeczach!| Powiedziałem, on jest wiedźminem, sprytnym człowiekiem. On zna te sprawy!|Powiedziałem wam, że jest wiedźminem, człowiekiem przebiegłym. Wie takie rzeczy!|Mówiłem ci, to wiedźmin, przebiegły człowiek. On zna te rzeczy!| Powiedziałem, on jest wiedźminem, sprytnym człowiekiem. On zna te sprawy!|Powiedziałem wam, jest to wiedźmin, człowiek przebiegły. Wie o tym!|Mówiłem ci, to wiedźmin, przebiegły człowiek. On zna się na tych rzeczach!| Powiedziałem, że jest on czarodziejem, sprytnym człowiekiem. On zna te rzeczy!|Powiedziałem wam, że jest wiedźminem, człowiekiem przebiegłym. Wie o tym!|Mówiłem ci, to wiedźmin, przebiegły człowiek. On zna te rzeczy!| Powiedziałem, że jest on czarodziejem, sprytnym mężczyzną. On to zna te sprawy!|Powiedziałem wam, że jest wiedźminem, człowiekiem przebiegłym. Wie takie rzeczy!|Mówiłem ci, to wiedźmin, przebiegły człowiek. On zna te rzeczy!| Powiedziałem, on jest wiedźminem, sprytnym człowiekiem. On to wie!|Powiedziałem wam, że on jest wiedźminem, człowiekiem przebiegłym. Wie takie rzeczy!|Powiedziałem ci, to wiedźmin, przebiegły człowiek. Zna się na tych rzeczach!| Powiedziałem, on jest wiedźminem, przebiegłym człowiekiem. On zna te sprawy!|Powiedziałem wam, że to wiedźmin, przebiegły człowiek. Wie takie rzeczy!|Mówiłem ci, to wiedźmin, chytry człowiek. On zna się na tych rzeczach!| Powiedziałem, że jest on wiedźminem, sprytnym człowiekiem. On zna te sprawy!|Mówiłem wam, że to wiedźmin, człowiek przewrotny. Wie o tym!|Mówiłem ci, to wiedźmin, przebiegły człowiek. On zna się na tych rzeczach!| Powiedziałem wam, on jest wiedźminem, sprytnym mężczyzną. On zna te sprawy!|Powiedziałem wam, że jest wiedźminem, człowiekiem przebiegłym. Wie takie rzeczy!|Mówiłem ci, to wiedźmin, przebiegły człowiek. On zna się na tych rzeczach!| Powiedziałem, on jest wiedźminem, mądrym człowiekiem. Wiele o tym wie!|Powiedziałem wam, on jest wiedźminem, cwaniakiem. On zna te rzeczy!
