en_text|pl_text|bielik_translation|mixtral-8x22B_translation|llama3.1_translation|google_translation
Come again, eh?! Great things're bound to happen 'ere. Mark my words!|Zajrzyj do nas jeszcze! Będą się tu dziać wielkie rzeczy, wspomnisz moje słowa!|Przyjdź znowu, co?! Wielkie rzeczy na pewno się tutaj wydarzą. Zapamiętaj moje słowa!| Wróć ponownie, że?! Ogromne rzeczy są pewne tu się wydarzyć. Weźcie moje słowa za gwar!|Przyjdź jeszcze raz, eh?! Wielkie rzeczy z pewnością się wydarzą. Zapisz moje słowa!|Przyjdź znowu, co?! Wielkie rzeczy muszą się tu wydarzyć. Zapamiętaj moje słowa!
Hold up, traveler! Wait!|Ejże! Zaczekajcie!|Stój, podróżniku! Czekaj!|" ""Zatrzymaj się, podróżniku! Czekaj!"""|Zaczekaj, podróżniku! Zostań!|Poczekaj, podróżniku! Zaczekaj!
That's it!|To on!|Oto on!| To jest to!|To wszystko!|To wszystko!
Callin' me a coward?!|Nazywasz mnie tchórzem?|Nazywając mnie tchórzem?!| Wołają mnie tchórzem?!|Nazywasz mnie tchórzem?!|Nazywasz mnie tchórzem?!
Hadn't returned when I left Ard Skellig.|Kiedy wypływałem z Ard Skellig, jeszcze jej nie było.|Nie wrócił, gdy opuszczałem Ard Skelling.|" ""Nie wrócił/am, gdy opuszczałem/am Ard Skellig."""|Nie wrócił kiedy wyjeżdżałem z Ard Skellig.|Nie wróciłem, kiedy opuszczałem Ard Skellig.
Where'd the bears come from? We were all laughin', eatin', drinkin'…|Skąd się wzięły te niedźwiedzie? Ludzie się śmiali, jedli, pili...|Skąd wzięły się niedźwiedzie? Śmialiśmy się, jedliśmy, piliśmy...|" ""Skąd się wzięli niedźwiedzie? Wszyscy byliśmy śmiechem, jedzeniem, piciem..."""|Skąd się wzięły te niedźwiedzie? Wszyscyśmy się śmiali, jedli, pili...|Skąd się wzięły niedźwiedzie? Wszyscy się śmialiśmy, jedliśmy, piliśmy...
We turned in unison as if a coxswain had called! They were there. They were already there! Folks closest to the bears didn't even manage to draw their weapons. They… they were ripped to shreds.|Obróciliśmy się jak na komendę sternika... A one już tam były... Ci, co siedzieli najbliżej, nie zdążyli nawet mieczy wyciągnąć. Rozerwały ich na kawałki w mgnieniu oka.|Odwróciliśmy się jednocześnie, jakby sterował nami wioślarz! Były tam. Już tam były! Ludzie najbliżej niedźwiedzi nawet nie zdążyli wyciągnąć broni. Oni... oni zostali rozerwani na strzępy.| My odwróciliśmy się jednocześnie, jakby głos sternika rozbrzmiewał! Były tam. Już były tam! Najbliżsi niedźwiedziom nie zdążyli nawet wyciągnąć broni. Zostały one... zdzierane na strzępy.|Obróciliśmy się jednocześnie, jakby nas wezwał sternik! Tam byli. Już tam byli! Ludzie najbliżej niedźwiedzi nawet nie zdążyli wysunąć broni. Oni… oni zostali poszarpani na strzępy.|Odwróciliśmy się unisono, jakby sternik zawołał! Byli tam. Już tam byli! Ludzie najbliżej niedźwiedzi nie zdążyli nawet wyciągnąć broni. Oni… zostali rozerwani na strzępy.
As we all do. Me, for instance, I'm lookin' for me sister.|Jak każdy. Ja, dla przykładu, szukam siostry.|Tak jak my wszyscy. Na przykład ja szukam swojej siostry.| Tak jak wszyscy. A ja na przykład, szukam mojej siostry.|Jak my wszyscy. Ja, na przykład, szukam swojej siostry.|Jak my wszyscy. Ja na przykład szukam mojej siostry.
Reward's too small.|Nagroda jest za mała.|Nagroda jest zbyt mała.| Nagroda jest za mała.|Nagroda jest zbyt mała.|Nagroda jest za mała.
You Odhen?|To ty jesteś Odhen?|Ty Odhen?| 'Ty Odhen?' translates to Polish as 'Ty Oden?' Please note that I'm unable to infer the context or intended meaning of this phrase, so the translation is based solely on the given words.|Oto odpowiedź w języku polskim: Czy to Ty Oden?|Ty Odhen?
So long, witcher. And thanks again.|Bywaj, wiedźminie. I dzięki raz jeszcze.|Tak długo, wiedźminie. I dziękuję jeszcze raz.| Tak długo, Wiedźminie. I jeszcze raz dziękuję.|Żegnajmy się, wiedźminie. I raz jeszcze dziękuję.|Żegnaj, wiedźminie. I jeszcze raz dziękuję.
Just thinking about the consequences.|Po prostu myślę o konsekwencjach.|Przemyśliwując tylko o konsekwencjach.|" Tak naprawdę rozważam wyłącznie konsekwencje.

In Polish, the sentence would translate to ""Tak naprawdę rozważam wyłącznie konsekwencje,"" but please note that I'm an English language model and my proficiency in Polish is limited. For a more accurate translation, consider consulting a professional translator or language resources."|Tylko myśląc o konsekwencjach.|Myślę tylko o konsekwencjach.
So have you?|I modlisz się?|Więc masz?| Tak to ty?|A ty?|A ty też?
On my mark…!|Na mój znak...!|Na mój znak...!| Na mój znak…!|Na mój znak!|Na mój znak…!
Fine, give them here.|Dobra, dawaj.|Dobrze, daj im to tutaj.| Dobrze, daj je im.|Dobrze, daj im tu.|Dobrze, daj je tutaj.
They're off! Faster, faster!|Jadą! Szybciej, szybciej!|Są na starcie! Szybciej, szybciej!| Wyruszyli! Szybciej, szybciej!|Rusza się. Szybciej, szybciej!|Ruszają! Szybciej, szybciej!
Can't really help you with the second and the third…|Jeśli chodzi o punkt drugi i trzeci, obawiam się, że nie będę mógł ci pomóc.|Nie mogę ci naprawdę pomóc z drugim i trzecim...| Nie mogę Ci pomóc naprawdę w drugim i trzecim...|Nie mogę ci naprawdę pomóc w drugiej i trzeciej sprawie...|Nie mogę ci pomóc w kwestii drugiego i trzeciego…
The victor today will be champion!|Ten, kto dzisiaj zwycięży, zostanie mistrzem!|Zwycięzca dzisiaj będzie mistrzem!| Dzisiejszy zwycięzca będzie mistrzem!|Zwycięzca dziś stanie się mistrzem!|Zwycięzca dnia dzisiejszego zostanie mistrzem!
I heard Gray Ynge augured your son's future?|Słyszałem, że Siwa Ynge zobaczyła w znakach, co czeka twojego syna?|Słyszałem, że Gray Ynge przepowiadał przyszłość twojego syna?| Słyszę, Gray Ynge przepowiedział przyszłość Twojego syna?|Usłyszałem, że Grey Ynge zwiastowała przyszłość twojemu synowi?|Słyszałem, że Gray Ynge przepowiedział przyszłość twojego syna?
It's not one of the elders.|To nikt ze starszyzny.|To nie jest jeden z starszych.| Nie jest to jeden z starszych.|Nie należy do starszych.|To nie jest żaden ze starszych.
The skulls – where'd they come from?|Kim byli ci ludzie?|Czaszki – skąd się wzięły?| Gdzie się wzięły te czaszki?|Czaszki – skąd one pochodzą?|Skąd się wzięły czaszki?
Thank you! You'll find me in the port district. My name's Johann Bohner.|Dziękuję! Znajdziesz mnie w dzielnicy portowej. Nazywam się Johann Boner.|Dziękuję! Znajdziesz mnie w dzielnicy portowej. Nazywam się Johann Bohner.| Dziękuję! Znajdziesz mnie w dzielnicy portowej. Mam na imię Johann Bohner.|Dziękuję! Znajdziesz mnie w dzielnicy portowej. Nazywam się Johann Böhner|Dziękuję! Znajdziesz mnie w dzielnicy portowej. Nazywam się Johann Bohner.
I present to you Geralt of Rivia. Geralt… This is Udalryk, jarl of the Brokvar clan, from Spikeroog, and his advisor, Hjort.|Przedstawiam wam Geralta z Rivii. Geralt... To Udalryk, jarl klanu Brokvar ze Spikeroog i jego doradca Hjort.|Przedstawiam wam Geralta z Rivii. Geralt... To jest Udalryk, jarl klanu Brokvar, z Spikeroog, oraz jego doradca, Hjort.| Poprzez udostępniam wam Geralta z Rivii. Geralt... To jest Udalryk, jarl klanu Brokvarów, pochodzący ze Spikeroog, oraz jego doradca, Hjort.|Przedstawiam wam Geralta z Rivii. Geralt... To Udalryk, jarl klanu Brokvar, ze Spikeroog i jego doradca, Hjort.'|Przedstawiam wam Geralta z Rivii. Geralt… To jest Udalryk, jarl klanu Brokvar, ze Spikeroog, i jego doradca, Hjort.
You clearly know who I am… I don't even know your name.|Ty najwyraźniej mnie znasz, ale ja nie wiem nawet, jak się nazywasz.|Wyraźnie wiesz, kim jestem... Nawet nie znam twojego imienia.| Wyraźnie wiesz kto jestem... Nawet nie znam twojego imienia.|"""Zdecydowanie wiesz kim jestem... Nie znam nawet twojego imienia."""|Wiesz, kim jestem… Nawet nie wiem, jak masz na imię.
I need bait.|Potrzebuję przynęty.|Potrzebuję przynęty.| Potrzebuję przynęty.|Potrzebuję przynęty.|Potrzebuję przynęty.
Who's behind this massacre - any ideas?|Kto może stać za tą rzezią?|Kto stoi za tym mordem - jakieś pomysły?| Kto stoi za tą masakrą - czy są jakieś pomysły?|Kto stoi za tym masakrą - jesteś w stanie zgadywać?|Kto stoi za tą masakrą? Macie jakieś pomysły?
Yet he's dead. Went out to hunt that devilry prowlin' the highroad…|A jednak. Poszedł polować na to diabelstwo, co na gościńcu grasuje...|Jednak jest martwy. Wyszedł polować na to diabelstwo grasujące po drodze...| A jednak zginął. Wyszedł na polowanie na to złe stworzenie, które grasuje na głównej drodze...|Jednak jest martwy. Wyszedł na polowanie, bo złoch padał krążył po głównej drodze...|A jednak nie żyje. Wyszedł, by upolować to diabelstwo krążące po drogach...
Dead, aye! And it's your doing!|Zginął przez ciebie!|Martwy, tak! I to twoja sprawka!| 'Zmarł, o! I to twoje dzieło!' (źródło: Google Translate; nie mam pewności, czy tłumaczenie jest całkowicie poprawne)|Nie żyjesz! I to twoja wina!|Martwy, tak! I to twoja sprawka!
You're a good man, Geralt!|Geralt, jesteś swój chłop!|Jesteś dobrym człowiekiem, Geralt!| Jesteś dobrym człowiekiem, Geralcie!|Jesteś dobrym człowiekiem, Geralcie!|Jesteś dobrym człowiekiem, Geralt!
If she'd succeeded, Svanrige would've been left the only claimant to Skellige's throne.|Gdyby jej się udało, Svanrige byłby jedynym kandydatem na władcę Skellige.|Gdyby jej się powiodło, Svanrige zostałby jedynym pretendentem do tronu Skellige.| Jeśli była by się powiodła, Svanrige zostałby jedynym pretendentem do tronu Skellige.|Gdyby się powiodła, Svanrige zostałaby jedyną pretendentką do tronu Skellige.|Gdyby jej się to udało, Svanrige zostałby jedynym pretendentem do tronu Skellige.
A foreigner in the Heroes' Pursuits… Don't know that I like that.|Obcy w Wyścigach Śmiałków... Nie wiem, czy mi się to podoba.|Cudzoziemiec w Przygodach Bohaterów... Nie wiem, czy mi się to podoba.| Obcokrajowiec w pościgu za bohaterami... Nie wiem, czy to mi się podoba.|Obcokrajowiec w Przejeździe Bohaterów… Nie wiem, czy mi się to podoba.|Cudzoziemiec w Pościgach Bohaterów… Nie wiem, czy mi się to podoba.
So, witcher? Will you help Egill?|No to jak, wiedźminie... Pomożesz Egilowi?|Więc, czarodzieju? Pomożesz Egillowi?| Więc, wiedźminie? Pomozesz Egillowi?|Czyż więc, wiedźminie? Dasz swoją pomoc Egiłlowi?|Więc, wiedźminie? Pomożesz Egillowi?
They'll say it ain't so, but a hundred years back their jarl walked them off the battlefield just 'cause the enemy showed in greater numbers.|Będą ci mówić, że to nieprawda, ale sto lat temu ich jarl zrezygnował z bitwy tylko dlatego, że siły wroga były przeważające.|Powiedzą, że to nieprawda, ale sto lat temu ich jarl kazał im opuścić pole bitwy tylko dlatego, że wróg pokazał się w większej liczbie.| Będą mówili, że nie jest tak, ale setki lat temu ich jarl poprowadził ich ze środka bitwy, bo nieprzyjaciel przybył z większą ilością ludzi.|Oni powiedzą, że to nieprawda, ale sto lat temu ich jarl wyprowadził ich z pola bitwy tylko dlatego, że wróg pojawił się w większej liczbie.|Powiedzą, że to nieprawda, ale sto lat temu ich jarl wyrzucił ich z pola bitwy tylko dlatego, że wróg pojawił się w większej liczbie.
I don't wanna guess anymore.|Nie chcę zgadywać.|Nie chcę już zgadywać.| Nie chcę już więcej zgadywać.|Nie chcę więcej zgadywać.|Nie chcę już zgadywać.
Wasn't pleased. Especially since Cerys didn't mention it to him beforehand.|Nie był zachwycony. Zwłaszcza że Cerys nic mu wcześniej nie powiedziała.|Nie był zadowolony, zwłaszcza że Cerys nie wspomniała mu o tym wcześniej.| Nie był zadowolony. Szczególnie jeśli chodzi o to, że Cerys nie wspomniała mu o tym wcześniej.|Nie był zadowolony tym bardziej, że Cerys nie wspomniała o tym wcześniej.|Nie był zadowolony. Zwłaszcza, że Cerys nie wspomniała mu o tym wcześniej.
What? Fear got you puckered?|Co? Strach cię obleciał?|Co? Strach tak cię skurczył?| Co? Strach zrobił z ciebie rodzynkę?|Co jest? Strach ci uderzył w twarz?|Co? Strach cię zmarszczył?
Berserkers?|Berserkowie?|"""Berserkerzy?"""| 'Berserkerzy?'|Bestie?|Berserkerzy?
I think they know he'll make a good warrior. As he'd 'ave made a good king.|Myślę, że z niego będzie dobry wojownik. I byłby dobry król.|Myślę, że wiedzą, że zrobi z niego dobrego wojownika. Tak jak zrobiłby z niego dobrego króla.| Myślę, że wiedzą, że zrobi on dobrego wojownika. Tak jak zrobiłby dobrego króla.|Myślę, że wiedzą, iż będzie dobrym wojownikiem. Jak również dobrze nadawałby się na króla.|Myślę, że wiedzą, że będzie dobrym wojownikiem. Tak jak byłby dobrym królem.
May my sword drip red with the blood of Nilfgaard.|Żeby mój miecz był czerwony od krwi Czarnych.|"""Niech moja szabla ocieka czerwoną krwią Nilfgaardu.""

(""Szabla"" is a common word for a type of sword in Polish, based on the specific Polish historical weapon. If a more general term was intended, ""miecz"" could be used instead.)"| 'Niech mój miecz czerwienieje krwią Nilfgaardu.'|Niech mój miecz zbryzga się czerwona krwią Nilfgaardu.|Niech mój miecz ocieka krwią Nilfgaardu.
D'you hear?! Fear will not rule my village! There will be no more killings! Go to your homes!|Słyszycie?! W mojej wsi nie będzie już rządów strachu! Nie będzie już zabójstw! Idźcie do domów!|Słyszycie?! Strach nie będzie rządzić moją wsią! Nie będzie więcej zabójstw! Idźcie do swoich domów!| Słyszysz?! Strach nie będzie rządził moją wsią! Nie będzie więcej morderstw! Idźcie do swoich domów!|"Słyszysz?! Strach nie będzie rządził moją wioską! Nie będzie więcej morderstw! Idźcie do swoich domów!"""|Słyszysz?! Strach nie będzie rządził moją wioską! Nie będzie więcej zabójstw! Idźcie do domów!
One repelled the other with powerful magic, then fled through a portal.|Jeden odepchnął drugiego wiązką potężnej magii, po czym uciekł przez portal.|Jedno odpychało drugie potężną magią, a następnie uciekło przez portal.| Jedna odparła drugą przy użyciu potężnej magii, a następnie uciekła przez portal.|Jeden odpędził drugiego potężną magią, po czym uciekł przez portal.|Jeden odparł atak drugiego potężną magią, po czym uciekł przez portal.
Then suddenly - a massacre. Torrents of blood on the walls.|I nagle zaczęła się rzeź. Krew aż bryzgała na ściany.|"""Wtedy nagle - masakra. Strugi krwi na ścianach."""| Następnie nagle - masakra. Potoki krwi na ścianach.|Potem nagle - masakra. Strumyki krwi na ścianach.|A potem nagle - masakra. Potoki krwi na ścianach.
Take it you're gonna fight the giant whether I help you or not.|Jak rozumiem, masz zamiar zmierzyć się z gigantem niezależnie od tego, czy ci pomogę, czy nie.|Weź ją, będziesz walczył z gigantem, czy ci pomogę, czy nie.| Weź, że walczysz z gigantem, niezależnie od tego, czy ci pomogę, czy nie.|Zabierz się do walki ze smokiem, czy mnie masz przy sobie, czy nie.|Przyjmij to, będziesz walczył z olbrzymem, niezależnie od tego, czy ci pomogę, czy nie.
You invited me to your lands, Lugos. Said I'd find work here..|Zaprosiłeś mnie na swoje ziemie. Powiedziałeś, że znajdę tu robotę.|Zaprosiłeś mnie na swoje ziemie, Lugos. Powiedziałeś, że tu znajdę pracę.| 'Zaprosiłeś mnie na swoje ziemie, Lugosie. Powiedziałeś, że znajdę tu pracę...'|Zaprosiłeś mnie na swoje ziemie, Lugos. Powiedziałeś, że tu znajdę pracę...|Zaprosiłeś mnie do swoich ziem, Lugosie. Powiedziałeś, że znajdę tu pracę.
Said I, Soren the Elder, fought as much as the rest. Only survived 'cause the blow missed me organs.|Mówię, że ja, Stary Soren, walczyłem jak inni. Przeżyłem tylko dlatego, że płytko mnie cięli.|Powiedziałem ja, Soeren Starszy, walczyłem tyle co reszta. Tylko przeżyłem bo cios minął moje organy.| Powiedziałem, Soren Starszy: walczyłem tak samo jak wszyscy. Uratowałem się tylko dlatego, że cios minął moje organy.|Powiedziałem ja, starszy Soren, walczyłem tyle samo co reszta. Przeżyłem tylko dlatego, że cios minął mi organy.|Powiedziałem, że ja, Soren Starszy, walczyłem tak samo jak reszta. Przeżyłem tylko dlatego, że cios ominął moje organy.
Fine… That will do. Thank you both very much.|Dobrze... Niech będzie. Bardzo wam dziękuję.|Dobrze... To wystarczy. Dziękuję wam bardzo.| Dobrze... To wystarczy. Dziękuję wam obojgu bardzo.|W porządku... To wystarczy. Dziękuję wam obom bardzo.|Dobrze… To wystarczy. Dziękuję wam obojgu bardzo.
So don't go in there.|To nie chodźcie na arenę.|Więc nie wchodź tam.| Tak dlatego nie wchodź do środka.|Nie chodź tam.|Więc nie wchodź tam.
They're dead.|Nie żyją.|Oni nie żyją.| Oni nie żyją.|Oni nie żyją.|Oni nie żyją.
This Morkvarg… half-man, half-wolf?|Ten Morkvarg... To pół człowiek, pół wilk?|Ten Morkvarg... pół-człowiek, pół-wilk?| Ten Morkvarg… pół człowiek, pół wilk?|Ten Morkvarg... pół człowiek, pół wilk?|Ten Morkvarg… pół człowiek, pół wilk?
Ye blind? Plain to see it's a witcher.|Ślepy jesteś? Od razu widać, że wiedźmin.|Jesteś ślepy? Widać to wiedźmin.| 'Ślepy? Jawny fakt, że to wiedźmin.'|Ślepy jesteś? Widoczne jak na dłoni że to wiedźmin.|Jesteś ślepy? Od razu widać, że to wiedźmin.
Think you could fool me a second time? I'm gonna let the jarl decide what to do with you.|Myślisz, że dam się nabrać drugi raz? Jarl zdecyduje, co z tobą zrobić.|Myślisz, że mogłbyś mnie oszukać po raz drugi? Pozwolę jarlemu zdecydować, co zrobić z tobą.| Myślisz, że mogłbyś mnie oszukać po raz drugi? Pozwolę jarlowi zadecydować, co z tobą zrobić.|Myślisz, że możesz mnie oszukać drugi raz? Pozwolę Jarlowi zdecydować, co z tobą zrobić.|Myślisz, że możesz mnie oszukać po raz drugi? Pozwolę jarlowi zdecydować, co z tobą zrobić.
Fine, give 'em here.|Dobra, dawaj.|Dobrze, daj ich tutaj.| Dobrze, oddajcie mi je.|Dobrze, daj im je.|Dobra, daj je tutaj.
Care for a game of cards?|Zagramy w karty?|Masz ochotę na partyjkę kart?| Czy chciałbyś zagrać w karty?|Chcesz pograć w karty?|Masz ochotę na grę w karty?
They been haulin' lumber along this road for twenty years, and ye think they got lost?|Od dwudziestu lat wożą drewno tą samą drogą i teraz by się zgubili?|Ciągnęli drewno tą drogą przez dwadzieścia lat i myślisz, że się zgubili?| Przetransportowali przez tę drogę drewno przez dwadzieścia lat i myślisz, że się zgubili?|Przewożą drewno tą drogą od dwudziestu lat i uważasz, że się zgubili?|Przewozili drewno tą drogą przez dwadzieścia lat, a myślisz, że się zgubili?
Then maybe dryads captured 'em? Grandda told me they once roamed these woods.|To może driady ich porwały? Dziadek mi opowiadał, że kiedyś były w tych lasach.|Może to driady ich schwytały? Babunia mówiła, że kiedyś się po tych lasach snuły.| Wtedy może driady je pochwyciły? Dziadek opowiadał mi kiedyś, że kiedyś te lasy zamieszkiwały.|Może więc driady je pojmały? Dziadek powiedział mi, że niegdyś błąkały się po tych lasach.|A może driady je złapały? Dziadek mi mówił, że kiedyś wędrowały po tych lasach.
Never said the beast marked one of the elders.|Nie powiedziałem, że naznaczonym jest ktoś ze starszyzny.|Nigdy bestia nie oznaczyła jednego ze starszych.| Nigdy nie powiedziano, że Bestia oznaczyła jednego ze starszych.|Nigdy nie powiedział, że bestia oznaczyła jednego ze starszych.|Nigdy nie powiedziano, że bestia naznaczyła któregoś ze starszych.
Won't worm your way out of it, not this time. Tell me the truth, or I'll leave.|Nie wykręcisz się, nie tym razem. Mów prawdę albo sobie pójdę.|Nie wykręcisz się z tego, tym razem nie. Powiedz mi prawdę, albo odejdę.| 'Nie wsomnisz się tym razem. Powiedz mi prawdę, albo odjdę.'|Nie wyślizgniesz się, tym razem nie. Mów prawdę, albo odejdę.|Nie wykręcisz się z tego, nie tym razem. Powiedz mi prawdę, albo odejdę.
The fiend squirmed and hissed, then sprung at Cerys to grab her, kill her.|Wściekle wił się i syczał demon przeraźliwie, Cerys chciał pojmać i zgładzić.|Diabeł wił się i syczał, a potem rzucił się na Cerys, aby ją złapać, zabić.| Bestia ropiała i spuchniała, następnie rzuciła się na Cerys, aby ją schwytać i zabić.|Potwór szamotał się i sykał, a potem skoczył na Cerys, aby ją schwycić, zabić.|Diabeł wił się i syczał, po czym rzucił się na Cerys, by ją złapać i zabić.
What?|Co takiego?|Co?| Co?|Co?|Co?
Leif! Hold on!|Leif! Trzymaj się!|Leif! Poczekaj!| Leif! Zaczekaj!|Leif! Zostań tam!|Leif! Poczekaj!
Unlike his wife.|W przeciwieństwie do jego żony.|"""W przeciwieństwie do swojej żony."""| Inaczej niż jego żona.|W przeciwieństwie do swej żony.|W przeciwieństwie do jego żony.
Celandine will help.|Jaskółcze ziele ci pomoże.|Celandyna pomoże.| Celandyna pomoże.|Nasiona pomaga.|Glistnik pomoże.
You a tailor?|Jesteś krawcem?|Jesteś krawcem?| Czy jesteś krawcem?|Czy jesteś krawcem?|Jesteś krawcem?
Looked to see half the crew swept o'eboard, out o' reach…|Połowę załogi zmiotło z pokładu...|Spojrzałem, żeby zobaczyć połowę załogi zmiecioną za burtę, poza zasięgiem...| Wyglądało na to że połowa załogi została wyrzucona za burtę, nieosiągalnie daleko…|Spoglądał i zobaczył połowę załogi przewróconej przez burtę, poza zasięgiem…|Spojrzałem i zobaczyłem, że połowa załogi wyleciała na burtę, poza zasięgiem…
Remember last year - Yove and his horse flyin' right off that cliff?|A pamiętasz, jak w zeszłym roku Yove zleciał razem z koniem z klifu?|Pamiętasz zeszły rok - Jowego i jego konia lecącego prosto z tego klifu?| Wspomnij miniony rok - Yove i jego koń odlatywali prosto z tego urwiska?|Pamiętasz zeszły rok, gdy Yove i jego koń lecieli prosto ze skały?|Pamiętasz zeszły rok - Yove i jego koń skakali z klifu?
Yorg's Sister|Siostra Yorga|Siostra Yorga| 'Siostra Yorga'|Siostra Yorg'a|Siostra Yorga
Yeah?|Tak?|Tak?|" Tak? [jaːk] (Often used as a versatile term, similar to ""yeah"" in English, having various usages, including as a confirmation or affirmation.)"|Tak?|Tak?
You ride like a woman!|Jedziesz jak baba!|Jedziesz jak kobieta!| Wypada Ci jak kobiecie!|Jedziesz jak kobieta!|Jeździsz jak kobieta!
Wait here a moment. I'll fetch some torches.|Poczekaj chwilę, przyniosę pochodnie.|Poczekaj tu chwilę. Przyniosę trochę pochodni.| Czekaj tu chwilę. Pójdę przynieść kilka pochodni.|Zaczekajcie chwilę tutaj, przyniosę lampy.|Poczekaj chwilę. Przyniosę pochodnie.
Looking for someone who'd know some master alchemist formulae.|Szukam kogoś, kto zna mistrzowskie receptury alchemiczne.|Szukam kogoś, kto znałby jakieś formuły mistrzów alchemików.| Szukam kogoś, kto znałby jakieś mistrzowskie formuły alchemiczne.|'Szukam kogoś, kto zna jakieś mistrzowskie formuły alchemiczne.'|Szukam kogoś, kto zna jakieś formuły mistrza alchemii.
You mentioned sirens. Many on Undvik?|Te syreny, o których mówiłeś... dużo ich jest na Undvik?|Wspomniałeś o syrenach. Wiele z nich na Undvik?| Wymieniłeś syreny. Są liczne na Undviku?|Wspomniałeś o syrenach. Czy na Undvik jest ich dużo?|Wspomniałeś o syrenach. Wiele na Undvik?
What happened to him?|Co mu się stało?|Co się z nim stało?| Co się stało z nim?|Co mu się stało?|Co się z nim stało?
And it hurts, horrible. As if… As if somethin' was tearin' me apart from inside.|I boli, strasznie boli. Jakby... Jakby mnie co rozrywało od środka.|I to boli, okropnie. Jakby... Jakby coś rozrywało mnie od środka.|" ""I to boli, strasznie. Jakby... Jakby coś we mnie się rozdzierało."" [And it hurts, terribly. As if... As if something was tearing me apart from inside.]"|I boli, okropnie. Jakby... Jakby coś rozrywało mnie od środka.|I boli, okropnie. Jakby... Jakby coś rozrywało mnie od środka.
They say the Wild Hunt destroyed your village…|Ponoć waszą wioskę zniszczył Gon...|Mówią, że Dziki Łów zniszczył twoją wioskę...| Mówią, że Dziki Łów zniszczył Twoją wioskę…|Mówią, że Dziki Gon zniszczył twoją wioskę...|Mówią, że Dziki Gon zniszczył twoją wioskę…
Not what I meant. He's dead.|Nie to miałem na myśli. On nie żyje.|Nie to miałem na myśli. On nie żyje.| Nie to miałem na myśli. On jest martwy.|Nie tak tego chciałem powiedzieć. On nie żyje.|Nie to miałem na myśli. On nie żyje.
I heard a rumor - that an unnatural frost gripped Undvik before the giant appeared.|Słyszałam plotkę, że wcześniej na Undvik panowały nienaturalne mrozy.|Słyszałem plotkę - że nienaturalny mróz pochwycił Undvik, zanim pojawił się olbrzym.| Słyszę plotkę, że nienaturalna mróz ogarnęła Undvik przed pojawieniem się olbrzyma.|Usłyszałem plotkę - że tajemniczy mróz przeniknął do Undvik zanim pojawił się gigant.|Słyszałem plotkę, że zanim pojawił się olbrzym, Undvik pochłonął nienaturalny mróz.
You'll learn in due course.|Dowiesz się w swoim czasie.|Dowiesz się w swoim czasie.| Będziesz uczył się w odpowiednim czasie.|Wszystko się dowiesz z czasem.|Dowiesz się w odpowiednim czasie.
As long as my name's not Yennefer, no one would call you hen-pecked for that.|Dopóki nie mam na imię Yennefer, ryzyko pantoflarstwa nie zachodzi.|Dopóki twoje imię nie jest Yennefer, nikt nie nazwie cię kurą domową za to.| Tak długo jak moje imię nie brzmi Yennefer, nikt by cię nie nazwał podporządkowany żonie za to.|Tyle razy, póki mój imię nie brzmi Yennefer, nikt by cię nie nazwał popierconym.|Dopóki nie mam na imię Yennefer, nikt nie będzie cię nazywał pantoflarzem z tego powodu.
Can't today, for good reason, believe me.|Wierzcie mi, ale dzisiaj nie mogę.|Nie mogę dzisiaj, z dobrego powodu, uwierz mi.| Dzisiaj nie mogę, mam na to bardzo dobry powód, wierz mi.|"""Nie dzisiaj, z dobrego powodu, uwierz mi."""|Dzisiaj nie mogę, i to z dobrego powodu, uwierz mi.
Split his ribcage. A strong one, this spirit of yours.|Rozrąbał mu żebra. Silny jest ten wasz duch.|Rozłóż jego klatkę piersiową. Silny ten twój duch.| Podziel jego klatkę piersiową. Silny duch, który posiadasz.|Rozłup rządzący Twoimi żebrami. Mocny jest ten duch Twój.|Rozłup mu klatkę piersiową. Silny ten twój duch.
Why the spit not?|A to niby czemu?|"Dlaczego plujesz nie? (This phrase seems to be a mix of English and Polish, so it may not have a perfect translation. If someone spoken Polish intends to ask ""Why are you not spitting?"", it would be translated as ""Dlaczego nie plujesz?"")"| Dlaczego nie pluć?|Czemu nie plunąć?|Dlaczego nie pluć?
That… he'll be as quick as a viper?|Że... Będzie szybki jak żmija?|To... on będzie tak szybki jak żmija?| 'Czy… on będzie szybki jak żmija?'|Że... będzie szybki jak żmija?|Że… będzie szybki jak żmija?
Maybe the Spirit's killin' now 'cause hard times are ahead?|Może teraz Duch zabija, bo nadchodzą ciężkie czasy?|Może Duch teraz zabija, bo ciężkie czasy nadchodzą?| Może Duch zabija teraz, bo nadchodzą trudne czasy?|Może Duch zabija teraz, bo ciężkie czasy są przed nami?|Może Duch teraz zabija, bo nadchodzą ciężkie czasy?
Where am I? And who are you?|Gdzie ja jestem? I coś ty za jeden?|Gdzie jestem? I kim jesteś?| Gdzie jestem? I kim jesteś?|Gdzie jestem? A kim ty jesteś?|Gdzie jestem? A ty kim jesteś?
Ran this way…|Pobiegł w tamtym kierunku...|Biegłem w ten sposób...| Ta droga została przebiegnięta...|Pobiegła w tym kierunku…|Pobiegłem tędy…
Thank ye, witcher, thank ye once more!|Dzięki, wiedźminie, jeszcze raz dzięki!|Dzięki ci, wiedźminie, dzięki raz jeszcze!| Dziękuję, wiedźminie, jeszcze raz dziękuję!|Dziękuję ci, wiedźminie, dziękuję raz jeszcze!|Dziękuję, wiedźminie, dziękuję raz jeszcze!
