en_text,pl_text,dialog_extracted,chrf_dialog_extracted,bleu_dialog_extracted,bertscore_dialog_extracted,comet_dialog_extracted
You didn't answer my question. How's Yen?,Nie odpowiedziałeś na moje pytanie. Co u Yen?,Nie odpowiedziałeś na moje pytanie. Jak się ma Yen?,0.8356725807786688,0.4671379777282001,0.9632377028465271,0.9428569674491882
"Mmmm. When I look at you… why, I almost regret I'm no longer on active duty.","Ehh, kiedy tak na ciebie patrzę, zaczynam żałować, że już nie jestem w czynnej służbie.","Kiedy patrzę na ciebie... dlaczego, prawie żałuję, że nie jestem już na służbie czynnej.",0.4566596448549855,0.03536389861883236,0.8519963622093201,0.8048880100250244
Where'd you get this idea? What's gotten into you?,Skąd ci to w ogóle przyszło do głowy?,Skąd ci to przyszło do głowy? Co się z tobą dzieje?,0.670261476930099,0.15690219308813547,0.8713560700416565,0.9333248734474182
Begone. And don't ever come back.,Odejdź stąd. I nie wracaj. Nigdy.,Idź stąd. I nie wracaj już nigdy.,0.6692016142633266,0.16348126556655487,0.8791951537132263,0.9762640595436096
Rumor happen to mention where to find the locks these keys open?,"A wspomina może, gdzie znajduje się zamek, do którego owe klucze pasują?","Czy pogłoski wspominają, gdzie można znaleźć zamki, które te klucze otwierają?",0.37606448311895857,0.0204689180374571,0.8199235796928406,0.7511835694313049
Can't you talk to him yourself?,Nie możesz sam z nim pogadać?,Nie możesz porozmawiać z nim samemu?,0.45521675167264886,0.12209471671615688,0.8537470102310181,0.9566642642021179
"Oh, I beg to differ! Huh? Why even say that? Have I insulted you?","O, wypraszam to sobie. Czy ja ciebie obraziłem?","Cóż, nie zgadzam się! Co? Dlaczego w ogóle tak mówić? Czy cię obraziłem?",0.3084760319997804,0.018476860420522198,0.7871285080909729,0.739037036895752
This mornin'.,Rano.,Dziś rano.,0.4045768138905394,0.0,0.7235001921653748,0.6620404124259949
"Got so fucked up once, blood came out me ears.","Raz tak się najebałem, że z uszu mi krew poszła.","Dostał takiego pierdolca raz, że krew poszła mi uszami.",0.34340603914466933,0.028240990488565418,0.805313229560852,0.7052581310272217
"The trail in Velen is most promising. You should make that your first stop. Ask for a merchant named Hendrik at the Inn at the Crossroads. One of the emperor's agents, he should get in touch with you.","Ślad w Velen jest najbardziej obiecujący, pojedź tam w pierwszej kolejności. W Karczmie na Rozstajach spytaj o kupca Hendrika. To agent cesarza, skontaktuje się z tobą.","Szlak w Velen jest najbardziej obiecujący. Powinieneś to uczynić swoim pierwszym celem. Zapytaj o kupca imieniem Hendrik w Karczmie na Rozstajach. Jeden z agentów cesarza, powinien się z tobą skontaktować.",0.6113128722051421,0.1216411062125622,0.8403818011283875,0.8933601379394531
Why? That a threat or somethin'?,Bo? Grozisz nam czy jak?,Dlaczego? To groźba czy coś takiego?,0.15287099732061843,0.040824829046386304,0.7511876225471497,0.9452484250068665
Jeweler's widow gave her whole inheritance to the priests!,Jubilerowa cały spadek po mężu kapłanom oddała!,Wdowa po jubilerze oddała cały swój spadek kapłanom!,0.5252945767681667,0.03655552228545124,0.8416697978973389,0.9171871542930603
Hm?,Hm?,Hm?,0.5,0.1778279410038923,1.0000001192092896,0.992595374584198
"Take care of yourself, Dudu.",Uważaj na siebie.,"Dbaj o siebie, Dudu.",0.3066971768429615,0.0,0.7701437473297119,0.8076891303062439
Know when the mad bard's place'll open? If it'll open at all?,"Nie wiesz, kiedy otworzą przybytek tego zwariowanego barda? I czy w ogóle go otworzą?",Kiedy otworzą się występy szalonego barda? Czy w ogóle się otworzą?,0.42558461319215457,0.0381607811464067,0.830200731754303,0.6720181107521057
"His daughter has returned. The emperor wants to abdicate, give her the throne.",Jego córka wróciła. Cesarz chce abdykować na jej rzecz.,"Jego córka wróciła. Cesarz chce abdykować, oddać jej tron.",0.7829442410316586,0.4671379777282001,0.9256932735443115,0.9398496747016907
"You'll dance in a row, away from the dawn towards the dark lands…",I ruszy korowód od wschodu ku ciemności...,"Będziesz tańczyć w rzędzie, od świtu w stronę ciemnych krain...",0.21093610067038052,0.021105340631872645,0.7228974103927612,0.6218098998069763
Heard a witch lived out here. Never would've guessed it was King Foltest's former advisor.,"Słyszałem, że w okolicy mieszka czarownica, ale nigdy bym się nie spodziewał, że jest nią była doradczyni króla Foltesta.","Słyszałem, że tu mieszkała czarownica. Nigdy bym nie zgadł, że to była dawna doradczyni króla Foltesta.",0.5583359428783768,0.07350892442748631,0.9037667512893677,0.9184455275535583
Shut it. Jests like that could land you in prison. Or on a pyre.,"Stul pysk. Za takie żarty możesz wylądować w więzieniu, albo i na stosie.",Zamknij się. Takie żarty mogłyby cię wpędzić do więzienia. Albo na stos.,0.3738012435108043,0.018636406807066564,0.7391132116317749,0.814657986164093
Ke?,Ke?,Co?,0.05555555555555564,0.0,0.8991210460662842,0.9188075661659241
"No worries, he's alone!","Bez strachu, on jest sam!","Nie martw się, jest sam.",0.285805335864826,0.05372849659117709,0.7936551570892334,0.8569138050079346
"I'm sorry, but I refuse to answer the question.",Nie wiem.,"Przepraszam, ale odmawiam odpowiedzi na pytanie.",0.16661218263048932,0.0,0.657494068145752,0.6913121342658997
"To dream of raven locks entwisted, stormy. Of violet eyes, glistening as you weep","Chcę śnić czarne loki splątane, fiołkowe oczy mokre od łez.","Śnić o splątanych, ciemnych włosach, burzliwych. O fiołkowych oczach, lśniących gdy płaczesz.",0.2985928792269404,0.0,0.7222429513931274,0.6643823981285095
I talked to your friends! Come down!,Spotkałem twoich przyjaciół! Chodź!,Rozmawiałem/am z twoimi przyjaciółmi! Zejdź na dół!,0.38513804143662117,0.0,0.8250928521156311,0.7775704264640808
"Ye blind? Storm's aragin', waves as big as huts, and to top it all, there's lightnin' crashin' all about!","Nie widzisz? Sztorm szaleje, fale wielkie jak chałupy, a do tego piorunami trzaska!","Czyżbyś był ślepy? Szaleje burza, fale są tak duże jak domy, a na dodatek pioruny uderzają wszędzie dookoła!",0.2894703282387258,0.014216645907653848,0.7468618154525757,0.7559682726860046
That scoundrel playin' cutpurse 'stead o' stickin' to honest beggin'?,"A tamten cwaniaczek zamiast uczciwie żebrać, to na rynku sakiewki kroi?",Ten łotr zajmuje się kradzieżami kieszonkowymi zamiast trzymać się uczciwego żebractwa?,0.3089445814005696,0.018850319022747353,0.7470238208770752,0.6345040798187256
"Our rivalry's one thing, but we share the same blood - that's what really counts.","Rywalizacja rywalizacją, ale tak naprawdę liczy się to, że jesteśmy z jednej krwi.","Rywalizacja to jedna rzecz, ale mamy wspólną krew - to naprawdę się liczy.",0.38444015986671376,0.021972813874997166,0.7765401005744934,0.898053765296936
Awfully noble of him.,Bardzo szlachetnie.,Awfulnie szlachetny z niego człowiek.,0.44628519889921453,0.0,0.7223097681999207,0.7735471725463867
Eh?,E?,Co?,0.07936507936507946,0.0,0.8799178600311279,0.9008271098136902
Soon everything will look Nilfgaardian… Know why? Because this will be a Nilfgaardian city.,Już niedługo wszystko będzie wyglądało jak nilfgaardzkie... Wiesz dlaczego? Bo to będzie nilfgaardzkie miasto.,Wkrótce wszystko będzie wyglądać po nilfgaardzku... Wiesz dlaczego? Bo to będzie nilfgaardzkie miasto.,0.7684407058924251,0.4820099990656716,0.9143933057785034,0.9321612119674683
Where is the girl?,Gdzie jest dziewczyna?,Gdzie jest dziewczyna?,1.0,0.5623413251903491,0.9999998807907104,0.9914308190345764
Healthy attitude. Must've lived long.,Zdrowe podejście. Na pewno dożył później starości.,Zdrowa postawa. Musiał długo żyć.,0.15193596970094872,0.0,0.7694898247718811,0.7528002858161926
"In case of trouble, we were all to meet at the Kingfisher. There's a passage into the sewers from the cellar, and apparently those can get you all the way to the docks.","W razie kłopotów mieliśmy się wszyscy spotkać w Zimorodku. Tam w piwnicy jest przejście do kanałów, ponoć prowadzą do samej przystani.","W razie kłopotów mieliśmy się wszyscy spotkać w Kingfisherze. Jest tam przejście do kanalizacji z piwnicy, i ponoć można nimi dotrzeć aż do doków.",0.5761407137671614,0.3259889346257788,0.8827273845672607,0.8683961629867554
"No, I beg you. We've done nothing wrong!","Nie, błagam, my nic nie zrobiliśmy!","Nie, proszę was. Nie zrobiliśmy nic złego!",0.48283330151420994,0.039281465090051315,0.8577523231506348,0.9371851682662964
"No. But I found something that could be just as valuable to me, as the djinn is to you.","Nie... Ale mam coś, co dla mnie może być równie cenne jak dla ciebie dżinn.","Nie. Ale znalazłem coś, co może być dla mnie równie cenne, jak dżin jest dla ciebie.",0.5919703857202635,0.05119289102800112,0.887651264667511,0.9273251891136169
Will this do?,Może być?,Czy to wystarczy?,0.057471264367816195,0.0,0.8090605139732361,0.8418744802474976
"Argh! Thecla done made a broth of old acorns. Ugh, tastes just like barley, she said…","Ech... Tekla mi zrobiła zacierki ze startych żołędzi... Zobaczysz, mówi, smakują jak mączne...","Argh! Thecla ugotowała zupę ze starych żołędzi. Fuj, smakuje dokładnie jak jęczmień, powiedziała…",0.2928914040378012,0.018476860420522198,0.7628564834594727,0.7390433549880981
Or fruits...,Albo owoców...,Albo owoce...,0.5975755128176827,0.1495348781221221,0.943454921245575,0.9628967046737671
Oh gods… You're as bothersome as a gadfly before a storm.,Bogowie... Natrętny jesteś jak giez przed burzą!,O bogowie... Jesteś tak irytujący jak mucha przed burzą.,0.4620093080247269,0.028517539529041507,0.8357765078544617,0.9028003811836243
Not surprisin'. In wartime eels grow fat.,Niedziwne. W wojnę węgorze zawsze rosną dorodne.,Nie dziwi mnie to. W czasie wojny węgorze tyją.,0.31935037067919286,0.028517539529041507,0.806494951248169,0.5487619638442993
Times've changed.,Czasy się zmieniają.,Czasy się zmieniły.,0.7528817482953066,0.24028114141347542,0.9391285181045532,0.9704453945159912
Bread… Sheep's milk cheese…,Chleb... Owczy ser...,Chleb... Ser z mleka owczego...,0.4415505316587,0.05372849659117709,0.8486889004707336,0.9042192101478577
Vesemir'd chew you out for such recklessness.,Vesemir opieprzyłby cię za taką nieostrożność.,Vesemir by cię skarcił za taką lekkomyślność.,0.3607167592426597,0.08307018474412793,0.8340319395065308,0.8504753112792969
"Ahem. Folk're generous with gratitude, not so much with coin.","Wdzięcznością wszyscy szastają, ale groszem to już nie za bardzo.","Ludzie są hojni w okazywaniu wdzięczności, ale nie tak bardzo z monetami.",0.3328448076027821,0.020255986027125642,0.7503580451011658,0.7401284575462341
"Agh, great. Ugh, this git's completely blown the mood for me.","Nie no, zupełnie wybił mnie z klimatu.","Ach, świetnie. Eh, ten gość całkowicie zepsuł mi nastrój.",0.16983308725809665,0.0,0.7017316222190857,0.7593327760696411
It's a deal. Some questions before I start. Know where the griffin has its lair?,"Umowa stoi – ale nim zacznę, parę pytań. Wiesz, gdzie gryf może mieć leże?","To ustalone. Kilka pytań przed rozpoczęciem. Czy wiesz, gdzie griffin ma swoją norę?",0.30484067223854255,0.014386773665469615,0.7574955224990845,0.7458445429801941
"Congratulations. Can't help wondering, though - why'd you keep the corpse? Aim to stuff it, hang it above the mantle?","Gratulacje. A na co ci jego truchło? Wypchasz je i postawisz przy kominku, na pamiątkę?",Gratuluję. Nie mogę się powstrzymać od pytania - dlaczego trzymasz ciało? Planujesz je wypchać i powiesić nad kominkiem?,0.3157612589894239,0.01284618972676772,0.7357909679412842,0.6707708239555359
Mhm.,Uhm.,Mhm.,0.3194444444444444,0.0,0.8670167922973633,0.940172553062439
Satisfied?,Jesteś zadowolony?,Zadowolony?,0.532430459367269,0.0,0.8460889458656311,0.9075899720191956
Thank the gods.,Dzięki bogom.,Dzięki bogom.,1.0,0.316227766016838,1.0,0.9842716455459595
Fine. Make sure you don't lose them.,Dobrze. Tylko pilnuj jej.,"Upewnij się, że ich nie zgubisz.",0.07407407407407417,0.0,0.7270777225494385,0.6720076203346252
"And those, what're tho--?",A to...,"A te, co to są--?",0.13310639783538455,0.05372849659117709,0.6686362624168396,0.49333903193473816
Save yourselves!,Ratuj się kto może!,Ratujcie się!,0.26517320791265614,0.0,0.8644278049468994,0.9348732829093933
"If you're a nonhuman, you'd best flee the city.","Jak jesteś nieludź, to lepiej uciekaj z tego miasta.","Jeśli nie jesteś człowiekiem, lepiej uciekaj z miasta.",0.5077641398663615,0.13784336590962212,0.8583368062973022,0.902059018611908
Ye think the dragon slayer's risen from the grave? Come back to kill more o' the beasts?,"Myślisz, że smokobójca wylazł z mogiły? I znowu gady ubija?!","Myślisz, że pogromca smoków zmartwychwstał? Żeby wrócić i zabić więcej bestii?",0.27590910605326047,0.03986357128268015,0.7546356320381165,0.8077977895736694
Whoreson's dead.,Skurwiel nie żyje.,Whoreson nie żyje.,0.418485680985681,0.24028114141347542,0.8784701228141785,0.8790943026542664
"Hm, blood's just barely dried. He was dragged here. Wonder where from.","Hm... Krew ledwo zdążyła przeschnąć... Ktoś go tu zaciągnął. Ciekawe, skąd.",Krew dopiero co zaschła. Ktoś został tu przyciągnięty. Ciekawe skąd.,0.3115951189938337,0.027007097700389556,0.8219098448753357,0.820719838142395
I think I'm getting sick.,Chyba cosik mnie bierze.,"Myślę, że się rozchoruję.",0.08728081551169907,0.0,0.6656315326690674,0.6790928244590759
"Shattered the wine barrel, but seems the people managed to escape.","Roztrzaskał beczkę z winem, ale ludziom najwyraźniej udało się uciec.","Rozbiło beczkę z winem, ale wydaje się, że ludzie zdołali uciec.",0.4398966178751637,0.24808415001701817,0.8500627875328064,0.9125058054924011
Crawl back under your rock.,Wracaj skąd przyszedłeś.,Pełznij z powrotem pod swój kamień.,0.09502923976608198,0.0,0.7007218599319458,0.5443986654281616
Tit for tat!,Wet za wet!,Kara za karę.,0.056557087310003605,0.11362193664674995,0.7254384756088257,0.6321496367454529
I get it. You wanna know what'll happen if magic no longer binds us…,"Rozumiem. Chcesz wiedzieć, jak to będzie, jeśli przestanie łączyć nas magia...","Rozumiem. Chcesz wiedzieć, co się stanie, jeśli magia już nas nie będzie wiązać...",0.5943501475915264,0.08737167851715875,0.8920126557350159,0.9402345418930054
"Me? Aye, for many things…",Ja? Wieloma rzeczami...,"Ja? Tak, za wiele rzeczy...",0.29663351355857515,0.05372849659117709,0.8900063037872314,0.7500749230384827
Aaaaah…,Aaaaaa...,Ach...,0.14479401767101205,0.0,0.8025380969047546,0.8186731338500977
Maybe another time.,Może innym razem.,Może innym razem.,1.0,0.5623413251903491,1.0,0.9911679625511169
And I'm relieved I didn't slit your throat.,"A dla mnie, że nie poderżnęłam ci gardła.","I cieszę się, że nie poderżnąłem ci gardła.",0.5881587357445185,0.08307018474412793,0.8531494736671448,0.8610823154449463
Why'd the giant spare you?,Czemu gigant cię oszczędził?,Dlaczego olbrzym cię oszczędził?,0.5390266865787692,0.16990442448471224,0.8718642592430115,0.9346585869789124
Yeah? From who?,No i co?,Kogo?,0.11875936815404137,0.0,0.7862746119499207,0.7942274808883667
Getting better by the minute.,Coraz lepiej.,Poprawia się z minuty na minutę.,0.09975308641975317,0.0,0.7053989768028259,0.71917724609375
If I must.,Jeżeli będę musiała.,Jeśli muszę.,0.1384982440005251,0.0,0.8290177583694458,0.8991227746009827
Eeeeskeeeeeel!,Eeeeskel!,Eskel!,0.3700900060589047,0.0,0.7976566553115845,0.8686985969543457
And soak in the fucking rain for your motherland!,I kurwa moknąć dla ojczyzny!,I stać w tym pierdolonym deszczu dla twojej ojczyzny!,0.3684187244112665,0.03155984539112946,0.7899958491325378,0.5589442849159241
"You heard wrong. It's princes who get turned into frogs… It could happen to a witcher just as easily, so get out of my sight.",Źle słyszałeś. To książąt zamienia się w żaby... Ale można i wiedźminów. Więc zejdź mi z oczu.,"Źle słyszałaś. To książęta zamieniają się w żaby... Mogłoby się to przytrafić również czarodziejowi, więc zejdź mi z oczu.",0.5665302677890586,0.19517971953411034,0.8423735499382019,0.803464412689209
"Yes, I've seen to everything. Where will you take him?","Tak, dopilnowałam wszystkiego. Gdzie go zabierzecie?","Tak, dopilnowałem wszystkiego. Dokąd go zabierzesz?",0.6751646317050498,0.05372849659117709,0.9339712858200073,0.9431599378585815
"Right, gimme the coin.","Dobra, dawaj monetę.","Dobra, daj mi monetę.",0.6676428691134574,0.09554427922043669,0.8947593569755554,0.9365630745887756
Gooseberry's sour this year.,Kwaśny jakiś agrest w tym roku.,Agrest jest kwaśny w tym roku.,0.49083627200683294,0.20205155046766235,0.8022200465202332,0.7256025671958923
No. Are they worth seeing?,Nie. Jest na czym oko zaczepić?,Nie. Czy są warte obejrzenia?,0.1640873333101676,0.0439891724758422,0.8000103235244751,0.7635097503662109
"We will, of course, collect it from the captain personally. How is his injury from the other week? Has it healed yet?",Rozliczymy się osobiście z kapitanem Hansenem. Jak tam jego rana z zeszłego tygodnia? Już lepiej?,Oczywiście pobierzemy je osobiście od kapitana. Jak się ma jego uraz z zeszłego tygodnia? Czy już się zagoił?,0.45446337513585267,0.06607677554655543,0.8329105377197266,0.827430784702301
"On occasion, yes. But then Rosa would quickly set him straight.","No, zdarzało mu się. Ale wtedy Rosa szybko przywoływała go do porządku.",Czasami tak. Ale potem Rosa szybko by go sprowadziła na ziemię.,0.2615650344845705,0.04328649145305472,0.7819228172302246,0.6237685680389404
"City Council is a puppet troupe with the hierarchy of the Church of the Eternal Fire as its puppeteer. Until recently, that is, when Radovid and his witch hunters took the reins.","Żartujesz? Rada Miejska to zwykłe marionetki na sznurkach poruszanych przez hierarchę Novigradu, a ostatnio też Radowida i jego łowców czarownic.","Rada Miejska jest marionetkowym teatrzykiem z hierarchią Kościoła Wiecznego Ognia jako lalkarzem. Aż do niedawna, kiedy to Radovid i jego łowcy czarownic przejęli ster.",0.4037243391922923,0.025023885065808108,0.7457861304283142,0.7895057797431946
I'd even 'ave thought Cerys fit to be queen if she'd only achieved somethin' on her own.,"Może bym i uwierzył, że Cerys się nadaje na królową, gdyby sama czegoś dokonała.","Nawet bym pomyślał, że Cerys nadaje się na królową, gdyby tylko osiągnęła coś sama.",0.4731586744747707,0.09997501561329078,0.8795178532600403,0.8848013281822205
Your betrothed?,To twoja narzeczona...,Twoja narzeczona?,0.6776939391749367,0.0,0.780713677406311,0.9213022589683533
"So, where should this elite trio of my best meet you?",To gdzie ma się stawić doborowa grupa moich trzech najlepszych ludzi?,Więc gdzie mój elitarny tercet najlepszych ma się z tobą spotkać?,0.31859209048412057,0.04740604259878138,0.7607591152191162,0.799302339553833
"If we learn anything, great. If not…","Jak się czegoś dowiemy, to dobrze. A jak nie...","Jeśli się czegoś dowiemy, świetnie. Jeśli nie…",0.4514180706818062,0.1228524589164766,0.8131416440010071,0.9517602324485779
"Silence, Temerian. Don't speak until spoken to.","Milcz, Temerczyku. Milcz, póki nie mówią do ciebie.","Milcz, Temeriańczyku. Nie odzywaj się, dopóki ci nie każą.",0.41500978577186687,0.028517539529041507,0.8296443223953247,0.8535482287406921
Who ordains so?,Kto ustalił takie prawo?,Kto tak rozkazuje?,0.14976702781580836,0.0814136751754278,0.8425776362419128,0.7147127985954285
Dammit! That's it - I can't recover any more.,"Cholera, koniec. Więcej nie odtworzę.",Cholera! To już koniec - nie mogę odzyskać nic więcej.,0.3924142657072342,0.021105340631872645,0.8021039366722107,0.8642740845680237
"Sweet balm, nettle and burdock.","Melisa, pokrzywa i łopian.","Balsam słodki, pokrzywa i łopian.",0.7207542648716695,0.26591479484724945,0.8670399188995361,0.8163806796073914
"I'll try to cast a diagnostic spell, maybe learn something more.","Spróbuję rzucić na niego zaklęcia diagnozujące, może dowiem się czegoś więcej.","Spróbuję rzucić zaklęcie diagnostyczne, może dowiem się czegoś więcej.",0.7034831898899979,0.41105458056789007,0.9381950497627258,0.931768000125885
Son… Not now.,Synu... Nie teraz.,Synu... Nie teraz.,1.0,0.5623413251903491,1.0,0.9878040552139282
"Don't lack courage. Time, though, that's another matter… Still might come back. Take care.",Odwagi mi nie brak... Gorzej z czasem. Może zapiszę się przy innej okazji.,"Nie brak ci odwagi. Czas, to jednak inna sprawa... Może jeszcze wrócić. Uważaj na siebie.",0.2753922941650227,0.013217947626377298,0.779778778553009,0.643535315990448
See me smiling? I'm dead serious.,"Widzisz, żebym się uśmiechał? Jestem śmiertelnie poważny.",Widzisz mnie uśmiechniętego? Jestem śmiertelnie poważny.,0.6836131540189311,0.17103294495668978,0.8976214528083801,0.9250583052635193
What about?,Sprawę?,Co masz na myśli?,0.043290043290043385,0.0,0.7392097115516663,0.7733138799667358
"So by all means, you sit here, soak, fart and watch the bubbles rise, while I send my boys to Whoreson's hidey-holes. They'll make some noise, flush the bugger out.","Siedźcie tu i puszczajcie bąki pod wodą. Ja idę wysłać chłopaków do miejscówek Juniora, niech zrobią kipisz i wykurzą chuja.","Więc proszę bardzo, siedź tu, mocz się, pierdź i patrz, jak bąbelki unoszą się, podczas gdy ja wyślę moich chłopców do kryjówek Whoresona. Zrobią trochę hałasu i wypłoszą skurwysyna.",0.26091356058877097,0.008517399705356638,0.7320396900177002,0.7037696838378906
Easy on the insults. I could add to your misfortune.,Nie obrażaj mnie. Bo dojdzie ci nieszczęść.,Łagodniej z obelgami. Mogę pogorszyć twoje nieszczęście.,0.3247103054219373,0.0,0.7302924394607544,0.6410872340202332
Just like that?,Tak po prostu?,Tak po prostu?,1.0,0.5623413251903491,1.0,0.9942091107368469
Your village is famous the world over. The Battle of White Orchard's on everyone's lips.,Wasza wieś na cały świat już słynna! Wszyscy mówią o bitwie pod Białym Sadem.,Twoja wieś jest sławna na całym świecie. Bitwa pod Białą Górą jest na ustach wszystkich.,0.30039328015101413,0.017395797375642234,0.7711662650108337,0.8809086084365845
"Relax. Storm's died down, you've clearly got things under control.","Spokojnie, burza ucichła, macie sytuację pod kontrolą.","Uspokój się. Sztorm ustał, wyraźnie masz sytuację pod kontrolą.",0.4675690072639582,0.11868405219520975,0.8090960383415222,0.9485782980918884
A prosperous journey to you!,Szczęśliwej drogi!,Życzę Ci udanej podróży!,0.14725835793960274,0.0,0.7459020018577576,0.9327553510665894
Naw… I was thinkin' it'd be us two and you.,"No... Chodziło nam raczej o to, że nas będzie dwóch, a ty jedna.","Naw... Myślałem, że będziemy we dwóch i ty.",0.220442148161451,0.014867523320266895,0.8050521612167358,0.6589075326919556
A what projection?,Jaka projekcja?,Co masz na myśli?,0.04761904761904771,0.0,0.7429208755493164,0.7880482077598572
Out of my sight.,Zejdź mi z oczu.,Poza moim zasięgiem wzroku.,0.10728529406456976,0.0,0.6602209210395813,0.6039267778396606
"Robbed of Radovid's tactical genius, the Northern Realms could not withstand Emhyr's countless legions.",Bez taktycznego geniuszu Radowida królestwa Nordlingów nie były w stanie oprzeć się niezliczonym legionom Emhyra.,"Pozbawione geniuszu taktycznego Radovida, Królestwa Północy nie mogły się oprzeć licznym legionom Emhyra.",0.49717613780647013,0.03853280755236667,0.8405649065971375,0.8970335721969604
Tomcat ever hiss at you?,A ofukał cię kiedyś kocur?,Czy kotek kiedykolwiek prychnął na ciebie?,0.20598260685153194,0.0,0.7784245014190674,0.8712972402572632
Excellent! I'll take the coin to the King of Beggars right away. Surprise the prick!,I bardzo dobrze. Mogę od razu iść z pieniędzmi do Króla Żebraków. Ale się zdziwi!,Doskonale! Wezmę monetę do Króla Żebraków od razu. Zaskoczę tego dupka!,0.312044453446793,0.030667173634794157,0.7877151370048523,0.6815921664237976
"Nekkro one! Two no soup taste good. Nekkras others come, but my no call them.","Z jednego nekkera tylko. Więcej już nie, bo smak będzie nie ten. Te inne to same przylazły, ja ich nie wołałem.","Nekker jeden! Dwa nie smakują dobrze w zupie. Inne nekkery przychodzą, ale ja ich nie nazywam.",0.24989390470824915,0.047861335603081735,0.7497532963752747,0.6129464507102966
Unlike some others I know.,W przeciwieństwie do niektórych.,"W przeciwieństwie do niektórych innych, których znam.",0.9061087199348198,0.16348126556655487,0.846878707408905,0.9078474640846252
Trial by ordeal. Very Skelligan.,Ciekawa procedura apelacyjna... Bardzo skelliska.,Próba przez ordalia. Bardzo Skelligańskie.,0.24777751259602596,0.05372849659117709,0.7580265998840332,0.5030320286750793
"Seems like it had lost some strength, was sneaking along the shoreline.","Wygląda na to, że był osłabiony i skradał się nabrzeżem.","Wyglądało na to, że straciło trochę sił i skradało się wzdłuż brzegu.",0.41611672095695407,0.09578464408619825,0.8416494131088257,0.8401913046836853
Found signs of a fight in the room. Know anything about that?,W pokoju znalazłem ślady walki. Wiesz coś o tym?,Znalazłem ślady walki w pokoju. Wiesz coś o tym?,0.8087816706237759,0.3155984539112945,0.9347367286682129,0.9649035930633545
Guardsmen'll decide this was an ambush. You know the penalty for that.,"Strażnicy mogą uznać, że to była zasadzka. Wiecie, co wam wtedy grozi.","Gwardziści uznają to za zasadzkę. Wiesz, jaka jest kara za coś takiego.",0.2500589317131034,0.017033186037639283,0.7723520398139954,0.8648332953453064
Think someone let somethin' slip?,"Myślisz, że ktoś puścił farbę?","Myślisz, że ktoś coś chlapnął?",0.5317680869854783,0.26591479484724945,0.8984836935997009,0.5982277393341064
Take him! And disperse the others!,Brać go! A ludzi rozpędzić!,Weźcie go! Rozproszcie pozostałych!,0.14226631111004326,0.06257106818159155,0.8005174994468689,0.6705625653266907
"No, thanks, heard you earlier… But listen - where are the bodies? Don't see any…","Nie, już słyszałem, nie trzeba. A gdzie są ciała? Żadnych tu nie widzę...","Nie, dzięki, słyszałem cię wcześniej… Ale posłuchaj - gdzie są ciała? Nie widzę żadnych…",0.48188059463362715,0.07596458453655348,0.8007999062538147,0.8469814658164978
Shove your bales up your arse!,W rzyć se je wsadź!,Wsadź sobie swoje bele bawełny w dupę.,0.18708447121547792,0.0,0.6657944917678833,0.6126811504364014
Where you goin'? Don't ye want to defeat the Ghost of the Arena?,A ty dokąd? Nie chcesz pokonać Ducha Areny?,Dokąd idziesz? Czyżbyś nie chciał pokonać Ducha Areny?,0.6037509951165846,0.1374708101760565,0.8346211910247803,0.9180152416229248
I do not want to hear this.,Nie chce tego słuchać.,Nie chcę tego słuchać.,0.774646993300244,0.1880301546543197,0.9394969940185547,0.972241997718811
"Used to be, soon as a beast'd built a nest nearby the ealdorman'd start a collection, or go to the lord for help.","Kiedyś, tak jaki potwór gniazdo w okolicy uwił, to sołtys zbiórkę na nagrodę robił albo jechał do seniora o pomoc prosić.","Kiedyś, gdy bestia budowała gniazdo w pobliżu, ealdorman zaczynał zbiórkę pieniędzy lub prosił lorda o pomoc.",0.3133619216486972,0.023930667801540864,0.8026590943336487,0.7216495871543884
We's orphans.,My są sieroty.,Jesteśmy sierotami.,0.38092044517756696,0.0,0.7661717534065247,0.8960617184638977
"Drawing of a horse. Clue for Ciri, must be.",Rysunek konia. To pewnie wskazówka dla Ciri.,"Rysunek konia. Wskazówka dla Ciri, musi być.",0.6535173869539195,0.07730551756939454,0.8954785466194153,0.7886579632759094
"Heh, hey, welcome.","He, he, witam.",Witaj.,0.10826131066892553,0.0,0.7132934331893921,0.584392786026001
Geralt! Thanks for everythin'!,Geralt! Dzięki za wszystko!,Geralt! Dzięki za wszystko!,1.0,1.0,1.0,0.9928345084190369
What do we do with him?,Co z nim?,Co mamy zrobić z nim?,0.45654761904761904,0.12574334296829354,0.8126041293144226,0.9339190125465393
Aaaaaargh!,Aaaaaargh!,Aaaaaargh!,1.0,0.1778279410038923,1.0,0.9943142533302307
Anyone call the Temple Guard or not?,"Ktoś wezwał Straż, czy nie?",Czy ktoś wezwał Straż Świątynną czy nie?,0.7327822933002951,0.07730551756939454,0.880679190158844,0.9485966563224792
Wonder what'll please Bran more - your victuals or our war booty…,"Ciekawe co sprawi Branowi większą radość, wasze żarcie, czy nasze łupy wojenne...",Ciekawe co bardziej przypadnie Branowi do gustu - twoje jedzenie czy nasze łupy wojenne...,0.49767681294351046,0.21972813874997157,0.853744626045227,0.8663409352302551
