en_text|pl_text
A husband declares his devotion to a woman. An erovring declares his ownership of her.|Mąż oświadcza się kobiecie. A erovring oświadcza jej, że należy do niego.
What is it, witcher?|Tak, wiedźminie?
Think I even know where from… See that ledge?|Chyba nawet wiem, skąd zleciał... Widzisz tę półkę skalną?
Mhm.|Mhm.
Fell to his death.|Zginął od upadku.
Must be the place.|To chyba tutaj.
Been a while comin'. Maybe they got lost?|Coś długo ich nie ma. Może zabłądzili?
They been haulin' lumber along this road for twenty years, and ye think they got lost?|Od dwudziestu lat wożą drewno tą samą drogą i teraz by się zgubili?
Then maybe dryads captured 'em? Grandda told me they once roamed these woods.|To może driady ich porwały? Dziadek mi opowiadał, że kiedyś były w tych lasach.
Oh, I wouldn't mind one o' them dryads takin' me…|O, ja to bym chciał, żeby mnie taka driada porwała...
You're a fool. You know what they do to men like us?|Głupi jesteś. Wiesz, co one robią z takimi jak my?
They gut us, then weave our entrails o'er the trees as a warnin' to others!|Patroszą, a potem flaki rozciągają po drzewach, innym ku przestrodze!
Yes.|Mam.
You know I don't like it.|Wiesz, że tego nie lubię.
Let it go. I just want to see what happened.|Spokojnie, chcę tylko zobaczyć, co się tu stało.
Besides, you know there are things I'd rather not know about you…|Poza tym są rzeczy, których chyba nie chcę o tobie wiedzieć...
Let's go.|Chodźmy.
Well, let's go.|No, to chodźmy.
This way.|Tędy.
Already found the first spot.|Pierwsze miejsce już znalazłam.
Let's go.|Chodźmy.
You do it whenever you want anyway.|I tak robisz to, kiedy chcesz.
No harm in it then, is there?|No to chyba nie ma problemu, prawda?
Nope.|Nie mam.
Gonna read my mind again?|Chcesz mi czytać w myślach?
You object?|A masz coś przeciwko?
Gonna read my mind?|Będziesz mi czytać w myślach?
What now?|Co teraz?
The Mask reveals the past, but only in certain places.|Maska pozwala zajrzeć w przeszłość, ale tylko w konkretnych miejscach.
Places where past events left a strong magical imprint.|Tam, gdzie wydarzenie zostawiło silny magiczny ślad.
Take it.|Trzymaj.
Want me to wear it?|Ja mam ją włożyć?
Yes. I'll cast a spell that will let me see through your eyes.|Tak. A ja rzucę zaklęcie, które pozwoli mi widzieć twoimi oczami.
What do we do now?|Co robimy?
Ermion's furious with you.|Myszowór jest na ciebie wściekły.
Ermion says the Mask might cause a natural disaster.|Myszowór mówi, że Maska może doprowadzić do kataklizmu.
Fortunate he's here then. He can jump right in, try to tame it.|Na szczęście jest na miejscu i od razu może się zająć jej poskromieniem.
Realize he won't let this pass?|Wiesz, że on ci tego nie daruje?
Oh, I'll survive, somehow.|Huh, jakoś to przeżyję.
What was that?|Co to było?
Unicorns.|No co? Jednorożce.
Dammit, Yen, I saw the foglets. I meant how'd they get here?|Yen, do cholery, przecież widziałem, że to mglaki. Wiesz, o co mi chodzi.
The power of the Mask summoned them.|Moc Maski je przywołała.
Oh great and mighty Freya! Help us fulfill the oaths we've sworn!|Wielka i potężna Freyjo! Spraw, byśmy mogli wypełnić to, cośmy poprzysięgli!
Give us strength and courage! Swift hands and sharp eyes! Lead us.|Daj nam siłę i odwagę, szybkie ręce i bystre oczy! Prowadź nas.
Right, lads. Let's get to work! Clear out this mine!|No, panowie, do dzieła! Oczyścimy tę kopalnię!
What smells so delicious?|To co tak przyjemnie pachnie?
Show me your wares.|Pokaż mi swoje towary.
Actually, kinda in the mood for cards. Care for a round of gwent?|Szczerze mówiąc, mam ochotę na karty. Może partyjkę gwinta?
I'm always in the mood for gwent.|Gwintowi nigdy nie odmawiam.
Let's play cards.|Zagrajmy w karty.
Thanks for sparing a moment.|Dzięki za poświęconą chwilę.
So long.|Bywaj.
I like it here.|Podoba mi się tutaj.
Gotta say I like the place.|Podoba mi się to miejsce.
I should hope so. Found it a ruin when I came here from Undvik. Gulls shittin' into the tankards through the gaps in the thatch. I bought the hut, rolled up my sleeves and made a proper alehouse out of it.|No chyba. Gdy przybyłem z Undvik, stała tu ruina. Mewy srały do kufli przez dziury w strzesze. Kupiłem tę budę, zakasałem rękawy i zrobiłem z niej porządny lokal.
"Why'd you call it ""The New Port""?"|Skąd nazwa Nowy Port?
"Continuity. Owned ""The Old Port"" on Undvik. A few of my former customers come here evenin's to reminisce about the old times."|Na Undvik prowadziłem Stary Port... Kilku stałych klientów przychodzi tutaj wieczorami, żeby powspominać dawne czasy.
Greetings, I'm Geralt.|Witaj, jestem Geralt...
The witcher known as the White Wolf, I know. They tell stories about you every day 'round here. Lookin' for an open seat at the table?|Wiedźmin zwany Białym Wilkiem, wiem. Już zdążyli cię tu obgadać. Szukasz wolnego miejsca przy stole?
I'll be fine. Just wanted to talk.|Dam sobie radę. Na razie chciałem porozmawiać.
Greetings, welcome.|Witam, zapraszam.
Sorry, not who you think I am.|Bierzecie mnie za kogoś innego.
I look like a Nilfgaardian to you?|Czy ja ci wyglądam na Nilfgaardczyka?
What the fuck's your problem?|O co ci, kurwa, chodzi?
Get in there! Ye wanna crack, do it with the boss.|Właź, niech szef się z tobą użera.
Look, I have no idea what you want from me.|Nie mam pojęcia, czego ode mnie chcesz.
Then who the fuck are ye? And what the fuck're ye doin' here?|To kim ty, kurwa, jesteś? I co tu robisz?
Picking flowers.|Zbieram kwiatki.
Wise arse, eh? Well ye can sniff them flowers o' yours - from below!|Takiś mądry? To zaraz te swoje kwiatki powąchasz od spodu!
This is a mistake.|To pomyłka.
Take me to the boss.|To prowadź do szefa.
Fine, I'm going.|W porządku, idę.
All right.|W porządku.
Ah, there y'are. Don't know about your ways, but here, when ye agree to do business, we don't keep folk waitin'.|No, nareszcie. Nie wiem, jak u was, ale u nas, jak się ktoś umawia w interesach, to nie każe na siebie czekać.
What business?|W interesach?
Oh, drop the secret shite, we've not the time. Nilfgaardian bloke, Ville, said he'd send a body for the goods the day. So in ye go, and just be sure to behave.|Daruj sobie te podchody, nie mamy na to czasu. Ville Nilfgaardczyk mówił, że przyśle dziś kogoś po towar. Właź do środka i bądź grzeczny.
Bad ones. Your son's dead, killed by a fiend. All I could do was avenge him.|Złe. Twój syn został zabity przez biesa. Jedyne, co mogłem zrobić, to go pomścić.
"I told 'im. ""Sonny! Nothin' good ever came outta Faroe. Stay home. Your time'll yet come for adventures and glory…"""|A mówiłem mu. Synku! Syneczku! Nigdy nic dobrego z Faroe nie przyszło. Zostań lepiej w domu. Przyjdzie jeszcze czas na przygody i na sławę...
Your reward. This gold brought me no luck… May it serve you better.|Twoja nagroda. Mnie to złoto szczęścia nie przyniosło... Niech tobie posłuży.
Bad ones. Your son's dead.|Złe. Twój syn nie żyje.
We'll talk later.|Porozmawiamy później.
We'll talk later.|Porozmawiamy później.
Greetings. Any tidings?|Witaj. Jakie wieści przynosisz?
Blood… mixed with bile.|Krew... Wymieszana z żółcią.
Look. Someone walked through it.|Patrz. Wygląda na to, że ktoś w to wlazł.
Don't matter. Body's still warm, they're close. Come on.|Nieważne. Ciało jest jeszcze ciepłe, są niedaleko. Idziemy.
Wounds covering the body… But he didn't bleed to death. Someone broke his neck. Finished him.|Rany na całym ciele... Ale nie zginął z wykrwawienia. Ktoś mu skręcił kark. Dobił.
What the hell's going on here?|O co tu, do cholery, chodzi?
What Cerys did - don't hold it against her. She wanted to help, banish the voices that haunt you.|Nie miej Cerys za złe tego, co zrobiła. Chciała ci pomóc odegnać głosy, które cię prześladują.
Help? Casting my babe in an oven?!|Pomóc? Wrzucając moje dziecko do pieca!?
Things'll calm down, you'll talk, figure it out. She had the best intentions. Important you know that.|Emocje opadną i na pewno to sobie wyjaśnicie. Jestem pewien, że miała dobre intencje.
Yet she did not win your trust.|A jednak jej nie zaufałeś.
Cause I decided to solve this the witchers' way.|Bo postanowiłem to załatwić po wiedźmińsku.
Easy, it'll be all right.|Spokojnie, damy radę.
There's no sense in going if you don't stay calm.|Musisz zachować spokój, inaczej w ogóle nie ma sensu się za to zabierać.
Jarl, the witcher is right. He specializes in such matters, he's your only chance.|Jarlu, wiedźmin ma rację. Jest specjalistą od takich spraw, to twoja jedyna szansa.
Good idea. Meantime, I'll place the torches.|Dobry pomysł. A ja w tym czasie umieszczę pochodnie w odpowiednich miejscach.
Wait here a moment. I'll fetch some torches.|Poczekaj chwilę, przyniosę pochodnie.
Will that suit you?|Tyle wystarczy?
Should do. Thanks.|Powinno. Dziękuję.
Witcher, there's an old shed beside the house. It was used for storing tools and such.|Wiedźminie, obok domu jest stary składzik. Trzymano tam narzędzia i podobne rzeczy.
You might find torches there.|Może znajdziesz tam pochodnie.
Thanks.|Dzięki.
We need to prepare the house first. Light some torches in the main room - make sure they illuminate every nook and cranny.|Po pierwsze, trzeba przygotować dom. Musimy umieścić pochodnie w głównej sali – tak, żeby oświetlały jak najwięcej przestrzeni.
And then?|A potem?
Then you just need to show up. I'll take care of the rest.|Potem musisz tam po prostu być, ja zajmę się resztą.
Fear not, Jarl, we'll tend to everything. You should rest in the interim.|Nie obawiaj się, jarlu, wszystkim się zajmiemy. Tymczasem odpocznij.
Get yourself together. If we're to stand a chance, you need to be strong. You need to be a Skelliger.|Weź się w garść. Jeśli mamy mieć jakieś szanse, musisz być silny. Pokaż, że jesteś ze Skellige.
I am a Skelliger.|Jestem ze Skellige.
Don't panic.|Nie histeryzuj.
I know what haunts you, whispers in your ear, commands you to hurt yourself.|Wiem, co cię prześladuje, szepcze do uszu i każe się okaleczać.
It's neither the gods nor your brother.|To ani bogowie, ani twój brat.
But I hear it, clear as a bell. The voice speaks.|Ale przecież słyszałem wyraźnie... Głos przemówił...
The voice is that of a hym. The creature feeds on the guilt you feel for not helping Aki.|Głos należy do Hima. To istota, która żeruje na twoim poczuciu winy za to, że nie pomogłeś Akiemu.
Good news is we can defeat it.|Dobra wiadomość jest taka, że możemy go pokonać.
And the bad?|A zła?
We gotta survive a night in it's lair - your old house.|Że będziemy musieli przetrwać całą noc w nawiedzonym domu.
No. No, no! That'll end badly. It can't end well, I can feel it.|Nie, nie, nie... To się źle skończy, bardzo źle, czuję to...
No, no, no, no…|Nie, nie, nie, nie...
It'll never end…|To się nigdy nie skończy...
Figured out who brought the berserkers to Kaer Trolde?|Udało się ustalić, kto sprowadził berserków?
Nay. If I'm to be honest, I was kinda countin' on Cerys findin' some lead… but she's had no luck.|Nie. Szczerze mówiąc, po cichu liczyłem, że Cerys trafi na jakiś trop... ale nic.
But we tracked them down, took care of 'em - and that's most important. Any foes o' Clan an Craite will think twice now afore they pick a fight.|No, jednak najważniejsze, że ich dopadliśmy. Wrogowie rodu Craite teraz dwa razy się zastanowią, czy warto z nami zadzierać.
Manage to learn who brought in the berserkers?|Udało się ustalić, kto sprowadził berserków?
So, you becoming ruler of all Skellige - it's changed nothing?|Czyli nic się nie zmieniło po tym, jak zostałeś władcą całego Skellige?
That is no argument to me sis.|Dla Cerys to nie jest żaden argument w dyskusji.
So her becoming queen of all Skellige - it's changed nothing?|Czyli nic się nie zmieniło po tym, jak została królową całego Skellige?
Tried to give me one or two orders, but I do believe she's done with that now.|Kilka razy próbowała mi rozkazywać, ale chyba już jej przeszło.
You and Cerys getting along?|Jak ci się teraz układa z Cerys?
Argh, as ever - daggers drawn and at loggerheads. Must look somethin' nasty from the side, but all in all, I love my sis.|Tak jak zwykle. Ciągle drzemy koty i pewnie z boku wygląda to paskudnie, ale no – w sumie to ją lubię.
How're things with Cerys?|Jak ci się układa z Cerys?
You and Ciri - as I remember, you two grew up together, at least for a while…|Pamiętam, że ty i Ciri przez jakiś czas wychowywaliście się razem...
Aye, spent half her childhood in the Isles. Always at my heels, she was. Scrawny wee thing…|Tak, pół dzieciństwa spędziła na wyspach. I zawsze trzymała się ze mną. Takie było z niej chuchro...
But her leaps on ice skates - why, none of us could rival them. Tried to outdo her once, smashed me mouth on a rock.|Ale na łyżwach skakała lepiej niż my wszyscy. Kiedyś poharatałem sobie gębę na skałach, bo próbowałem ją prześcignąć.
And then you went to Crach and announced you'd agreed to wed.|A potem oświadczyliście Crachowi, że się pobieracie.
You hear of that? Aye, we had twelve winters on us, both. Any thought of continuin' that romance - me da whipped it out of me head. Hahahah.|Słyszałeś o tym? Tak, mieliśmy wtedy po dwanaście lat. Ojciec rzemieniem wytłukł mi wtedy te amory z głowy. He, he.
Wonder what it'd be like to see her now.|Ciekawe, jak by to było teraz ją spotkać.
You and Ciri grew up together…|Ty i Ciri wychowywaliście się razem...
Farewell, an Craite.|Bywaj, an Craite.
Take care.|Bywaj.
Planning another voyage?|Wybierasz się na kolejną wyprawę?
Got another voyage in mind?|Wybierasz się na kolejną wyprawę?
Course. Ice Giant was just the beginnin'. 'Sides, got all kinds of whoresons already sayin' he wasn't that big.|Pewno. Lodowy gigant to dopiero początek. Zresztą różni tacy już zaczynają opowiadać, że wcale nie był taki wielki.
What about the folk of Undvik? You and your men were gonna help them return to their isle and rebuild Urskar.|A co z ludźmi z Undvik? Mieliście im pomóc wrócić na wyspę i odbudować Urskar.
Cerys'll take care of that.|Cerys się tym zajmie.
Ah, Geralt, how're things?|Co tam, Geralt?
I'll pray for ye! Freya keep ye in her care!|Będę się za ciebie modlić! Niech Freyja się tobą opiekuje!
So? Ready?|I jak? Gotowy?
A Skelliger's always ready. To defeat his foes or fall in battle tryin'.|Skelligijczyk zawsze jest gotowy. By pokonać wrogów lub polec w walce.
Only one to fall today'll be the hym.|Jedynym, który dziś polegnie, będzie Him.
Need I prepare? What will happen?|Mam się jakoś przygotować? Co się będzie działo?
I'll light the torches in the main room. That and your presence'll enrage the hym eventually. It'll show. That'll be my chance to hurt it.|Zapalę pochodnie w głównej sali. To i twoja obecność wcześniej czy później rozgniewają Hima, ale dzięki temu się ujawni. Wtedy będę mógł go zranić.
And me? What am I to do?|A ja? Co mam robić?
Just hold out. It'll whisper to you, tell you to do things. Could be more intense than usual. Definitely won't try to kill you, though.|Wytrzymać. Będzie cię atakował podszeptami, być może intensywniejszymi niż zwykle. Ale na pewno nie będzie chciał cię zabić.
I'll keep it together. I'll try.|Będę panował nad sobą. Postaram się...
That's great, but if it's not enough, if the hym starts to get to you, I'll use a Sign that'll calm you down.|Cieszę się, ale to może nie wystarczyć. Gdyby Him mocno ci dokuczył, użyję wiedźmińskiej magii. Powinna cię uspokoić.
So be it. Shall we start?|Niech tak będzie... Zaczynamy?
I'll explain.|Już wyjaśniam.
Better if you don't know.|Lepiej, żebyś nie wiedział.
Ignorance is bliss, trust me.|Jest takie powiedzenie: niewiedza jest błogosławieństwem.
Just make sure you stay vigilant, listen to what I say.|Ważne, żebyś był czujny i słuchał moich poleceń.
Fine. So… What now? Shall we begin?|D... Dobrze. To... Jak?... Zaczynamy?
Let's start. Think pleasant thoughts, don't let the hym drag you into guilt.|Zaczynamy. Myśl o przyjemnych rzeczach, nie daj mu się wciągnąć w poczucie winy.
And pray to your gods I'm not wrong.|I poproś swoich bogów, żebym się nie mylił.
Let's start.|Tak, zaczynamy.
Not yet. Gotta check one last time if everything's in place.|Jeszcze moment. Ostatni raz sprawdzę, czy wszystko jest na miejscu.
Not yet.|Jeszcze nie.
Shall we start?|Zaczynamy?
Oh woe is me! Why? Why?|O ja nieszczęsny! Dlaczego? Dlaczego?
Who'll take pity on my beleaguered soul?|Kto pochyli się nad moim nieszczęściem?
Gods, what did I do to offend yous?!|Bogowie, pomóżcie! Czym was obraziłem?
Who'll help?! Who'll save me?!|Znikąd pomocy! Znikąd ratunku!
Look at his satchel! Get 'im, lads!|Spójrzcie na sakwy! Na niego, synkowie!
Will Sven visit today?|Sven przyjdzie dzisiaj?
Course he will.|Pewnie, że przyjdzie.
I've seen him looking at you.|Widziałam, jak na ciebie patrzył.
Pull that one in, Hilde. And don't let him get away.|Trzymaj go krótko, Hilda. I nie wypuszczaj.
What're you peddling?|Co masz na sprzedaż?
Let me see what you have.|Pokaż mi swoje towary.
Got a diagram. Like you to craft something for me.|Chciałbym, żebyś coś dla mnie wykonał.
Need something crafted. Think you can manage?|Chciałbym, żebyś coś dla mnie wykonał.
Care to play cards?|Zagramy w karty?
So long.|Bywaj.
Farewell.|Bywaj.
Tell me a story about one of these weapons.|Opowiedz mi historię broni.
Battle axe looks pretty old.|Ten topór wygląda na bardzo stary.
Even older than this keep, and yet still sharp.|Jest starszy niż ta twierdza, a mimo to wciąż ostry.
Once each year, at Saovine, this axe speaks.|Raz do roku, w Saovine, topór mówi.
It tells of blood spilt in battles, of burnin' villages and sunken boats.|Opowiada o krwi przelanej w bitwach, o płonących wsiach i łodziach, które poszły na dno.
Might be a curse, and might be it drank too much human blood. What's certain is no one wants it.|Może to klątwa, a może wypił za dużo ludzkiej krwi... Faktem jest, że nikt go nie chce.
This sword's hilt is made of meteorite steel.|Ten miecz ma rękojeść z meteorytowej stali.
No, it's made from the heart of a falling star.|Nie, ona jest zrobiona z serca spadającej gwiazdy.
Whoever wields this sword will always find his way at sea, no matter how stormy the skies.|Kto dzierży ten miecz, ten zawsze znajdzie drogę na morzu, choćby niebo było zachmurzone.
But after a time it overwhelms its owner with sadness and longin' for its starry home. And nothin', not even good fun and good company, can cheer him up.|Ale po czasie właściciela ogarnia przejmujący smutek i tęsknota za krainą wśród gwiazd. I nic, nawet zabawa w zacnej kompanii, nie jest w stanie go pocieszyć.
Tell me a story about one of your weapons.|Opowiesz mi jakąś historię związaną z tą bronią?
See this sword? You know by its crafter's mark that it was forged in the isles. Belonged to Lars, who woulda been the same age as I.|Widzisz ten miecz? Po puncmarce poznasz, że wykuty na wyspach. Należał do Larsa, mojego rówieśnika.
What happened to him?|I co się z nim stało?
His wife went missin' durin' a nasty storm. It was said the goddess smiled fondly on her, so Lars refused to believe she was truly dead.|Którejś nocy podczas sztormu jego kobieta zaginęła. Mówili, że cieszy się łaską bogini, więc Lars nie wierzył, że umarła.
He ran out on the rocks and begged Freya to give his wife back. Left his sword behind to show the gods humility. And never returned for it.|Wybiegł na skały prosić Freyję, żeby mu oddała żonę. Miecz zostawił, by okazać bogom pokorę. I już nie wrócił.
Selling that same sword now?|I ten miecz jest na sprzedaż?
We coulda tossed it in the sea, but fish got no use for blades. He had no family, so I'm sellin' it… to the right man.|Mogliśmy go w morze cisnąć, ale rybom oręż niepotrzebny. Rodziny nie miał. Sprzedam go... właściwej osobie.
Interested in a weapon? There's a tale behind every item I've got.|Interesuje cię broń? Tutaj każda sztuka ma swoją historię.
That man in the mask… he's from afar, isn't he?|Ten w masce... On chyba jest z daleka, co?
Oh, yes… From very far away.|Oj tak... Z bardzo daleka.
Where, exactly?|A skąd?
Aren't you nosy!|Ale jesteś ciekawska!
Surprised? Been sittin' in this fish puddle me whole life… I'd love to travel like you…|Dziwisz się? Całe życie siedzę na tym odludziu. Chciałabym podróżować, jak ty...
Like me? No, you wouldn't like that… Trust me.|Jak ja? Wierz mi... Nie chciałabyś.
Eine glav'echen virti adem!|Eine glav'echen virti adem!
Eine glav'echen virti adem!|Eine glav'echen virti adem!
Eine glav'echen virti adem!|Eine glav'echen virti adem!
Quiet, dear, you don't know what you're sayin'. Your brother was a vile man, a criminal. The quicker you forget him, the better.|Cicho, mała, nie wiesz, co mówisz. Twój brat to był podły człowiek, zbrodniarz. Im szybciej o nim zapomnisz, tym lepiej.
Agh, shame about Gretter. He was a good man.|Ech, szkoda Grettera, dobry chłop z niego był.
Aye, and he didn't drink much.|Ta, i mało pił.
As for that whoreson, Yorg - chainin' 'im to the rocks… that was too light a punishment. Shoulda lashed his skin off.|A dla tego skurwysyna, Yorga, przykucie do skał to zbyt łagodna kara. Powinno się go ze skóry obedrzeć.
Don't say that! Me brother was good!|Nie mówcie tak! Mój brat był dobry!
Begone, man. Let us mourn in peace.|Odejdź, człowieku. Daj w spokoju przeżyć żałobę.
Barmaid|Kelnerka
Ugh… The stench. Is that vodka?|Uch... Ale cuchnie. To wódka?
Mahakaman spirit. Someone ruined several barrels of the finest…|Mahakamski spirytus. Komuś się nieźle rozlało...
Good thing da's got other worries on his mind.|Dobrze, że ojciec ma teraz inne zmartwienia.
*Sighs* Ehh.|Ech.
Come on over!|Zapraszam, zapraszam.
Hail, White One! Have a look here.|Hola, białowłosy! Zajrzyj tutaj.
Everythin' fresh as a daisy!|Wszystko pierwszej świeżosci!
Best wares in the Isles! The very best!|Najlepsze towary na Wyspach! Najlepsze!
Careful!|Uważaj!
Hey…|Ejże...
I'm bein' attacked! Help!|Napad! Ratujcie!
Fresh goods! Merchant ship sank mere moments ago!|Nowa dostawa! Kupiecki statek dopiero co zatonął!
All me goods - top quality. Wild Hunt take me if I'm lyin'!|U mnie wszystko pierwsza klasa, niech mnie Dziki Gon porwie jeśli kłamie!
Fresh footprints. Could be Cerys'.|Świeże ślady, może to Cerys.
Oy, Geralt, where you goin'?!|Ej, Geralt, gdzie idziesz!
Look! Up there… A corpse, by my reckonin'.|Patrz! Tam na górze... Jakiś trup.
Mhm. Needs examining.|Mhm. Trzeba go obejrzeć.
No one here. Ran away, knew I'd come for them.|Nikogo nie ma. Wiedzieli, że po nich przyjdę, i uciekli.
Odd. From what you said, they don't sound like the type to lack courage.|Dziwne. Z tego, co mówiłeś, odwagi akurat im nie brak.
Let's look around. Could be nearby.|Rozejrzyjmy się. Może są niedaleko.
Arise! Arise and drink of the blood!|Obudźcie się! Obudźcie i napijcie krwi!
Greetings again. See - I had no intention of cheatin' you. Your coin.|Witaj znowu. Widzisz – wcale nie chciałem cię oszukać. Proszę, to twoje pieniądze.
You're lucky. I'm not exactly known for being forgiving.|Masz szczęście, bo nie jestem znany z wyrozumiałości.
Still, take my advice - find a new profession.|Tak czy inaczej radziłbym ci znaleźć sobie inne zajęcie.
For you, it must just be another dead beast. But for us - well, ye saved our lives!|Dla ciebie to pewnie tylko kolejny ubity potwór. Ale dla nas – życie uratowane!
Gwent - ever play the game?|Grywasz czasem w gwinta?
If your question is, would I be interested in playing you, the answer is simple: no.|Jeśli pytasz, czy mam ochotę zagrać z tobą, to odpowiedź brzmi: nie.
Afraid of losing? I understand.|Boisz się przegrać? Rozumiem.
Very well, out with your deck. Win, and I'll give you my best card.|Dobra, wyciągaj talię. Jeśli przegram, dostaniesz moją najlepszą kartę.
You're afraid you'll lose.|Boisz się przegrać.
Fine, your choice.|Jak nie, to nie.
If you don't want to, fine.|Jak nie chcesz, to nie.
Gwent. Play me, Gremist.|Zagrajmy w gwinta.
Let's play gwent.|Zagrajmy w gwinta.
You won. I believe you're ready to challenge Madman Lugos. I do wonder if he'll agree to play you for his Katakan.|Wygrałeś. Myślę, że jesteś gotów, żeby się zmierzyć z Lugosem Szalonym. Ciekawe czy będzie chciał z tobą zagrać o swojego Katakana.
You outplayed me… Were Madman Lugos alive, I'd say you might challenge him for his Katakan with those skills. Incidentally, none knows what happened to the card after he passed on.|Ograłeś mnie... Gdyby żył Lugos Szalony, powiedziałbym ci, że z tymi umiejętnościami możesz zagrać z nim o jego Katakana, ale nie żyje i nikt nie wie co się zostało z tą kartą.
Feeble. But I expected as much.|Słabiutko. Ale spodziewałem się tego.
That was luck, pure luck. Nonetheless, as promised, the jewel of my collection - Assire var Anahid.|Miałeś szczęście. Zgodnie z obietnicą – ozdoba mojej kolekcji, Assire var Anahid.
Now you must do me a favor. Since you're so lucky, you must fleece Sigi Reuven in Novigrad and Stjepan in Oxenfurt. I found both exceedingly aggravating last time I was on the Continent. Best of luck.|I zrób coś dla mnie. Skoro jesteś taki dobry, to ograj Sigiego Reuvena z Novigradu i Stjepana z Oxenfurtu. Obaj zaleźli mi za skórę, gdy bawiłem na kontynencie.
I'd rather his sister had donned the crown.|Wolałabym, żeby to jego siostra włożyła koronę.
I don't like this.|Nie podoba mi się to.
A man should sit the throne of Skellige.|Na tronie powinien siedzieć mężczyzna.
Cerys! Cerys!|Cerys! Cerys!
Hjalmar! Hjalmar!|Hjalmar! Hjalmar!
So, didn't get away after all.|A więc jednak nie udało mu się uciec...
A small key… to a drawer or a small chest.|Mały klucz... Od szuflady albo niedużej skrzyni.
Time to head back to Kaer Trolde.|Czas wracać do Kaer Trolde.
Rode this way.|Jechał tędy.
Hey! Don't leave me here! I beg ye!|Hej! Nie zostawiaj mnie tu! Błagam!
Help! I don't deserve to die like this!|Ratunku! Nie zasłużyłem na taką śmierć!
Aaaah! Help!|Aaa! Pomocy!
Ilge! Leave them pots, c'mere! We've a brawl!|Ilge! Zostaw gary i chodź, dzieje się!
Whoa, whoa! Put your iron away!|Hola, hola! Schowajcie żelazo!
We'll not fit on one longship with this many men.|W tylu chłopa na jeden drakkar się nie zmieścimy.
We will if we leave our shields and weapons behind.|Chyba że zostawimy w domach tarcze i broń.
What do you propose we fight with, then?|To czym będziemy walczyć, co?
We'll go at the first village with our bare hands… At the second with what we loot from the first.|Na pierwszą osadę pójdziemy z gołymi rękoma... A na drugą z tym, co tam zdobędziemy.
Fine, I'll help you. I visit Novigrad often enough. Might stop by, see how business is going.|Pomogę ci. Często bywam w Novigradzie, więc na pewno cię odwiedzę i zapytam, jak idą interesy.
Thank you! You'll find me in the port district. My name's Johann Bohner.|Dziękuję! Znajdziesz mnie w dzielnicy portowej. Nazywam się Johann Boner.
See you later, then.|W takim razie do zobaczenia.
Fine. I'll help you.|Pomogę ci.
Don't have time for this.|Nie mam czasu.
Sorry, in a bit of a hurry.|Przykro mi, ale się spieszę.
Gods, foul times we live in. A man can perish by the roadside and no one'll even stop to care…|O bogowie, co za czasy nastały. Człowiek może sczeznąć przy drodze i nikt się nawet nie zainteresuje...
Heard a few too many tales like yours to believe yet another.|Słyszałem już zbyt wiele takich historyjek, żeby uwierzyć w kolejną.
To tell you the truth, I'd probably not believe it either. Alas, I must count on the kindness of others.|Cóż, ja pewnie też bym nie uwierzył na twoim miejscu. Trudno, może ktoś inny mi pomoże.
Sorry, just don't believe your little tale.|Nie wierzę w twoją historyjkę.
What is it?|O co chodzi?
My ship was wrecked against a rocky shore during the last storm. I've lost everything…|Mój statek rozbił się podczas ostatniego sztormu. Straciłem wszystko...
How'm I supposed to help?|Jak mógłbym ci pomóc?
I haven't even got the coin for the journey home. And with each day's delay I draw closer to bankruptcy!|Nie mam nawet za co wrócić do domu, a każdy dzień opóźnienia zbliża mnie do bankructwa...
Mhm, might've guessed you'd come around to coin. So, need a loan, or is it just alms you're after?|No tak, mogłem się domyślić, że chodzi o pieniądze. Zatem potrzebujesz pożyczki... a raczej datku?
I shall pay you back, every last copper, I swear it! You need only call on me at my address in Novigrad.|Oddam ci wszystko co do ostatniego miedziaka, przysięgam! Wystarczy, że zgłosisz się pod mój adres w Novigradzie.
What is it?|O co chodzi?
Sorry to trouble you, but I really have no choice…|Wybacz, że zajmuję ci czas swoimi problemami, ale naprawdę nie mam wyboru...
Can you trim my hair? Way it is now, it gets in my eyes.|Ostrzyżesz mnie? Włosy mi już wchodzą w oczy.
What can I do for ye, traveler?|Co ci trzeba, podróżniku?
*Sniffs* Wait. Same scent of incense… wafting down from above.|Czekaj... Ten zapach kadzidła... Czuć go jeszcze z góry.
What's this?|Co to?
Piece of cloth.|Strzęp jakiejś tkaniny.
No… It can't be!|Nie... To niemożliwe!
What is it?|O co chodzi?
Arnvald's tunic! Only he wears this kind!|Arnvald! Tylko on nosi taką tunikę.
Sure about that?|Jesteś pewna?
Saw him in the main hall with the servants. Let's go!|Widziałam go w głównej sali ze służącymi. Chodźmy!
Must've felt his clothing rip, but was in a hurry…|Musiał poczuć, że ubranie się rozdarło, ale za bardzo się spieszył...
Hey, listen here, listen well!|Hej, słuchajcie, słuchajcie!
And I shall ye tell, how Cerys an Craite tricked a demon most evil!|Opowiem wam, jak Cerys an Craite demona złego pokonała!
The specter cold and cruel, a hym was called. For years on end, he held in thrall Jarl Udalryk, who could not eat nor sleep.|Mara ta okrutna, Himem zwana, jarla Udalryka lata długie męczyła, jeść ni spać mu nie pozwalając.
