en_text|pl_text|bielik_prompt7_translation
Trial by ordeal. Very Skelligan.|Ciekawa procedura apelacyjna... Bardzo skelliska.|Próba przez ordalia. Bardzo Skelligan.
Let him go or you'll regret it.|Przepuśćcie go albo pożałujecie.|Puść go albo pożałujesz.
Let those who feel worthy of the throne of Skellige step forth.|Niech pokażą się ci, którzy sądzą, że są godni tronu Skellige.|Niech ci, którzy czują się godni tronu Skellige, wystąpią.
Hey, listen here, listen well!|Hej, słuchajcie, słuchajcie!|Hej, posłuchaj mnie, słuchaj uważnie!
I've heard of you. Word is you defeated Kolgrim and his men. They say the ground couldn't soak up the blood fast enough.|Słyszałam o tobie. Podobno pokonałeś Kolgrima i jego ludzi. Mówią, że krew nie nadążała wsiąkać w ziemię...|Słyszałem o tobie. Mówią, że pokonałeś Kolgrima i jego ludzi. Podobno ziemia nie mogła szybko wchłonąć krwi.
We from the Brokvar clan are masters of the sea, bred and born to the water.|My, z klanu Brokvar, znani jesteśmy jako najlepsi pływacy.|My z klanu Brokvar jesteśmy panami morza, hodowani i urodzeni dla wody.
No.|Nie.|Nie.
Think they've enough ore?|Myślisz, że starczy im rudy?|Czy oni mają wystarczająco rudy?
But… I don't trouble no one. Don't know a soul who'd wish it upon me.|Ale... Ja nikomu nie wadzę. Nie znam nikogo, kto by mi źle życzył.|Ale... Nie sprawiam nikomu kłopotów. Nie znam nikogo, kto by tego chciał dla mnie.
Human bones. Unbroken, but the marrow's been sucked out. Need a long, thin tongue for that.|Ludzkie kości. Szpik wyssany, mimo że nie są złamane... Do tego trzeba długiego, cienkiego języka.|Ludzkie kości. Nienaruszone, ale szpik został wyssany. Potrzebny jest długi, cienki język do tego.
Nay. Gold.|Nie. Złota.|Nie. Złoto.
Just make sure you stay vigilant, listen to what I say.|Ważne, żebyś był czujny i słuchał moich poleceń.|Upewnij się, że jesteś czujny, słuchaj co mówię.
Think I should warn off anyone who'd be dumb enough to try.|Myślę, że powinienem ostrzec każdego, kto byłby na tyle głupi, żeby spróbować.|Myślę, że powinienem odstraszać każdego, kto byłby na tyle głupi, by spróbować.
Not that you're especially different… Seems to happen to all men…|Nie to, żebyś był jakiś wyjątkowy... To chyba dotyczy wszystkich mężczyzn...|Nie że jesteś jakoś szczególnie inny... Wydaje się, że przytrafia się to wszystkim mężczyznom...
Hey, everyone! Wanna hear about Fyresdal?|Ej, ludzie! Chcecie posłuchać o Fyresdal?|Cześć wszystkim! Chcecie usłyszeć o Fyresdal?
Show me what you have on offer.|Pokaż mi swoje towary.|Pokaż mi, co masz do zaoferowania.
Indeed. And by each of Hemdall's faces I pray the gods grant you grace.|Nie inaczej. I przy każdej z Twarzy Hemdalla proszę o łaski dla ciebie.|Rzeczywiście. I przez każdą z twarzy Hemdalla modlę się do bogów, aby udzielili ci łaski.
Give it a few days, weeks, you'll be fine.|Ale bez obaw – minie kilka dni, może tygodni i będziesz zdrów.|Daj sobie kilka dni, tygodni, poczujesz się lepiej.
Bears.|Niedźwiedzie.|Niedźwiedzie.
Looks old. Must've been Udalryk's and Aki's.|Wygląda na starą. Pewnie służyła Udalrykowi i Akiemu.|Wygląda staro. Musiało należeć do Udalryka i Akiego.
To see what it's like without it. To see if we'll still matter to one another, or if we'll be like two strangers.|Żeby się przekonać, jak będzie bez niego. Czy będziemy dalej dla siebie ważni, czy staniemy się dwojgiem obcych ludzi.|Aby zobaczyć, jak to jest bez niego. Aby sprawdzić, czy wciąż będziemy dla siebie ważni, czy staniemy się jak dwaj obcy ludzie.
Know your place, witcher. You've dealt with the beast. Time you were on your way.|Znaj swoje miejsce, wiedźminie. Uporałeś się z potworem, więc czas ruszać w drogę.|Znasz swoje miejsce, wiedźminie. Miałeś do czynienia z bestią. Czas ruszać w drogę.
Show me what you got.|Pokaż mi swoje towary.|Pokaż, co masz.
I'll take the job. Dealt with drowners many times… It'll soon be over. Got my word on that.|Przyjmuję to zlecenie. Z utopcami miałem już do czynienia nie raz... Wkrótce będzie po wszystkim. Masz moje słowo.|Wezmę tę pracę. Miałem już wiele razy do czynienia z topielcami... To niedługo się skończy. Mam na to swoje słowo.
Giant's dead.|Zabiłem giganta.|Olbrzym zmarł.
Know what, Lugos? Just realized I don't give a damn about your hallowed rules of hospitality.|Wiesz co, Lugos? Wyszło właśnie, że ja też mam gdzieś święte prawa gościnności.|Wiesz co, Lugos? Właśnie zdałem sobie sprawę, że mam gdzieś twoje święte zasady gościnności.
This is grand! Just like the old days! Wake's worthless without a row!|I to mi się podoba! Uczta jak za dawnych czasów!|To jest świetne! Dokładnie jak za starych czasów! Budzi się bez rzędów!
Ingrid, an old healer, lives at the southern tip of the isle. Bring her here… We've many wounded.|Na południu wyspy mieszka stara znachorka, Ingrid. Sprowadźcie ją... Mamy dużo rannych.|"Przetłumacz na polski i nie dodawaj żadnych dodatkowych wyjaśnień, napisz tylko samo tłumaczenie:

Przyprowadź ją tutaj... Mamy wielu rannych."
Plough 'im in the mug, fist his fuckin' gob! Make him choke on his teeth, already!|Nie możesz mu zakurwić w mordę tak, żeby się zębami zadławił do chuja?!|Rozjeb mu ryj, walnij go w pysk! Niech się zadławi swoimi zębami, już!
You'll have to make an exception or ye really will lose that leg.|Chyba będziesz musiał zrobić wyjątek, bo inaczej naprawdę stracisz nogę.|Będziesz musiał zrobić wyjątek, bo naprawdę stracisz tę nogę.
And she sent me a witcher… Cruel irony, wouldn't you say?|A ona zesłała mi wiedźmina... Co za ironia.|I ona wysłała mnie do czarodzieja... Okrutna ironia, prawda?
Hjalmar killed the Ice Giant on his own, didn't need no witcher's help.|Hjalmar sam ubił Lodowego Giganta, nie trza mu było pomocy wiedźmina.|Hjalmar zabił Lodowego Olbrzyma bez niczyjej pomocy, nie potrzebował wsparcia czarodzieja.
Help me up.|Pomóż mi wstać.|Pomóż mi wstać.
May me lad find fame and glory.|Niech syn mój zdobędzie dobre imię i chwałę.|Niech mój chłopak znajdzie sławę i chwałę.
And visit me atimes, I insist. Jorund's been jabberin' about bringin' in a witcher for that haunted lighthouse.|I odwiedź mnie kiedyś, koniecznie! Jorund już od dawna jęczy, żeby sprowadzić wiedźmina do nawiedzonej latarni.|Odwiedź mnie czasem, nalegam. Jorund gadał o zatrudnieniu czarodzieja dla tego nawiedzonego latarniowca.
Aye.|Tak.|Tak.
The trader's come, there's no hope for us.|Przyjechał handlarz, nie ma dla nas nadziei.|Przybyli handlarze, nie mamy szans.
Y'aren't on the Continent. Can't buy me - not with gold, not with honors.|To nie kontynent. Mnie nie można kupić ani złotem, ani honorami.|Nie jesteś na Kontynencie. Nie można mnie kupić - ani złotem, ani honorami.
Oh, he just fist-ploughed his gob!|Ale mu przypierdolił!|Och, on po prostu zaciągnął swoje usta!
He'd go off huntin' trolls, and they say sirens fled at the sight of 'im.|Na trolle chadzał polować, a i syreny ponoć ze strachu przed nim uciekały...|On by chodził polować na trolle, a mówią, że syreny uciekały na jego widok.
The ugly creature - it's linked to Ciri somehow.|Ten brzydal musi mieć coś wspólnego z Ciri.|Brzydkie stworzenie - jest jakoś powiązane z Ciri.
They are. But we just can't respect the other clans.|Oczywiście. Innych klanów aż tak nie szanujemy.|Oni są. Ale po prostu nie możemy szanować innych klanów.
Farewell.|Bywaj.|Żegnaj.
Arike… Storm's comin', take the wash down.|Arike, pranie trzeba zdjąć, bo burza idzie.|Arike... Nadchodzi burza, zdejmij pranie.
I'll remember.|Będę pamiętał.|Będę pamiętać.
Owwww! Stop it! Why'm I always the boar?|Ała! Przestań! Dlaczego to ja zawsze jestem dzikiem?|Ach! Przestań! Dlaczego zawsze jestem świnią?
Body's massacred. Hard to tell who it is… Steingrim, maybe?|Ciało tak zmasakrowane, że ciężko powiedzieć, kto to... Chyba Steingrim?|Ciało jest zmiażdżone. Trudno powiedzieć, kto to jest... Może Steingrim?
Here's your Mask.|Proszę, masz z powrotem swoją Maskę.|Oto twoja maska.
Do you have no shame?|A tobie nie wstyd?|Czy nie masz wstydu?
Hey, let me out! Quick!|Ej, wypuść mnie! Szybko!|Hej, wypuść mnie! Szybko!
Rid us of him? Yet he's what made us invincible, turned us into great warriors.|To on zrobił z nas niepokonanych wojowników.|Pozbądźmy się go? A jednak to on uczynił nas niezwyciężonymi, zmieniając nas w wielkich wojowników.
Why won't they let you examine the zone?|Dlaczego cię nie dopuszczają?|Dlaczego nie pozwolą ci zbadać strefy?
The gates of Kaer Trolde stand open to all who held Bran of Clan Tuirseach dear. Mead and meat will be plentiful.|Podwoje Kaer Trolde stoją otworem dla wszystkich, którym bliski był Bran z klanu Tuirseach. Jadła i picia nie zabraknie.|Bramy Kaer Trolde stoją otwarte dla wszystkich, którzy kochali Brana z Klanu Tuirseach. Miód i mięso będą obfite.
Ciri!|Ciri!|"Tłumaczenie:

'Ciri!'

Ciri! (Imię)"
If you wish to add to your collection, play Sjusta - he shan't refuse. Madman Lugos would also never turn down a match - I'll miss him in that respect.|Gdybyś chciał uzupełnić kolekcję o inne, to zmierz się ze Sjustą. Lugos też nigdy nie odmawiał partyjki gwinta – pod tym względem będzie mi go brakowało.|Jeśli chcesz powiększyć swoją kolekcję, zagraj z Sjustą - on nie odmówi. Szalony Lugos nigdy nie odmówi rozegrania partii - będę za nim tęsknić pod tym względem.
But I'm sure I can think of something to satisfy the first.|Ale co do punktu pierwszego... na pewno coś da się zrobić.|Ale jestem pewien, że mogę coś wymyślić, aby zaspokoić pierwsze.
Wind blew you in again, eh?|Znowu cię przywiało.|Wiatr znów cię tu przywiał, co?
Blood and mardroeme. The taste of human flesh and a substance that triggers visions. That well could've caused the rage, maybe even the transformation.|Krew i mardroeme. Smak ludzkiego ciała i grzyby, które zsyłają wizje... To rzeczywiście mogło wywołać szał. Może nawet przemianę?|Krew i marzenia senne. Smak ludzkiego ciała i substancji wywołującej wizje. To mogło spowodować szał, może nawet transformację.
Good idea. Take care of yourself.|Dobra myśl. Bywaj.|Dobry pomysł. Dbaj o siebie.
Not mad you lost?|Nie jesteś zła, że przegrałaś?|Nie jesteś zły, że przegrałeś?
Ugh. Rain's back again.|No i znowu.|Ech. Znowu pada deszcz.
Hey, quick! Let me out 'fore he wakes!|Ej, szybko! Wypuśćcie mnie, zanim się obudzi!|Hej, szybko! Wypuść mnie zanim on się obudzi!
Would you even let me?|A pozwoliłabyś mi?|Czy pozwoliłbyś mi?
What exactly's the matter?|O co dokładnie chodzi?|Co dokładnie jest nie tak?
Raise your cups, raise your swords!|W górę miecze, w górę kielichy!|Podnieście kubki, podnieście miecze!
Cerys.|Cerys...|Cerys.
Freya, help!|Freyjo, ratuj!|Freya, ratunku!
Fine. Larvik. See you there soon.|W porządku. To widzimy się za chwilę w Larvik.|Dobrze. Larvik. Zobaczymy się tam niedługo.
Wait… are ye sayin' that they…?!|Zaraz... Podejrzewasz, że oni...?!|Czekaj... Czy mówisz, że oni...?!
Careful, you'll wake him!|Uważaj, bo go obudzisz!|Uważaj, obudzisz go!
And my sinews turn stiff, and my blood's coursing slows|Ręce sztywnieją, oddech się rwie|Moje ścięgna sztywnieją, a krążenie krwi zwalnia.
Mean you didn't ask her?|I co? I nic nie wypytałeś?|Czy chcesz powiedzieć, że jej nie zapytałeś?
The locals say they last saw his ship off the coast of Hindarsfjall. Then a once-in-an-eon storm broke.|Ludzie mówią, że ostatni raz widzieli go u wybrzeży Hindarsfjall. A potem rozpętała się burza stulecia.|Miejscowi mówią, że ostatni raz widzieli jego statek u wybrzeży Hindarsfjall. Potem rozpętała się burza raz na sto lat.
Maybe you're not worthy of my time. You performed any great feats? 'Cause I don't believe I've heard…|Może nie warto tracić na ciebie czasu... Nie słyszałam, żebyś wsławił się jakimiś wielkimi czynami.|Może nie jesteś wart mojego czasu. Dokonałeś jakichś wielkich czynów? Bo ja nie sądzę, żebym słyszał...
Don't recall exactly why - but I'm sure it was unsavory.|Zaraz, zaraz... Coś mi się obiło o uszy.|Nie pamiętam dokładnie dlaczego - ale jestem pewien, że to było niesmaczne.
Think I should tell you what happened on Hindarsfjall.|Opowiem ci, co się wydarzyło na Hindarsfjall.|Myślę, że powinienem ci opowiedzieć, co się wydarzyło na Hindarsfjall.
Need any ingredients for the spell?|Potrzebujesz jakichś składników do zaklęć?|Potrzebujesz jakichkolwiek składników do zaklęcia?
Thanks. So long.|Dzięki. Bywajcie.|Dziękuję. Do widzenia.
This we ask of you, Freya, She-Falcon, Lioness, Bringer of Sun and Rain.|Prosimy, Freyjo. Sokole, kocie, ty, która przynosisz słońce i deszcz.|O to prosimy Cię, Frejo, Sokolico, Lwico, Przynosząca Światło i Deszcz.
No one needs to die. The marked one should leave the village, that's enough. If they never return, the leshen'll never be reborn.|Nikogo nie trzeba zabijać. Wystarczy, że naznaczony opuści wioskę. Jeśli nigdy nie wróci, to leszy się nie odrodzi.|Nikt nie musi umierać. Oznakowany powinien opuścić wieś, to wystarczy. Jeśli nigdy nie wróci, leśny nigdy się nie odrodzi.
What's with the horseshoes?|O co chodzi z tymi podkowami?|Co jest z podkowami?
Tamed bears…|Tresowane niedźwiedzie...|Oswajane niedźwiedzie...
Why don't you get out, then?|Czemu sam stąd nie wyjdziesz?|Dlaczego po prostu stąd nie wyjdziesz?
The effect of teleportation. A powerful force cut out a fragment of the sea bed, rocks and everything lying within the teleportation zone.|Efekt teleportacji. Potężna moc wycięła dno morskie, skały i wszystko, co było w zasięgu sfery teleportacyjnej.|Efekt teleportacji. Potężna siła wyrwała fragment dna morskiego, skały i wszystko leżące w strefie teleportacji.
And you, witcher - on your way. No monsters left 'round here.|A ty, wiedźminie, ruszaj w swoją stronę. Tutaj już nie ma potworów.|A ty, wiedźminie - ruszaj w drogę. Żadnych potworów tu nie ma.
You'll be fine.|Poradzisz sobie.|Będziesz w porządku.
Why's that? Veins're too deep in the rock?|A co? Żyły są za głęboko w skale?|Dlaczego tak jest? Żyły są zbyt głęboko w skale?
Some folk from the village came in here, right?|Byli tu też ludzie z wioski, prawda?|Czy ktoś z wioski tutaj wszedł?
[Go to sauna.]|Idź do sauny.|Idź do sauny.
Greetings. Impressive tavern.|Witaj. Ładna gospoda...|Pozdrawiamy. Imponująca karczma.
Might be a curse, and might be it drank too much human blood. What's certain is no one wants it.|Może to klątwa, a może wypił za dużo ludzkiej krwi... Faktem jest, że nikt go nie chce.|Może być klątwą i może piło zbyt wiele ludzkiej krwi. Jedno jest pewne - nikt tego nie chce.
And we're looking for someone who's still alive. Please… This is urgent.|A my szukamy kogoś, kto może jeszcze żyje. Proszę... To pilne.|Szukamy kogoś, kto jeszcze żyje. Proszę... To jest pilne.
Yes…|Tak...|Tak...
I'll look at it later.|Później je obejrzę.|Przyjrzę się temu później.
Let's talk about my reward.|Pomówmy o mojej nagrodzie.|Porozmawiajmy o mojej nagrodzie.
I fought as much as anyone.|Walczyłem jak inni.|Walczyłem tak samo jak każdy.
Mm-mm. By species. Drowner's less than a cockatrice.|Zależy od gatunku. Za utopca mniej, za kuroliszka więcej.|"Tłumaczenie:

Mm-mm. Przez gatunek. Topielec jest mniej niż kokatraks."
Yennefer… Enough.|Yennefer... Przestań.|Yennefer... Wystarczy.
Bring him home, and I'll spare no coin.|Jeśli sprowadzisz go do domu, to nie pożałuję pieniędzy.|Przyprowadź go do domu, a nie pożałuję grosza.
Somethin' grabbed 'im, lifted 'im up, then flew off towards the caves on the shore. But he was alive! Screamin' my name…|To coś go porwało i uniosło w stronę jaskiń na wybrzeżu. Ale on żył! Krzyczał moje imię...|Coś go złapało, podniosło i odleciało w stronę jaskiń na brzegu. Ale był żywy! Krzycząc moje imię...
Farewell.|Bywaj.|Żegnaj.
I should go.|Czas na mnie.|Powinienem iść.
Master Geralt! A guard spotted you from the tower. They sent me to open the gate. Hehe.|Mistrzu Geralcie! Strażnik zobaczył was z wieży i posłano mnie, żebym otworzył wam bramę.|Mistrz Geralt! Strażnik z wieży cię zauważył. Wysłali mnie, żebym otworzył bramę. Hehe.
Surprised everyone.|Wszyscy byli zaskoczeni.|Zaskoczyłem wszystkich.
Listen, folk! Our winner is Geralt of Rivia!|Słuchajcie, ludzie! Wygrał Geralt z Rivii!|Słuchajcie ludzie! Nasz zwycięzca to Geralt z Rivii!
Job's been mainly politics, then?|Dużo polityki, co?|Twoje zadanie zostało głównie polityką?
Put on the Mask. We don't have time.|Włóż Maskę. Nie mamy czasu.|Załóż maskę. Nie mamy czasu.
Got a shoe under the table.|But Arnvalda leży pod stołem.|Mam but pod stołem.
I'm not drinking.|Nie będę pił.|Nie piję.
Looks like a laboratory.|Tu było laboratorium.|Wygląda jak laboratorium.
What're you peddling? Lemme have a look.|Pokaż, co tam masz na sprzedaż.|Co sprzedajesz? Daj zobaczyć.
You Gundar?|Ty jesteś Gundar?|Czy jesteś Gundarem?
I do. But it's expensive.|Mam. Ale drogo.|Robię to. Ale jest drogo.
With my sis, of clan an Craite. Bravest lass the Isles ever made.|Z siostrą, z rodu an Craite. Najodważniejszą, jaką wydały wyspy.|Z moją siostrą z klanu MacRae. Najdzielniejsza dziewczyna, jaką Wyspy kiedykolwiek wydały.
The hym attacks those who have a guilty conscience, truly believe they committed a foul deed. The hym strengthens their regret and feeds on it.|Him przyczepia się do człowieka, który popełnił jakiś paskudny czyn. Wzbudza wyrzuty sumienia i karmi się jego żalem.|Hymn atakuje tych, którzy mają wyrzuty sumienia, szczerze wierząc, że popełnili podły czyn. Hymn wzmacnia ich żal i karmi się nim.
True! Skjall can prepare a horse for you. You'll have to wait a spell, but even so you'll get there faster than on foot.|Właśnie! Skjall przygotuje wierzchowce. Chwilę zaczekasz, ale i tak na miejscu będziesz szybciej, niż gdybyś szła.|Prawda! Skjall może przygotować dla ciebie konia. Będziesz musiał poczekać chwilę, ale i tak dotrzesz szybciej niż pieszo.
Anybody see how the bears got in?|Nikt nie widział, skąd się tu wzięły te niedźwiedzie?|Czy ktoś widział, jak niedźwiedzie się tu dostały?
Argh, let's leave it be, leave it be.|Ech, po prostu nie wracajmy już do tego.|Ach, zostawmy to, zostawmy to.
We'll meet there.|Spotkajmy się na miejscu.|Spotkamy się tam.
Ready when you are.|Jestem gotowy.|Jestem gotowy kiedy jesteś.
Yeah, nothing like the banquets mages attend. Remember the one on Thanned?|Nie to, co bankiety w gronie czarodziejów. Pamiętasz, przyjęcie na Thanned?|Tak, nic nie może się równać z ucztami, na które chodzą magowie. Pamiętasz tę na Thanned?
Ciri's exceptional. She travels between places - here and other worlds. Space is no obstacle for her.|Ciri jest wyjątkowa. Podróżuje między miejscami – tu i w innych światach. Przestrzeń nie jest dla niej żadną przeszkodą.|Ciri jest wyjątkowa. Podróżuje między miejscami - tutaj i innymi światami. Przestrzeń nie stanowi dla niej przeszkody.
Whoreson! It's come time to answer for that!|Skurwysynu! Odpowiesz za to!|Sukinsynu! Nadszedł czas, by odpowiedzieć za to!
Farewell.|Bywaj.|Żegnaj.
You'll see… so long as ye get to the end. So long as the harpies don't get ye.|Zobaczysz... O ile dopłyniesz do końca. O ile nie rozszarpią cię harpie.|Zobaczysz... pod warunkiem, że dotrzesz do końca. Pod warunkiem, że harpie cię nie dopadną.
Crach, too? Or did he encourage her? Tell her to set off on some mad quest?|A Crach? Poparł ją? Pozwolił jej wyruszyć na jakąś szaloną wyprawę?|Rozbiłeś się też? Czy może ją zachęcał? Powiedz jej, żeby ruszyła na jakąś szaloną misję.
A killer for hire? What do you seek here?|Najemny zabójca? Czego tu szukasz?|Płatny morderca? Czego tu szukasz?
But I wanted to.|Nie. Ale chciałam.|Ale chciałem tego.
Show me what you have in stock?|Pokaż mi swoje towary.|Pokaż mi, co masz na stanie?
Nice to meet you both.|Cieszę się, że was poznałem.|Miło was poznać oboje.
Decided to keep me company?|Postanowiłeś mi potowarzyszyć?|Postanowiłeś dotrzymać mi towarzystwa?
Tell me, Bjern, do I look like Continental poultry to ye?|Powiedz, Bjern, czy ja ci wyglądam na drób?|Powiedz mi, Berne, czy wyglądam jak drób z Kontynentu?
*Sniffs* Wait. Same scent of incense… wafting down from above.|Czekaj... Ten zapach kadzidła... Czuć go jeszcze z góry.|Pociągam nosem... Ten sam zapach kadzidła... unoszący się z góry.
[Shaved head and ponytail.]|Golenie i koński ogon.|Ogolona głowa i kucyk.
Stupider, maybe. Sonny… if the Naglfar had landed here, you'd be dead and rotten now.|Głupszych raczej. Synku... Gdyby to tu Naglfar przybił, już byś pod ziemią leżał.|Może głupszy. Synku... gdyby Naglfar tu wylądował, byłbyś martwy i zgniły już teraz.
Comin' with me?|Idziesz ze mną?|Idziesz ze mną?
And that-there thistly one?|A tamta, podobna do ostu?|A co z tym kolczastym jednym?
Didn't play that well.|Kiepsko to rozegrałeś.|Nie zagrałem tego dobrze.
Stubborn git, you are… Whaddaya wanna know?|Uparty jakiś... Co chcesz wiedzieć?|Uparty osioł z ciebie... Czego chcesz się dowiedzieć?
After you, then.|No to prowadź.|Po tobie, potem.
We strike at Nilfgaard!|Ruszamy na Nilfgaard!|Uderzymy w Nilfgaard!
We're ready to do anything for Ciri.|Dla Ciri jestem gotów na wszystko.|Jesteśmy gotowi zrobić wszystko dla Ciri.
Nothin'. I've just noticed that… you're often of one mind.|O nic, po prostu zauważyłam, że... Jesteście bardzo zgodni.|Nic. Zauważyłem tylko, że... często masz takie same zdanie.
Any man who dares climb it and light the fire gains the favor of the gods, fame and--|Każdy, kto odważy się na niego wspiąć i zapalić ognisko, zyskuje przychylność bogów, sławę i...|Każdy mężczyzna, który odważy się go zdobyć i rozpalić ogień, zyskuje przychylność bogów, sławę i --
I told him, told him! Sonny, nothin' good can come of it, stay with your pa. Time for adventures'll come later!|A mówiłem. Mówiłem! Synku, nic dobrego z tego nie będzie, zostań przy ojcu. Przyjdzie jeszcze czas na przygody!|Powiedziałem mu, powiedziałem! Synku, nic dobrego z tego nie wyniknie, zostań ze swoim tatą. Czas na przygody przyjdzie później!
Not interested.|To nie dla mnie.|Nie interesuje mnie to.
You know our customs well.|Dobrze znasz nasze zwyczaje.|Dobrze znasz nasze zwyczaje.
A Nilf goes down, pass 'im around, ninety-nine black-plated beasts on the boat!|Kto nie skacze, ten z Nilfgaardu, hej, hej, hej!|"Tłumaczenie:

Nie podano tekstu do przetłumaczenia. Proszę podać pełne zdanie lub frazę w języku angielskim, którą chcesz przetłumaczyć na polski."
With what?|W czym?|Czym?
Care for a round of gwent?|Masz ochotę zagrać w gwinta?|Chcesz zagrać rundkę gwinta?
I could just butcher you like a swine… but I'll let you die with honor. Defend yourself!|Mógłbym cię zarżnąć jak świnię... Ale dam ci zginąć z honorem. Broń się.|Mógłbym po prostu zarżnąć cię jak świnię... ale pozwolę ci umrzeć z honorem. Bron się!
What is this about?|Co tu jest grane?|O czym to jest?
Could pay to make an exception this time. It's not everyday you get a chance to work with the most renowned bounty hunter north of the Yaruga - Djenge Frett himself.|Tym razem opłaciłoby ci się zrobić wyjątek. Poza tym rzadko nadarza się okazja pracy z najsłynniejszym łowcą nagród na północ od Jarugi, samym Django Frettem.|Może warto zrobić wyjątek tym razem. Nie codziennie masz szansę pracować z najbardziej znanym łowcą nagród na północ od Yarugi - samym Djenge Frettem.
A king by the grace of votes is no ruler, but a debtor. This must end. We must start by placing Bran's first-born son on the throne. I hope the jarls will see the wisdom of it.|Król z wyboru nie jest władcą, tylko dłużnikiem. Trzeba z tym skończyć... Zaczynając od osadzenia na tronie pierworodnego syna Brana. Mam nadzieję, że jarlowie to dostrzegą.|Król przez łaskę głosów nie jest władcą, lecz dłużnikiem. To musi się skończyć. Musimy zacząć od umieszczenia pierworodnego syna Brana na tronie. Mam nadzieję, że lordowie to zrozumieją.
This a secret passage?|To tajne przejście?|To jest tajne przejście?
Accursed wench.|Przeklęty babsztyl.|Przeklęta dziewucha.
Mummy, whatcha cookin'?|Mamooo, co gotujesz?|Mamo, co gotujesz?
Ploughin' fish-bitches!|Baboryby chędożone!|Pługiem rybobabcie!
I wanted to help Udalryk…|Chciałam pomóc Udalrykowi...|Chciałem pomóc Udalrykowi...
It's clearing up.|Ooo... No proszę, wypogadza się.|Rozpogadza się.
You know I don't have that kinda coin. Unless those boys were a lot lighter than they looked.|Wiesz, że nie mam takich pieniędzy. Chyba że chłopcy byli znacznie lżejsi, niż wyglądali.|Wiesz, że nie mam takich monet. Chyba że ci chłopcy byli znacznie lżejsi niż wyglądali.
I want to fight you.|Chcę z tobą walczyć.|Chcę z tobą walczyć.
Stopped to consider that somebody might've duped them, used them?|A nie przyszło ci do głowy, że oni mogą być tylko czyimś narzędziem?|Przestali rozważyć, czy ktoś ich nie oszukał, nie wykorzystał?
She were good and true here, she'll be so beyond…|Była dobra tutaj, będzie dobra i na tamtym świecie...|Ona była tu dobra i prawdziwa, będzie tak niesamowita...
Thorleif|Thorleif|"Thorleif

(To imię pozostaje bez zmiany w tłumaczeniu z języka angielskiego na polski.)"
But family's sacred. Ye willin' to look into this?|No, ale rodzina to rzecz święta. Zajmiesz się tą sprawą?|Ale rodzina jest święta. Czy jesteś gotów to zbadać?
It's a lot… I'll need to borrow from kin. But you have it. Won't spare no coin for me boy.|Dużo... Będę musiał pożyczyć od rodziny... Ale niech będzie. Nie będę przecież na synu oszczędzał.|To dużo... Będę musiał pożyczyć od krewnych. Ale masz to. Nie oszczędzisz dla mnie ani grosza chłopcze.
At least there's no sign of woodworm. When you hear their scratching, it means hail for sure.|Dobrze chociaż, że korników nie słychać. Bo jak chroboczą, zawsze grad spadnie.|Przynajmniej nie ma śladów kornika. Gdy słyszysz ich drapanie, oznacza to grad na pewno.
Every man defeats Ulle the Unlucky. You will too.|Każdy wygrywa z Ulle Pechowcem, tobie też się uda.|Każdy mężczyzna pokonuje Ullego Nieszczęsnego. Ty też to zrobisz.
Cause he got no tongue.|Bo nie ma języka.|Bo on nie ma języka.
Why??|Dlaczego??|Dlaczego?
So on the Continent they raise temples… to fire?|To na kontynencie wznoszą świątynie... Dla ognia?|Czyli na kontynencie budują świątynie... ognia?
No idea what got into that ginger head of his. Told Hjalmar not to take him with us - a thousand times, at least.|Nie mam pojęcia, co mu strzeliło do tego rudego łba. Tysiąc razy mówiłem Hjalmarowi, żeby go nie brać ze sobą.|Nie mam pojęcia, co w niego wstąpiło. Powiedziałem Hjalmarowi, żeby go z nami nie brał - przynajmniej tysiąc razy.
So long.|Bywaj.|Do widzenia.
You'd best take that back.|Lepiej wypluj te słowa...|Lepiej to odwołaj.
What're ye lookin' at, huh?! Never seen a pair of teets before?! Sod off, ye pervert!|No i na co się gapisz, co? Cycków nie widziałeś? Zabieraj się stąd, zboczeńcu!|Czego się gapisz, co?! Nigdy piersi nie widziałeś?! Spadaj, zboczeńcu!
You've still Grim to face. A worthy foe.|Teraz możesz zawalczyć jeszcze z Grimem. To godny przeciwnik.|Masz jeszcze Grima do pokonania. Godny wróg.
The gods always demand you offer them your suffering?|Bogowie zawsze oczekują, że złożysz im w ofierze swoje cierpienie?|Czy bogowie zawsze żądają od ciebie ofiarowania im twojego cierpienia?
Shut your trap, dammit!|Stul pysk, do cholery!|Zamknij pysk, cholera!
We're looking for Ciri.|Szukamy Ciri.|Szukamy Ciri.
I'm going to see the baron. Collect Uma from him, then we'll ride for Kaer Morhen.|Ja jadę po Umę do Barona i potem prosto do Kaer Morhen.|Jadę zobaczyć się z baronem. Zabierz Umę od niego, potem pojedziemy do Kaer Morhen.
Grab a horn, Geralt! We've to drink!|Łap za róg, Geralt, i pijemy!|Weź róg, Geralt! Musimy pić!
Should do. Thanks.|Powinno. Dziękuję.|Powinienem to zrobić. Dziękuję.
Don't give a damn about your motivations. Gimme a name.|Twoja motywacja gówno mnie obchodzi. Imię.|Nie przejmuj się swoimi motywacjami. Podaj mi imię.
