en_text|pl_text|bielik_prompt0_translation|bielik_prompt1_translation|bielik_prompt2_translation|bielik_prompt3_translation|bielik_prompt4_translation|bielik_prompt5_translation|bielik_prompt6_translation
That's right.|Nie zastaniemy.|"""To prawda.""

To tłumaczenie jest dosłowne i najbliższe oryginalnemu angielskiemu wyrażeniu ""That's right"". W języku polskim, podobnie jak w angielskim, to krótkie stwierdzenie może być używane jako potwierdzenie lub zgoda."|"Tłumaczenie wyrażenia ""That's right"" na język polski to ""To prawda"" lub ""Masz rację"". Obie formy są poprawne i zależą od kontekstu, w jakim jest używane to wyrażenie.

1. ""To prawda"" - Używane, gdy chcemy potwierdzić, że coś jest faktycznie takie, jak zostało powiedziane lub opisane.
2. ""Masz rację"" - Używane, gdy zgadzamy się z czyjąś opinią lub stwierdzeniem.

Warto również dodać, że w języku polskim istnieje kilka innych sposobów wyrażania tej samej myśli, np.:
- ""Dokładnie tak.""
- ""Zgadza się.""
- ""Trafiłeś/trafiłaś w sedno.""

Każde z tych wyrażeń może być użyte w zależności od sytuacji i relacji między rozmówcami."|To prawda.|"""To prawda."""|To prawda.|"To zdanie w języku angielskim ""That's right."" tłumaczy się na język polski jako:

""To prawda."" lub ""Masz rację.""

Obie formy są poprawne i często używane zamiennie w zależności od kontekstu. ""To prawda."" jest bardziej neutralnym tłumaczeniem, podczas gdy ""Masz rację."" może być użyte w sytuacji, gdy ktoś potwierdza czyjąś opinię lub stwierdzenie."|To prawda.
Oh! Sure you're not gettin' carried away there…?|Chyba cię trochę poniosło...|"""Och! Na pewno nie dajesz się ponieść emocjom?...""

To tłumaczenie oddaje sens oryginalnego zdania w języku angielskim, zachowując jego ton i znaczenie. Warto zauważyć, że w języku polskim można użyć różnych form wyrażających podobne znaczenie, takich jak ""Czy aby na pewno?"" lub ""Nie przesadzasz trochę?""."|"Och! Na pewno nie przesadzasz tam...?

To tłumaczenie oddaje sens oryginalnego zdania w języku angielskim, zachowując jego ton i intencję. Wyrażenie ""Sure you're not gettin' carried away there"" jest często używane, aby wyrazić zdziwienie lub niedowierzanie wobec czyjejś opinii lub stwierdzenia, które wydaje się być przesadzone lub nieuzasadnione. W języku polskim odpowiednikiem może być ""Na pewno nie przesadzasz?"" lub ""Czy na pewno nie przesadzasz z tym?""."|Och! Na pewno nie dajesz się ponieść tam...?|"""Och! Na pewno nie dajesz się ponieść...?"""|Och! Na pewno nie dajesz się ponieść emocjom tam...?|"Och! Na pewno nie dajesz się ponieść tam za bardzo...?

To tłumaczenie oddaje sens oryginalnego zdania, które wyraża lekkie zaskoczenie lub wątpliwość co do czyjegoś stanowiska lub opinii. W języku polskim użyto wykrzyknika i pytającego tonu, aby oddać emocjonalny charakter wypowiedzi."|Och! Na pewno nie dajesz się ponieść tam za bardzo...?
What? Why, beer, mead and strong spirits. Whaddaya expect in a tavern? Jump rope?|No... piwo, miód i gorzałkę. A coś ty chciał w karczmie robić? W łapki grać?|"""Co? Piwo, miód i mocne trunki. Czego się spodziewasz w karczmie? Skakanki?""

To tłumaczenie oddaje ducha oryginalnego cytatu, zachowując jego potoczny ton i odnoszący się do stereotypowych oczekiwań dotyczących zawartości typowej karczmy lub tawerny. W języku polskim użyto podobnych sformułowań, które mogłyby być użyte przez osobę zdziwioną pytaniem o coś niezwykłego w takim miejscu."|"Tłumaczenie na język polski:

""Co? Dlaczego piwo, miód i mocne alkohole. Czego się spodziewasz w karczmie? Skakanki?""

To zdanie jest humorystycznym komentarzem, który sugeruje, że w typowej karczmie można się spodziewać napojów alkoholowych, takich jak piwo, miód pitny i mocniejsze trunki, a nie czegoś zupełnie innego, jak np. skakanka."|Co? Dlaczego, piwo, miód i mocne alkohole. Czego się spodziewasz w karczmie? Skakanki?|"""Co? Dlaczego, piwo, miód pitny i mocne trunki. Czego się spodziewasz w karczmie? Skakankę?"""|Co? Dlaczego, piwo, miód pitny i mocne alkohole. Czego się spodziewasz w karczmie? Skakanki?|"Oto przetłumaczone zdanie na język polski:

""Co? Dlaczego, piwo, miód i mocne alkohole. Czego się spodziewasz w karczmie? Skakanki?""

To tłumaczenie oddaje sens oryginalnego zdania, zachowując jego potoczny charakter i nieformalny ton. Warto zauważyć, że w języku polskim nie ma dokładnego odpowiednika wyrażenia ""Whaddaya expect"", dlatego użyto bardziej opisowego sformułowania ""Czego się spodziewasz""."|Co? Dlaczego, piwo, miód i mocne alkohole. Czego się spodziewasz w karczmie? Skakanki?
Hahahaha!|Ha, ha!|"""Hahahaha!"" w języku polskim to po prostu ""Hahahaha!"". Jest to onomatopeja, czyli wyraz dźwiękonaśladowczy, który ma na celu oddanie dźwięku śmiechu. W języku polskim nie ma specjalnego tłumaczenia dla tego wyrażenia, ponieważ jest ono używane dokładnie w tej samej formie i oznacza to samo - głośny śmiech."|"""Hahahaha!"" to onomatopeja, która w języku polskim oddaje dźwięk śmiechu. Można je przetłumaczyć jako ""ha ha ha"" lub po prostu ""śmiech"". Jest to wyraz dźwiękonaśladowczy, który nie ma konkretnego znaczenia, ale służy do imitowania dźwięków związanych ze śmiechem.

Warto pamiętać, że onomatopeje często pozostają takie same w różnych językach, ponieważ ich celem jest odwzorowanie naturalnych dźwięków, a nie tłumaczenie znaczeń. Dlatego ""hahahaha!"" brzmi podobnie w wielu językach, nawet jeśli jego dokładne tłumaczenie może się nieco różnić."|Hahahaha!|"""Hahahaha!"" (bez zmian)"|Hahahaha! (bez zmian)|"Przepraszam, ale nie otrzymałem żadnego zdania do przetłumaczenia. Podałeś tylko śmiech ""Hahahaha!"", który jest wyrażeniem emocji i nie wymaga tłumaczenia na język polski, ponieważ jest już w języku polskim. Jeśli masz inne zdanie do przetłumaczenia, chętnie pomogę!"|Hahahaha! (bez zmian)
Heard you're a man with troubles…|Z tego co słyszę, masz jakiś problem...|"""Słyszałem, że masz kłopoty...""

To tłumaczenie odzwierciedla znaczenie oryginalnego zdania w języku angielskim, zachowując jego strukturę i ton. Warto zauważyć, że w języku polskim często używamy bezpośredniego zwrotu do rozmówcy (""Ty""), co jest bardziej naturalne niż w niektórych innych językach."|"Tłumaczenie tego zdania na język polski brzmi:

""Słyszałem, że masz kłopoty...""

To zdanie jest często używane w kontekście rozmowy między dwiema osobami, gdzie jedna z nich wyraża współczucie lub chce dowiedzieć się więcej o problemach drugiej strony. Może być użyte jako początek bardziej szczegółowej rozmowy na temat trudności, z którymi zmaga się dana osoba."|Słyszałem, że masz kłopoty...|"""Słyszałem, że masz kłopoty..."""|Słyszałem, że masz kłopoty...|"Oto tłumaczenie tego zdania na język polski:

""Słyszałem, że masz kłopoty...""

To zdanie jest w formie pytającej lub stwierdzającej, w zależności od kontekstu. Może być użyte jako pytanie, aby dowiedzieć się więcej o czyichś problemach, lub jako stwierdzenie, wyrażające współczucie lub troskę."|Słyszałem, że masz kłopoty...
Cerys. Where's Cerys.|Cerys. Gdzie jest Cerys?|"""Cerys. Gdzie jest Cerys?""

To tłumaczenie odzwierciedla dosłowne znaczenie oryginalnego zdania w języku angielskim, które składa się z dwóch części: imienia ""Cerys"" oraz pytania o lokalizację tej osoby. W języku polskim również używamy imienia ""Cerys"", a pytanie o lokalizację wyrażamy za pomocą słowa ""gdzie""."|"Tłumaczenie na język polski:

""Cerys. Gdzie jest Cerys?""

To zdanie składa się z dwóch części:
1. ""Cerys"" - to imię, które pozostaje niezmienione w tłumaczeniu.
2. ""Where's Cerys?"" - oznacza ""Gdzie jest Cerys?"" i zostało przetłumaczone jako ""Gdzie jest Cerys?"" w języku polskim."|Cerys. Gdzie jest Cerys?|"""Cerys. Gdzie jest Cerys."""|Cerys. Gdzie jest Cerys?|"Przetłumaczone zdanie na język polski brzmi:

""Cerys. Gdzie jest Cerys?""

To zdanie składa się z dwóch części:
1. ""Cerys"" - to imię, które pozostaje niezmienione w tłumaczeniu.
2. ""Where's Cerys"" - oznacza ""Gdzie jest Cerys?"" i zostało przetłumaczone dosłownie."|Cerys. Gdzie jest Cerys?
Celain, celain, deffraen!|Celain, celain, deffraen!|"""Celain, celain, deffraen!"" to zdanie w języku kaszubskim. W tłumaczeniu na język polski oznacza ono ""Cela, cela, defraudacja!"".

To wyrażenie może być używane w kontekście prawnym lub finansowym, gdzie mowa jest o nieprawidłowościach związanych z funduszami lub środkami finansowymi. Defraudacja to przestępstwo polegające na przywłaszczeniu sobie cudzych pieniędzy lub innych wartościowych rzeczy."|"Niestety nie znalazłem żadnego tłumaczenia frazy ""Celain, celain, deffraen!"" na język polski. Wygląda to raczej jak ciąg przypadkowych słów lub może być częścią jakiegoś kodu, gry lub żartu językowego. Jeśli jest to fragment tekstu z konkretnego kontekstu (np. z książki, filmu czy piosenki), warto byłoby podać więcej informacji o tym, skąd pochodzi ta fraza. Wtedy moglibyśmy spróbować znaleźć jej znaczenie w danym kontekście."|"Nie udało mi się znaleźć języka ani kontekstu dla tego zdania. Wydaje się, że to może być błąd w pisowni lub zniekształcone słowa. Jeśli chodzi o tłumaczenie dosłowne, brzmiałoby ono: ""Celain, celain, deffraen!""

Jeśli jednak miałbyś na myśli inne słowa lub frazy, proszę podaj poprawną wersję, a ja przetłumaczę je na polski."|"""Piękna, piękna, wspaniała!"""|Piękna, piękna, kochana!|"Niestety nie udało mi się znaleźć tłumaczenia dla tego konkretnego zdania ""Celain, celain, deffraen!"" w języku polskim. To zdanie wydaje się być wymyślone lub pochodzić z mało znanego języka lub dialektu. Jeśli chodzi o tłumaczenie dosłowne, można spróbować rozłożyć je na części i przeanalizować poszczególne słowa:

1. ""Celain"" - brak odpowiednika w języku polskim
2. ""Celain"" - powtórzone, co może sugerować nacisk lub emfazę
3. ""Deffraen"" - również bez odpowiednika w języku polskim

Jeśli to zdanie ma jakieś znaczenie w kontekście, którym zostało użyte, mogłoby ono być wykrzyknieniem, zawołaniem lub poleceniem. Jednak bez dodatkowego kontekstu trudno jest dokładnie określić jego znaczenie w języku polskim.

Jeśli masz więcej informacji na temat tego zdania, np. z jakiego języka pochodzi lub w jakim kontekście zostało użyte, mogę spróbować pomóc dalej."|Niech żyje, niech żyje, zwycięstwo!
Arvid an Tordarroch. He was dead set on comin' with us…|Arvid an Tordarroch. Tak się upierał, żeby z nami płynąć...|"""Arvid an Tordarroch. Był zdeterminowany, żeby przyjść z nami...""

To tłumaczenie oddaje znaczenie oryginalnego zdania w języku angielskim, zachowując jego strukturę i intencję. Warto zauważyć, że imię ""Arvid an Tordarroch"" pozostaje niezmienione, ponieważ jest to nazwisko postaci fikcyjnej, które prawdopodobnie nie ma bezpośredniego odpowiednika w języku polskim."|"""Arvid an Tordarroch. Był zdecydowany iść z nami...""

To tłumaczenie uwzględnia kontekst zdania, które wydaje się być częścią większej narracji lub dialogu. W języku polskim fraza ""dead set on comin'"" została przetłumaczona jako ""był zdecydowany"", co oddaje determinację postaci Arvida an Tordarrocha do towarzyszenia grupie, o której mowa w tekście."|Arvid an Tordarroch. Był zdecydowany przyjść z nami...|"""Arvid an Tordarroch. Był zdecydowany przyjść z nami..."""|Arvid an Tordarroch. Był zdecydowany przyjść z nami...|"Oto tłumaczenie podanego zdania na język polski:

""Arvid an Tordarroch. Był zdecydowany iść z nami...""

To zdanie pochodzi z powieści ""Władca Pierścieni"" J.R.R. Tolkiena, a dokładniej z części ""Dwie wieże"". Postać Arvida an Tordarrocha jest jednym z członków Drużyny Rohirrimów, którzy towarzyszą Frodowi i Samwise'owi w ich podróży przez Shire. W oryginalnym tekście użyte zostało archaiczne sformułowanie ""dead set"", które oznacza silną determinację lub zdecydowanie."|Arvid an Tordarroch. Był zdecydowany przyjść z nami...
Let us hope you're right, wanderer, let us hope you're right.|Obyś miał rację, wędrowcze, obyś miał rację.|"""Miejmy nadzieję, że masz rację, wędrowcze, miejmy nadzieję, że masz rację.""

To tłumaczenie oddaje sens oryginalnego zdania w języku angielskim. Zwróć uwagę, że w języku polskim często używamy słowa ""miejmy"" (1. osoba liczby mnogiej czasownika ""mieć"") zamiast bezpośredniego odpowiednika ""let us hope""."|"""Miejmy nadzieję, że masz rację, wędrowcze, miejmy nadzieję, że masz rację.""

To tłumaczenie zachowuje oryginalną strukturę zdania i oddaje jego sens. Jest to wyrażenie pewnego rodzaju nadziei lub życzenia, skierowane do osoby określanej jako ""wędrowiec"". Może być użyte w kontekście rozmowy lub narracji, gdzie ktoś wyraża swoje pragnienie, aby słowa innej osoby okazały się prawdziwe."|Miejmy nadzieję, że masz rację, wędrowcze, miejmy nadzieję, że masz rację.|"""Miejmy nadzieję, że masz rację, wędrowcze, miejmy nadzieję, że masz rację."""|Miejmy nadzieję, że masz rację, wędrowcze, miejmy nadzieję, że masz rację.|"Oto tłumaczenie podanego zdania na język polski:

""Miejmy nadzieję, że masz rację, wędrowcze, miejmy nadzieję, że masz rację.""

To zdanie jest dosyć dosłownym tłumaczeniem oryginalnego angielskiego tekstu. Zachowuje ono zarówno sens, jak i strukturę gramatyczną oryginału. Warto zauważyć, że w języku polskim używamy formy ""miejmy nadzieję"", która odpowiada angielskiemu ""let us hope"". Słowo ""wędrowiec"" zostało użyte jako odpowiednik angielskiego ""wanderer"", co pasuje do kontekstu tego zdania."|Miejmy nadzieję, że masz rację, wędrowcze, miejmy nadzieję, że masz rację.
I mind fools. No matter where they're from.|Drażnią mnie głupcy. Niezależnie od tego, skąd pochodzą.|"""Nie lubię głupców. Niezależnie od tego, skąd pochodzą.""

To zdanie w języku angielskim brzmi: ""I mind fools. No matter where they're from."" Jego tłumaczenie na język polski to:

""Nie lubię głupców. Niezależnie od tego, skąd pochodzą.""

Warto zauważyć, że słowo ""mind"" w tym kontekście oznacza ""nie lubić"" lub ""mieć coś przeciwko komuś"", a nie ""pamiętać"" czy ""myśleć""."|"Tłumaczenie tego zdania na język polski brzmi:

""Lubię głupców. Nie ważne skąd są.""

To zdanie jest dosłowne i zachowuje oryginalny sens, choć w języku polskim może być odbierane jako nieco dwuznaczne lub nawet kontrowersyjne ze względu na użycie słowa ""głupcy"". W kontekście kulturowym Polski, takie wyrażenie mogłoby być interpretowane jako lekceważące lub obraźliwe, dlatego warto zwrócić uwagę na ton i kontekst, w jakim to zdanie jest używane."|Pamiętam głupców. Niezależnie od tego, skąd pochodzą.|"""Głupców nienawidzę. Nie ważne, skąd pochodzą."""|Nie lubię głupców. Nie ważne, skąd pochodzą.|"Przetłumaczone zdanie na język polski brzmi:

""Nie lubię głupców. Nie ważne skąd pochodzą.""

To tłumaczenie oddaje znaczenie oryginalnego zdania w języku angielskim, zachowując jego sens i intencję wyrażoną przez mówiącego."|Nie lubię głupców. Nie ważne, skąd pochodzą.
Thanks. Farewell.|Dzięki. Bywaj.|"""Dziękuję. Żegnaj.""

To tłumaczenie obejmuje dwa wyrażenia:
- ""Dziękuję"": To słowo jest używane, aby wyrazić wdzięczność lub podziękowanie za coś.
- ""Żegnaj"": Jest to formalne pożegnanie, które może być używane w różnych kontekstach, zarówno oficjalnych, jak i nieformalnych.

Oba te wyrażenia są powszechnie używane w języku polskim i odpowiadają angielskim zwrotom ""Thanks"" (podziękowanie) oraz ""Farewell"" (pożegnanie)."|"Tłumaczenie tego zdania na język polski brzmi:

""Dziękuję. Do widzenia.""

Wyjaśnienie poszczególnych części:
- ""Thanks"" to angielskie słowo oznaczające podziękowanie, które w języku polskim tłumaczymy jako ""dziękuję"".
- ""Farewell"" to pożegnanie, które w języku polskim można przetłumaczyć jako ""do widzenia"", ""żegnaj"" lub ""pa pa"". W tym kontekście ""do widzenia"" jest najbardziej odpowiednim tłumaczeniem."|Dziękuję. Żegnaj.|"""Dziękuję. Żegnaj."""|Dziękuję. Do widzenia.|"Podane zdanie w języku angielskim ""Thanks. Farewell."" można przetłumaczyć na język polski jako:

""Dziękuję. Do widzenia.""

Warto zauważyć, że to krótkie pożegnanie składa się z dwóch części:
1. ""Thanks"" - tłumaczone jako ""Dziękuję"", wyrażające wdzięczność lub podziękowanie.
2. ""Farewell"" - tłumaczone jako ""Do widzenia"", będące formalnym pożegnaniem."|Dziękuję. Żegnaj.
So… what're you doin' on Undvik?|Aa... co robisz na Undvik?|"""No więc... co robisz na Undvik?""

To tłumaczenie oddaje znaczenie oryginalnego zdania, zachowując jego nieformalny charakter i strukturę. W języku polskim również używa się podobnych zwrotów w codziennych rozmowach, aby wyrazić pytanie o to, co ktoś robi lub planuje robić w danym miejscu (w tym przypadku na wyspie Undvik)."|"Tłumaczenie tego zdania na język polski brzmi:

""No więc... co robisz na Undvik?""

To zdanie jest nieformalne i może być użyte jako pytanie skierowane do kogoś, kto przebywa na miejscu o nazwie ""Undvik"". Możliwe konteksty to np. spotkanie z przyjaciółmi lub turystami w tym miejscu."|Więc... co robisz na Undvik?|"""Więc... co robisz na Undvik?"""|Więc... co robisz na Undvik?|"Oto tłumaczenie tego zdania na język polski:

""No więc... co ty robisz na Undvik?""

To zdanie jest nieco potoczne i może być używane w swobodnej rozmowie. ""Undvik"" to prawdopodobnie nazwa miejsca, ale bez kontekstu trudno określić dokładnie o jakie miejsce chodzi. Warto zauważyć, że w języku polskim często używa się bardziej formalnych lub grzecznościowych form pytań, takich jak ""Co pan/pani robi na Undvik?"" lub ""Czy mógłby Pan/Pani powiedzieć, co robi na Undvik?""."|Więc... co robisz na Undvik?
Seems they went that way.|Poszli chyba w tamtą stronę.|"""Wydaje się, że poszli tamtędy.""

To tłumaczenie z języka angielskiego na polski. Zdanie ""Seems they went that way"" wskazuje na przypuszczenie lub domysł, że ktoś udał się w określonym kierunku. W języku polskim można to wyrazić jako ""Wydaje się, że poszli tamtędy""."|"Tłumaczenie tego zdania na język polski brzmi: ""Wydaje się, że poszli tamtą drogą.""

To tłumaczenie uwzględnia kontekst i znaczenie oryginalnego angielskiego wyrażenia. W języku polskim używamy podobnej struktury gramatycznej i słownictwa, aby przekazać tę samą myśl o tym, że ktoś prawdopodobnie udał się w określonym kierunku."|Wydaje się, że poszli tamtędy.|"""Wydaje się, że poszli tamtędy."""|Wydaje się, że poszli tamtędy.|Wydaje się, że poszli tamtędy.|Wygląda na to, że poszli tamtędy.
We're looking for a young woman, name of Ciri. Ashen hair, green eyes...|Szukamy dziewczyny o imieniu Ciri. Młoda... Szare włosy, zielone oczy.|"""Szukamy młodej kobiety o imieniu Ciri. Popielate włosy, zielone oczy...""

To tłumaczenie oddaje oryginalny tekst angielski i przekazuje informacje w języku polskim. Warto zauważyć, że w polskiej wersji użyto bardziej opisowego sformułowania ""popielate włosy"", aby dokładnie oddać odcień koloru włosów Ciri."|"Tłumaczenie tego zdania na język polski brzmi:

""Szukamy młodej kobiety o imieniu Ciri. Włosy szare, oczy zielone...""

Warto zauważyć, że to zdanie pochodzi z serii gier ""Wiedźmin"" i jest często cytowane w kontekście poszukiwań głównej bohaterki tej sagi."|Szukamy młodej kobiety o imieniu Ciri. Włosy szare jak popiół, zielone oczy...|"""Szukamy młodej kobiety o imieniu Ciri. Popielate włosy, zielone oczy..."""|Szukamy młodej kobiety o imieniu Ciri. Włosy szare, oczy zielone...|"Szukamy młodej kobiety o imieniu Ciri. Włosy szare, oczy zielone...

Warto zauważyć, że to tłumaczenie jest dosłowne i może wymagać pewnych dostosowań w kontekście języka polskiego. Na przykład, ""Ashen hair"" można by przełożyć jako ""włosy popielate"", a ""green eyes"" pozostawić bez zmian lub ewentualnie zamienić na ""oczy zielonkawe"". Dodatkowo, w języku polskim często używa się bardziej opisowych określeń kolorów, takich jak ""bardzo ciemny blond"" zamiast po prostu ""szary""."|Szukamy młodej kobiety o imieniu Ciri. Włosy szare, oczy zielone...
We meet again. So? Ye change your mind? Wanna hunt the Grossbart brothers with me? Easy coin for ye.|Znowu się spotykamy. To jak? Zmieniłeś zdanie? Zapolujemy razem na braci Grossbart? Dla ciebie to będzie łatwy grosz.|"""Spotykamy się ponownie. Więc? Zmieniłeś zdanie? Chcesz pomóc mi wytropić braci Grossbartów dla łatwych pieniędzy?"""|"Tłumaczenie na język polski:

""Spotykamy się ponownie. Więc? Zmieniłeś zdanie? Chcesz polować na braci Grossbart razem ze mną? Łatwe pieniądze dla ciebie.""

To tłumaczenie oddaje sens oryginalnego tekstu w języku angielskim, zachowując jego nieformalny i potoczny charakter."|Spotykamy się ponownie. Więc? Zmieniłeś zdanie? Chcesz polować na braci Grossbart razem ze mną? Łatwe pieniądze dla ciebie.|"""Spotykamy się ponownie. Więc? Zmieniłeś zdanie? Chcesz polować na braci Grossbart razem ze mną? Łatwe pieniądze dla ciebie."""|Spotykamy się ponownie. Więc? Zmieniłeś zdanie? Chcesz ze mną tropić braci Grossbart? Łatwe pieniądze dla ciebie.|"""Spotykamy się ponownie. No więc? Zmieniłeś zdanie? Chcesz polować na braci Grossbart razem ze mną? Łatwe pieniądze dla ciebie.""

To tłumaczenie oddaje sens oryginalnego zdania, zachowując jego nieformalny i potoczny charakter. Warto zauważyć, że w języku polskim niektóre wyrażenia mogą być interpretowane inaczej niż w kontekście angielskiego oryginału, ale ogólne znaczenie zostało zachowane."|Spotykamy się ponownie. Więc? Zmieniłeś zdanie? Chcesz polować na braci Grossbart razem ze mną? Łatwe pieniądze dla ciebie.
What?! I'll not give ye that, one dragon or many!|Co? Tyle to nawet za smoka nie dam!|"""Co takiego?! Nie dam ci tego, jeden smok czy wiele!""

To tłumaczenie oddaje znaczenie i emocjonalny ton oryginalnego zdania w języku angielskim. Wypowiedź ta wyraża stanowczą odmowę i determinację mówiącego w kontekście czegoś, co jest dla niego bardzo ważne lub cenne, a co ktoś inny próbuje mu odebrać lub do czego próbuje go przekonać."|"Tłumaczenie tego zdania na język polski brzmi: ""Co? Nie dam ci tego, jednego smoka czy wielu!""

To wykrzyknienie jest często używane w kontekście odmowy lub sprzeciwu. W tym przypadku osoba mówiąca stanowczo odmawia czegoś, podkreślając swoją niechęć do oddania nawet jednego przedmiotu (w tym przypadku smoka), a co dopiero większej ich liczby."|Co?! Nie dam ci tego, jednego smoka czy wielu!|"""Co? Nie dam ci tego, jeden smok czy wiele!"""|Co? Nie dam ci tego, jednego smoka czy wielu!|"Oto tłumaczenie podanego zdania na język polski:

""Co? Nie dam ci tego, jednego smoka czy wielu!""

To zdanie wyraża stanowczą odmowę i oburzenie mówiącego wobec propozycji lub żądania rozmówcy. Użycie słowa ""one dragon or many"" (jeden smok lub wiele) sugeruje, że mówiący nie zgadza się na oddanie czegoś, co jest dla niego cenne lub ważne, bez względu na ilość."|Co? Nie dam ci tego, jednego smoka czy wielu!
Tried to give me one or two orders, but I do believe she's done with that now.|Kilka razy próbowała mi rozkazywać, ale chyba już jej przeszło.|"""Próbowała dać mi jedno lub dwa zamówienia, ale naprawdę myślę, że już z tym skończyła.""

To tłumaczenie oddaje sens oryginalnego zdania w języku angielskim, zachowując jego strukturę i znaczenie. Warto zauważyć, że w języku polskim nie ma bezpośredniego odpowiednika dla wyrażenia ""done with that now"", które może być interpretowane jako ""skończyła z tym teraz"". Kontekst sugeruje, że osoba mówiąca uważa, że dana sytuacja lub działanie zostało zakończone przez wspomnianą kobietę."|Spróbowała dać mi jeden lub dwa rozkazy, ale naprawdę wierzę, że teraz z tym skończyła.|Próbowała dać mi jedno lub dwa polecenia, ale wierzę, że teraz z tym skończyła.|"""Próbowała dać mi jedno lub dwa polecenia, ale wierzę, że już z tym skończyła."""|"""Próbowała dać mi jedno lub dwa zamówienie, ale wierzę, że teraz z tym skończyła."""|"Oto tłumaczenie tego zdania na język polski:

""Próbowała dać mi jedno lub dwa polecenia, ale naprawdę wierzę, że teraz z tym skończyła.""

To zdanie można rozłożyć na części i przeanalizować jego znaczenie:

1. ""Tried to give me one or two orders"" - Osoba próbowała dać mi jedno lub dwa polecenia.
2. ""but I do believe"" - Ale naprawdę wierzę (że...).
3. ""she's done with that now"" - Ona już z tym skończyła teraz.

Całe zdanie sugeruje, że ktoś próbował wydać kilka poleceń mówiącemu, ale ten uważa, że ta osoba już zrezygnowała z tego zamiaru. Może to być kontekst zawodowy, rodzinny lub inny, gdzie wydawanie poleceń jest typowe."|"""Próbowała dać mi jedno lub dwa polecenia, ale wierzę, że teraz z tym skończyła."""
Greetings.|Witaj.|"""Greetings."" tłumaczy się na język polski jako ""Pozdrowienia."" lub ""Witajcie."". To jest przyjazne powitanie używane w różnych kontekstach, zarówno formalnych, jak i nieformalnych. W zależności od sytuacji i relacji między osobami, można wybrać bardziej odpowiednią formę powitania."|"Tłumaczenie słowa ""Greetings"" (Pozdrowienia) na język polski brzmi:

""Witajcie.""

To jest najbardziej bezpośrednie i powszechnie używane tłumaczenie tego angielskiego wyrażenia w języku polskim. Może być stosowane zarówno w formie formalnej, jak i nieformalnej, w zależności od kontekstu i relacji między rozmówcami.

Inne możliwe tłumaczenia lub warianty to:
- ""Dzień dobry"" - bardziej formalna forma powitania, często używana w godzinach porannych.
- ""Cześć"" - mniej formalna forma powitania, szczególnie wśród przyjaciół i znajomych.
- ""Hej"" - bardzo nieformalna forma powitania, często używana przez młodsze osoby lub w środowisku pracy.

Wybór konkretnego tłumaczenia zależy od sytuacji, kontekstu oraz relacji między osobami się pozdrawiającymi."|Pozdrowienia.|Witaj.|Pozdrowienia.|"Podane zdanie ""Greetings"" w języku angielskim tłumaczy się na język polski jako:

""Pozdrowienia.""

To jest standardowe powitanie używane w języku polskim, które można stosować w różnych sytuacjach, zarówno formalnych, jak i nieformalnych. Może być używane na początku listów, e-maili lub rozmów telefonicznych jako uprzejme wprowadzenie."|Pozdrowienia.
Died at Castle Tuirseach when the Black Ones o'erran An Skellig.|Zginął na zamku Tuirseach, jak Czarni An Skellig najechali.|"""Zmarł w Zamku Tuirseach, gdy Czarni z Skellig przejęli władzę.""

To zdanie jest tłumaczeniem z języka irlandzkiego na polski. Warto zauważyć, że:

1. ""Castle Tuirseach"" to nazwa miejsca, która pozostaje nieprzetłumaczona.
2. ""The Black Ones o'erran An Skellig"" odnosi się do wydarzenia historycznego lub legendy, które miało miejsce w miejscu zwanym Skellig.
3. Tekst ten prawdopodobnie pochodzi z tradycji ustnej lub literatury celtyckiej i może być trudny do dokładnego umiejscowienia w czasie lub kontekście historycznym bez dodatkowego kontekstu."|"Tłumaczenie tego zdania z języka irlandzkiego na polski brzmi:

""Zmarł w zamku Tuirseach, gdy Czarni przebiegli przez Skellig.""

To zdanie pochodzi z legendy irlandzkiej i odnosi się do wydarzenia historycznego lub mitycznego. ""Czarni"" prawdopodobnie odnoszą się do Wikingów, którzy w IX wieku napadali na Irlandię. ""Skellig"" to nazwa klifu lub skały, a ""zamek Tuirseach"" to miejsce, które mogło być fortecą lub twierdzą w tym regionie. Zdanie opisuje śmierć kogoś ważnego w kontekście inwazji wikingów."|Zmarł w Zamku Tuirseach, gdy Czarni przebiegli przez An Skellig.|"""Zmarł w Zamku Tuirseach, gdy Czarni z Skellig przejęli władzę."""|Umarł w Zamku Tuirseach, kiedy Czarni przebiegli przez Skellig.|"Oto tłumaczenie tego zdania na język polski:

""Zginął w Zamku Tuirseach, gdy Czarni przejęli Skellig.""

To zdanie wydaje się być fragmentem opowieści lub legendy. ""Czarni"" prawdopodobnie odnosi się do jakiejś grupy wojowników lub najeźdźców, a ""Skellig"" to nazwa miejsca, które zostało zaatakowane i przejęte przez tych Czarnych. Zamek Tuirseach jest miejscem, gdzie doszło do tej bitwy lub konfliktu, a ktoś zginął w jego trakcie."|Umarł w Zamku Tuirseach, gdy Czarni przebiegli przez Skellig.
