en_text,pl_text,result_one_shot,translation_one_shot,result_three_shot,translation_three_shot,chrf_translation_one_shot,bleu_translation_one_shot,bertscore_translation_one_shot,comet_translation_one_shot,chrf_translation_three_shot,bleu_translation_three_shot,bertscore_translation_three_shot,comet_translation_three_shot
Why do I think you turned her down?,"Coś mi mówi, że się nie zgodziłeś.","Zdanie po angielsku: Why do I think you turned her down?

Tłumaczenie: Dlaczego myślę, że ją odrzuciłeś?

Końcowe tłumaczenie w nawiasach kwadratowych: [Dlaczego myślę, że ją odrzuciłeś?]","Dlaczego myślę, że ją odrzuciłeś?","Tłumaczenie: [Dlaczego myślę, że ją odrzuciłeś?]","Dlaczego myślę, że ją odrzuciłeś?",0.1696779926028926,0.036015288308423515,0.7760936617851257,0.7473706007003784,0.1696779926028926,0.036015288308423515,0.7760936617851257,0.7473706007003784
Sail out of port and head southwest. Watch for rocks protrudin' like pricks out the water - you'll have to do some tricky tackin' to get past them.,Wyjdź z portu i płyń na południowy zachód. Uważaj na skały wystające z wody – będziesz się musiał między nimi nieźle nahalsować.,"Zdanie po angielsku: Sail out of port and head southwest. Watch for rocks protrudin' like pricks out the water - you'll have to do some tricky tackin' to get past them.

Tłumaczenie: [Wypłyń z portu i skieruj się na południowy zachód. Uważaj na wystające z wody skały, które mogą przypominać kolce - będziesz musiał wykonać kilka trudnych zwrotów, aby je ominąć.]

[Sail out of port and head southwest. Watch for rocks protrudin' like pricks out the water - you'll have to do some tricky tackin' to get past them.]","Wypłyń z portu i skieruj się na południowy zachód. Uważaj na wystające z wody skały, które mogą przypominać kolce - będziesz musiał wykonać kilka trudnych zwrotów, aby je ominąć.","Oto tłumaczenie podanego zdania na język polski:

[Wypłyń z portu i skieruj się na południowy zachód. Uważaj na wystające z wody skały - będą one przypominać kolce; musisz wykonać sporo trudnych zwrotów, aby je ominąć.]","Wypłyń z portu i skieruj się na południowy zachód. Uważaj na wystające z wody skały - będą one przypominać kolce; musisz wykonać sporo trudnych zwrotów, aby je ominąć.",0.5592947120086331,0.21053835256976292,0.8198464512825012,0.8588263392448425,0.510369007106841,0.21448629472025388,0.7958471179008484,0.8628281950950623
"With my crew gone, I could use a body at my side. And poor Leif…",Moja drużyna przepadła i przydałby mi się towarzysz. A biedny Leif...,"Zdanie po angielsku: With my crew gone, I could use a body at my side. And poor Leif…

Tłumaczenie: [Bez mojej załogi, przydałoby mi się ciało u mego boku. A biedny Leif…]","Bez mojej załogi, przydałoby mi się ciało u mego boku. A biedny Leif…","Tłumaczenie: [Bez mojej załogi, mógłbym mieć ciało u swojego boku. A biedny Leif...]","Bez mojej załogi, mógłbym mieć ciało u swojego boku. A biedny Leif...",0.3601973679228001,0.04646684393670022,0.7640151381492615,0.6711464524269104,0.30079071679379793,0.08430118946484098,0.7965723276138306,0.5545595288276672
Ugh!,Ugh!,"Zdanie ""Ugh!"" jest onomatopeją, która nie ma bezpośredniego tłumaczenia na język polski jako pełne zdanie. Można jednak oddać jego znaczenie poprzez opis lub użycie podobnego dźwięku.

W języku polskim można to wyrazić jako:

[Fuj!] lub [Ach!]

Obie te formy są używane do wyrażenia niezadowolenia, obrzydzenia lub frustracji, co jest zbliżone do znaczenia ""Ugh!"" w języku angielskim.",Fuj!,"Zdanie po angielsku: Ugh!

Tłumaczenie: [Ech!]

To ""Ugh!"" jest często używane jako wyraz frustracji lub niezadowolenia, ale nie ma bezpośredniego odpowiednika w języku polskim. Dlatego najlepszym tłumaczeniem jest ""Ech!"", które oddaje ton i emocję oryginalnego wyrażenia.",Ech!,0.04166666666666676,0.0,0.9040197730064392,0.8379790782928467,0.13888888888888895,0.0,0.8784270286560059,0.9001044631004333
"If she'd succeeded, Svanrige would've been left the only claimant to Skellige's throne.","Gdyby jej się udało, Svanrige byłby jedynym kandydatem do korony Skellige.","Zdanie po angielsku: If she'd succeeded, Svanrige would've been left the only claimant to Skellige's throne.

Tłumaczenie: [Gdyby jej się udało, Svanrige zostałby jedynym pretendentem do tronu Skellige.]","Gdyby jej się udało, Svanrige zostałby jedynym pretendentem do tronu Skellige.","Tłumaczenie: [Gdyby jej się udało, Svanrige zostałby jedynym pretendentem do tronu Skellige.]","Gdyby jej się udało, Svanrige zostałby jedynym pretendentem do tronu Skellige.",0.6561531499280076,0.3945881255591767,0.9490652680397034,0.94187331199646,0.6561531499280076,0.3945881255591767,0.9490652680397034,0.94187331199646
On the shore at Larvik. His fierce gaze to protect us from the Black Ones!,Na nabrzeżu w Larvik. Będzie nas strzegł przed Czarnymi!,"Zdanie po norwesku: On the shore at Larvik. His fierce gaze to protect us from the Black Ones!

Tłumaczenie: [Na brzegu w Larvik. Jego dziki wzrok, aby chronić nas przed Czarnymi!]","Na brzegu w Larvik. Jego dziki wzrok, aby chronić nas przed Czarnymi!","Tłumaczenie: [Na brzegu w Larvik. Jego dziki wzrok, aby chronić nas przed Czarnymi!]","Na brzegu w Larvik. Jego dziki wzrok, aby chronić nas przed Czarnymi!",0.5167126050889431,0.05637560315259291,0.8193873167037964,0.6487064957618713,0.5167126050889431,0.05637560315259291,0.8193873167037964,0.6487064957618713
"Well, well. Lighthouse has got a pretty dark secret.",No proszę. Najciemniej pod latarnią.,"Zdanie po angielsku: Well, well. Lighthouse has got a pretty dark secret.

Tłumaczenie: [No cóż, no cóż. Latarnia morska ma dość ciemną tajemnicę.]","No cóż, no cóż. Latarnia morska ma dość ciemną tajemnicę.","Tłumaczenie: [No cóż, no cóż. Latarnia morska ma dość ciemną tajemnicę.]","No cóż, no cóż. Latarnia morska ma dość ciemną tajemnicę.",0.2930236507659089,0.021105340631872645,0.7189292311668396,0.7666420340538025,0.2930236507659089,0.021105340631872645,0.7189292311668396,0.7666420340538025
"The one with the rope you use for trophies, that one seems interesting.",Ten ze sznurem do wiązania trofeów wydaje się interesujący.,"Zdanie po angielsku: The one with the rope you use for trophies, that one seems interesting.

Tłumaczenie: [Ten z liną, której używasz do trofeów, ten wydaje się interesujący.]","Ten z liną, której używasz do trofeów, ten wydaje się interesujący.","Tłumaczenie: [Ten z liną, której używasz do trofeów, ten wydaje się interesujący.]","Ten z liną, której używasz do trofeów, ten wydaje się interesujący.",0.5750184029836541,0.10600313379512592,0.8223726153373718,0.8402687311172485,0.5750184029836541,0.10600313379512592,0.8223726153373718,0.8402687311172485
Farewell.,Bywaj.,"Zdanie po angielsku: Farewell.

Tłumaczenie: [Do widzenia.]",Do widzenia.,"Oczywiście! Oto tłumaczenie podanego zdania ""Farewell"" na język polski:

[Do widzenia.]",Do widzenia.,0.07692307692307702,0.0,0.6502469778060913,0.6590782403945923,0.07692307692307702,0.0,0.6502469778060913,0.6590782403945923
You're afraid you'll lose.,Boisz się przegrać.,"Zdanie po angielsku: You're afraid you'll lose.

Tłumaczenie: [Boisz się, że przegrasz.]","Boisz się, że przegrasz.","Tłumaczenie: [Boisz się, że przegrasz.]","Boisz się, że przegrasz.",0.6628537895255243,0.08034284189446518,0.8546583652496338,0.9514071345329285,0.6628537895255243,0.08034284189446518,0.8546583652496338,0.9514071345329285
A net. For swipin' fish outta the water.,Podbierak. Żeby wyjąć rybę z wody.,"Zdanie po angielsku: A net. For swipin' fish outta the water.

Tłumaczenie: [Sieć. Do wyciągania ryb z wody.]

[Sieć.]",Sieć. Do wyciągania ryb z wody.,Tłumaczenie: [Sieć. Do wyciągania ryb z wody.],Sieć. Do wyciągania ryb z wody.,0.2298751059166012,0.08633400213704504,0.840776264667511,0.7793727517127991,0.2298751059166012,0.08633400213704504,0.840776264667511,0.7793727517127991
They were the ones who changed into bears. Just like in the legends about berserkers. I saw it with my own eyes - might've been alone in that. Everyone else was starin' at young Lugos.,"To oni zmienili się w niedźwiedzie, jak w legendach o berserkach. Widziałem na własne oczy – i chyba jako jedyny, bo reszta akurat gapiła się na młodego Lugosa.","To zdanie po polsku:

Oni byli tymi, którzy zmienili się w niedźwiedzie. Dokładnie tak, jak w legendach o berserkach. Widziałem to na własne oczy - może byłem jedynym świadkiem. Wszyscy pozostali patrzyli na młodego Lugosa.

Końcowe tłumaczenie w nawiasach kwadratowych:
[Oni byli tymi, którzy zmienili się w niedźwiedzie. Dokładnie tak, jak w legendach o berserkach. Widziałem to na własne oczy - może byłem jedynym świadkiem. Wszyscy pozostali patrzyli na młodego Lugosa.]","Oni byli tymi, którzy zmienili się w niedźwiedzie. Dokładnie tak, jak w legendach o berserkach. Widziałem to na własne oczy - może byłem jedynym świadkiem. Wszyscy pozostali patrzyli na młodego Lugosa.",[To oni zmienili się w niedźwiedzie. Zupełnie jak w legendach o berserkach. Widziałem to na własne oczy - może byłem jedyny w tym. Wszyscy pozostali patrzyli na młodego Lugosa.],To oni zmienili się w niedźwiedzie. Zupełnie jak w legendach o berserkach. Widziałem to na własne oczy - może byłem jedyny w tym. Wszyscy pozostali patrzyli na młodego Lugosa.,0.6450515989827719,0.2602651776541253,0.8517308831214905,0.8683635592460632,0.6684555105779816,0.3634359728549335,0.8777042031288147,0.8786869049072266
Guessing the old jarl couldn't let it pass?,"Domyślam się, że stary jarl mu nie odpuścił?","Zdanie po angielsku: Guessing the old jarl couldn't let it pass?

Tłumaczenie: [Czyżby stary jarl nie mógł tego puścić płazem?]",Czyżby stary jarl nie mógł tego puścić płazem?,"Tłumaczenie: [Czyżby stary jarl nie mógł tego puścić płazem?]

Wyjaśnienie:
- ""Guessing"" można przetłumaczyć jako ""domyślam się"" lub ""zgaduję"". W tym kontekście lepiej pasuje ""domyślam się"".
- ""The old jarl"" to ""stary jarl"", odnoszący się do starszego rangą wikinga lub lokalnego władcy.
- ""Couldn't let it pass"" sugeruje, że jarl nie mógł czegoś zignorować lub puścić płazem. W języku polskim używamy zwrotu ""nie mógł tego puścić płazem"".

Całe zdanie brzmi naturalnie w języku polskim i oddaje sens oryginalnego zdania angielskiego.",Czyżby stary jarl nie mógł tego puścić płazem?,0.3228382808967027,0.06500593260343691,0.7717310786247253,0.6668848395347595,0.3228382808967027,0.06500593260343691,0.7717310786247253,0.6668848395347595
Been to the ruins. Your son's band - a fiend attacked them. They're all dead. Sorry.,"Byłem już tam. Na kompanię twojego syna napadł bies... Z tego, co widziałem, nikt nie przeżył. Przykro mi.","Zdanie po angielsku: Been to the ruins. Your son's band - a fiend attacked them. They're all dead. Sorry.

Tłumaczenie: [Byłem w ruinach. Twoja grupa syna - diabeł ich zaatakował. Wszyscy nie żyją. Przepraszam.]

Warto zauważyć, że to tłumaczenie może być nieco nieformalne i zawierać pewne skróty myślowe, ale stara się oddać sens oryginalnego zdania w języku polskim.",Byłem w ruinach. Twoja grupa syna - diabeł ich zaatakował. Wszyscy nie żyją. Przepraszam.,"Tłumaczenie: [Byłem w ruinach. Twoja córka - demon zaatakował ich. Wszyscy nie żyją. Przepraszam.]

Warto zauważyć, że to tłumaczenie może być nieco nieformalne i emocjonalne ze względu na treść oryginalnego zdania. W rzeczywistości, pełna wersja tego zdania mogłaby brzmieć: ""Byłem w ruinach. Twoja córka i jej grupa zostały zaatakowane przez demona. Niestety, wszyscy członkowie zespołu nie żyją. Bardzo mi przykro.""",Byłem w ruinach. Twoja córka - demon zaatakował ich. Wszyscy nie żyją. Przepraszam.,0.2050052112073911,0.014126508859988748,0.6998694539070129,0.5595448017120361,0.18874212630537415,0.0125774279703401,0.6977777481079102,0.5560784339904785
Strange… Any witnesses?,Dziwne... Są jacyś świadkowie?,"Zdanie po angielsku: Strange… Any witnesses?

Tłumaczenie: [Dziwne... Czy są jacyś świadkowie?]",Dziwne... Czy są jacyś świadkowie?,Tłumaczenie: [Dziwne... Czy są jacyś świadkowie?],Dziwne... Czy są jacyś świadkowie?,0.8412599906429915,0.12574334296829354,0.9670307636260986,0.9861202239990234,0.8412599906429915,0.12574334296829354,0.9670307636260986,0.9861202239990234
Eee... Err...,Yyy... Hmm...,"Zdanie po angielsku: Eee... Err...

Tłumaczenie: [Eee...] [Err...]

W tym przypadku trudno jest znaleźć dokładne tłumaczenie, ponieważ ""Eee"" i ""Err"" to raczej dźwięki lub wypełniacze mowy niż konkretne słowa. Czasami używa się ich jako wyrazów niepewności lub zastanowienia. W języku polskim mogłyby być oddane przez ""Eee..."" i ""Ach..."" lub inne podobne dźwięki, ale najlepiej pozostawić je bez tłumaczenia, aby zachować ich oryginalny charakter.",Eee...,"Zdanie po angielsku: Eee... Err...

Tłumaczenie: [Eee... Eh...]

To zdanie składa się głównie z dźwięków onomatopeicznych, które nie mają bezpośredniego tłumaczenia na inny język. W języku polskim można je oddać w ten sam sposób, aby zachować ich charakterystyczne brzmienie.",Eee... Eh...,0.09364142762798984,0.0,0.8549847602844238,0.8709562420845032,0.1788657266261152,0.0,0.8658465147018433,0.8814067244529724
I can rid you of Morkvarg.,Mogę pozbyć się Morkvarga.,"Zdanie po angielsku: I can rid you of Morkvarg.

Tłumaczenie: [Mogę cię uwolnić od Morkvarga.]

Warto zauważyć, że słowo ""Morkvarg"" nie jest standardowym angielskim ani polskim słowem, więc pozostaje ono bez zmian w tłumaczeniu.",Mogę cię uwolnić od Morkvarga.,"Tłumaczenie: [Mogę ci pomóc pozbyć się Morkvarga.]

W tym kontekście ""rid"" oznacza ""pozbyć się"" lub ""uwolnić od"", a ""you"" to ""cię"". Zatem całe zdanie sugeruje, że osoba mówiąca może pomóc komuś innemu w rozwiązaniu problemu związanego z Morkvargiem.",Mogę ci pomóc pozbyć się Morkvarga.,0.46719482347567576,0.06389431042462725,0.8651678562164307,0.8446611762046814,0.8504151273491037,0.21711852081087685,0.9409714341163635,0.9203053116798401
What did the gods say? Exactly.,Co dokładnie powiedzieli bogowie?,"Zdanie po angielsku: What did the gods say? Exactly.

Tłumaczenie: [Co powiedzieli bogowie? Dokładnie.]",Co powiedzieli bogowie? Dokładnie.,"Zdanie po angielsku: What did the gods say? Exactly.

Tłumaczenie: [Co powiedzieli bogowie? Dokładnie.]",Co powiedzieli bogowie? Dokładnie.,0.8092665353913069,0.1880301546543197,0.903974711894989,0.9297495484352112,0.8092665353913069,0.1880301546543197,0.903974711894989,0.9297494292259216
Heard one bloke demanded dragon heart fiber be fused into his blade… The twat.,"Słyszałem, że jeden życzył sobie, by mu w klingę wtopić włókno smoczego serca… Idiota.","Zdanie po angielsku: Heard one bloke demanded dragon heart fiber be fused into his blade… The twat.

Tłumaczenie: [Słyszałem, że jeden gość zażądał, żeby włókna z serca smoka zostały stopione z jego mieczem... Ten debil.]","Słyszałem, że jeden gość zażądał, żeby włókna z serca smoka zostały stopione z jego mieczem... Ten debil.","Tłumaczenie: [Słyszałem, że jeden gość zażądał, żeby w jego miecz wpleść włókna z serca smoka... Ten debil.]

Warto zauważyć, że to tłumaczenie zawiera potoczne sformułowania i może nie być odpowiednie w formalnych kontekstach.","Słyszałem, że jeden gość zażądał, żeby w jego miecz wpleść włókna z serca smoka... Ten debil.",0.4016258901079723,0.05692994482485313,0.7801557779312134,0.791257381439209,0.38283983299128743,0.06541868941754436,0.8145763874053955,0.825001060962677
"Glamour… Scent of lilac and gooseberries, even with the lid on…",Glamarye... Nawet zamknięta pachnie bzem i agrestem.,"Zdanie po angielsku: Glamour… Scent of lilac and gooseberries, even with the lid on…

Tłumaczenie: [Glamour… Zapach bezów i agrestu, nawet z zamkniętą pokrywą…]","Glamour… Zapach bezów i agrestu, nawet z zamkniętą pokrywą…","Tłumaczenie: [Glamour... Zapach bezów i agrestu, nawet z zamkniętą pokrywą...]","Glamour... Zapach bezów i agrestu, nawet z zamkniętą pokrywą...",0.39361422522287876,0.023980296761827107,0.7051472663879395,0.6733596324920654,0.4153221153487751,0.023980296761827107,0.7397305965423584,0.6733596324920654
"Melt this blade and forge it again. A sword's for cuttin', not lookin' pretty.","Przetopisz to ostrze i wykujesz na nowo. Miecz ma ciąć, nie ładnie wyglądać.","Zdanie po angielsku: Melt this blade and forge it again. A sword's for cuttin', not lookin' pretty.

Tłumaczenie: [Roztop to ostrze i przekuj je ponownie. Miecz jest do cięcia, nie do ozdabiania.]","Roztop to ostrze i przekuj je ponownie. Miecz jest do cięcia, nie do ozdabiania.","Tłumaczenie: [Roztop ten miecz i przekuj go ponownie. Miecz jest do cięcia, nie do ozdabiania.]","Roztop ten miecz i przekuj go ponownie. Miecz jest do cięcia, nie do ozdabiania.",0.32794948241005556,0.08032276872815308,0.7848184108734131,0.7460432648658752,0.2520498277590973,0.018798317647335087,0.7522706389427185,0.6831108927726746
Spirit's on the hunt for a new soul now.,Duch szuka teraz nowej ofiary.,"Zdanie po angielsku: Spirit's on the hunt for a new soul now.

Tłumaczenie: [Duch jest teraz na polowaniu za nową duszą.]

Końcowe tłumaczenie w nawiasach kwadratowych: [Duch jest teraz na polowaniu za nową duszą.]",Duch jest teraz na polowaniu za nową duszą.,Tłumaczenie: [Duch jest teraz na polowaniu za nową duszą.],Duch jest teraz na polowaniu za nową duszą.,0.3028282452920134,0.03303164318013808,0.8380245566368103,0.8160590529441833,0.3028282452920134,0.03303164318013808,0.8380245566368103,0.8160590529441833
Greetings. Lookin' to buy?,Witaj. Chcesz coś kupić?,"Zdanie po angielsku: Greetings. Lookin' to buy?

Tłumaczenie: [Witaj. Czy zamierzasz coś kupić?]",Witaj. Czy zamierzasz coś kupić?,Tłumaczenie: [Cześć. Szukasz czegoś do kupienia?],Cześć. Szukasz czegoś do kupienia?,0.6741512821289194,0.12574334296829354,0.9179584980010986,0.9533437490463257,0.2035564614621881,0.0,0.8281649351119995,0.895671546459198
The tower will surely do everything in its power to stop us.,"Wieża na pewno zrobi wszystko, żeby nas powstrzymać.","Zdanie po angielsku: The tower will surely do everything in its power to stop us.

Tłumaczenie: [Wieża z pewnością użyje wszelkich swoich możliwości, aby nas zatrzymać.]","Wieża z pewnością użyje wszelkich swoich możliwości, aby nas zatrzymać.","Tłumaczenie: [Wieża na pewno zrobi wszystko, co w jej mocy, aby nas zatrzymać.]","Wieża na pewno zrobi wszystko, co w jej mocy, aby nas zatrzymać.",0.3603421940866995,0.025098621243978974,0.830221951007843,0.9115712642669678,0.7385751617122766,0.33180774028439425,0.9053343534469604,0.9363537430763245
I need that man.,Potrzebuję tego człowieka.,"Zdanie po angielsku: I need that man.

Tłumaczenie: [Potrzebuję tego mężczyzny.]",Potrzebuję tego mężczyzny.,Tłumaczenie: [Potrzebuję tego mężczyzny.],Potrzebuję tego mężczyzny.,0.5599962108829386,0.24028114141347542,0.9260406494140625,0.959335446357727,0.5599962108829386,0.24028114141347542,0.9260406494140625,0.959335446357727
Where should I search for your son?,Gdzie zacząć poszukiwania?,"Zdanie po angielsku: Where should I search for your son?

Tłumaczenie: [Gdzie mam szukać twojego syna?]",Gdzie mam szukać twojego syna?,"Gdzie powinienem szukać twojego syna?

Tłumaczenie: [Gdzie mam szukać twojego syna?]",Gdzie mam szukać twojego syna?,0.25110833050137876,0.05372849659117709,0.7763851881027222,0.8596926927566528,0.25110833050137876,0.05372849659117709,0.7763851881027222,0.8596926927566528
"For the love of Freya! All right! Have it your way! You saved me, now what? What, need I march around the country singin' out your praises?!",Na Freyję! Niech ci będzie! Uratowałeś mnie! I co teraz? Mam chodzić po wsiach i odtrąbić twój triumf?!,"Zdanie po angielsku: For the love of Freya! All right! Have it your way! You saved me, now what? What, need I march around the country singin' out your praises?!

Tłumaczenie: [Dla miłości Frei! Dobrze! Rób co chcesz! Uratowałeś mnie, no to co? Co, mam maszerować po całym kraju śpiewając twoje pochwały?!]","Dla miłości Frei! Dobrze! Rób co chcesz! Uratowałeś mnie, no to co? Co, mam maszerować po całym kraju śpiewając twoje pochwały?!","Tłumaczenie: [Dla miłości Freyi! Dobrze! Rób jak chcesz! Ocaliłaś mnie, teraz co? Co, mam maszerować po całym kraju śpiewając twoje pochwały?!]","Dla miłości Freyi! Dobrze! Rób jak chcesz! Ocaliłaś mnie, teraz co? Co, mam maszerować po całym kraju śpiewając twoje pochwały?!",0.2858735152037685,0.012021577610863726,0.7656046748161316,0.7672889232635498,0.21490775219687905,0.009629943614188135,0.7640872597694397,0.8288509845733643
"We had to try. If we didn't, who would?","Musieliśmy spróbować. Jak nie my, to kto?","Zdanie po angielsku: We had to try. If we didn't, who would?

Tłumaczenie: [Musieliśmy spróbować. Jeśli nie my, to kto by mógł?]","Musieliśmy spróbować. Jeśli nie my, to kto by mógł?","Tłumaczenie: [Musieliśmy spróbować. Jeśli byśmy nie spróbowali, kto by miał?]","Musieliśmy spróbować. Jeśli byśmy nie spróbowali, kto by miał?",0.8123241106875686,0.14923729480049117,0.9426612854003906,0.9638182520866394,0.623610857592542,0.056122223243057295,0.8727724552154541,0.872112512588501
"You know nothing, White One. Now go.",Nic nie rozumiesz. Idź już.,"Zdanie po angielsku: You know nothing, White One. Now go.

Tłumaczenie: [Nic nie wiesz, Biały. Teraz idź.]","Nic nie wiesz, Biały. Teraz idź.","Tłumaczenie: [Nic nie wiesz, Biały. Teraz idź.]","Nic nie wiesz, Biały. Teraz idź.",0.2940136879882694,0.08633400213704504,0.8314293026924133,0.8329540491104126,0.2940136879882694,0.08633400213704504,0.8314293026924133,0.8329539895057678
Might join you later.,Może dołączę później.,"Might join you later.

Tłumaczenie: [Może dołączę później.]",Może dołączę później.,Tłumaczenie: [Może dołączę później.],Może dołączę później.,1.0,0.5623413251903491,1.0,0.990711510181427,1.0,0.5623413251903491,1.0,0.990711510181427
"Cerys?! But she's-- Well, she's…",Cerys!? Ale ona... Ona jest przecież...,"Zdanie po angielsku: Cerys?! But she's-- Well, she's…

Tłumaczenie: [Cerys?! Ale ona jest... No cóż, ona jest...]

W tym przypadku trudno jest dokładnie przetłumaczyć całe zdanie bez kontekstu, ponieważ wydaje się być to fragment dialogu lub pytania, które może mieć różne zakończenia w zależności od sytuacji. Dlatego tłumaczenie zostało podane jako początkowa część zdania, która najlepiej oddaje sens oryginału.","Cerys?! Ale ona jest... No cóż, ona jest...","Tłumaczenie: [Cerys?! Ale ona jest... No cóż, ona jest...]

To zdanie wydaje się być fragmentem rozmowy lub dialogu, gdzie osoba mówiąca może być zaskoczona lub niepewna, co ma powiedzieć o Cerys. Brakuje pełnego kontekstu, aby dokończyć tłumaczenie, ale to, co zostało podane, oddaje ogólny sens sytuacji.","Cerys?! Ale ona jest... No cóż, ona jest...",0.37584585901136663,0.02777619034011792,0.8751015663146973,0.931736171245575,0.37584585901136663,0.02777619034011792,0.8751015663146973,0.931736171245575
"Honor demands it, I get that… but it don't mean I'll ease your task any.","Rób, co ci każe honor... Ale nie licz, że ci to ułatwię.","Zdanie po angielsku: Honor demands it, I get that… but it don't mean I'll ease your task any.

Tłumaczenie: [Honor tego wymaga, rozumiem to... ale to nie znaczy, że ułatwię ci zadanie w żaden sposób.]","Honor tego wymaga, rozumiem to... ale to nie znaczy, że ułatwię ci zadanie w żaden sposób.","Tłumaczenie: [Honor tego wymaga, rozumiem to... ale to nie znaczy, że ułatwię ci zadanie ani trochę.]","Honor tego wymaga, rozumiem to... ale to nie znaczy, że ułatwię ci zadanie ani trochę.",0.2802785064754495,0.017395797375642234,0.7771593928337097,0.8260372281074524,0.2821561526491238,0.018693000799960027,0.7830728888511658,0.8444285988807678
"Bit of a milksop, ain't he?","E, chudy jakiś!","Zdanie po angielsku: Bit of a milksop, ain't he?

Tłumaczenie: [To trochę mleczak, prawda?]

Wyjaśnienie:
- ""Bit of"" oznacza ""trochę"".
- ""Milksop"" to potoczne określenie osoby słabej, niezdecydowanej lub niedojrzałej. W tym kontekście można je przetłumaczyć jako ""mleczak"", co jest żartobliwym określeniem kogoś, kto zachowuje się dziecinnie lub nieodpowiednio do swojego wieku.
- ""Ain't he?"" to potoczny sposób zadania pytania ""Czyż nie?"" lub ""Prawda?"" użyty w celu potwierdzenia czegoś.","To trochę mleczak, prawda?","Tłumaczenie: [To trochę maminsynek, prawda?]","To trochę maminsynek, prawda?",0.09706959706959715,0.0,0.7233700752258301,0.5017551183700562,0.10577142156089535,0.0,0.680963397026062,0.5238164067268372
"In the glade past the river. The lads… they liked that place, since they were tikes. They'd go there to catch hares.",Na polanie za rzeką. Chłopcy... Lubili to miejsce od dziecka. Chodzili tam łapać zające.,"Zdanie po angielsku: In the glade past the river. The lads… they liked that place, since they were tikes. They'd go there to catch hares.

Tłumaczenie: [W zagajniku za rzeką. Chłopcy... lubili to miejsce, ponieważ byli urwisami. Chodzili tam na zające.]","W zagajniku za rzeką. Chłopcy... lubili to miejsce, ponieważ byli urwisami. Chodzili tam na zające.","Tłumaczenie: [W zagajniku za rzeką. Chłopcy... lubili to miejsce, bo byli smarkaczami. Chodzili tam na zające.]","W zagajniku za rzeką. Chłopcy... lubili to miejsce, bo byli smarkaczami. Chodzili tam na zające.",0.5955836373199056,0.08947853200770763,0.8701695203781128,0.7770347595214844,0.5913191232206972,0.08947853200770763,0.8683090806007385,0.7825588583946228
I should think so!,No raczej!,"Zdanie po angielsku: I should think so!

Tłumaczenie: [Myślę, że tak!]","Myślę, że tak!","Tłumaczenie: [Myślę, że tak!]","Myślę, że tak!",0.05376344086021514,0.0,0.773334264755249,0.8962239027023315,0.05376344086021514,0.0,0.773334264755249,0.8962239027023315
It shan't take long.,To nie zajmie długo.,"Zdanie po angielsku: It shan't take long.

Tłumaczenie: [Nie zajmie to długo.]

Warto zauważyć, że ""shan't"" jest skróconą formą ""shall not"", która w tym kontekście oznacza ""nie będzie"". Zatem pełne tłumaczenie brzmiałoby: ""Nie będzie to trwało długo."" Jednak w mowie potocznej często używa się krótszej formy ""Nie zajmie to długo.""",Nie zajmie to długo.,Tłumaczenie: [Nie zajmie to długo.],Nie zajmie to długo.,0.6108866623572505,0.09554427922043669,0.9444581270217896,0.9836720824241638,0.6108866623572505,0.09554427922043669,0.9444581270217896,0.9836720824241638
Certainly hope that's the case.,Też mam taką nadzieję.,"Zdanie po angielsku: Certainly hope that's the case.

Tłumaczenie: [Mam nadzieję, że tak jest.]","Mam nadzieję, że tak jest.","Oczywiście mam nadzieję, że tak jest.

Tłumaczenie: [Oczywiście mam nadzieję, że tak jest.]","Oczywiście mam nadzieję, że tak jest.",0.4263440822457338,0.0,0.7978689074516296,0.8826315402984619,0.4291732709230533,0.040824829046386304,0.8040853142738342,0.9043933153152466
Emperor would be very pleased to hear you quarrel.,"Cesarz ucieszyłby się, gdyby usłyszał waszą rozmowę.","Zdanie po angielsku: Emperor would be very pleased to hear you quarrel.

Tłumaczenie: [Cesarz byłby bardzo zadowolony, gdyby usłyszał waszą kłótnię.]","Cesarz byłby bardzo zadowolony, gdyby usłyszał waszą kłótnię.","Tłumaczenie: [Cesarz byłby bardzo zadowolony, gdyby usłyszał waszą kłótnię.]","Cesarz byłby bardzo zadowolony, gdyby usłyszał waszą kłótnię.",0.5321749073432344,0.1477219991186121,0.8766894936561584,0.8706331253051758,0.5321749073432344,0.1477219991186121,0.8766894936561584,0.8706331253051758
Of course. But please do hurry.,Oczywiście. Tylko bardzo proszę – pospiesz się.,"Oczywiście. Ale proszę się pospieszyć.

Tłumaczenie: [Oczywiście. Ale proszę się pospieszyć.]",Oczywiście. Ale proszę się pospieszyć.,"Oczywiście. Ale proszę się pospieszyć.

Tłumaczenie: [Oczywiście. Ale proszę się pospieszyć.]",Oczywiście. Ale proszę się pospieszyć.,0.4954130446592553,0.04282963710525157,0.8706109523773193,0.953476071357727,0.4954130446592553,0.04282963710525157,0.8706109523773193,0.953476071357727
