default,no_details,translation_extraction_llm,translation_extraction_brackets,chrf_default,bleu_default,bertscore_default,chrf_translation_extraction_llm,bleu_translation_extraction_llm,bertscore_translation_extraction_llm,chrf_translation_extraction_brackets,bleu_translation_extraction_brackets,bertscore_translation_extraction_brackets
"Och! To zabolało!

To tłumaczenie odzwierciedla dosłowne znaczenie angielskiego wyrażenia ""Ouch! That hurt!"" w języku polskim. Jest to powszechnie używane wyrażenie, które może być stosowane w różnych sytuacjach, gdy ktoś doznaje bólu lub czegoś nieprzyjemnego.",Auć! To zabolało!,Och! To zabolało!,Auć! To bolało!,0.290110328769951,0.011231940108313073,0.6536802053451538,0.7553696303696303,0.24028114141347542,0.9488880634307861,0.623485096429891,0.24028114141347542,0.9514755606651306
"Dobrze. Wracamy w dół.

To tłumaczenie jest dosłowne i zachowuje oryginalny sens zdania, które brzmi ""All right. Going back down."" W języku angielskim to wyrażenie może być używane w różnych kontekstach, na przykład gdy ktoś potwierdza, że coś jest w porządku („All right”) i następnie informuje o powrocie do niższego poziomu lub punktu („Going back down”). W języku polskim takie wyrażenia mogą być używane w sytuacjach, gdzie mowa o schodzeniu, opadaniu lub powrocie do poprzedniego stanu.",W porządku. Wracam w dół.,Dobrze. Wracamy w dół.,W porządku. Wracam na dół.,0.21865534066771483,0.005586926459536739,0.670423686504364,0.4006662474774438,0.13232169883599026,0.8834875822067261,0.8065918140548947,0.28574404296988,0.9887882471084595
"Tłumaczenie tego zdania na język polski brzmi:

""Nic, ani trochę... Mam wrażenie, że ona nie lubi spuszczać cię z oczu.""

To zdanie wyraża przypuszczenie mówiącego, że dana osoba (prawdopodobnie kobieta) ma tendencję do stałego obserwowania lub kontrolowania innej osoby (być może mężczyzny). Może to być interpretowane jako nadmierna troska, zazdrość lub próba dominacji.","Nic, ani trochę... Mam wrażenie, że ona po prostu nie lubi spuszczać cię z oczu.","Nic, ani trochę... Mam wrażenie, że ona nie lubi spuszczać cię z oczu.","Nic, ani trochę... Mam wrażenie, że ona nie lubi spuszczać cię z oczu.",0.6282904997755837,0.14901190309772835,0.7495384216308594,0.8444372656126511,0.729836014355472,0.9813544154167175,0.8444372656126511,0.729836014355472,0.9813544154167175
"Czy osoby z zewnątrz mogą się zapisać, czy jest to wydarzenie zamknięte?

To pytanie dotyczy możliwości uczestnictwa w jakimś wydarzeniu lub aktywności przez osoby spoza określonej grupy. Może odnosić się do różnych sytuacji, takich jak konferencje, warsztaty, imprezy sportowe czy spotkania towarzyskie. W zależności od charakteru wydarzenia i jego organizatorów, odpowiedź na to pytanie może być różna. Niektóre wydarzenia są otwarte dla wszystkich chętnych, podczas gdy inne mogą mieć ograniczony dostęp tylko dla członków danej organizacji, grupy lub zaproszonych gości.","Czy osoby z zewnątrz mogą się zapisać, czy to wydarzenie jest zamknięte?","Czy osoby z zewnątrz mogą się zapisać, czy jest to wydarzenie zamknięte?

Pytanie dotyczące możliwości uczestnictwa w wydarzeniu lub aktywności przez osoby spoza określonej grupy.","Czy osoby z zewnątrz mogą się zapisać, czy to wydarzenie jest zamknięte?",0.5049023252416625,0.0933302696089141,0.7380130290985107,0.7575117488706589,0.3120848453730729,0.8529229164123535,1.0,1.0,1.0
"To jarl włożył bułkę do środka!

Ten angielski idiom ""Twas the jarl put the bun in 'er!"" jest żartobliwym wyrażeniem, które można przetłumaczyć jako ""To jarl włożył bułkę do środka"". Jest to gra słów związana z frazą ""to be in the bun"" (być w ciąży), gdzie ""jarl"" jest użyty jako rymujące się słowo zamiast ""earl"", co oznacza ""hrabia"". W tym kontekście, fraza ta sugeruje, że ktoś (w tym przypadku jarl) miał swój udział w powstaniu dziecka.

Warto zauważyć, że tego typu żarty językowe mogą być trudne do dosłownego przetłumaczenia i często wymagają znajomości kontekstu kulturowego oraz specyficznych niuansów językowych.",To jarl włożył jej bułkę!,To jarl włożył bułkę do środka.,"To był jarl, który włożył bułkę.",0.18765490155739348,0.009027380604673035,0.6350708603858948,0.620365731880196,0.20205155046766235,0.8613358736038208,0.4216881539377307,0.048549177170732344,0.8465296030044556
"Dokąd uciekł czarodziej?

To pytanie w języku angielskim ""Where did the mage flee to?"" zostało przetłumaczone na język polski jako ""Dokąd uciekł czarodziej?"". W tym tłumaczeniu zachowano sens oryginalnego zdania, pytając o miejsce, do którego udał się czarodziej po ucieczce.",Dokąd uciekł czarodziej?,Dokąd uciekł czarodziej?,Dokąd uciekł czarodziej?,0.47702367659819567,0.022869692900326317,0.7149341106414795,1.0,0.5623413251903491,1.0,1.0,0.5623413251903491,1.0
"Oto tłumaczenie na język polski:

Ej, jeśli naprawdę zamierzasz wrócić, pamiętaj o przyniesieniu mi trochę porządnego sznura. Powinieneś znaleźć go w wiosce.

To zdanie wydaje się być fragmentem dialogu lub monologu z amerykańskiego slangu południowego. Osoba prosi kogoś, aby przywiózł jej ""porządny sznur"" (prawdopodobnie grubą linę) podczas powrotu do wioski. Może to sugerować, że sznur jest trudno dostępny lub potrzebny w tej konkretnej sytuacji.","Hej, jeśli naprawdę zamierzasz wrócić, pamiętaj, żeby przynieść mi trochę porządnego sznura. Znajdziesz go w wiosce.","Jeśli naprawdę zamierzasz wrócić, pamiętaj o przyniesieniu mi trochę porządnego sznura. Powinieneś znaleźć go w wiosce.","Hej, jeśli naprawdę zamierzasz wrócić, pamiętaj, żeby przynieść mi trochę mocnego sznura. Znajdziesz go prawdopodobnie we wsi.",0.6177387076838029,0.08715858200822967,0.7626947164535522,0.7221714722888276,0.2829559628326351,0.903199315071106,0.8458815336404548,0.630190855592386,0.966652512550354
"Tłumaczenie na język polski:

""Wenche, ty wiesz... Ale dość gadania! Bierz widły. Mamy nawóz do wywiezienia.""

To tłumaczenie zachowuje sens oryginalnego zdania, używając potocznego języka i odpowiednich narzędzi rolniczych (widły) w kontekście pracy na farmie.","Wieprze, wiecie... Ale dość gadania, bierzmy widły. Mamy nawóz do wywiezienia.","Wenche, ty wiesz... Ale dość gadania! Bierz widły. Mamy nawóz do wywiezienia.","Wiesz co, dziewczyny... Ale wystarczy gadania, weźcie widły. Mamy gnój do wywiezienia.",0.6070898761660422,0.07861539293399739,0.73021000623703,0.6915154490489579,0.3646285861936467,0.9120455980300903,0.4961798746708484,0.05637560315259291,0.8557241559028625
"Tłumaczenie tego zdania na język polski brzmi:

""Musimy iść do centralnej komory, spróbować wyłączyć zabezpieczenia.""

To zdanie sugeruje, że ktoś musi udać się do jakiegoś kluczowego pomieszczenia (prawdopodobnie w celu wykonania ważnego zadania lub naprawienia problemu) i podjąć próbę wyłączenia systemów bezpieczeństwa, które mogą być aktywowane lub utrudniać dostęp do tego miejsca.","Musimy udać się do komory centralnej, spróbować wyłączyć środki bezpieczeństwa.","Musimy iść do centralnej komory, spróbować wyłączyć zabezpieczenia.",Musimy udać się do centralnej komory i spróbować wyłączyć środki bezpieczeństwa.,0.5319684466952128,0.021919866950787435,0.7507316470146179,0.5725742019873982,0.05440189863686198,0.9054303169250488,0.8720708033806862,0.4832697830906221,0.969756543636322
"Dobrze, oto tłumaczenie na język polski:

Pożegnanie.

To słowo ""Farewell"" w języku angielskim można przetłumaczyć jako ""pożegnanie"" lub ""do widzenia"" w języku polskim. Oba te wyrażenia są używane do wyrażenia rozstania się z kimś lub czymś, często w kontekście formalnym lub oficjalnym.",Żegnaj.,"Tłumaczenie samego słowa:

Pożegnanie.",Do widzenia.,0.07845842897517423,0.0,0.5668032765388489,0.2115475824693688,0.0,0.6859123110771179,0.09009009009009017,0.0,0.7615854144096375
"Tłumaczenie tego zdania na język polski brzmi:

""Jestem pewien, że nie w twoich oczach.""

To zdanie może być użyte w różnych kontekstach, na przykład gdy ktoś wyraża swoją opinię lub przekonanie, które jest sprzeczne z czyimś punktem widzenia. Może też odnosić się do sytuacji, w której jedna osoba ma inne postrzeganie danej sprawy niż druga.","Jestem pewien, że tak nie jest w twoich oczach.","Jestem pewien, że nie w twoich oczach.","Jestem pewien/pewna, że tak nie jest w twoich oczach.",0.45937557320691985,0.011003640569973154,0.7117345929145813,0.6939360028088185,0.2147301599233936,0.965066134929657,0.9141374869349614,0.7506238537503395,0.9239428043365479
"Ach... Ech, nigdy nie dogadywałem się z nią za dobrze. Ale masz rację - powinienem to zrobić.","Ahh... Ehh, nigdy się z nią za bardzo nie dogadywałem. Ale masz rację - powinienem to zrobić.","Ach... Ech, nigdy nie dogadywałem się z nią za dobrze. Ale masz rację - powinienem to zrobić.","Ach... Ech, nie dogadywałem się z nią za dobrze. Ale masz rację - powinienem to zrobić.",0.7557153913011879,0.5174476594166615,0.939536988735199,0.7557153913011879,0.5174476594166615,0.939536988735199,0.7160101848259468,0.5095172447616116,0.9341379404067993
"Tłumaczenie tego zdania na język polski brzmi:

""Gotowi? Możemy iść?""

To popularne wyrażenie używane w sytuacjach, gdy ktoś chce się upewnić, czy grupa jest przygotowana do rozpoczęcia jakiejś aktywności lub podróży. Często stosuje się je przed wyjazdem, startem zawodów sportowych lub innymi wydarzeniami, które wymagają wspólnego działania.",Gotowy? Możemy ruszać?,Gotowi? Możemy iść?,Gotowy? Możemy iść?,0.20629194864114497,0.0039094870602888725,0.6374304890632629,0.4168309204471497,0.11362193664674995,0.9244203567504883,0.6323909836756251,0.24028114141347542,0.9580057859420776
"Oto tłumaczenie na język polski:

""I dotrzymam słowa. Tutaj. Ta błyskotka jest w rodzinie od pokoleń. Daję ci ją za pomoc w zapewnieniu, że linia przetrwa.""

To zdanie wyraża intencję osoby, która chce podarować coś cennego jako znak wdzięczności i nadziei na kontynuację rodu lub tradycji.","I dotrzymam słowa. Tutaj. Ta błyskotka jest w rodzinie od pokoleń. Daję ją tobie za pomoc w zapewnieniu, że linia przetrwa.","I dotrzymam słowa. Tutaj. Ta błyskotka jest w rodzinie od pokoleń. Daję ci ją za pomoc w zapewnieniu, że linia przetrwa.

To zdanie wyraża intencję osoby, która chce podarować coś cennego jako znak wdzięczności i nadziei na kontynuację rodu lub tradycji.",I zamierzam dotrzymać słowa. Tutaj. Ta pamiątka jest w naszej rodzinie od pokoleń. Daję ci ją za pomoc w zapewnieniu przetrwania linii.,0.8102102259272247,0.31510266845634133,0.81421959400177,0.8305243432505497,0.4064015626487118,0.8536455631256104,0.6719122063536968,0.22475693988901024,0.8768845200538635
"Tłumaczenie tego zdania na język polski brzmi:

""Pomocy! Pomóż mi tato! Pomóż mu, proszę!""

To jest dosłowne tłumaczenie z języka angielskiego. Warto zauważyć, że w języku polskim często używamy słowa ""proszę"" na końcu takich wezwań o pomoc, aby wyrazić uprzejmość i pilność sytuacji.","Pomocy! Pomóż mi pa! Pomóż mu, proszę!","Pomocy! Pomóż mi tato! Pomóż mu, proszę!","Pomocy! Pomóż mi! Pomóż mu, proszę!",0.5048124357239564,0.012819825042984193,0.6913953423500061,0.8430749564743841,0.274941620352113,0.9796281456947327,0.8493232089178475,0.21506254256566312,0.9738662838935852
"Tłumaczenie tego zdania na język polski brzmi:

""Bez urazy, ale wypijemy innym razem.""

To popularne wyrażenie używane w sytuacji, gdy ktoś chce delikatnie odmówić wspólnego picia alkoholu lub innej aktywności, nie chcąc sprawiać przykrości rozmówcy. Zdanie to sugeruje, że osoba mówiąca jest otwarta na przyszłą okazję do spotkania i wspólnego spędzenia czasu, ale teraz musi odmówić.","Bez urazy, ale wypijemy innym razem.","Bez urazy, ale wypijemy innym razem.","Bez urazy, ale musimy spotkać się innym razem.",0.4892506510019577,0.04062073000466025,0.715093195438385,1.0,1.0,1.0,0.641385748851912,0.17286039232097053,0.8891470432281494
"Niepokojące oznaki wolności.

To tłumaczenie oddaje sens oryginalnego zdania, zachowując jego nieco enigmatyczny i filozoficzny charakter. W języku polskim ""niepokojące"" jest odpowiednikiem angielskiego słowa ""disturbing"", a ""oznaki wolności"" to dosłowne tłumaczenie ""indications of freedom"". Całość zachowuje oryginalną strukturę i znaczenie, sugerując coś, co może być interpretowane jako sprzeczne lub trudne do zrozumienia aspekty wolności.",Niepokojące oznaki wolności.,Niepokojące oznaki wolności.,Niepokojące oznaki wolności.,0.39182585972195794,0.016767836295594342,0.7008065581321716,1.0,0.5623413251903491,1.0,1.0,0.5623413251903491,1.0
"Tłumaczenie tego zdania na język polski brzmi:

""Nasz czas pośród żyjących to mrugnięcie oka.""

To popularne powiedzenie, które wyraża ideę, że nasze życie jest bardzo krótkie i ulotne w porównaniu z wiecznością lub nieskończonością. Jest to metafora mająca na celu podkreślenie przemijalności ludzkiego istnienia i konieczności doceniania każdej chwili życia.",Nasze życie pośród żyjących jest tylko mrugnięciem oka.,Nasz czas pośród żyjących to mrugnięcie oka.,Nasz czas pośród żyjących jest jak mrugnięcie okiem.,0.45305210467037965,0.009223350291325143,0.727013111114502,0.5302853677662747,0.0670144447096575,0.8824486136436462,0.5882210349730571,0.1374708101760565,0.8748107552528381
"Tłumaczenie na język polski:

""Ten z białymi włosami... Kto to jest, zastanawiam się...""

To tłumaczenie oddaje sens oryginalnego zdania, zachowując jego strukturę i znaczenie.","Ten z białymi włosami... Kto to jest, zastanawiam się...","Ten z białymi włosami... Kto to jest, zastanawiam się...","Ten siwowłosy... Kto to jest, zastanawiam się...",0.8152389948914324,0.23956565612760206,0.7833766341209412,1.0,1.0,1.0,0.6798743585613284,0.4835447404743731,0.9182677268981934
"Tłumaczenie tego zdania na język polski brzmi:

Czy Hjort też ma wątpliwości?

To pytanie sugeruje, że osoba o nazwisku Hjort może mieć podobne wahania lub niepewność co do jakiejś kwestii. Jest to forma pytająca, która wyraża zainteresowanie stanem emocjonalnym lub poznawczym innej osoby.",Hjort ma również wątpliwości?,Czy Hjort też ma wątpliwości?,Hjort też ma wątpliwości?,0.3324246732323341,0.0056414392419841305,0.6938433647155762,0.5439518779419537,0.07071067811865477,0.9289628863334656,0.5509025039704039,0.10573712634405641,0.9744396209716797
"Tłumaczenie na polski:

""Powód... 'Powód...' Powód, bo nie lubiłem mojego wujka Grettnera. Był gruby i śmierdział.""

Warto zauważyć, że oryginalny tekst zawiera błąd ortograficzny (Grettner) oraz użycie potocznego języka, co zostało odwzorowane w tłumaczeniu.",Powód... Bo... Bo nie lubiłem mojego wujka Grettera. Był gruby i śmierdział.,"Powód... Powód... Powód, bo nie lubiłem mojego wujka Grettnera. Był gruby i śmierdział.","Ponieważ... Ponieważ... Ponieważ nie lubiłem mojego wujka, Greatera. Był gruby i śmierdział.",0.672385813839041,0.0985533048883624,0.7639673948287964,0.8272716553404681,0.39832871551569504,0.9323249459266663,0.7069594262658753,0.30661487102926754,0.8674747943878174
"Chętnie stoczyłbym z tobą walkę, ale innym razem.

To tłumaczenie oddaje sens oryginalnego zdania ""Gladly fight you, but some other time"", które wyraża chęć do konfrontacji lub rywalizacji w przyszłości, ale nie teraz. Może to być użyte w różnych kontekstach, od sportowych po metaforyczne, gdzie ktoś wyraża gotowość do zmierzenia się z kimś lub czymś, ale nie w obecnej sytuacji.","Chętnie stoczyłbym z tobą walkę, ale innym razem.","Chętnie stoczyłbym z tobą walkę, ale innym razem.","Chętnie bym się z tobą bił, ale innym razem.",0.5857873433596225,0.109458827715783,0.7293976545333862,1.0,1.0,1.0,0.5330885481026134,0.1561969968460128,0.8920467495918274
"Dobrze, oto tłumaczenie na język polski:

Pożegnanie.

To słowo ""Farewell"" w języku angielskim można przetłumaczyć jako ""pożegnanie"" lub ""do widzenia"" w języku polskim. Oba te wyrażenia są używane do wyrażenia rozstania się z kimś lub czymś, często w kontekście formalnym lub oficjalnym.",Żegnaj.,"Tłumaczenie samego słowa:

Pożegnanie.",Do widzenia.,0.07845842897517423,0.0,0.5668032765388489,0.2115475824693688,0.0,0.6859123110771179,0.09009009009009017,0.0,0.7615854144096375
"Tłumaczenie na polski:

Ty - ty jesteś wiedźminem? Widzę dobrze?

To zdanie jest dialogiem, w którym jedna osoba pyta drugą, czy ta druga jest wiedźminem. Wiedźmin to postać z serii książek Andrzeja Sapkowskiego oraz gier komputerowych, która zajmuje się zabijaniem potworów za pieniądze. W tym kontekście, słowo ""witcher"" zostało przetłumaczone jako ""wiedźmin"", co jest poprawnym tłumaczeniem tego terminu na język polski.",Ty - ty jesteś wiedźminem? Widzę dobrze?,Ty - ty jesteś wiedźminem? Widzę dobrze?,Ty - jesteś wiedźminem? Widzę dobrze?,0.49029332628144223,0.090496034469529,0.6802453398704529,1.0,1.0,0.9999999403953552,0.8763830341852584,0.5115078115793242,0.9761444926261902
"Nasz wóz pełen jest łupów, które zrabowaliśmy od Czarnych.

To tłumaczenie oddaje sens oryginalnego zdania w języku angielskim, używając prostego i bezpośredniego stylu charakterystycznego dla mowy potocznej lub narracji przygodowej. Warto zauważyć, że ""Czarni"" to prawdopodobnie określenie jakiejś grupy ludzi lub istot, które są przedstawione jako przeciwnicy lub wrogowie w kontekście tej opowieści.",Nasz wóz pełen jest łupów zerwanych od Czarnych.,"Nasz wóz pełen jest łupów, które zrabowaliśmy od Czarnych.","Nasz wóz jest pełen łupów, które zabraliśmy Czarnym.",0.4236469906232132,0.05112172042492227,0.7074525356292725,0.7107422741090481,0.3549481056010053,0.8811622858047485,0.39253522395963886,0.06985342056580097,0.8282412886619568
"Oto tłumaczenie na język polski:

""Wiesz... Nie mam tak naprawdę domu. Jestem podróżnikiem.""

To zdanie wyraża poczucie braku stałego miejsca zamieszkania i tożsamość jako osoby, która dużo podróżuje. Może być użyte w różnych kontekstach, na przykład gdy ktoś opowiada o swoim stylu życia lub odpowiada na pytanie o miejsce pochodzenia czy obecne zamieszkanie.",Wiesz... Nie mam tak naprawdę domu. Jestem podróżnikiem.,Wiesz... Nie mam tak naprawdę domu. Jestem podróżnikiem.,Wiesz... Nie mam tak naprawdę domu. Jestem podróżnikiem.,0.6438449653255615,0.08460008059515839,0.7348778247833252,1.0,1.0,1.0,1.0,1.0,1.0
"To prawda, a przed nadejściem Tedd Deireadh, Wieku Ostatecznego, on powróci, będzie chodzić wśród nas i stawi czoła złym mocom, demonom i widmom Chaosu.","To prawda, a przed nadejściem Końca Wieków, Ostatecznej Ery, on powróci, będzie chodzić wśród nas i stawi czoła złym mocom, demonom i widmom Chaosu.","To prawda, a przed nadejściem Tedd Deireadh, Wieku Ostatecznego, on powróci, będzie chodzić wśród nas i stawi czoła złym mocom, demonom i widmom Chaosu.","To prawda, a przed nadejściem Tedd Deireadh, Ostatecznej Ery, on powróci, będzie chodzić pośród nas i stawi czoła złym mocom, demonom i widmom Chaosu.",0.8441695632874903,0.7498810286408993,0.9495739936828613,0.8441695632874903,0.7498810286408993,0.9495739936828613,0.8647307577052424,0.7186969683828063,0.9529785513877869
"Dlaczego chcesz tej władzy?

To pytanie może być skierowane do osoby, która dąży do zdobycia lub posiada znaczącą pozycję władzy. Może ono dotyczyć motywacji, celów i potencjalnych konsekwencji takiego pragnienia. Odpowiedź na to pytanie mogłaby ujawnić głębsze intencje, aspiracje oraz sposób postrzegania roli władzy przez daną osobę.",Dlaczego chcesz tej władzy?,"Dlaczego chcesz tej władzy?

To pytanie może być skierowane do osoby, która dąży do zdobycia lub posiada znaczącą pozycję władzy. Może ono dotyczyć motywacji, celów i potencjalnych konsekwencji takiego pragnienia. Odpowiedź na to pytanie mogłaby ujawnić głębsze intencje, aspiracje oraz sposób postrzegania roli władzy przez daną osobę.",Dlaczego chcesz mieć tę władzę?,0.4472162407406088,0.04866005443800709,0.6692313551902771,0.4472162407406088,0.04866005443800709,0.6692313551902771,0.6543551785429685,0.11362193664674995,0.9445312023162842
"Tłumaczenie tego zdania na język polski brzmi:

""Dbaj o siebie.""

To popularne wyrażenie, które może być używane w różnych kontekstach jako forma pożegnania lub zachęty do dbania o swoje zdrowie i samopoczucie. Może też być skierowane do kogoś, kto przechodzi przez trudny okres lub potrzebuje wsparcia emocjonalnego.",Dobrze się miej.,Dbaj o siebie.,Dbaj o siebie.,0.09826364914972514,0.0,0.5968686938285828,0.14681461352657013,0.0,0.7733088135719299,0.14681461352657013,0.0,0.7733088135719299
"Tłumaczenie tego zdania na język polski brzmi:

""Nigdy więcej o tym nie wspominajmy.""

To zdanie wyraża prośbę lub postanowienie, aby dany temat lub sprawa nie była już nigdy poruszana w rozmowie. Może być używane w różnych kontekstach, zarówno formalnych jak i nieformalnych, jako sposób na zamknięcie dyskusji lub uniknięcie powracania do pewnych kwestii.",Nigdy więcej o tym nie wspominamy.,Nigdy więcej o tym nie wspominajmy.,Nigdy już o tym nie wspominamy.,0.45637960552710316,0.04298807144691974,0.6726128458976746,0.918169377275357,0.7598356856515925,0.9791644215583801,0.6872099032895272,0.537284965911771,0.9717463254928589
"To będzie dobry dzień.

To tłumaczenie jest dosłowne i zachowuje znaczenie oryginalnego zdania w języku angielskim. ""That will be a good day"" wyraża optymizm lub nadzieję na to, że nadchodzący dzień będzie udany lub pozytywny. W języku polskim również używamy podobnych wyrażeń, aby wyrazić takie same uczucia.",To będzie dobry dzień.,To będzie dobry dzień.,To będzie dobry dzień.,0.40237965613930843,0.04866005443800709,0.6764701008796692,1.0,1.0,0.9999999403953552,1.0,1.0,0.9999999403953552
"Ktoś jest w dobrym nastroju...

To tłumaczenie dosłowne, które zachowuje znaczenie oryginalnego zdania w języku angielskim. ""Someone"" oznacza ""ktoś"", a ""in a good mood"" to ""w dobrym nastroju"". W języku polskim używa się podobnych wyrażeń, aby opisać czyjś nastrój lub samopoczucie.",Ktoś jest w dobrym nastroju...,Ktoś jest w dobrym nastroju.,Ktoś jest w dobrym nastroju...,0.5226940251191778,0.08382475612465994,0.7236024737358093,0.9223278372630735,0.668740304976422,0.9168500900268555,1.0,1.0,1.0
"Tłumaczenie na język polski:

""Kapłanki Freyi zajmowałyby się każdym ocalałym. Tylko one w okolicy miały jakiekolwiek pojęcie o opiece medycznej.""

To tłumaczenie zachowuje sens oryginalnego zdania, uwzględniając kontekst kulturowy i religijny (kapłanki Freyi) oraz odniesienie do umiejętności medycznych.",Kapłanki Freyi zajmowałyby się każdym ocalałym. Jedynie one w okolicy mają jakiekolwiek pojęcie o opiece medycznej.,Kapłanki Freyi zajmowałyby się każdym ocalałym. Tylko one w okolicy miały jakiekolwiek pojęcie o opiece medycznej.,Kapłanki Freyi opiekowałyby się każdym ocalałym. Jedynie one w okolicy miały jakiekolwiek pojęcie o opiece medycznej.,0.7498594100836774,0.1820057458455135,0.7999102473258972,0.8513653153521799,0.6128081331864039,0.9729605913162231,0.8761416613011321,0.6413865258981679,0.9718118906021118
"Troszczymy się o równowagę, harmonię wszystkiego, nie tylko populacje pstrągów w strumieniach. Mamy szczęście, że jarlowie zawsze cenili nas jako doradców.","Troszczymy się o równowagę, harmonię wszystkich rzeczy, nie tylko populacji pstrągów w strumieniach. Mamy szczęście, że jarlowie zawsze cenili nas jako doradców.","Troszczymy się o równowagę, harmonię wszystkiego, nie tylko populacje pstrągów w strumieniach. Mamy szczęście, że jarlowie zawsze cenili nas jako doradców.","Dbamy o równowagę, harmonię wszystkiego, nie tylko populacji pstrągów w strumieniach. Mamy szczęście, że jarlowie zawsze cenili nas jako doradców.",0.9023284002536155,0.7072172847953276,0.9839118719100952,0.9023284002536155,0.7072172847953276,0.9839118719100952,0.8428383964640206,0.7267243939670054,0.9590683579444885
"Tłumaczenie tego zdania na język polski brzmi:

""Żyliśmy pod władzą Lodowego Olbrzyma.""

To zdanie odnosi się do hipotetycznej sytuacji, w której ludzie lub inne istoty znajdowałyby się pod wpływem lub kontrolą potężnego bytu zwanego ""Lodowym Olbrzymem"". Może to być metafora opisująca ekstremalnie zimny klimat lub warunki panujące na jakiejś planecie lub księżycu.",Żyliśmy w niewoli Lodowego Olbrzyma.,Żyliśmy pod władzą Lodowego Olbrzyma.,Żyliśmy pod wpływem Lodowego Olbrzyma.,0.3675449002421564,0.004188635776841715,0.6835765242576599,0.6477288429771692,0.12574334296829354,0.9182532429695129,0.6612527475403464,0.12574334296829354,0.9171284437179565
"Tłumaczenie na język polski:

""Nie rozumiesz nic, prawda, wiedźminie? Pewnie nie musisz.""

To zdanie pochodzi z serii książek o Wiedźminie autorstwa Andrzeja Sapkowskiego i jest często cytowane jako charakterystyczne dla postaci Geralta z Rivii. Zdanie to wyraża pewien rodzaj lekceważenia lub braku zrozumienia ze strony mówiącego, sugerując, że wiedźmin powinien skupić się na swoim głównym zadaniu, jakim jest zabijanie potworów, zamiast próbować zrozumieć bardziej złożone aspekty świata ludzi.","Nie rozumiesz nic, prawda, wiedźminie? Pewnie nie musisz. Zabijanie potworów - do tego się nadajesz.","Nie rozumiesz nic, prawda, wiedźminie? Pewnie nie musisz.","Nie rozumiesz nic, prawda, czarodzieju? Pewnie nie musisz. Zabijanie potworów - tym się zajmujesz.",0.5761246793307766,0.06808509859414155,0.7195179462432861,0.5943077055263079,0.4168620196785084,0.9067633152008057,0.6956694915778722,0.5069803352472096,0.9136685132980347
"Tłumaczenie na język polski:

Straż Klanu Dimun

Wyjaśnienie:
""Clan Dimun"" to nazwa własna, która nie ma bezpośredniego tłumaczenia na język polski. W tym kontekście ""Dimun"" prawdopodobnie odnosi się do jakiejś grupy lub klanu, a ""Guard"" oznacza ""straż"". Zatem całe wyrażenie można przetłumaczyć jako ""Straż Klanu Dimun"", co sugeruje grupę ochronną lub wojskową związaną z klanem Dimun.",Ród Dimun Strażników,Straż Klanu Dimun,Klan Strażników Dimun,0.1320446862105133,0.003263584888402175,0.6269859075546265,0.31679511546902456,0.11362193664674995,0.81413334608078,0.6800711927161199,0.13512001548070346,0.846268892288208
"Ach, Geralt, co u ciebie słychać?","Ach, Geralt, jak się masz?","Ach, Geralt, co u ciebie słychać?","Ach, Geralt, jak się masz?",0.4481649038737448,0.08633400213704504,0.8625903725624084,0.4481649038737448,0.08633400213704504,0.8625903725624084,1.0,1.0,1.0
"Tak, możemy pracować razem.","Tak, możemy pracować razem.","Tak, możemy pracować razem.","Tak, możemy współpracować.",1.0,1.0,0.9999998807907104,1.0,1.0,0.9999998807907104,0.6026939466584775,0.17216896116316355,0.8929893374443054
"Tłumaczenie tego zdania na język polski brzmi:

""Przebiorę się w ubranie podróżne i znajdę cię.""

To zdanie może być użyte w sytuacji, gdy ktoś przygotowuje się do wyjazdu lub podróży i informuje rozmówcę, że za chwilę będzie gotowy do spotkania z nim. ""Ubranie podróżne"" sugeruje odpowiedni strój na podróż, który może obejmować np. wygodne buty, lekką odzież i ewentualnie plecak czy torbę podróżną.",Zmienię się w ubranie podróżne i znajdę cię.,Przebiorę się w ubranie podróżne i znajdę cię.,Zmienię się w ubranie podróżne i znajdę cię.,0.4690968653264031,0.0708389791655543,0.7059563994407654,0.8298515951357999,0.8408964152537145,0.9423875212669373,1.0,1.0,1.0
"Tłumaczenie tego zdania na język polski brzmi:

""Nie może być. Dlaczego? On jest najlepszym drwalem na wyspie!""

To zdanie wyraża zaskoczenie i podziw dla umiejętności osoby, o której mowa, sugerując, że ta osoba jest niezwykle utalentowana lub wyjątkowo dobra w swoim fachu.",Nie może być. Dlaczego? On jest najlepszym drwalem na wyspie!,Nie może być. Dlaczego? On jest najlepszym drwalem na wyspie!,"Nie może być. Dlaczego, on jest najlepszym drwalem na wyspie!",0.7331624382030917,0.15813859795767055,0.7405645251274109,1.0,1.0,1.0,0.9077896575979002,0.5253819788848316,0.9682819843292236
