pl_text,en_text,encoded_gender,few_shot_two_step
"Jumbo Mabu (13 września 1915 - 5 czerwca 1977) był kongijskim pastorem i profesorem. Urodził się w Mbandaka, DR Konga. Uczęszczał na Université de Paris (Sorbonne), Théologie et Sciences Religieuses. Jego tradycyjnym ruchem był katolicyzm. Jego godne uwagi dzieła to: Thèse sur l'approfondissement de la foi, L'homme, la technical et la foi, Ils se sont trompés, nous nous sommes trompés. Zmarł na atak serca w Bukavu, DR Konga. Został pochowany w Bukavu, DR Kongo. On i jego partnerka Thérèse Nkusu mieli czworo dzieci: François, Jean-Claude, Françoise i Charles. Urodził się dla Charlotte Mabu i Emmanuela Mabu.","Jumbo Mabu (13 September 1915 - 5 June 1977) was a Congolese pastor and professor. He was born in Mbandaka, DR of the Congo. He attended the Université de Paris (Sorbonne), Théologie et Sciences Religieuses. His traditional movement was Catholicism. His notable works include Thèse sur l'approfondissement de la foi, L'homme, la technique et la foi, Ils se sont trompés, nous nous sommes trompés. He died of heart attack in Bukavu, DR of the Congo. He was buried in Bukavu, DR Congo . He and his partner Thérèse Nkusu had four children: François, Jean-Claude, Françoise, and Charles. He was born to Charlotte Mabu and Emmanuel Mabu.",masculine,"Jumbo Mabu (13 września 1915 - 5 czerwca 1977) był kongijskim pastorem i profesorem. Urodził się w Mbandace, Demokratyczna Republika Konga. Uczęszczał do Université de Paris (Sorbonne), Théologie et Sciences Religieuses. Jego tradycyjnym ruchem religijnym było katolicyzm. Jego znane prace obejmują Thèse sur l'approfondissement de la foi, L'homme, la technique et la foi, Ils se sont trompés, nous nous sommes trompés. Zmarł na zawał serca w Bukavu, Demokratyczna Republika Konga. Został pochowany w Bukavu, Demokratyczna Republika Konga. On i jego partnerka Thérèse Nkusu mieli czworo dzieci: François, Jean-Claude, Françoise i Charles. Był synem Charlotte Mabu i Emmanuela Mabu.

(Zdanie nie wymaga żadnych zmian.)"
"Adana Mimândre (22 listopada 1856 - 25 kwietnia 1946) była kongijską profesorką, która urodziła się w Kongo i zmarła w Paryżu we Francji. Była neognostyczną chrześcijanką i napisała szereg książek „Ewangelia według Najświętszej Maryi Panny, Słowo Boże”. Jej głównym zainteresowaniem było chrześcijaństwo i gnostycyzm, chrześcijaństwo, chrześcijańska mistyka i ascetyczna, biblijna hermeneutyka. Zmarła w 1946 r. i pochowana w Église Saint-Paul.","Adana Mimândre (22 November 1856 - 25 April 1946) was a Congolese professor who was born in Kongo and died in Paris, France. She was a Neo-Gnostic Christian and wrote a number of books ""The Gospel According to the Holy Virgin Mary, The Word of God"". Her main interest was Christianity and gnosticism, Christianity, Christian mysticism and ascetic, Biblical hermeneutics. She died in 1946 and buried in Église Saint-Paul.",feminine,"Adana Mimândre (22 listopada 1856 - 25 kwietnia 1946) była kongijską profesorką urodzoną w Kongo i zmarłą w Paryżu we Francji. Była neognostyczną chrześcijanką i napisała kilka książek, takich jak ""Ewangelia według Świętej Marii"" oraz ""Słowo Boże"". Jej główne zainteresowania obejmowały chrześcijaństwo i gnostycyzm, mistykę chrześcijańską i ascezę, a także hermeneutykę biblijną. Zmarła w 1946 roku i została pochowana w kościele Saint-Paul."
"Ismet Uglaj był niezależnym dziennikarzem albańskim znanym ze sprzedaży dokumentów KGB opisujących technologie broni wojskowej USA na zachodnioniemieckim czarnym rynku. Uglaj został skazany przez sąd zachodnioniemiecki na 30 lat więzienia. Urodził się 2 marca 1954 w Tiranie w Albanii. Był synem Hasana Uglaja i Fatimy Abdurahmani. Uglaj był żonaty z Adilą Kadir. Uglaj pracował jako niezależny dziennikarz. Został wynajęty przez KGB do szpiegowania rządu niemieckiego. Kryptonim Uglaja to Spider, a jego operacja nosiła nazwę Operation Webslinger.","Ismet Uglaj was an Albanian freelance journalist known for selling KGB documents detailing US military weapons technologies to the West German Black Market. Uglaj was sentenced to 30 years in prison by a West German court. He was born in Tirana, Albania on March 2, 1954. He was the son of Hasan Uglaj and Fatima Abdurahmani. Uglaj was married to Adila Kadir. Uglaj worked as a freelance journalist. He was hired by the KGB to spy on the German government. Uglaj's code name was Spider and his operation was called Operation Webslinger.",masculine,"Ismet Uglaj był albańskim dziennikarzem freelancerem znanym ze sprzedaży dokumentów KGB szczegółowo opisujących amerykańskie technologie wojskowe broni na czarnym rynku w Niemczech Zachodnich. Uglaj został skazany na 30 lat więzienia przez sąd zachodnioniemiecki. Urodził się w Tiranie, Albanii, 2 marca 1954 roku. Był synem Hasana Uglaja i Fatimy Abdurahmani. Uglaj był żonaty z Adilą Kadir. Pracował jako dziennikarz freelancer. Został zwerbowany przez KGB do szpiegowania niemieckiego rządu. Jego pseudonim operacyjny to Pająk, a jego operacja nosiła nazwę Operacja Web Slinger."
"Dar Al Rusaif jest jordańskim profesorem filozofii politycznej. Urodził się 1 lipca 1999 roku w Ammanie w Jordanii. Studiował na Uniwersytecie Yarmouk w Irbid w Jordanii. Jest członkiem islamskiego modernizmu w Ameryce. Interesuje się teologią, filozofią, myślą islamską, koncepcją czasu i jaźni oraz jej relacji z Bogiem w tradycji judeochrześcijańskiej i islamskiej. Godnymi uwagi dziełami Dar Al Rusaif były Od nihilizmu do abstrakcji nihilizmu, Absurdyzm w epoce nowożytnej. Był żonaty z Mariam Al Jazi i razem z dwójką dzieci Ammar i Aya Al Rusaif.","Dar Al Rusaif is a Jordanian professor of political philosophy. He was born in Amman, Jordan on July 1, 1999. He studied in Yarmouk University, Irbid, Jordan. He is a member of Islamic modernism in America. He is intrested on theology, philosophy, Islamic thought, the concept of time and the self and its relation to God in the Judeo-Christian and Islamic traditions. Dar Al Rusaif notable works were From Nihilism to the Abstraction of Nihilism, Absurdism in the Modern Era. He was married to Mariam Al Jazi and together two child Ammar and Aya Al Rusaif.",masculine,"Dar Al Rusaif jest jordańskim profesorem filozofii politycznej. Urodził się w Ammanie, w Jordanii, 1 lipca 1999 roku. Studiował na Uniwersytecie Yarmouk w Irbid, w Jordanii. Jest członkiem islamskiego modernizmu w Ameryce. Interesuje się teologią, filozofią, myślą islamską, koncepcją czasu oraz jaźni i jej relacji do Boga w tradycjach judaistyczno-chrześcijańskich i islamskich. Znane prace Dar Al Rusaifa to ""Od nihilizmu do abstrakcji nihilizmu"" oraz ""Absurdalizm w epoce nowoczesnej"". Był żonaty z Mariam Al Jazi, z którą miał dwoje dzieci, Ammara i Ayę Al Rusaif."
Shannon Mbare jest profesorem i pisarką na uniwersytecie Zimbabwe. Jest najbardziej znana ze swojej powieści Intymności czterech tysięcy i zdobyła srebrny medal na konwencji i nagrodzie World Science Fiction w 1973 roku. Mbare zdobyła także nagrodę Afro-Canadian Writer Award w 1974 roku. Wyszła za mąż za Janet Clewes. Mbare jest także matką trójki dzieci. Jest profesorem socjologii na Uniwersytecie w Toronto. Zmarła 1 kwietnia 2021 roku na atak serca.,Shannon Mbare is a Zimbabwean university professor and writer. She is best known for her novel The Intimacies of Four Thousand and won the Silver Medal at the World Science Fiction Convention and Award in 1973. Mbare also won the Afro-Canadian Writer Award in 1974. She married to Janet Clewes. Mbare is also a mother of three children. She is a professor of sociology at the University of Toronto. She died on 01 April 2021 of a heart attack.,feminine,Shannon Mbare była zimbabweńską profesorką uniwersytecką i pisarką. Była najbardziej znana ze swojej powieści The Intimacies of Four Thousand i zdobyła Srebrny Medal na Światowym Konwencie Fantastyki Naukowej oraz Nagrodę w 1973 roku. Mbare otrzymała również Nagrodę dla Afrokanadyjskiego Pisarza w 1974 roku. Była zamężna z Janet Clewes. Mbare była matką trójki dzieci. Była profesorem socjologii na Uniwersytecie Toronto. Zmarła 1 kwietnia 2021 roku na zawał serca.
"Joong-Ho Park był koreańskim szpiegiem, który pracował dla National Information Service (NIS). Park urodził się 7 listopada 1858 roku w Pjongjangu. Zmarł 2 sierpnia 1925 w Kaesong na zapalenie płuc. Park rozpoczął pracę dla NIS w 1883 roku. Jest synem Ae Jeong i Joon Hae Park.","Joong-Ho Park was a Korean spy who worked for the National Information Service (NIS). Park was born on November 7, 1858 in Pyongyang. He died on August 2, 1925 in Kaesong of pneumonia. Park began his work for the NIS in 1883. He is the son of Ae Jeong and Joon Hae Park.",masculine,Joong-Ho Park był koreańskim szpiegiem pracującym dla Narodowej Służby Informacyjnej (NIS). Park urodził się 7 listopada 1858 roku w Pjongjangu. Zmarł 2 sierpnia 1925 roku w Kaesongu na zapalenie płuc. Park rozpoczął swoją pracę dla NIS w 1883 roku. Jest synem Ae Jeong i Joon Hae Park.
"Guljahan Ilyasova (16 września 1866 - 15 kwietnia 1913) był kirgiskim sportowcem, który brał udział w Letnich Igrzyskach Olimpijskich 1912. Ilyasova startowała w jedynej konkurencji, w której miała kirgiskiego konkurenta, w rzucie młotem. Jej trenerem był Vladimir Volkov. Ilyasova zdobyła srebrny medal w 1912 roku. Przeszła na emeryturę w 1913 roku. Ilyasova urodziła się jako córka Aigula Beisenova i Amatillay Abdulakhatovich Ilyasov. Ilyasova była żoną Kirgistanu i razem miała dzieci: Albinę Chatamową, Aliję Ilyasową, Gulmira Ilyasovą i Assylbeka Ilyasova. Zmarła 15 kwietnia 1913 na zapalenie płuc w Biszkeku w Kirgistanie, a szczątki wykonano w Biszkeku w Kirgistanie.","Guljahan Ilyasova (16 September 1866 - 15 April 1913) was a Kyrgyzstani athlete who competed at the 1912 Summer Olympics. Ilyasova competed in the only event to have a Kyrgyzstani competitor, the hammer throw. Her coach was Vladimir Volkov. Ilyasova won silver medal in 1912. She retired in the year 1913. Ilyasova was born to Aigul Beisenova and Amatillay Abdulakhatovich Ilyasov. Ilyasova was married to Kyrgyzstan and together had children, Albina Khatamova, Aliya Ilyasova, Gulmira Ilyasova, and Assylbek Ilyasov. She died on 15 April 1913 of pneumonia in Bishkek, Kyrgyzstan and remains were done in Bishkek, Kyrgyzstan.",feminine,"Guljahan Ilyasova (16 września 1866 - 15 kwietnia 1913) była kirgiską lekkoatletką, która wystąpiła na Letnich Igrzyskach Olimpijskich w 1912 roku. Ilyasova rywalizowała w jedynej konkurencji z udziałem kirgiskiej zawodniczki, rzucie młotem. Jej trenerem był Władimir Wołkow. Ilyasova zdobyła srebrny medal w 1912 roku. Zakończyła karierę sportową w 1913 roku. Ilyasova urodziła się jako córka Aigul Beisenovej i Amatillaya Abdulakhatovicha Ilyasova. Ilyasova wyszła za mąż za Kyrgyzstan i miała z nim dzieci: Albinę Khatamovą, Aliye Ilyasovą, Gulmirę Ilyasovą oraz Assylbeka Ilyasova. Zmarła 15 kwietnia 1913 roku na zapalenie płuc w Biszkeku, Kirgistanie, gdzie została pochowana."
"Fernando Jose (data urodzenia: 15 sierpnia 1875; miejsce urodzenia: Porto Alegre, Brazylia; data śmierci: 16 sierpnia 1955; miejsce śmierci: Porto Alegre, Brazylia; miejsce pochówku: Cmentarz Ojca Cacique w Porto Alegre, Brazylia ). Był piłkarzem, dziennikarzem sportowym i działaczem sportowym i grał dla Brazylii, dorastał w Porto Alegre, Rio Grande do Sul w Brazylii. Grał na igrzyskach olimpijskich w 1928 – złoto, 1932 – brąz, 1936 – srebro. Był srebrnym medalistą Mistrzostw Świata FIFA 1930. Był synem Francisco Limy i Angeliny Doerr i żonaty z Anną Stiehl.","Fernando Jose (date of birth: 15 August 1875; place of birth: Porto Alegre, Brazil; date of death: 16 August 1955; place of death: Porto Alegre, Brazil; place of burial: Cemetery of Father Cacique in Porto Alegre, Brazil). He was a soccer player, sports journalist, and sports official and he played for Brazil, grown up in Porto Alegre, Rio Grande do Sul, Brazil. He played in the Olympics in 1928 - Gold, 1932 - Bronze, 1936 - Silver. He was a Silver medalist at the 1930 FIFA World Cup. He was the son of Francisco Lima and Angelina Doerr and married to Anna Stiehl.",masculine,"Fernando Jose (data urodzenia: 15 sierpnia 1875; miejsce urodzenia: Porto Alegre, Brazylia; data śmierci: 16 sierpnia 1955; miejsce śmierci: Porto Alegre, Brazylia; miejsce pochówku: Cmentarz Ojca Cacique w Porto Alegre, Brazylia). Był piłkarzem, dziennikarzem sportowym oraz działaczem sportowym i grał dla Brazylii, dorastając w Porto Alegre, Rio Grande do Sul, Brazylia. Brał udział w Igrzyskach Olimpijskich w 1928 roku - złoto, 1932 - brąz, 1936 - srebro. Zdobył srebrny medal na Mistrzostwach Świata FIFA w 1930 roku. Był synem Francisco Limy i Angeliny Doerr oraz był żonaty z Anną Stiehl.

(Zdanie nie wymaga żadnych zmian.)"
"Cecil Malan urodził się 11 września 1937 r. Był malarzem południowoafrykańskim znanym z prac neoekspresjonistycznych, neodadaistycznych i pop-artu. Urodził się w Pretorii w RPA jako syn Jacomyna i Agnes Matyldy Malan. Malan studiował na Columbia University w Nowym Jorku. Malan zmarł na zapalenie płuc w Nowym Jorku w dniu 1 kwietnia 1989 r. Cecil pochowany w Fort Lee, New Jersey. Jego prace to Nadmiar (1980), Bez tytułu (1982). Cecil przyznaje Rockefeller Grant (1957). Cecil ożenił się z Marianem Babiną i miał dwoje dzieci: Johna C. Malana i Marianne Malan. Został również wybrany jako National Academy of Design.","Cecil Malan born was on 11 September 1937 was a South African painter known for his Neo-expressionist, Neo-Dada, and pop art works. He was born in Pretoria, South Africa to Jacomyn and Agnes Matilda Malan. Malan attended Columbia University in New York City. Malan died of pneumonia in New York City on 1 April 1989. Cecil buried at Fort Lee, New Jersey. His works are Excess (1980), Untitled (1982). Cecil awards Rockefeller Grant (1957). Cecil married Marian Babina and had two children John C. Malan and Marianne Malan. He also elected as National Academy of Design.",masculine,"Cecil Malan urodził się 11 września 1937 roku był południowoafrykańskim malarzem znanym ze swoich prac neoekspresjonistycznych, neodadaistycznych i popartowych. Urodził się w Pretorii, w Republice Południowej Afryki, jako syn Jacomyna i Agnes Matildy Malan. Malan studiował na Uniwersytecie Columbia w Nowym Jorku. Malan zmarł na zapalenie płuc w Nowym Jorku 1 kwietnia 1989 roku. Cecil został pochowany w Fort Lee, w stanie New Jersey. Jego prace to ""Excess"" (1980) i ""Untitled"" (1982). Cecil otrzymał grant Fundacji Rockefellera (1957). Cecil ożenił się z Marian Babiną i miał dwójkę dzieci Johna C. Malana i Marianne Malan. Został również wybrany do Narodowej Akademii Projektowania."
"Hans Gruber był niemieckim muzykiem i pisarzem. Urodził się w Kolonii 4 kwietnia 1975 roku. Gruber zmarł 17 marca 2017 roku w Paryżu we Francji z powodu niewydolności serca. Pisał beletrystykę historyczną i otrzymał Nagrodę Goethego. Był synem Elsy i Heinricha Gruberów. Gruber był żonaty z Helene Gruber. Kształcił się na Uniwersytecie Paris Sorbonne i uzyskał tytuł magistra literatury, a jego godne uwagi prace to Germania. Mówił po niemiecku.","Hans Gruber was a German musician and writer. He was born in Cologne on April 4, 1975. Gruber died on March 17, 2017 in Paris, France due to heart failure. He wrote historical fiction and received the Goethe Prize. He was the son of Elsa and Heinrich Gruber. Gruber was married to Helene Gruber. He was educated at University of Paris Sorbonne and got a Masters in Literature and his notable works are Germania. He spoke German.",masculine,"Hans Gruber był niemieckim muzykiem i pisarzem. Urodził się w Kolonii 4 kwietnia 1975 roku. Gruber zmarł 17 marca 2017 roku w Paryżu we Francji z powodu niewydolności serca. Pisał fikcję historyczną i otrzymał Nagrodę Goethego. Był synem Elsy i Heinricha Grubera. Gruber był żonaty z Heleną Gruber. Kształcił się na Uniwersytecie Paryskim Sorbona i uzyskał tytuł magistra literatury. Jego znane dzieła to ""Germania"". Mówił po niemiecku."
"Ingvar Magnusson urodził się w Skråmträsk w Szwecji 28 stycznia 1933 roku. Jego matką jest Kerstin Ingvarsson, a ojcem Ivan Magnusson. Ożenił się z Rhodą Wright. Jego dzieci to Erika Magnusson, Kari Magnusson, Fidelia Magnusson. Godne uwagi przejścia Magnussona to Troll Wall w Norwegii, ostatnie przejście to Nose w Yosemite. Magnusson rozpoczął działalność w wieku 28 lat. Zmarł 7 grudnia 2008 r. w El Capitan w Yosemite z powodu zawału serca.","Ingvar Magnusson was born in Skråmträsk, Sweden on 28 January 1933. His mother is Kerstin Ingvarsson and father is Ivan Magnusson. He got married to Rhoda Wright. His children are Erika Magnusson, Kari Magnusson, Fidelia Magnusson. Magnusson's notable ascents are Troll Wall, Norway, final ascent are the Nose, Yosemite. Magnusson's started at the age of 28. He died on 7 Dec 2008 in El Capitan, Yosemite due to heart attack.",masculine,"Ingvar Magnusson urodził się w Skrämträsk, Szwecja, 28 stycznia 1933 roku. Jego matka to Kerstin Ingvarsson, a ojciec Ivan Magnusson. Ożenił się z Rhodą Wright. Jego dzieci to Erika Magnusson, Kari Magnusson, Fidelia Magnusson. Znane wejścia Magnussona to Ściana Trolli, Norwegia, oraz Nos, Yosemite. Magnusson rozpoczął wspinanie w wieku 28 lat. Zmarł 7 grudnia 2008 roku w El Capitan, Yosemite, w wyniku zawału serca."
