speaker_gender|listener_gender|en_text|pl_text|no_context|prompt1|prompt2|prompt3|prompt4|prompt5
kobieta|mężczyzna|I called you three times this morning, why didn't you pick up?|Dzwoniłam do ciebie trzy razy rano, czemu nie odebrałeś?||Dzwoniłem do ciebie trzy razy rano, dlaczego nie odebrałeś?|Dzwoniłam do ciebie trzy razy rano, dlaczego nie odebrałeś?|Dzwoniłam do ciebie trzy razy rano, dlaczego nie odebrałeś?|"Mówca (kobieta): Dzień dobry. Dzwoniłam do pana trzy razy dziś rano, dlaczego pan nie odebrał telefonu?

Słuchacz (mężczyzna): Och, przepraszam bardzo. Byłem zajęty i nie zauważyłem połączeń. Czy mogę wiedzieć, czego dotyczyły te telefony?

Mówca (kobieta): Tak, oczywiście. Chciałam omówić kilka ważnych spraw związanych z naszym projektem. Pomyślałam, że może uda nam się spotkać na krótką rozmowę dzisiaj po południu.

Słuchacz (mężczyzna): Rozumiem. Przepraszam za niedogodności. Czy moglibyśmy umówić się na spotkanie około godziny 15:00?

Mówca (kobieta): To byłoby idealne. Spotkamy się więc o 15:00 w sali konferencyjnej numer 2. Czy to panu odpowiada?

Słuchacz (mężczyzna): Tak, to mi pasuje. Będę na pewno. Jeszcze raz przepraszam za brak reakcji na państwa telefony.

Mówca (kobieta): Nie ma problemu. Cieszę się, że udało nam się uzgodnić spotkanie. Do zobaczenia o 15:00.

Słuchacz (mężczyzna): Do zobaczenia. Dziękuję za wyrozumiałość."|Dzwoniłam do ciebie trzy razy rano, dlaczego nie odebrałeś?
mężczyzna|mężczyzna|I called you three times this morning, why didn't you pick up?|Dzwoniłem do ciebie trzy razy rano, czemu nie odebrałeś?||Dzwoniłem do ciebie trzy razy rano, dlaczego nie odebrałeś?|Dzwoniłem do ciebie trzy razy rano, dlaczego nie odebrałeś?|Dzwoniłem do ciebie trzy razy rano, dlaczego nie odebrałeś?|"Dziękuję za przedstawienie tego dialogu. Oto polska wersja:

Mówca (mężczyzna): Dzwoniłem do ciebie trzy razy dziś rano, dlaczego nie odebrałeś?

Słuchacz (mężczyzna): [Odpowiedź słuchacza]

Warto zauważyć, że w języku polskim często używamy bardziej formalnego tonu w rozmowach telefonicznych niż w języku angielskim. W tym przypadku ""I called you three times this morning"" może być wyrażone jako ""Dzwoniłem do pana/pani trzy razy dziś rano"". Jednak w codziennych, nieformalnych rozmowach między znajomymi lub współpracownikami, forma ""Dzwoniłem do ciebie trzy razy dziś rano"" jest bardziej naturalna i powszechnie używana."|Dzwoniłem do ciebie trzy razy rano, dlaczego nie odebrałeś?
kobieta|kobieta|I called you three times this morning, why didn't you pick up?|Dzwoniłam do ciebie trzy razy rano, czemu nie odebrałaś?||Dzwoniłem do ciebie trzy razy rano, dlaczego nie odebrałeś?|Dzwoniłam do ciebie trzy razy rano, dlaczego nie odebrałaś?|Dzwoniłam do ciebie trzy razy rano, dlaczego nie odebrałaś?|"Dziękuję za podanie kontekstu. Oto tłumaczenie tej wypowiedzi na język polski:

""Dzwoniłam do ciebie trzy razy rano, dlaczego nie odebrałaś?""

To zdanie jest bezpośrednim tłumaczeniem oryginalnego tekstu angielskiego na język polski, zachowując jego znaczenie i strukturę gramatyczną. Warto zauważyć, że w języku polskim często używamy formy ""dzwoniłam"", gdy mówimy o tym, że dzwoniliśmy do kogoś, nawet jeśli to było kilka osób lub grupa osób. W tym przypadku, ponieważ mowa jest o ""mnie"" (I) w języku angielskim, odpowiednikiem w języku polskim będzie ""ja"". Jednak w języku polskim zwykle używamy formy ""dzwoniłam"" dla obu płci, co jest bardziej naturalne i powszechne."|Dzwoniłam do ciebie trzy razy rano, dlaczego nie odebrałaś?
mężczyzna|kobieta|I finished all my tasks at work today, but you still owe me that coffee, remember?|Skończyłem dziś wszystkie zadania w pracy, a ty wciąż jesteś mi winna tę kawę, pamiętasz?||Skończyłem wszystkie zadania w pracy dzisiaj, ale nadal jesteś mi winien tę kawę, pamiętasz?|Skończyłem wszystkie zadania w pracy dzisiaj, ale nadal jesteś mi winna to kawę, pamiętasz?|Skończyłem wszystkie zadania w pracy dzisiaj, ale nadal jesteś mi winna to kawę, pamiętasz?|"Mówca (mężczyzna): Skończyłem wszystkie zadania w pracy dzisiaj, ale nadal jesteś mi winna tę kawę, pamiętasz?

Słuchaczka (kobieta): A tak, masz rację! Zupełnie o tym zapomniałam. Chodźmy na tę kawę, zasłużyłeś sobie.

(Uwaga: Tłumaczenie jest dosłowne i może być dostosowane do kontekstu oraz stylu komunikacji między osobami.)"|Skończyłem wszystkie zadania w pracy dzisiaj, ale nadal jesteś mi winien tę kawę, pamiętasz?
kobieta|mężczyzna|I finished all my tasks at work today, but you still owe me that coffee, remember?|Skończyłam dziś wszystkie zadania w pracy, a ty wciąż jesteś mi winien tę kawę, pamiętasz?||Skończyłem wszystkie zadania w pracy dzisiaj, ale nadal jesteś mi winien tę kawę, pamiętasz?|Skończyłam wszystkie zadania w pracy dzisiaj, ale nadal jesteś mi winien to kawę, pamiętasz?|Skończyłam wszystkie zadania w pracy dzisiaj, ale nadal jesteś mi winien to kawę, pamiętasz?|"Mówca (kobieta): Skończyłam wszystkie zadania w pracy dzisiaj, ale nadal jesteś mi winien tę kawę, pamiętasz?

Słuchacz (mężczyzna): A tak, masz rację! Zupełnie o tym zapomniałem. Chodźmy na tę kawę teraz, dobrze?

Mówca (kobieta): Świetnie, dziękuję! To będzie miła nagroda po całym dniu pracy."|Skończyłam wszystkie zadania w pracy dzisiaj, ale nadal jesteś mi winien to kawę, pamiętasz?
mężczyzna|mężczyzna|I finished all my tasks at work today, but you still owe me that coffee, remember?|Skończyłem dziś wszystkie zadania w pracy, a ty wciąż jesteś mi winien tę kawę, pamiętasz?||Skończyłem wszystkie zadania w pracy dzisiaj, ale nadal jesteś mi winien tę kawę, pamiętasz?|Skończyłem wszystkie moje zadania w pracy dzisiaj, ale nadal jesteś mi winien to kawę, pamiętasz?|Skończyłem wszystkie zadania w pracy dzisiaj, ale nadal jesteś mi winien to kawę, pamiętasz?|"Mówca: Mężczyzna
Słuchacz: Mężczyzna

Tłumaczenie na język polski:

Mówca (mężczyzna): Skończyłem wszystkie zadania w pracy dzisiaj, ale nadal jesteś mi winien tę kawę, pamiętasz?

Słuchacz (mężczyzna): [Odpowiedź słuchacza może być różna, ale ogólnie brzmiałaby podobnie do oryginalnej angielskiej wersji.]"|Skończyłem wszystkie zadania w pracy dzisiaj, ale nadal jesteś mi winien to kawę, pamiętasz?
kobieta|kobieta|I finished all my tasks at work today, but you still owe me that coffee, remember?|Skończyłam dziś wszystkie zadania w pracy, a ty wciąż jesteś mi winna tę kawę, pamiętasz?||Skończyłem wszystkie zadania w pracy dzisiaj, ale nadal jesteś mi winien tę kawę, pamiętasz?|Skończyłam wszystkie zadania w pracy dzisiaj, ale nadal jesteś mi winna to kawę, pamiętasz?|Skończyłam wszystkie zadania w pracy dzisiaj, ale nadal jesteś mi winna to kawę, pamiętasz?|"Mówca: Kobieta
Słuchacz: Kobieta

Angielski: ""I finished all my tasks at work today, but you still owe me that coffee, remember?""

Polski: ""Wykończyłam wszystkie zadania w pracy dzisiaj, ale nadal jesteś mi winna tę kawę, pamiętasz?""

To zdanie jest dosłownym tłumaczeniem i brzmi naturalnie w języku polskim. Warto zauważyć, że w języku polskim często używamy czasu przeszłego dokonanego (""wykończyłam"") dla wyrażenia czynności zakończonej, podczas gdy w angielskim użyto czasu przeszłego prostego (""finished""). Obie formy są poprawne i odpowiednie w tym kontekście."|Skończyłam wszystkie zadania w pracy dzisiaj, ale nadal jesteś mi winna to kawę, pamiętasz?
mężczyzna|kobieta|I cleaned the whole garage today, can you believe it?|Posprzątałem dziś cały garaż, możesz w to uwierzyć?||Oczyściłem cały garaż dzisiaj, czy możesz w to uwierzyć?|Oczyściłem cały garaż dzisiaj, możesz uwierzyć?|Posprzątałem cały garaż dzisiaj, czy możesz uwierzyć?|"Mówca (mężczyzna): Cześć! Dziś cały garaż wysprzątałem. Uwierzysz?

Słuchaczka (kobieta): Wow! To naprawdę imponujące! Gratulacje! Jak udało Ci się to zrobić tak szybko?

Mówca: Dzięki! Wiesz, po prostu zebrałem się w sobie i zacząłem od najgorszych rzeczy. Najpierw wyniosłem stare graty na śmieci, potem umyłem podłogę i półki. Na koniec posprzątałem narzędzia i poukładałem je na swoich miejscach.

Słuchaczka: Brzmi jak sporo pracy! Ale efekt musi być niesamowity. Co skłoniło Cię do tego?

Mówca: Szczerze mówiąc, chciałem zrobić trochę porządków przed nadchodzącą wiosną. A poza tym, mój syn ostatnio wspominał, że przydałoby się uporządkować garaż. Pomyślałem, że to dobra okazja, żeby się za to zabrać.

Słuchaczka: To bardzo odpowiedzialne podejście. Jestem pewna, że wasz garaż teraz wygląda świetnie. Może moglibyśmy go kiedyś obejrzeć?

Mówca: Oczywiście! Zapraszam cię na małe zwiedzanie. Myślę, że będziesz pod wrażeniem. A może nawet zainspirujesz się i też zrobisz porządki w swoim garażu?

Słuchaczka: Haha, może kiedyś... Ale na razie cieszę się, że ty już to zrobiłeś. Masz moją wdzięczność i podziw!"|Oczyściłem cały garaż dzisiaj, czy możesz w to uwierzyć?
kobieta|mężczyzna|I cleaned the whole garage today, can you believe it?|Posprzątałam dziś cały garaż, możesz w to uwierzyć?||Oczyściłem cały garaż dzisiaj, czy możesz w to uwierzyć?|Oczyściłam cały garaż dzisiaj, czy możesz uwierzyć?|Posprzątałam cały garaż dzisiaj, czy możesz uwierzyć?|"Mówca (kobieta): Tak, właśnie posprzątałam cały garaż dzisiaj. Nie do wiary, prawda?

Słuchacz (mężczyzna): Wow! To naprawdę imponujące! Czy mogę zapytać, co dokładnie zrobiłaś?

Mówca: Och, zrobiłam generalne porządki. Wyrzuciłam stare graty, które już nie były potrzebne, umyłam ściany i podłogę, a także uporządkowałam narzędzia i inne rzeczy, które tam przechowujemy. Było tego sporo pracy, ale teraz jest tak czysto i schludnie!

Słuchacz: Brzmi jak ogromny wysiłek. Czy to zajęło ci dużo czasu?

Mówca: Tak, zajęło mi to większość dnia. Zaczęłam rano i skończyłam dopiero wieczorem. Ale muszę przyznać, że czuję się bardzo zadowolona z efektu końcowego. To naprawdę odświeżyło nasz garaż!

Słuchacz: To naprawdę godne podziwu! Czy potrzebujesz pomocy przy czymkolwiek jeszcze? Może chciałabyś, żebym ci pomógł przesunąć jakieś ciężkie przedmioty?

Mówca: Dziękuję za propozycję, ale myślę, że na razie sobie poradzę. Jestem trochę zmęczona, ale też bardzo zadowolona z siebie. Może jutro poproszę cię o pomoc przy układaniu nowych rzeczy na półkach.

Słuchacz: Świetnie, będę gotowy ci pomóc. A tymczasem, może chcesz, żebym zrobił ci herbatę albo coś do jedzenia? Wyglądasz, jakbyś potrzebowała odpoczynku po takim wysiłku.

Mówca: Och, to byłoby wspaniałe! Dziękuję bardzo. Herbata byłaby idealna. Naprawdę doceniam twoją pomoc i wsparcie."|Oczyściłam cały garaż dzisiaj, czy możesz w to uwierzyć?
mężczyzna|mężczyzna|I cleaned the whole garage today, can you believe it?|Posprzątałem dziś cały garaż, możesz w to uwierzyć?||Oczyściłem cały garaż dzisiaj, czy możesz w to uwierzyć?|Oczyściłem cały garaż dzisiaj, możesz uwierzyć?|Posprzątałem cały garaż dzisiaj, czy możesz uwierzyć?|"Mówca: Mężczyzna
Słuchacz: Mężczyzna
Angielski: ""I cleaned the whole garage today, can you believe it?""
Polski:

""Oczyściłem cały garaż dzisiaj, czy możesz w to uwierzyć?""

Warto zauważyć, że tłumaczenie to jest dosłowne i zachowuje strukturę oryginalnego zdania. W języku polskim często używamy podobnych wyrażeń, aby wyrazić zdziwienie lub niedowierzanie co do czegoś, co ktoś zrobił."|Oczyściłem cały garaż dzisiaj, czy możesz w to uwierzyć?
kobieta|kobieta|I cleaned the whole garage today, can you believe it?|Posprzątałam dziś cały garaż, możesz w to uwierzyć?||Oczyściłem cały garaż dzisiaj, czy możesz w to uwierzyć?|Oczyściłam cały garaż dzisiaj, czy możesz uwierzyć?|Posprzątałam cały garaż dzisiaj, czy możesz uwierzyć?|"Mówca: Kobieta
Słuchacz: Kobieta
Angielski: ""I cleaned the whole garage today, can you believe it?""
Polski:

""Posprzątałam cały garaż dzisiaj, nie do wiary!""

---

Warto zauważyć, że tłumaczenie to jest dosłowne i może brzmieć bardziej naturalnie po dodaniu kilku słów kontekstowych lub zmianie struktury zdania. Na przykład:

""Naprawdę posprzątałam cały garaż dzisiaj! Nie do wiary, prawda?""

lub

""Nie mogę uwierzyć, ale naprawdę udało mi się posprzątać cały garaż dzisiaj.""

Obie te wersje są bardziej naturalne w języku polskim i lepiej oddają ton oraz intencję oryginalnego zdania w języku angielskim."|Oczyściłam cały garaż dzisiaj, czy możesz w to uwierzyć?
mężczyzna|kobieta|I spent the whole day fixing your laptop, and you didn't even say thank you!|"Spędziłem cały dzień naprawiając twój laptop, a ty nawet nie powiedziałaś ""dziękuję""!"||"Poświęciłem cały dzień na naprawę twojego laptopa, a nawet nie powiedziałeś ""dziękuję""!"|Poświęciłem cały dzień na naprawianie twojego laptopa, a nawet mi nie podziękowałaś!|Poświęciłem cały dzień na naprawianie twojego laptopa, a nawet mi nie podziękowałaś!|"Mówca (mężczyzna): Spędziłem cały dzień naprawiając twój laptop, a ty nawet nie powiedziałaś ""dziękuję""!

Słuchaczka (kobieta): Ojej, przepraszam! Byłam tak zajęta i zestresowana, że po prostu wyleciało mi to z głowy. Dziękuję ci bardzo za pomoc! Doceniam twoje starania i jestem naprawdę wdzięczna."|"Poświęciłem cały dzień na naprawę twojego laptopa, a nawet nie powiedziałeś ""dziękuję""!"
kobieta|mężczyzna|I spent the whole day fixing your laptop, and you didn't even say thank you!|"Spędziłam cały dzień naprawiając twój laptop, a ty nawet nie powiedziałeś ""dziękuję""!"||"Poświęciłem cały dzień na naprawę twojego laptopa, a nawet nie powiedziałeś ""dziękuję""!"|Poświęciłam cały dzień na naprawianie twojego laptopa, a nawet mi nie podziękowałeś!|Poświęciłam cały dzień na naprawianie twojego laptopa, a nawet mi nie podziękowałeś!|"Mówca (kobieta): Spędziłam cały dzień naprawiając twój laptop, a ty nawet nie powiedziałeś ""dziękuję""!

Słuchacz (mężczyzna): Ojej, przepraszam. Nie zdawałem sobie sprawy, że to zajęło ci tyle czasu. Dziękuję bardzo za twoją pomoc!

Mówca (kobieta): No cóż, myślałam, że docenisz moje wysiłki. Ale skoro już o tym wspomniałeś, to chciałabym, żebyś wiedział, jak trudne było to zadanie i ile pracy włożyłam w naprawę tego laptopa.

Słuchacz (mężczyzna): Rozumiem, masz rację. Naprawdę jestem wdzięczny za twoją pomoc. Czy mogę jakoś się odwdzięczyć? Może zaproszę cię na kolację albo coś w tym stylu?

Mówca (kobieta): To miłe z twojej strony, ale nie musisz robić nic specjalnego. Po prostu chciałam, żebyś wiedział, jak wiele dla mnie znaczy uznanie za moją pracę. Doceniam twoje słowa teraz i mam nadzieję, że następnym razem będziesz bardziej świadomy moich wysiłków.

Słuchacz (mężczyzna): Zrozumiałem. Będę pamiętał o tym w przyszłości. Jeszcze raz dziękuję za naprawienie mojego laptopa. Twoja pomoc była nieoceniona."|Poświęciłam cały dzień na naprawę twojego laptopa, a nawet mi nie podziękowałeś!
mężczyzna|mężczyzna|I spent the whole day fixing your laptop, and you didn't even say thank you!|"Spędziłem cały dzień naprawiając twój laptop, a ty nawet nie powiedziałeś ""dziękuję""!"||"Poświęciłem cały dzień na naprawę twojego laptopa, a nawet nie powiedziałeś ""dziękuję""!"|Poświęciłem cały dzień na naprawianie twojego laptopa, a nawet mi nie podziękowałeś!|Poświęciłem cały dzień na naprawianie twojego laptopa, a nawet mi nie podziękowałeś!|"Mówca: Mężczyzna
Słuchacz: Mężczyzna

Tłumaczenie na polski:

Mówca (mężczyzna): Spędziłem cały dzień naprawiając twój laptop, a ty nawet nie powiedziałeś ""dziękuję""!

Słuchacz (mężczyzna): [Brak odpowiedzi w zadaniu]

Warto zauważyć, że tłumaczenie to jest dosłowne i może być użyte w różnych kontekstach komunikacyjnych między dwoma mężczyznami."|"Poświęciłem cały dzień na naprawianie twojego laptopa, a nawet nie powiedziałeś ""dziękuję""!"
kobieta|kobieta|I spent the whole day fixing your laptop, and you didn't even say thank you!|"Spędziłam cały dzień naprawiając twój laptop, a ty nawet nie powiedziałaś ""dziękuję""!"||"Poświęciłem cały dzień na naprawę twojego laptopa, a nawet nie powiedziałeś ""dziękuję""!"|Poświęciłam cały dzień na naprawianie twojego laptopa, a nawet mi nie podziękowałaś!|Poświęciłam cały dzień na naprawianie twojego laptopa, a nawet mi nie podziękowałaś!|"Mówca (kobieta): Spędziłam cały dzień naprawiając twój laptop, a ty nawet nie powiedziałaś ""dziękuję""!

Słuchacz (kobieta): Ojej, przepraszam bardzo! Nie zdawałam sobie sprawy, że to zajmie tyle czasu. Dziękuję ci ogromnie za twoją pomoc i wysiłek. Doceniam to bardzo.

Mówca: To nic takiego, ale byłoby miło usłyszeć choćby słowo podziękowania. Cieszę się, że udało mi się rozwiązać problem z twoim komputerem. Jeśli będziesz potrzebować jeszcze jakiejkolwiek pomocy technicznej, śmiało daj znać."|Poświęciłam cały dzień na naprawianie twojego laptopa, a nawet mi nie podziękowałaś!
mężczyzna|kobieta|I stayed up all night helping you with your project, and now you don't even remember it?|Siedziałem całą noc pomagając ci z projektem, a teraz nawet tego nie pamiętasz?||Nie spałem całą noc, pomagając ci przy projekcie, a teraz nawet tego nie pamiętasz?|Całą noc pomagałem ci przy twoim projekcie, a teraz nawet tego nie pamiętasz?|Całą noc pomagałem ci przy twoim projekcie, a teraz nawet tego nie pamiętasz?|"Mówca: Mężczyzna
Słuchacz: Kobieta

Tekst w języku polskim:
""Pomagałem ci całą noc przy tym projekcie, a teraz nawet tego nie pamiętasz?"""|Pozostałem/am całą noc, pomagając ci przy twoim projekcie, a teraz nawet tego nie pamiętasz?
kobieta|mężczyzna|I stayed up all night helping you with your project, and now you don't even remember it?|Siedziałam całą noc pomagając ci z projektem, a teraz nawet tego nie pamiętasz?||Nie spałem całą noc, pomagając ci przy projekcie, a teraz nawet tego nie pamiętasz?|Całą noc pomagałam ci przy twoim projekcie, a teraz nawet tego nie pamiętasz?|Całą noc pomagałam ci przy twoim projekcie, a teraz nawet tego nie pamiętasz?|"Mówca (kobieta): ""Pomagałam ci całą noc przy tym projekcie, a teraz nawet tego nie pamiętasz?""

Słuchacz (mężczyzna): ""Och, przepraszam! Naprawdę doceniam twoją pomoc. Po prostu byłem tak zajęty i zestresowany, że czasami trudno mi wszystko spamiętać.""

Mówca (kobieta): ""Rozumiem, ale to było naprawdę ważne dla ciebie. Czy możemy porozmawiać o tym, jak mogę lepiej się komunikować, abyś mógł zapamiętać te rzeczy?""

Słuchacz (mężczyzna): ""Tak, to dobry pomysł. Może moglibyśmy ustalić regularne spotkania, żebym miał szansę przypomnieć sobie kluczowe informacje?""

Mówca (kobieta): ""Dobrze, to brzmi rozsądnie. Co powiesz na cotygodniowe krótkie podsumowania naszej pracy?""

Słuchacz (mężczyzna): ""To świetny pomysł. Dziękuję za twoją wyrozumiałość i wsparcie.""

Mówca (kobieta): ""Nie ma sprawy. Jesteśmy zespołem i chcę, żebyś odniósł sukces. Razem damy radę!"""|Pozostałam całą noc, pomagając ci przy projekcie, a teraz nawet tego nie pamiętasz?
mężczyzna|mężczyzna|I stayed up all night helping you with your project, and now you don't even remember it?|Siedziałem całą noc pomagając ci z projektem, a teraz nawet tego nie pamiętasz?||Nie spałem całą noc, pomagając ci przy projekcie, a teraz nawet tego nie pamiętasz?|Całą noc pomagałem ci przy twoim projekcie, a teraz nawet tego nie pamiętasz?|Całą noc pomagałem ci przy twoim projekcie, a teraz nawet tego nie pamiętasz?|"Mówca: Mężczyzna
Słuchacz: Mężczyzna
Angielski: ""I stayed up all night helping you with your project, and now you don't even remember it?""
Polski:

""Pomagałem ci całą noc przy tym projekcie, a teraz nawet tego nie pamiętasz?""

To zdanie w języku polskim oddaje sens oryginalnego zdania w języku angielskim. Zwróć uwagę na to, że w języku polskim czasownik ""pomagać"" jest użyty w pierwszej osobie liczby pojedynczej (ja pomagałem), co odpowiada pierwszej osobie liczby pojedynczej w języku angielskim (I stayed up). Dodatkowo, słowo ""projekt"" zostało użyte zgodnie z kontekstem i znaczeniem w obu językach."|Całą noc pomagałem ci przy twoim projekcie, a teraz nawet tego nie pamiętasz?
kobieta|kobieta|I stayed up all night helping you with your project, and now you don't even remember it?|Siedziałam całą noc pomagając ci z projektem, a teraz nawet tego nie pamiętasz?||Nie spałem całą noc, pomagając ci przy projekcie, a teraz nawet tego nie pamiętasz?|Całą noc pomagałam ci przy twoim projekcie, a teraz nawet tego nie pamiętasz?|Całą noc pomagałam ci przy twoim projekcie, a teraz nawet tego nie pamiętasz?|"Mówca: kobieta
Słuchacz: kobieta
Angielski: I stayed up all night helping you with your project, and now you don't even remember it?
Polski:

""Poświęciłam całą noc, pomagając ci przy projekcie, a teraz nawet tego nie pamiętasz?""

To zdanie w języku polskim oddaje sens oryginalnego zdania w języku angielskim. Zwróć uwagę na to, że w języku polskim używamy czasu przeszłego ""poświęciłam"" i ""pomagając"", aby wyrazić czynności, które miały miejsce w przeszłości. Dodatkowo, słowo ""teraz"" jest użyte do podkreślenia kontrastu między poświęconym czasem a obecną sytuacją."|Zostałam całą noc, pomagając ci przy projekcie, a teraz nawet tego nie pamiętasz?
mężczyzna|kobieta|I picked up your parcel from the post office, did you forget to thank me again?|Odebrałem twoją paczkę z poczty, znowu zapomniałaś mi podziękować?||Odebrałem twoją przesyłkę z poczty, czy znów zapomniałeś mi podziękować?|Odebrałem twoją paczkę z poczty, czy znów zapomniałaś mi podziękować?|Odebrałem twoją paczkę z poczty, czy znów zapomniałaś mi podziękować?|"Mówca (mężczyzna):
""Dzień dobry. Przywiozłem pani paczkę z poczty.""

Słuchaczka (kobieta):
""Ach, dziękuję bardzo! Czy mogę prosić o przekazanie mi tej paczki?""

Mówca:
""Oczywiście, już ją podaję.""

Słuchaczka:
""Przepraszam, ale czy mógłby Pan powtórzyć swoje nazwisko? Chciałabym wiedzieć, komu mam podziękować.""

Mówca:
""Nazywam się Jan Kowalski. Miło mi było pomóc.""

Słuchaczka:
""Dziękuję bardzo, panie Janie. Jestem naprawdę wdzięczna za Pana pomoc. Czy mogę jakoś się odwdzięczyć?""

Mówca:
""Nie ma takiej potrzeby. To była dla mnie przyjemność. Ale jeśli chce się Pani odwdzięczyć, to może zaprosić mnie na filiżankę kawy?""

Słuchaczka:
""Z przyjemnością! Zapraszam Pana na kawę. To będzie dla mnie zaszczyt.""

Mówca:
""Dziękuję bardzo. Będę zachwycony!""

(Tłumaczenie na angielski)
Mówca: ""Good morning. I brought your package from the post office.""
Słuchaczka: ""Oh, thank you very much! Could you please hand it to me?""
Mówca: ""Of course, here it is.""
Słuchaczka: ""Could you repeat your last name, please? I'd like to know whom to thank.""
Mówca: ""My name is John Smith. It was a pleasure helping you.""
Słuchaczka: ""Thank you so much, Mr. Smith. I am really grateful for your help. Is there anything I can do in return?""
Mówca: ""There's no need to. It was a pleasure. But if you want to repay me, maybe you could invite me for a cup of coffee?""
Słuchaczka: ""I'd be delighted! I'd be honored to have you over for coffee.""
Mówca: ""Thank you very much. I'll be delighted!"""|Podniosłem twoją paczkę z poczty, czy znów zapomniałaś mi podziękować?
kobieta|mężczyzna|I picked up your parcel from the post office, did you forget to thank me again?|Odebrałam twoją paczkę z poczty, znowu zapomniałeś mi podziękować?||Odebrałem twoją przesyłkę z poczty, czy znów zapomniałeś mi podziękować?|Odebrałam twoją paczkę z poczty, czy znów zapomniałeś mi podziękować?|Podniosłam twoją paczkę z poczty, czy znów zapomniałeś mi podziękować?|"Mówca (kobieta): Odebrałam twoją paczkę z poczty, czy znów zapomniałeś mi podziękować?

Słuchacz (mężczyzna): Och, przepraszam! Dziękuję bardzo za odbiór mojej paczki. Nie chciałem być niewdzięczny.

Mówca (kobieta): Nie ma sprawy, po prostu następnym razem pamiętaj, żeby mi podziękować od razu. Miło byłoby usłyszeć ""dziękuję"" wcześniej niż po fakcie.

Słuchacz (mężczyzna): Masz rację, postaram się być bardziej uważny w przyszłości. Jeszcze raz dziękuję za pomoc."|Odebrałam twoją paczkę z poczty, czy znów zapomniałaś mi podziękować?
mężczyzna|mężczyzna|I picked up your parcel from the post office, did you forget to thank me again?|Odebrałem twoją paczkę z poczty, znowu zapomniałeś mi podziękować?||Odebrałem twoją przesyłkę z poczty, czy znów zapomniałeś mi podziękować?|Odebrałem twoją paczkę z poczty, czy znów zapomniałeś mi podziękować?|Odebrałem twoją paczkę z poczty, czy znów zapomniałeś mi podziękować?|"Mówca:
""I picked up your parcel from the post office, did you forget to thank me again?""

Tłumaczenie na polski:
""Odebrałem twoją paczkę z poczty, czy znów zapomniałeś mi podziękować?""

Wyjaśnienie krok po kroku:
1. ""I picked up your parcel from the post office"" - Odebrałem twoją paczkę z poczty
2. ""did you forget to thank me again"" - czy znów zapomniałeś mi podziękować
3. Połączenie tych dwóch części daje pełne zdanie w języku polskim."|Odebrałem twoją paczkę z poczty, czy znów zapomniałeś mi podziękować?
kobieta|kobieta|I picked up your parcel from the post office, did you forget to thank me again?|Odebrałam twoją paczkę z poczty, znowu zapomniałaś mi podziękować?||Odebrałem twoją przesyłkę z poczty, czy znów zapomniałeś mi podziękować?|Podniosłam twoją paczkę z poczty, czy znów zapomniałaś mi podziękować?|Podniosłam twoją paczkę z poczty; czy zapomniałaś znów mi podziękować?|"Mówca (kobieta): Odebrałam twoją paczkę z poczty, czy znów zapomniałaś mi podziękować?

Słuchacz (kobieta): Ojej, przepraszam! Dziękuję bardzo za odbiór mojej paczki. Nie chciałam być niewdzięczna.

Mówca: Nic się nie stało, po prostu czasem warto pamiętać o małych gestach. Cieszę się, że mogłam pomóc!"|Podniosłam twoją paczkę z poczty, czy zapomniałaś znów mi podziękować?
